SGAS,DEPTH,CONIDX,DATE,CONJPOS,SWAT,CONIPOS,PRESSURE,DRAWDOWN,CONKPOS,CONBPRES,WELLMODEL,WELL
0.0,1640.050537109375,1,2018-01-01,30,0.055819787085056305,22,300.5667724609375,0,1,300.5667724609375,STANDARD,R_A2
0.0,1641.82763671875,2,2018-01-01,30,0.057914577424526215,22,300.6859130859375,0,2,300.6859130859375,STANDARD,R_A2
0.0,1643.6046142578125,3,2018-01-01,30,0.06224031373858452,22,300.8050842285156,0,3,300.8050842285156,STANDARD,R_A2
0.0,1645.3817138671875,4,2018-01-01,30,0.06825350970029831,22,300.92425537109375,0,4,300.92425537109375,STANDARD,R_A2
0.0,1647.15869140625,5,2018-01-01,30,0.07050275057554245,22,301.04339599609375,0,5,301.04339599609375,STANDARD,R_A2
0.0,1648.935791015625,6,2018-01-01,30,0.3143439292907715,22,301.16259765625,0,6,301.16259765625,STANDARD,R_A2
0.0,1650.712890625,7,2018-01-01,30,0.8999724984169006,22,301.2817687988281,0,7,301.2817687988281,STANDARD,R_A2
0.0,1652.489990234375,8,2018-01-01,30,0.8772854208946228,22,301.40093994140625,0,8,301.40093994140625,STANDARD,R_A2
0.0,1654.2669677734375,9,2018-01-01,30,0.905865490436554,22,301.5201110839844,0,9,301.5201110839844,STANDARD,R_A2
0.0,1656.0440673828125,10,2018-01-01,30,0.9127098321914673,22,301.6392822265625,0,10,301.6392822265625,STANDARD,R_A2
0.0,1657.931640625,11,2018-01-01,30,0.08050242811441422,22,301.7658996582031,0,11,301.7658996582031,STANDARD,R_A2
0.0,1659.929931640625,12,2018-01-01,30,0.08096896857023239,22,301.8999328613281,0,12,301.8999328613281,STANDARD,R_A2
0.0,1661.92822265625,13,2018-01-01,30,0.46624815464019775,22,302.0339660644531,0,13,302.0339660644531,STANDARD,R_A2
0.0,1663.926513671875,14,2018-01-01,30,0.5094578862190247,22,302.1679992675781,0,14,302.1679992675781,STANDARD,R_A2
0.0,1665.9248046875,15,2018-01-01,30,0.9601765275001526,22,302.3020324707031,0,15,302.3020324707031,STANDARD,R_A2
0.0,1667.9229736328125,16,2018-01-01,30,0.9674065709114075,22,302.4360656738281,0,16,302.4360656738281,STANDARD,R_A2
0.0,1669.9212646484375,17,2018-01-01,30,0.9613174200057983,22,302.57012939453125,0,17,302.57012939453125,STANDARD,R_A2
0.0,1673.8472900390625,18,2018-01-01,29,0.9826158285140991,22,302.83349609375,0,17,302.83349609375,STANDARD,R_A2
0.0,1675.611083984375,19,2018-01-01,29,1.0,22,302.95184326171875,0,18,302.95184326171875,STANDARD,R_A2
0.0,1677.1883544921875,20,2018-01-01,29,1.0,22,303.4071044921875,0,26,303.4071044921875,STANDARD,R_A2
0.0,1678.9095458984375,21,2018-01-01,29,1.0,22,303.5702209472656,0,27,303.5702209472656,STANDARD,R_A2
0.0,1680.6307373046875,22,2018-01-01,29,1.0,22,303.7333068847656,0,28,303.7333068847656,STANDARD,R_A2
0.0,1682.351806640625,23,2018-01-01,29,1.0,22,303.89642333984375,0,29,303.89642333984375,STANDARD,R_A2
0.0,1684.072998046875,24,2018-01-01,29,1.0,22,304.05950927734375,0,30,304.05950927734375,STANDARD,R_A2
0.0,1610.0006103515625,1,2018-01-01,41,0.31776902079582214,28,298.55242919921875,0,1,298.55242919921875,STANDARD,R_A3
0.0,1611.9261474609375,2,2018-01-01,41,0.1994641125202179,28,298.68145751953125,0,2,298.68145751953125,STANDARD,R_A3
0.0,1613.8516845703125,3,2018-01-01,41,0.19851717352867126,28,298.8105163574219,0,3,298.8105163574219,STANDARD,R_A3
0.0,1615.7772216796875,4,2018-01-01,41,0.2045135647058487,28,298.9395751953125,0,4,298.9395751953125,STANDARD,R_A3
0.0,1608.5208740234375,5,2018-01-01,41,0.1954716295003891,29,298.4532470703125,0,4,298.4532470703125,STANDARD,R_A3
0.0,1610.449462890625,6,2018-01-01,41,0.8111084699630737,29,298.5824890136719,0,5,298.5824890136719,STANDARD,R_A3
0.0,1612.3779296875,7,2018-01-01,41,0.6481541991233826,29,298.71173095703125,0,6,298.71173095703125,STANDARD,R_A3
0.0,1614.3065185546875,8,2018-01-01,41,0.20171967148780823,29,298.84100341796875,0,7,298.84100341796875,STANDARD,R_A3
0.0,1616.235107421875,9,2018-01-01,41,0.33359646797180176,29,298.9702453613281,0,8,298.9702453613281,STANDARD,R_A3
0.0,1618.16357421875,10,2018-01-01,41,0.8069741725921631,29,299.0995178222656,0,9,299.0995178222656,STANDARD,R_A3
0.0,1620.0921630859375,11,2018-01-01,41,0.8070683479309082,29,299.2287902832031,0,10,299.2287902832031,STANDARD,R_A3
0.0,1622.1287841796875,12,2018-01-01,41,0.04795412719249725,29,299.36529541015625,0,11,299.36529541015625,STANDARD,R_A3
0.0,1624.2735595703125,13,2018-01-01,41,0.05730542913079262,29,299.5090637207031,0,12,299.5090637207031,STANDARD,R_A3
0.0,1626.4183349609375,14,2018-01-01,41,0.3715083599090576,29,299.65283203125,0,13,299.65283203125,STANDARD,R_A3
0.0,1628.563232421875,15,2018-01-01,41,0.2707172930240631,29,299.7966003417969,0,14,299.7966003417969,STANDARD,R_A3
0.0,1630.69091796875,16,2018-01-01,41,0.5087650418281555,29,299.93927001953125,0,15,299.93927001953125,STANDARD,R_A3
0.0,1632.3482666015625,17,2018-01-01,41,0.8171855807304382,29,300.05035400390625,0,16,300.05035400390625,STANDARD,R_A3
0.0,1634.66064453125,18,2018-01-01,41,0.6481541991233826,29,300.20538330078125,0,26,300.20538330078125,STANDARD,R_A3
