WELL,I,J,K1,K2,OP/SH,SATN,TRAN,WBDIA,KH,SKIN,DFACT,DIR,PEQVR,DATE
R_A2,22,30,1,1,OPEN,0,21.842234,0.2413,2180.11095,0.0,,Z,25.3488634,2018-01-01
R_A2,22,30,2,2,OPEN,0,19.3941611,0.2413,1934.71942,0.0,,Z,25.2757796,2018-01-01
R_A2,22,30,3,3,OPEN,0,16.2563747,0.2413,1620.59334,0.0,,Z,25.1837054,2018-01-01
R_A2,22,30,4,4,OPEN,0,11.4967892,0.2413,1145.77156,0.0,,Z,25.1438272,2018-01-01
R_A2,22,30,5,5,OPEN,0,10.3775807,0.2413,1033.68193,0.0,,Z,25.0726409,2018-01-01
R_A2,22,30,6,6,OPEN,0,0.63096908,0.2413,52.2126066,0.0,,Z,10.1615792,2018-01-01
R_A2,22,30,7,7,OPEN,0,0.01305455,0.2413,1.25975843,0.0,,Z,21.2271354,2018-01-01
R_A2,22,30,8,8,OPEN,0,0.6721533,0.2413,57.7495892,0.0,,Z,12.0409619,2018-01-01
R_A2,22,30,9,9,OPEN,0,0.53251507,0.2413,44.4206459,0.0,,Z,10.5311789,2018-01-01
R_A2,22,30,10,10,OPEN,0,0.0077855,0.2413,0.6222804,0.0,,Z,8.73583195,2018-01-01
R_A2,22,30,11,11,OPEN,0,35.4066491,0.2413,3540.65549,0.0,,Z,25.6054974,2018-01-01
R_A2,22,30,12,12,OPEN,0,10.3425749,0.2413,1027.56588,0.0,,Z,24.7334674,2018-01-01
R_A2,22,30,13,13,OPEN,0,0.52771573,0.2413,52.7852125,0.0,,Z,25.6413453,2018-01-01
R_A2,22,30,14,14,OPEN,0,0.32826381,0.2413,32.8007922,0.0,,Z,25.4991463,2018-01-01
R_A2,22,30,15,15,OPEN,0,0.02846869,0.2413,2.81861434,0.0,,Z,24.2798413,2018-01-01
R_A2,22,30,16,16,OPEN,0,0.02408127,0.2413,2.38329925,0.0,,Z,24.2298348,2018-01-01
R_A2,22,30,17,17,OPEN,0,0.04588627,0.2413,4.54260784,0.0,,Z,24.2663151,2018-01-01
R_A2,22,29,17,17,OPEN,0,0.00662671,0.2413,0.65749788,0.0,,Z,24.5570593,2018-01-01
R_A2,22,29,18,18,OPEN,0,0.00916087,0.2413,0.89803444,0.0,,Z,23.0402011,2018-01-01
R_A2,22,29,26,26,OPEN,0,9.1031042,0.2413,385.602422,0.0,,Z,1.16721795,2018-01-01
R_A2,22,29,27,27,OPEN,0,1.4345e-05,0.2413,0.0013813,0.0,,Z,20.9937842,2018-01-01
R_A2,22,29,28,28,OPEN,0,0.00038322,0.2413,0.03370147,0.0,,Z,13.4220305,2018-01-01
R_A2,22,29,29,29,OPEN,0,1.4417e-05,0.2413,0.0013866,0.0,,Z,20.8675533,2018-01-01
R_A2,22,29,30,30,OPEN,0,0.01052121,0.2413,0.801978,0.0,,Z,7.163696,2018-01-01
R_A3,28,41,1,1,OPEN,0,0.6487936,0.2413,55.0094337,0.0,,Z,11.3335929,2018-01-01
R_A3,28,41,2,2,OPEN,0,7.42948671,0.2413,737.686192,0.0,,Z,24.6523345,2018-01-01
R_A3,28,41,3,3,OPEN,0,6.46951328,0.2413,641.691182,0.0,,Z,24.5143776,2018-01-01
R_A3,28,41,4,4,OPEN,0,5.30441446,0.2413,526.578408,0.0,,Z,24.6260051,2018-01-01
R_A3,29,41,4,4,OPEN,0,3.96557783,0.2413,392.600235,0.0,,Z,24.2727175,2018-01-01
R_A3,29,41,5,5,OPEN,0,0.6014587,0.2413,48.701012,0.0,,Z,9.23808413,2018-01-01
R_A3,29,41,6,6,OPEN,0,1.91749611,0.2413,181.181444,0.0,,Z,19.0589303,2018-01-01
R_A3,29,41,7,7,OPEN,0,1.52422802,0.2413,149.937968,0.0,,Z,23.4642747,2018-01-01
R_A3,29,41,8,8,OPEN,0,1.30883492,0.2413,128.724001,0.0,,Z,23.4395105,2018-01-01
R_A3,29,41,9,9,OPEN,0,0.01062932,0.2413,1.01176056,0.0,,Z,19.7844008,2018-01-01
R_A3,29,41,10,10,OPEN,0,0.00852921,0.2413,0.6749051,0.0,,Z,8.3695721,2018-01-01
R_A3,29,41,11,11,OPEN,0,23.4327391,0.2413,2326.97466,0.0,,Z,24.6691768,2018-01-01
R_A3,29,41,12,12,OPEN,0,15.2418091,0.2413,1511.64937,0.0,,Z,24.502408,2018-01-01
R_A3,29,41,13,13,OPEN,0,0.19692199,0.2413,19.5739357,0.0,,Z,24.7950831,2018-01-01
R_A3,29,41,14,14,OPEN,0,0.04969423,0.2413,4.935875,0.0,,Z,24.6962606,2018-01-01
R_A3,29,41,15,15,OPEN,0,0.09971365,0.2413,9.55247063,0.0,,Z,20.4451656,2018-01-01
R_A3,29,41,16,16,OPEN,0,0.01129846,0.2413,1.11409682,0.0,,Z,23.763261,2018-01-01
R_A3,29,41,26,26,OPEN,0,12.9393064,0.2413,1103.51017,0.0,,Z,11.6389981,2018-01-01
R_A3,29,41,27,27,OPEN,0,60.5091476,0.2413,5957.94034,0.0,,Z,23.5823524,2018-01-01
R_A3,29,41,28,28,OPEN,0,48.3835979,0.2413,4759.68545,0.0,,Z,23.4695189,2018-01-01
R_A3,29,41,29,29,OPEN,0,1.79874324,0.2413,146.04567,0.0,,Z,9.3484556,2018-01-01
R_A3,29,41,30,30,OPEN,0,30.3752418,0.2413,2989.34721,0.0,,Z,23.5198613,2018-01-01
R_A4,30,52,1,1,OPEN,0,168.768162,0.2413,15471.1039,0.0,,X,16.3882808,2018-01-01
R_A4,31,52,1,1,OPEN,0,321.314886,0.2413,29458.4048,0.0,,X,16.3971052,2018-01-01
R_A4,31,52,2,2,OPEN,0,439.186435,0.2413,40330.1033,0.0,,X,16.5279259,2018-01-01
R_A4,31,52,3,3,OPEN,0,355.401177,0.2413,32591.4924,0.0,,X,16.4169646,2018-01-01
R_A4,31,52,4,4,OPEN,0,202.530185,0.2413,18586.21,0.0,,X,16.4757232,2018-01-01
R_A4,32,52,4,4,OPEN,0,399.877378,0.2413,36591.4494,0.0,,X,16.24485,2018-01-01
R_A4,32,52,5,5,OPEN,0,31.7120404,0.2413,2902.67307,0.0,,X,16.2670869,2018-01-01
R_A4,32,51,5,5,OPEN,0,17.183767,0.2413,1526.5081,0.0,,X,14.0778005,2018-01-01
R_A4,32,51,4,4,OPEN,0,490.901336,0.2413,44420.8723,0.0,,X,15.3823309,2018-01-01
R_A4,33,51,4,4,OPEN,0,825.979261,0.2413,74848.9314,0.0,,X,15.4898621,2018-01-01
R_A4,33,51,5,5,OPEN,0,39.5574172,0.2413,3583.37075,0.0,,X,15.4634569,2018-01-01
R_A4,33,50,5,5,OPEN,0,39.2400708,0.2413,3546.95751,0.0,,X,15.3024487,2018-01-01
R_A4,34,50,5,5,OPEN,0,107.256306,0.2413,9685.65373,0.0,,X,15.2309651,2018-01-01
R_A4,34,50,4,4,OPEN,0,865.645341,0.2413,78158.5242,0.0,,X,15.219136,2018-01-01
R_A4,35,50,4,4,OPEN,0,55.4128992,0.2413,5005.57361,0.0,,X,15.2542115,2018-01-01
R_A4,35,50,3,3,OPEN,0,70.6506076,0.2413,6250.03641,0.0,,X,13.8012592,2018-01-01
R_A4,35,49,3,3,OPEN,0,25.552538,0.2413,2296.96,0.0,,X,14.8983192,2018-01-01
R_A4,35,49,2,2,OPEN,0,47.9039177,0.2413,4309.36733,0.0,,X,14.9518147,2018-01-01
R_A4,36,49,29,29,OPEN,0,1357.4654,0.2413,123219.807,0.0,,X,15.6178218,2018-01-01
R_A4,36,48,29,29,OPEN,0,85.988557,0.2413,7924.02109,0.0,,X,16.8163665,2018-01-01
R_A4,37,48,29,29,OPEN,0,1862.46639,0.2413,170587.118,0.0,,X,16.3193275,2018-01-01
R_A4,38,48,29,29,OPEN,0,858.91884,0.2413,78699.5675,0.0,,X,16.3493117,2018-01-01
R_A4,38,47,29,29,OPEN,0,266.682303,0.2413,23754.9755,0.0,,X,14.2612288,2018-01-01
R_A5,31,20,1,1,OPEN,0,17.1802825,0.2413,1672.67294,0.0,,Z,22.2286163,2018-01-01
R_A5,31,20,2,2,OPEN,0,20.9935895,0.2413,2045.4653,0.0,,Z,22.3155039,2018-01-01
R_A5,31,20,3,3,OPEN,0,21.3892179,0.2413,2084.80219,0.0,,Z,22.3596889,2018-01-01
R_A5,31,20,4,4,OPEN,0,24.5591975,0.2413,2395.94889,0.0,,Z,22.4657651,2018-01-01
R_A5,31,20,5,5,OPEN,0,18.3391264,0.2413,1790.70213,0.0,,Z,22.5691515,2018-01-01
R_A5,31,20,6,6,OPEN,0,15.9327172,0.2413,1556.89266,0.0,,Z,22.6574732,2018-01-01
R_A5,31,20,7,7,OPEN,0,0.01659032,0.2413,1.56016837,0.0,,Z,18.6072354,2018-01-01
R_A5,31,20,8,8,OPEN,0,0.00737165,0.2413,0.69613204,0.0,,Z,19.0030097,2018-01-01
R_A5,31,20,9,9,OPEN,0,5.3158e-06,0.2413,0.00050061,0.0,,Z,18.7402907,2018-01-01
R_A5,31,21,9,9,OPEN,0,0.00057611,0.2413,0.04765533,0.0,,Z,10.1446891,2018-01-01
R_A5,31,21,10,10,OPEN,0,1.6232e-05,0.2413,0.00154893,0.0,,Z,20.0418926,2018-01-01
R_A5,31,21,11,11,OPEN,0,13.906842,0.2413,1114.25655,0.0,,Z,8.82747945,2018-01-01
R_A5,31,21,12,12,OPEN,0,22.1198229,0.2413,2208.92585,0.0,,Z,25.4170005,2018-01-01
R_A5,31,21,13,13,OPEN,0,0.70905583,0.2413,70.713942,0.0,,Z,25.237747,2018-01-01
R_A5,31,21,14,14,OPEN,0,0.66203426,0.2413,65.8665221,0.0,,Z,24.917155,2018-01-01
R_A5,31,21,15,15,OPEN,0,0.21056632,0.2413,21.1756072,0.0,,Z,26.392861,2018-01-01
R_A5,31,21,16,16,OPEN,0,0.01618486,0.2413,1.61480896,0.0,,Z,25.2961063,2018-01-01
R_A5,31,21,17,17,OPEN,0,0.02487888,0.2413,2.48808512,0.0,,Z,25.6167356,2018-01-01
R_A5,31,21,18,18,OPEN,0,0.00820311,0.2413,0.82072411,0.0,,Z,25.6749593,2018-01-01
R_A5,31,21,19,19,OPEN,0,0.001919,0.2413,0.19173651,0.0,,Z,25.4895717,2018-01-01
R_A5,31,21,26,26,OPEN,0,8.30711686,0.2413,698.640857,0.0,,Z,10.9247326,2018-01-01
R_A5,31,21,27,27,OPEN,0,12.3198686,0.2413,1230.48156,0.0,,Z,25.438787,2018-01-01
R_A5,31,21,28,28,OPEN,0,1.6213e-05,0.2413,0.0015628,0.0,,Z,21.1071653,2018-01-01
R_A5,31,21,29,29,OPEN,0,1.6283e-05,0.2413,0.00157163,0.0,,Z,21.2517609,2018-01-01
R_A5,31,21,30,30,OPEN,0,1.6359e-05,0.2413,0.00158106,0.0,,Z,21.3966042,2018-01-01
R_A6,17,42,1,1,OPEN,0,0.01902461,0.2413,1.93640551,0.0,,Z,28.1744611,2018-01-01
R_A6,17,42,2,2,OPEN,0,0.01144103,0.2413,1.16387045,0.0,,Z,28.0892894,2018-01-01
R_A6,17,42,3,3,OPEN,0,0.00849416,0.2413,0.86443234,0.0,,Z,28.1496414,2018-01-01
R_A6,17,42,4,4,OPEN,0,0.00709726,0.2413,0.72214356,0.0,,Z,28.1222265,2018-01-01
R_A6,17,42,5,5,OPEN,0,0.0098598,0.2413,1.00294803,0.0,,Z,28.0789884,2018-01-01
R_A6,17,42,6,6,OPEN,0,0.67053011,0.2413,66.1381332,0.0,,Z,23.8008333,2018-01-01
R_A6,17,42,7,7,OPEN,0,1.44117601,0.2413,147.358086,0.0,,Z,28.8840299,2018-01-01
R_A6,17,42,8,8,OPEN,0,0.8927594,0.2413,88.1625946,0.0,,Z,23.9509162,2018-01-01
R_A6,17,42,9,9,OPEN,0,0.023532,0.2413,2.39221531,0.0,,Z,27.9844791,2018-01-01
R_A6,17,42,10,10,OPEN,0,8.77448989,0.2413,784.160085,0.0,,Z,14.4862725,2018-01-01
R_A6,17,42,11,11,OPEN,0,25.4371189,0.2413,2601.88561,0.0,,Z,28.9436111,2018-01-01
R_A6,17,42,12,12,OPEN,0,6.22607273,0.2413,571.578738,0.0,,Z,16.5057485,2018-01-01
R_A6,17,42,13,13,OPEN,0,0.95198719,0.2413,97.3939741,0.0,,Z,28.9731033,2018-01-01
R_A6,17,42,14,14,OPEN,0,0.64903991,0.2413,66.3845138,0.0,,Z,28.934516,2018-01-01
R_A6,17,42,15,15,OPEN,0,0.30635904,0.2413,31.0923139,0.0,,Z,27.7334539,2018-01-01
R_A6,17,42,16,16,OPEN,0,0.02618005,0.2413,2.67312759,0.0,,Z,28.6636296,2018-01-01
R_A6,17,42,17,17,OPEN,0,0.05885876,0.2413,6.00704838,0.0,,Z,28.5917899,2018-01-01
R_A6,17,42,18,18,OPEN,0,0.03689703,0.2413,3.76448279,0.0,,Z,28.5428557,2018-01-01
R_A6,17,42,26,26,OPEN,0,27.0723635,0.2413,2509.76977,0.0,,Z,17.3229191,2018-01-01
R_A6,17,42,27,27,OPEN,0,10.8403027,0.2413,944.948017,0.0,,Z,12.8767692,2018-01-01
R_A6,17,42,28,28,OPEN,0,1.627e-05,0.2413,0.00164962,0.0,,Z,27.5866568,2018-01-01
R_A6,17,42,29,29,OPEN,0,1.6273e-05,0.2413,0.00164959,0.0,,Z,27.5572846,2018-01-01
R_A6,17,42,30,30,OPEN,0,16.8511211,0.2413,1717.01879,0.0,,Z,28.3397701,2018-01-01
A1,32,33,1,1,OPEN,0,2.5645795,0.2413,497.724348,5.0,,Z,26.6592511,2018-01-05
A1,32,33,2,2,OPEN,0,4.37554413,0.2413,849.318738,5.0,,Z,26.7013619,2018-01-05
A1,32,33,3,3,OPEN,0,2.74180568,0.2413,532.8838,5.0,,Z,27.0602535,2018-01-05
A1,32,33,4,4,OPEN,0,7.26418407,0.2413,1409.22548,5.0,,Z,26.5452199,2018-01-05
A1,32,33,5,5,OPEN,0,3.98905342,0.2413,776.067742,5.0,,Z,27.3434082,2018-01-05
A1,32,33,6,6,OPEN,0,1.86885977,0.2413,363.41309,5.0,,Z,27.208631,2018-01-05
A1,32,33,7,7,OPEN,0,2.28828676,0.2413,445.337356,5.0,,Z,27.4413163,2018-01-05
A1,32,33,8,8,OPEN,0,3.91433227,0.2413,761.770007,5.0,,Z,27.4330841,2018-01-05
A1,32,33,9,9,OPEN,0,3.11078374,0.2413,605.829268,5.0,,Z,27.6409124,2018-01-05
A1,32,33,10,10,OPEN,0,1.87825094,0.2413,336.429479,5.0,,Z,11.9620517,2018-01-05
A1,32,33,11,11,OPEN,0,11.5453312,0.2413,2252.0549,5.0,,Z,28.1047741,2018-01-05
A1,32,33,12,12,OPEN,0,13.3523878,0.2413,2606.75438,5.0,,Z,28.3552755,2018-01-05
A1,32,33,13,13,OPEN,0,0.15638393,0.2413,30.5578736,5.0,,Z,28.6228671,2018-01-05
A1,32,33,14,14,OPEN,0,0.14544511,0.2413,28.4344258,5.0,,Z,28.7711756,2018-01-05
A1,32,33,15,15,OPEN,0,0.11635864,0.2413,22.7479012,5.0,,Z,28.7693488,2018-01-05
A1,32,33,16,16,OPEN,0,0.07026923,0.2413,13.7239398,5.0,,Z,28.4733044,2018-01-05
A1,32,33,26,26,OPEN,0,3.55489567,0.2413,648.224684,5.0,,Z,14.2209216,2018-01-05
A1,32,33,27,27,OPEN,0,12.4312403,0.2413,2424.80274,5.0,,Z,28.0975879,2018-01-05
A1,32,33,28,28,OPEN,0,0.00729354,0.2413,1.30227279,5.0,,Z,11.6041101,2018-01-05
A1,32,33,29,29,OPEN,0,1.81509542,0.2413,337.186208,5.0,,Z,17.0813255,2018-01-05
A1,32,33,30,30,OPEN,0,14.9963743,0.2413,2932.75177,5.0,,Z,28.8710765,2018-01-05
A2,22,30,1,1,OPEN,0,11.2879781,0.2413,2180.11095,5.0,,Z,25.3488634,2018-03-10
A2,22,30,2,2,OPEN,0,10.0202083,0.2413,1934.71942,5.0,,Z,25.2757796,2018-03-10
A2,22,30,3,3,OPEN,0,8.39626326,0.2413,1620.59334,5.0,,Z,25.1837054,2018-03-10
A2,22,30,4,4,OPEN,0,5.93713051,0.2413,1145.77156,5.0,,Z,25.1438272,2018-03-10
A2,22,30,5,5,OPEN,0,5.35777642,0.2413,1033.68193,5.0,,Z,25.0726409,2018-03-10
A2,22,30,6,6,OPEN,0,0.2965382,0.2413,52.2126066,5.0,,Z,10.1615792,2018-03-10
A2,22,30,7,7,OPEN,0,0.00663647,0.2413,1.25975843,5.0,,Z,21.2271354,2018-03-10
