SW,KRW,KROW,PCOW,SATNUM,KEYWORD,SG,KRG,KROG,PCOG
0.0205601,0.0,1.0,9.95715,1,SWOF,,,,
0.0305601,0.0,0.9603955,4.1634181,1,SWOF,,,,
0.0405601,0.0001037,0.9200717,2.2334317,1,SWOF,,,,
0.0605601,0.0007795,0.8399235,0.9246556,1,SWOF,,,,
0.0805601,0.002051,0.7620999,0.4935447,1,SWOF,,,,
0.1005601,0.0039395,0.6874763,0.3030079,1,SWOF,,,,
0.1205601,0.0064833,0.6165964,0.2033024,1,SWOF,,,,
0.1405601,0.0097292,0.5498074,0.1450421,1,SWOF,,,,
0.1605601,0.0137299,0.4873392,0.10824,1,SWOF,,,,
0.1805601,0.0185429,0.4293423,0.0836031,1,SWOF,,,,
0.2005601,0.0242302,0.375903,0.0663518,1,SWOF,,,,
0.2205601,0.0308572,0.3270472,0.0538308,1,SWOF,,,,
0.2405601,0.038493,0.2827392,0.0444732,1,SWOF,,,,
0.2605601,0.0472095,0.2428819,0.0373072,1,SWOF,,,,
0.2805601,0.0570813,0.2073186,0.0317054,1,SWOF,,,,
0.3005601,0.0681845,0.1758403,0.0272484,1,SWOF,,,,
0.3205601,0.0805968,0.1481949,0.0236477,1,SWOF,,,,
0.3405601,0.0943958,0.1240989,0.0206997,1,SWOF,,,,
0.3605601,0.1096583,0.1032495,0.0182574,1,SWOF,,,,
0.3805601,0.1264592,0.0853366,0.0162129,1,SWOF,,,,
0.4005601,0.14487,0.0700516,0.0144851,1,SWOF,,,,
0.4205601,0.1649568,0.0570967,0.0130127,1,SWOF,,,,
0.4405601,0.1867787,0.0461896,0.0117484,1,SWOF,,,,
0.4605601,0.2103859,0.0370682,0.0106552,1,SWOF,,,,
0.4805601,0.2358171,0.0294925,0.0097039,1,SWOF,,,,
0.5005601,0.2630971,0.0232455,0.0088713,1,SWOF,,,,
0.5205601,0.2922345,0.0181331,0.0081387,1,SWOF,,,,
0.5405601,0.3232183,0.0139834,0.0074909,1,SWOF,,,,
0.5605601,0.3560157,0.0106453,0.0069155,1,SWOF,,,,
0.5805601,0.3905683,0.0079866,0.0064022,1,SWOF,,,,
0.6005601,0.4267896,0.0058928,0.0059425,1,SWOF,,,,
0.6205601,0.4645616,0.0042648,0.0055293,1,SWOF,,,,
0.6405601,0.503731,0.0030178,0.0051565,1,SWOF,,,,
0.6605601,0.5441118,0.0020808,0.0048193,1,SWOF,,,,
0.6805601,0.585497,0.0013935,0.0045132,1,SWOF,,,,
0.7005601,0.6275652,0.0008986,0.0042346,1,SWOF,,,,
0.7205601,0.6699796,0.0005529,0.0039803,1,SWOF,,,,
0.7405601,0.7123463,0.0003205,0.0037476,1,SWOF,,,,
0.7605601,0.7542068,0.0001719,0.0035343,1,SWOF,,,,
0.7805601,0.7949972,8.3e-05,0.0033381,1,SWOF,,,,
0.8005601,0.8340931,3.45e-05,0.0031574,1,SWOF,,,,
0.8205601,0.8707296,1.14e-05,0.0029905,1,SWOF,,,,
0.8405601,0.9038702,2.6e-06,0.0028362,1,SWOF,,,,
0.8605601,0.9317312,3e-07,0.0026932,1,SWOF,,,,
0.8769868,0.9485761,0.0,0.0025842,1,SWOF,,,,
0.8805601,0.9500699,0.0,0.0025605,1,SWOF,,,,
0.9005601,0.9584306,0.0,0.002437,1,SWOF,,,,
0.9205601,0.9667913,0.0,0.0023221,1,SWOF,,,,
0.9405601,0.975152,0.0,0.0022148,1,SWOF,,,,
0.9605601,0.9835127,0.0,0.0021146,1,SWOF,,,,
0.9805601,0.9918734,0.0,0.0020209,1,SWOF,,,,
1.0,1.0,0.0,0.0019355,1,SWOF,,,,
,,,,1,SGOF,0.0,0.0,1.0,0.0
,,,,1,SGOF,0.05,0.0,0.9048383,0.0
,,,,1,SGOF,0.07,6.15e-05,0.8608377,0.0
,,,,1,SGOF,0.09,0.0003367,0.814149,0.0
,,,,1,SGOF,0.11,0.0009235,0.7652913,0.0
,,,,1,SGOF,0.13,0.0019079,0.714848,0.0
,,,,1,SGOF,0.15,0.0033746,0.6634484,0.0
,,,,1,SGOF,0.17,0.00541,0.6117417,0.0
,,,,1,SGOF,0.19,0.0081035,0.5603691,0.0
,,,,1,SGOF,0.21,0.0115485,0.5099367,0.0
,,,,1,SGOF,0.23,0.0158427,0.4609928,0.0
,,,,1,SGOF,0.25,0.0210881,0.4140104,0.0
,,,,1,SGOF,0.27,0.0273908,0.3693773,0.0
,,,,1,SGOF,0.29,0.0348605,0.327392,0.0
,,,,1,SGOF,0.31,0.0436101,0.2882653,0.0
,,,,1,SGOF,0.33,0.0537541,0.2521263,0.0
,,,,1,SGOF,0.35,0.0654077,0.2190308,0.0
,,,,1,SGOF,0.37,0.0786852,0.1889714,0.0
,,,,1,SGOF,0.39,0.0936974,0.1618874,0.0
,,,,1,SGOF,0.41,0.1105501,0.1376757,0.0
,,,,1,SGOF,0.43,0.1293407,0.1161995,0.0
,,,,1,SGOF,0.45,0.1501552,0.0972975,0.0
,,,,1,SGOF,0.47,0.1730655,0.0807908,0.0
,,,,1,SGOF,0.49,0.1981251,0.0664904,0.0
,,,,1,SGOF,0.51,0.2253663,0.0542023,0.0
,,,,1,SGOF,0.53,0.2547957,0.0437325,0.0
,,,,1,SGOF,0.55,0.2863916,0.0348909,0.0
,,,,1,SGOF,0.57,0.3201004,0.0274946,0.0
,,,,1,SGOF,0.59,0.3558341,0.0213698,0.0
,,,,1,SGOF,0.61,0.3934681,0.0163537,0.0
,,,,1,SGOF,0.63,0.4328402,0.0122956,0.0
,,,,1,SGOF,0.65,0.4737501,0.0090577,0.0
,,,,1,SGOF,0.67,0.5159605,0.0065146,0.0
,,,,1,SGOF,0.69,0.5591985,0.0045535,0.0
,,,,1,SGOF,0.71,0.6031587,0.0030741,0.0
,,,,1,SGOF,0.73,0.647507,0.0019875,0.0
,,,,1,SGOF,0.75,0.6918843,0.0012156,0.0
,,,,1,SGOF,0.77,0.7359114,0.0006905,0.0
,,,,1,SGOF,0.79,0.7791905,0.0003537,0.0
,,,,1,SGOF,0.81,0.8213036,0.000155,0.0
,,,,1,SGOF,0.83,0.8617972,5.23e-05,0.0
,,,,1,SGOF,0.85,0.9001279,1.03e-05,0.0
,,,,1,SGOF,0.87,0.9353982,3e-07,0.0
,,,,1,SGOF,0.8794399,0.95,0.0,0.0
,,,,1,SGOF,0.9794399,1.0,0.0,0.0
0.1182346,0.0,1.0,9.95715,2,SWOF,,,,
0.1282346,0.0,0.9552024,7.6168415,2,SWOF,,,,
0.1382346,0.0001305,0.9096937,5.9450677,2,SWOF,,,,
0.1582346,0.0009846,0.8196289,3.8062496,2,SWOF,,,,
0.1782346,0.0026035,0.732888,2.5699127,2,SWOF,,,,
0.1982346,0.0050258,0.6505241,1.809255,2,SWOF,,,,
0.2182346,0.0083123,0.5731774,1.3174801,2,SWOF,,,,
0.2382346,0.0125352,0.5012428,0.9864521,2,SWOF,,,,
0.2582346,0.0177753,0.4349664,0.7560392,2,SWOF,,,,
0.2782346,0.0241205,0.3744858,0.5910649,2,SWOF,,,,
0.2982346,0.0316652,0.3198394,0.4700569,2,SWOF,,,,
0.3182346,0.040509,0.2709666,0.3794246,2,SWOF,,,,
0.3382346,0.0507566,0.2277076,0.3102933,2,SWOF,,,,
0.3582346,0.0625163,0.1898096,0.2567078,2,SWOF,,,,
0.3782346,0.0758992,0.1569416,0.2145753,2,SWOF,,,,
0.3982346,0.0910172,0.1287128,0.1810228,2,SWOF,,,,
0.4182346,0.1079817,0.1046953,0.1539948,2,SWOF,,,,
0.4382346,0.1269015,0.0844449,0.1319957,2,SWOF,,,,
0.4582346,0.1478795,0.0675196,0.1139205,2,SWOF,,,,
0.4782346,0.1710103,0.0534942,0.0989411,2,SWOF,,,,
0.4982346,0.1963765,0.0419704,0.0864291,2,SWOF,,,,
0.5182346,0.2240449,0.0325835,0.0759023,2,SWOF,,,,
0.5382346,0.254062,0.0250055,0.0669862,2,SWOF,,,,
0.5582346,0.2864494,0.0189453,0.0593877,2,SWOF,,,,
0.5782346,0.3211991,0.0141486,0.0528747,2,SWOF,,,,
0.5982346,0.3582675,0.0103946,0.0472624,2,SWOF,,,,
0.6182346,0.3975707,0.007494,0.042402,2,SWOF,,,,
0.6382346,0.4389779,0.0052853,0.038173,2,SWOF,,,,
0.6582346,0.4823063,0.0036319,0.0344775,2,SWOF,,,,
0.6782346,0.5273138,0.002419,0.0312347,2,SWOF,,,,
0.6982346,0.5737369,0.0015576,0.0283784,2,SWOF,,,,
0.7182346,0.6211549,0.0009588,0.0258531,2,SWOF,,,,
0.7382346,0.6690827,0.0005571,0.023613,2,SWOF,,,,
0.7582346,0.7169578,0.0003003,0.0216192,2,SWOF,,,,
0.7782346,0.7641119,0.0001462,0.0198393,2,SWOF,,,,
0.7982346,0.8096897,6.18e-05,0.0182457,2,SWOF,,,,
0.8182346,0.8527582,2.1e-05,0.0168149,2,SWOF,,,,
0.8382346,0.8920538,5e-06,0.0155269,2,SWOF,,,,
0.8582346,0.9255578,6e-07,0.0143646,2,SWOF,,,,
0.8769868,0.9485761,0.0,0.0133786,2,SWOF,,,,
0.8782346,0.9490978,0.0,0.013313,2,SWOF,,,,
0.8982346,0.9574585,0.0,0.0123596,2,SWOF,,,,
0.9182346,0.9658192,0.0,0.0114933,2,SWOF,,,,
0.9382346,0.9741799,0.0,0.0107044,2,SWOF,,,,
0.9582346,0.9825406,0.0,0.0099847,2,SWOF,,,,
0.9782346,0.9909013,0.0,0.0093267,2,SWOF,,,,
0.9982346,0.999262,0.0,0.0087242,2,SWOF,,,,
1.0,1.0,0.0,0.0086734,2,SWOF,,,,
,,,,2,SGOF,0.0,0.0,1.0,0.0
,,,,2,SGOF,0.05,0.0,0.8914118,0.0
,,,,2,SGOF,0.07,8.34e-05,0.8407228,0.0
,,,,2,SGOF,0.09,0.0004592,0.7869104,0.0
,,,,2,SGOF,0.11,0.0012652,0.730761,0.0
,,,,2,SGOF,0.13,0.0026256,0.6731487,0.0
,,,,2,SGOF,0.15,0.0046644,0.614993,0.0
,,,,2,SGOF,0.17,0.0075102,0.5572091,0.0
,,,,2,SGOF,0.19,0.0112973,0.5006588,0.0
,,,,2,SGOF,0.21,0.0161672,0.4461096,0.0
,,,,2,SGOF,0.23,0.0222683,0.3942052,0.0
,,,,2,SGOF,0.25,0.029756,0.3454502,0.0
,,,,2,SGOF,0.27,0.0387913,0.3002068,0.0
,,,,2,SGOF,0.29,0.0495396,0.2587015,0.0
,,,,2,SGOF,0.31,0.0621686,0.2210391,0.0
,,,,2,SGOF,0.33,0.0768451,0.18722,0.0
,,,,2,SGOF,0.35,0.0937319,0.1571586,0.0
,,,,2,SGOF,0.37,0.1129833,0.1307018,0.0
,,,,2,SGOF,0.39,0.13474,0.1076453,0.0
,,,,2,SGOF,0.41,0.1591234,0.0877495,0.0
,,,,2,SGOF,0.43,0.1862296,0.0707516,0.0
,,,,2,SGOF,0.45,0.2161223,0.0563775,0.0
,,,,2,SGOF,0.47,0.2488266,0.0443507,0.0
,,,,2,SGOF,0.49,0.2843221,0.0343998,0.0
,,,,2,SGOF,0.51,0.3225368,0.0262642,0.0
,,,,2,SGOF,0.53,0.3633422,0.0196986,0.0
,,,,2,SGOF,0.55,0.4065494,0.0144755,0.0
,,,,2,SGOF,0.57,0.4519073,0.0103871,0.0
,,,,2,SGOF,0.59,0.4991022,0.0072459,0.0
,,,,2,SGOF,0.61,0.5477604,0.0048849,0.0
,,,,2,SGOF,0.63,0.5974525,0.0031566,0.0
,,,,2,SGOF,0.65,0.6476995,0.0019325,0.0
,,,,2,SGOF,0.67,0.6979814,0.0011014,0.0
,,,,2,SGOF,0.69,0.7477436,0.0005683,0.0
,,,,2,SGOF,0.71,0.7964015,0.0002528,0.0
,,,,2,SGOF,0.73,0.8433317,8.8e-05,0.0
,,,,2,SGOF,0.75,0.8878246,1.88e-05,0.0
,,,,2,SGOF,0.77,0.9288485,9e-07,0.0
,,,,2,SGOF,0.7817654,0.95,0.0,0.0
,,,,2,SGOF,0.8817654,1.0,0.0,0.0
0.0211401,0.0,1.0,9.95715,3,SWOF,,,,
0.0311401,0.0,0.9603682,4.2468436,3,SWOF,,,,
0.0411401,0.0001038,0.920017,2.3013697,3,SWOF,,,,
0.0611401,0.0007805,0.8398162,0.9626147,3,SWOF,,,,
0.0811401,0.0020538,0.7619448,0.5164779,3,SWOF,,,,
0.1011401,0.0039449,0.6872791,0.3180815,3,SWOF,,,,
0.1211401,0.0064923,0.6163632,0.2138634,3,SWOF,,,,
0.1411401,0.0097429,0.5495448,0.1528055,3,SWOF,,,,
0.1611401,0.0137495,0.4870538,0.1141621,3,SWOF,,,,
0.1811401,0.01857,0.4290407,0.0882547,3,SWOF,,,,
0.2011401,0.0242661,0.3755917,0.0700927,3,SWOF,,,,
0.2211401,0.0309037,0.3267323,0.0568986,3,SWOF,,,,
0.2411401,0.0385519,0.2824264,0.0470302,3,SWOF,,,,
0.2611401,0.0472829,0.2425762,0.0394683,3,SWOF,,,,
0.2811401,0.0571713,0.2070244,0.0335536,3,SWOF,,,,
0.3011401,0.0682935,0.1755611,0.0288456,3,SWOF,,,,
0.3211401,0.0807273,0.1479332,0.0250404,3,SWOF,,,,
0.3411401,0.0945504,0.1238565,0.0219239,3,SWOF,,,,
0.3611401,0.1098399,0.1030276,0.0193412,3,SWOF,,,,
0.3811401,0.1266708,0.0851353,0.0171784,3,SWOF,,,,
0.4011401,0.1451145,0.0698711,0.0153504,3,SWOF,,,,
0.4211401,0.1652373,0.0569361,0.0137921,3,SWOF,,,,
0.4411401,0.1870984,0.0460482,0.0124538,3,SWOF,,,,
0.4611401,0.2107478,0.0369447,0.0112963,3,SWOF,,,,
0.4811401,0.2362241,0.0293857,0.010289,3,SWOF,,,,
0.5011401,0.2635522,0.0231539,0.0094072,3,SWOF,,,,
0.5211401,0.2927401,0.0180553,0.0086312,3,SWOF,,,,
0.5411401,0.3237766,0.0139181,0.0079449,3,SWOF,,,,
0.5611401,0.3566282,0.010591,0.0073352,3,SWOF,,,,
0.5811401,0.3912363,0.007942,0.0067913,3,SWOF,,,,
0.6011401,0.4275135,0.0058566,0.0063041,3,SWOF,,,,
0.6211401,0.4653407,0.004236,0.0058661,3,SWOF,,,,
0.6411401,0.5045637,0.0029952,0.0054711,3,SWOF,,,,
