WELL,WELLMODEL,SWAT,CONIDX,PRESSURE,CONBPRES,SGAS,DATE,CONIPOS,CONJPOS,DEPTH,CONKPOS,DRAWDOWN
R_A2,STANDARD,0.11639835685491562,1,300.6733093261719,300.6733093261719,0.0,2018-01-01,22,30,1641.094970703125,1,0
R_A2,STANDARD,0.05913596972823143,2,300.7936096191406,300.7936096191406,0.0,2018-01-01,22,30,1642.8890380859375,2,0
R_A2,STANDARD,0.1264522522687912,3,300.9139099121094,300.9139099121094,0.0,2018-01-01,22,30,1644.68310546875,3,0
R_A2,STANDARD,0.10851117223501205,4,301.0342102050781,301.0342102050781,0.0,2018-01-01,22,30,1646.4771728515625,4,0
R_A2,STANDARD,0.11078716069459915,5,301.1545104980469,301.1545104980469,0.0,2018-01-01,22,30,1648.2713623046875,5,0
R_A2,STANDARD,0.31581538915634155,6,301.27484130859375,301.27484130859375,0.0,2018-01-01,22,30,1650.0654296875,6,0
R_A2,STANDARD,0.8967062830924988,7,301.3951721191406,301.3951721191406,0.0,2018-01-01,22,30,1651.859619140625,7,0
R_A2,STANDARD,0.8729602694511414,8,301.5154724121094,301.5154724121094,0.0,2018-01-01,22,30,1653.6536865234375,8,0
R_A2,STANDARD,0.9158713817596436,9,301.63580322265625,301.63580322265625,0.0,2018-01-01,22,30,1655.44775390625,9,0
R_A2,STANDARD,0.9034853577613831,10,301.7561340332031,301.7561340332031,0.0,2018-01-01,22,30,1657.2418212890625,10,0
R_A2,STANDARD,0.07596161216497421,11,301.88323974609375,301.88323974609375,0.0,2018-01-01,22,30,1659.1368408203125,11,0
R_A2,STANDARD,0.08016353845596313,12,302.01708984375,302.01708984375,0.0,2018-01-01,22,30,1661.132568359375,12,0
R_A2,STANDARD,0.45490843057632446,13,302.1509704589844,302.1509704589844,0.0,2018-01-01,22,30,1663.12841796875,13,0
R_A2,STANDARD,0.5153446793556213,14,302.28485107421875,302.28485107421875,0.0,2018-01-01,22,30,1665.1241455078125,14,0
R_A2,STANDARD,0.712632954120636,15,302.4187316894531,302.4187316894531,0.0,2018-01-01,22,30,1667.1199951171875,15,0
R_A2,STANDARD,0.9810691475868225,16,302.5526123046875,302.5526123046875,0.0,2018-01-01,22,30,1669.11572265625,16,0
R_A2,STANDARD,0.945175051689148,17,302.6864929199219,302.6864929199219,0.0,2018-01-01,22,30,1671.111572265625,17,0
R_A2,STANDARD,0.9814856648445129,18,302.8123779296875,302.8123779296875,0.0,2018-01-01,22,30,1672.9881591796875,18,0
R_A2,STANDARD,0.9939976930618286,19,302.89569091796875,302.89569091796875,0.0,2018-01-01,22,29,1674.229736328125,18,0
R_A2,STANDARD,1.0,20,303.02569580078125,303.02569580078125,0.0,2018-01-01,22,29,1676.1676025390625,27,0
R_A2,STANDARD,1.0,21,303.47802734375,303.47802734375,0.0,2018-01-01,22,29,1677.9368896484375,28,0
R_A2,STANDARD,1.0,22,303.64569091796875,303.64569091796875,0.0,2018-01-01,22,29,1679.7061767578125,29,0
R_A2,STANDARD,1.0,23,303.8133544921875,303.8133544921875,0.0,2018-01-01,22,29,1681.4754638671875,30,0
R_A2,STANDARD,1.0,24,303.98101806640625,303.98101806640625,0.0,2018-01-01,22,29,1683.2447509765625,31,0
R_A3,STANDARD,0.6481541991233826,1,298.53814697265625,298.53814697265625,0.0,2018-01-01,28,41,1609.243408203125,1,0
R_A3,STANDARD,0.11823459714651108,2,298.676513671875,298.676513671875,0.0,2018-01-01,28,41,1611.3077392578125,2,0
R_A3,STANDARD,0.17559900879859924,3,298.8148498535156,298.8148498535156,0.0,2018-01-01,28,41,1613.3720703125,3,0
R_A3,STANDARD,0.18915219604969025,4,298.9532165527344,298.9532165527344,0.0,2018-01-01,28,41,1615.4365234375,4,0
R_A3,STANDARD,0.6481541991233826,5,299.0915832519531,299.0915832519531,0.0,2018-01-01,28,41,1617.5008544921875,5,0
R_A3,STANDARD,0.2591858208179474,6,299.2299499511719,299.2299499511719,0.0,2018-01-01,28,41,1619.565185546875,6,0
R_A3,STANDARD,0.23034392297267914,7,298.54638671875,298.54638671875,0.0,2018-01-01,29,41,1609.3663330078125,6,0
R_A3,STANDARD,0.19715377688407898,8,298.68377685546875,298.68377685546875,0.0,2018-01-01,29,41,1611.4163818359375,7,0
R_A3,STANDARD,0.24272115528583527,9,298.8211669921875,298.8211669921875,0.0,2018-01-01,29,41,1613.46630859375,8,0
R_A3,STANDARD,0.7983514070510864,10,298.95855712890625,298.95855712890625,0.0,2018-01-01,29,41,1615.516357421875,9,0
R_A3,STANDARD,0.7988103032112122,11,299.095947265625,299.095947265625,0.0,2018-01-01,29,41,1617.5662841796875,10,0
R_A3,STANDARD,0.048717088997364044,12,299.24237060546875,299.24237060546875,0.0,2018-01-01,29,41,1619.750732421875,11,0
R_A3,STANDARD,0.05399089306592941,13,299.3978271484375,299.3978271484375,0.0,2018-01-01,29,41,1622.0697021484375,12,0
R_A3,STANDARD,0.3697081506252289,14,299.5532531738281,299.5532531738281,0.0,2018-01-01,29,41,1624.388671875,13,0
R_A3,STANDARD,0.38560113310813904,15,299.7087097167969,299.7087097167969,0.0,2018-01-01,29,41,1626.707763671875,14,0
R_A3,STANDARD,0.5033208727836609,16,299.8641662597656,299.8641662597656,0.0,2018-01-01,29,41,1629.026611328125,15,0
R_A3,STANDARD,0.8153588175773621,17,299.992919921875,299.992919921875,0.0,2018-01-01,29,41,1630.9468994140625,16,0
R_A3,STANDARD,1.0,18,300.16583251953125,300.16583251953125,0.0,2018-01-01,29,41,1633.5262451171875,27,0
R_A3,STANDARD,0.05029548332095146,19,300.40966796875,300.40966796875,0.0,2018-01-01,29,41,1637.1630859375,28,0
R_A3,STANDARD,0.08577360957860947,20,300.6535339355469,300.6535339355469,0.0,2018-01-01,29,41,1640.8001708984375,29,0
R_A3,STANDARD,0.6888055205345154,21,300.89739990234375,300.89739990234375,0.0,2018-01-01,29,41,1644.4371337890625,30,0
R_A3,STANDARD,0.09458150714635849,22,301.14129638671875,301.14129638671875,0.0,2018-01-01,29,41,1648.0740966796875,31,0
R_A4,STANDARD,0.04987418279051781,1,300.009033203125,300.009033203125,0.0,2018-01-01,30,52,1631.1873779296875,1,0
R_A4,STANDARD,0.062354348599910736,2,299.7571105957031,299.7571105957031,0.0,2018-01-01,31,52,1627.4293212890625,1,0
R_A4,STANDARD,0.06649763137102127,3,299.89520263671875,299.89520263671875,0.0,2018-01-01,31,52,1629.4896240234375,2,0
R_A4,STANDARD,0.05385250598192215,4,300.0333251953125,300.0333251953125,0.0,2018-01-01,31,52,1631.5498046875,3,0
R_A4,STANDARD,0.057518646121025085,5,300.17144775390625,300.17144775390625,0.0,2018-01-01,31,52,1633.610107421875,4,0
R_A4,STANDARD,0.05650549381971359,6,300.0901184082031,300.0901184082031,0.0,2018-01-01,32,52,1632.3968505859375,4,0
R_A4,STANDARD,0.05973724648356438,7,300.3236999511719,300.3236999511719,0.0,2018-01-01,32,51,1635.880615234375,4,0
R_A4,STANDARD,0.060658808797597885,8,300.4202575683594,300.4202575683594,0.0,2018-01-01,33,51,1637.321044921875,4,0
R_A4,STANDARD,0.058803532272577286,9,300.29644775390625,300.29644775390625,0.0,2018-01-01,33,51,1635.474609375,3,0
R_A4,STANDARD,0.06411956250667572,10,300.74395751953125,300.74395751953125,0.0,2018-01-01,33,50,1642.1485595703125,4,0
R_A4,STANDARD,0.06115506589412689,11,300.67578125,300.67578125,0.0,2018-01-01,34,50,1641.132080078125,4,0
R_A4,STANDARD,0.10109613835811615,12,300.5467224121094,300.5467224121094,0.0,2018-01-01,34,50,1639.20703125,3,0
R_A4,STANDARD,0.09800664335489273,13,300.66064453125,300.66064453125,0.0,2018-01-01,35,50,1640.9061279296875,3,0
R_A4,STANDARD,0.20057255029678345,14,300.53570556640625,300.53570556640625,0.0,2018-01-01,35,50,1639.0426025390625,2,0
R_A4,STANDARD,0.23823222517967224,15,300.72943115234375,300.72943115234375,0.0,2018-01-01,35,49,1641.93212890625,2,0
