PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
PERM,LowerReek,Dorne,Background,10.082446,,100.0,0.14946762,1.2804397,22.423101,14.61259,geogrid,geogrid
PORO,LowerReek,Dorne,Background,0.09009953,,0.27295867,0.0,0.025630116,0.15369076,0.04922629,geogrid,geogrid
SW,LowerReek,Dorne,Background,0.99718153,,1.0,0.0,1.0,1.0,0.0519504,geogrid,geogrid
PERM,LowerReek,Dorne,Channel,2632.2637,,10000.0,25.696255,367.8294,6959.7583,2691.894,geogrid,geogrid
PORO,LowerReek,Dorne,Channel,0.24156544,,0.43280435,0.055216283,0.17859161,0.3054086,0.04970598,geogrid,geogrid
SW,LowerReek,Dorne,Channel,0.99307615,,1.0,0.12775369,1.0,1.0,0.067586735,geogrid,geogrid
PERM,LowerReek,Dorne,Crevasse,165.10342,,1000.0,2.2680624,21.127417,394.68253,200.22879,geogrid,geogrid
PORO,LowerReek,Dorne,Crevasse,0.20069487,,0.36582598,0.039776042,0.13736491,0.26534536,0.048966255,geogrid,geogrid
SW,LowerReek,Dorne,Crevasse,0.9984292,,1.0,0.35082138,1.0,1.0,0.029442709,geogrid,geogrid
PERM,LowerReek,IronIslands,Background,7.188925,,100.0,0.107568555,1.2899603,15.236901,9.271075,geogrid,geogrid
PORO,LowerReek,IronIslands,Background,0.08323907,,0.2625347,0.0,0.02247444,0.14347528,0.04565115,geogrid,geogrid
SW,LowerReek,IronIslands,Background,0.6938886,,1.0,0.0,0.2864506,1.0,0.31944048,geogrid,geogrid
PERM,LowerReek,IronIslands,Channel,2991.975,,10000.0,13.11608,425.32022,8241.996,2883.6794,geogrid,geogrid
PORO,LowerReek,IronIslands,Channel,0.2478941,,0.44211346,0.05353594,0.1845641,0.3114335,0.049541477,geogrid,geogrid
SW,LowerReek,IronIslands,Channel,0.4596247,,1.0,0.020556375,0.034928758,1.0,0.45653123,geogrid,geogrid
PERM,LowerReek,IronIslands,Crevasse,179.06279,,1000.0,1.7226125,23.922832,432.42273,208.81824,geogrid,geogrid
PORO,LowerReek,IronIslands,Crevasse,0.20046377,,0.34658125,0.03821063,0.13845515,0.26115635,0.04749458,geogrid,geogrid
SW,LowerReek,IronIslands,Crevasse,0.53609705,,1.0,0.05864406,0.10225645,1.0,0.4149873,geogrid,geogrid
PERM,LowerReek,North,Background,12.077498,,100.0,0.07650076,1.187963,30.629604,18.11664,geogrid,geogrid
PORO,LowerReek,North,Background,0.09563655,,0.3058364,0.0,0.027479444,0.1687845,0.053805042,geogrid,geogrid
SW,LowerReek,North,Background,0.993853,,1.0,0.18392126,1.0,1.0,0.061225034,geogrid,geogrid
PERM,LowerReek,North,Channel,3182.8357,,10000.0,19.80985,471.8261,8976.447,2970.5784,geogrid,geogrid
PORO,LowerReek,North,Channel,0.25380304,,0.45619792,0.066466615,0.18876065,0.31839448,0.05020979,geogrid,geogrid
SW,LowerReek,North,Channel,0.98877454,,1.0,0.026013963,1.0,1.0,0.102835275,geogrid,geogrid
PERM,LowerReek,North,Crevasse,196.9104,,1000.0,2.172649,24.474884,486.19476,226.71088,geogrid,geogrid
PORO,LowerReek,North,Crevasse,0.20533836,,0.37741,0.040989205,0.13973697,0.26966423,0.0508782,geogrid,geogrid
SW,LowerReek,North,Crevasse,0.997745,,1.0,0.073320724,1.0,1.0,0.0446649,geogrid,geogrid
PERM,LowerReek,Reach,Background,13.963175,,100.0,0.102207765,2.0206032,31.88312,17.543201,geogrid,geogrid
PORO,LowerReek,Reach,Background,0.11156646,,0.28339803,0.0,0.05169985,0.17127997,0.046416353,geogrid,geogrid
SW,LowerReek,Reach,Background,0.91526616,,1.0,0.0,0.57574767,1.0,0.18480478,geogrid,geogrid
PERM,LowerReek,Reach,Channel,3205.068,,10000.0,11.724517,505.39392,8662.378,2919.6643,geogrid,geogrid
PORO,LowerReek,Reach,Channel,0.2528164,,0.47748652,0.05523503,0.1899258,0.3144079,0.04912519,geogrid,geogrid
SW,LowerReek,Reach,Channel,0.57607716,,1.0,0.024379713,0.060269002,1.0,0.4397057,geogrid,geogrid
PERM,LowerReek,Reach,Crevasse,171.82054,,1000.0,2.0718045,22.82896,406.05936,207.78194,geogrid,geogrid
PORO,LowerReek,Reach,Crevasse,0.20389532,,0.37676203,0.039037198,0.14295861,0.26800594,0.04861331,geogrid,geogrid
SW,LowerReek,Reach,Crevasse,0.6353264,,1.0,0.074294455,0.16607839,1.0,0.36577973,geogrid,geogrid
PERM,LowerReek,Stormlands,Background,21.905605,,100.0,0.21516946,1.5738375,50.511425,23.742504,geogrid,geogrid
PORO,LowerReek,Stormlands,Background,0.10604186,,0.22604156,0.0,0.01933258,0.17051446,0.055642806,geogrid,geogrid
SW,LowerReek,Stormlands,Background,0.23863487,,0.45910433,0.0,0.15256079,0.34891486,0.09579687,geogrid,geogrid
PERM,LowerReek,Stormlands,Channel,3209.391,,10000.0,35.785934,582.3591,8929.777,2900.676,geogrid,geogrid
PORO,LowerReek,Stormlands,Channel,0.25297612,,0.39693657,0.064084604,0.19219388,0.31569618,0.04813574,geogrid,geogrid
SW,LowerReek,Stormlands,Channel,0.043068197,,0.19412404,0.019431101,0.025414396,0.06285508,0.016742988,geogrid,geogrid
PERM,LowerReek,Stormlands,Crevasse,107.485985,,1000.0,3.329268,16.075098,246.77281,134.76286,geogrid,geogrid
PORO,LowerReek,Stormlands,Crevasse,0.18892711,,0.3679663,0.06691639,0.12966685,0.2479965,0.04766514,geogrid,geogrid
