CONJPOS,WELL,CONKPOS,PRESSURE,DEPTH,WELLMODEL,CONIDX,SGAS,CONBPRES,DATE,CONIPOS,DRAWDOWN,SWAT
29,R_A2,18,302.89569091796875,1674.229736328125,STANDARD,19,0.0,302.89569091796875,2018-01-01,22,0,0.9939976930618286
29,R_A2,27,303.02569580078125,1676.1676025390625,STANDARD,20,0.0,303.02569580078125,2018-01-01,22,0,1.0
29,R_A2,28,303.47802734375,1677.9368896484375,STANDARD,21,0.0,303.47802734375,2018-01-01,22,0,1.0
29,R_A2,29,303.64569091796875,1679.7061767578125,STANDARD,22,0.0,303.64569091796875,2018-01-01,22,0,1.0
29,R_A2,30,303.8133544921875,1681.4754638671875,STANDARD,23,0.0,303.8133544921875,2018-01-01,22,0,1.0
29,R_A2,31,303.98101806640625,1683.2447509765625,STANDARD,24,0.0,303.98101806640625,2018-01-01,22,0,1.0
41,R_A3,1,298.53814697265625,1609.243408203125,STANDARD,1,0.0,298.53814697265625,2018-01-01,28,0,0.6481541991233826
41,R_A3,2,298.676513671875,1611.3077392578125,STANDARD,2,0.0,298.676513671875,2018-01-01,28,0,0.11823459714651108
41,R_A3,3,298.8148498535156,1613.3720703125,STANDARD,3,0.0,298.8148498535156,2018-01-01,28,0,0.17559900879859924
41,R_A3,4,298.9532165527344,1615.4365234375,STANDARD,4,0.0,298.9532165527344,2018-01-01,28,0,0.18915219604969025
41,R_A3,5,299.0915832519531,1617.5008544921875,STANDARD,5,0.0,299.0915832519531,2018-01-01,28,0,0.6481541991233826
41,R_A3,6,299.2299499511719,1619.565185546875,STANDARD,6,0.0,299.2299499511719,2018-01-01,28,0,0.2591858208179474
41,R_A3,6,298.54638671875,1609.3663330078125,STANDARD,7,0.0,298.54638671875,2018-01-01,29,0,0.23034392297267914
41,R_A3,7,298.68377685546875,1611.4163818359375,STANDARD,8,0.0,298.68377685546875,2018-01-01,29,0,0.19715377688407898
41,R_A3,8,298.8211669921875,1613.46630859375,STANDARD,9,0.0,298.8211669921875,2018-01-01,29,0,0.24272115528583527
41,R_A3,9,298.95855712890625,1615.516357421875,STANDARD,10,0.0,298.95855712890625,2018-01-01,29,0,0.7983514070510864
41,R_A3,10,299.095947265625,1617.5662841796875,STANDARD,11,0.0,299.095947265625,2018-01-01,29,0,0.7988103032112122
41,R_A3,11,299.24237060546875,1619.750732421875,STANDARD,12,0.0,299.24237060546875,2018-01-01,29,0,0.048717088997364044
41,R_A3,12,299.3978271484375,1622.0697021484375,STANDARD,13,0.0,299.3978271484375,2018-01-01,29,0,0.05399089306592941
41,R_A3,13,299.5532531738281,1624.388671875,STANDARD,14,0.0,299.5532531738281,2018-01-01,29,0,0.3697081506252289
41,R_A3,14,299.7087097167969,1626.707763671875,STANDARD,15,0.0,299.7087097167969,2018-01-01,29,0,0.38560113310813904
41,R_A3,15,299.8641662597656,1629.026611328125,STANDARD,16,0.0,299.8641662597656,2018-01-01,29,0,0.5033208727836609
41,R_A3,16,299.992919921875,1630.9468994140625,STANDARD,17,0.0,299.992919921875,2018-01-01,29,0,0.8153588175773621
41,R_A3,27,300.16583251953125,1633.5262451171875,STANDARD,18,0.0,300.16583251953125,2018-01-01,29,0,1.0
41,R_A3,28,300.40966796875,1637.1630859375,STANDARD,19,0.0,300.40966796875,2018-01-01,29,0,0.05029548332095146
41,R_A3,29,300.6535339355469,1640.8001708984375,STANDARD,20,0.0,300.6535339355469,2018-01-01,29,0,0.08577360957860947
41,R_A3,30,300.89739990234375,1644.4371337890625,STANDARD,21,0.0,300.89739990234375,2018-01-01,29,0,0.6888055205345154
41,R_A3,31,301.14129638671875,1648.0740966796875,STANDARD,22,0.0,301.14129638671875,2018-01-01,29,0,0.09458150714635849
52,R_A4,1,300.009033203125,1631.1873779296875,STANDARD,1,0.0,300.009033203125,2018-01-01,30,0,0.04987418279051781
52,R_A4,1,299.7571105957031,1627.4293212890625,STANDARD,2,0.0,299.7571105957031,2018-01-01,31,0,0.062354348599910736
52,R_A4,2,299.89520263671875,1629.4896240234375,STANDARD,3,0.0,299.89520263671875,2018-01-01,31,0,0.06649763137102127
52,R_A4,3,300.0333251953125,1631.5498046875,STANDARD,4,0.0,300.0333251953125,2018-01-01,31,0,0.05385250598192215
52,R_A4,4,300.17144775390625,1633.610107421875,STANDARD,5,0.0,300.17144775390625,2018-01-01,31,0,0.057518646121025085
52,R_A4,4,300.0901184082031,1632.3968505859375,STANDARD,6,0.0,300.0901184082031,2018-01-01,32,0,0.05650549381971359
51,R_A4,4,300.3236999511719,1635.880615234375,STANDARD,7,0.0,300.3236999511719,2018-01-01,32,0,0.05973724648356438
51,R_A4,4,300.4202575683594,1637.321044921875,STANDARD,8,0.0,300.4202575683594,2018-01-01,33,0,0.060658808797597885
51,R_A4,3,300.29644775390625,1635.474609375,STANDARD,9,0.0,300.29644775390625,2018-01-01,33,0,0.058803532272577286
50,R_A4,4,300.74395751953125,1642.1485595703125,STANDARD,10,0.0,300.74395751953125,2018-01-01,33,0,0.06411956250667572
50,R_A4,4,300.67578125,1641.132080078125,STANDARD,11,0.0,300.67578125,2018-01-01,34,0,0.06115506589412689
50,R_A4,3,300.5467224121094,1639.20703125,STANDARD,12,0.0,300.5467224121094,2018-01-01,34,0,0.10109613835811615
50,R_A4,3,300.66064453125,1640.9061279296875,STANDARD,13,0.0,300.66064453125,2018-01-01,35,0,0.09800664335489273
50,R_A4,2,300.53570556640625,1639.0426025390625,STANDARD,14,0.0,300.53570556640625,2018-01-01,35,0,0.20057255029678345
49,R_A4,2,300.72943115234375,1641.93212890625,STANDARD,15,0.0,300.72943115234375,2018-01-01,35,0,0.23823222517967224
49,R_A4,30,300.7579650878906,1642.357421875,STANDARD,16,0.0,300.7579650878906,2018-01-01,36,0,0.05358772352337837
48,R_A4,30,300.5735168457031,1639.6068115234375,STANDARD,17,0.0,300.5735168457031,2018-01-01,36,0,0.08878301084041595
48,R_A4,30,301.0526123046875,1646.7513427734375,STANDARD,18,0.0,301.0526123046875,2018-01-01,37,0,0.18201863765716553
48,R_A4,30,301.5025939941406,1653.461669921875,STANDARD,19,0.0,301.5025939941406,2018-01-01,38,0,0.32039687037467957
47,R_A4,30,301.7947998046875,1657.8184814453125,STANDARD,20,0.0,301.7947998046875,2018-01-01,38,0,0.15317369997501373
20,R_A5,1,303.8440856933594,1685.026611328125,STANDARD,1,0.0,303.8440856933594,2018-01-01,31,0,1.0
20,R_A5,2,304.0601806640625,1687.3070068359375,STANDARD,2,0.0,304.0601806640625,2018-01-01,31,0,1.0
20,R_A5,3,304.27630615234375,1689.5875244140625,STANDARD,3,0.0,304.27630615234375,2018-01-01,31,0,1.0
20,R_A5,4,304.4924011230469,1691.8680419921875,STANDARD,4,0.0,304.4924011230469,2018-01-01,31,0,1.0
20,R_A5,5,304.7085266113281,1694.1485595703125,STANDARD,5,0.0,304.7085266113281,2018-01-01,31,0,1.0
20,R_A5,6,304.9246520996094,1696.4290771484375,STANDARD,6,0.0,304.9246520996094,2018-01-01,31,0,1.0
20,R_A5,7,305.446533203125,1698.70947265625,STANDARD,7,0.0,305.446533203125,2018-01-01,31,0,1.0
20,R_A5,11,305.988037109375,1707.6488037109375,STANDARD,8,0.0,305.988037109375,2018-01-01,31,0,1.0
20,R_A5,12,306.1695251464844,1709.5638427734375,STANDARD,9,0.0,306.1695251464844,2018-01-01,31,0,1.0
21,R_A5,12,305.4322814941406,1701.7845458984375,STANDARD,10,0.0,305.4322814941406,2018-01-01,31,0,1.0
21,R_A5,13,305.6291198730469,1703.735107421875,STANDARD,11,0.0,305.6291198730469,2018-01-01,31,0,1.0
21,R_A5,14,305.81396484375,1705.6856689453125,STANDARD,12,0.0,305.81396484375,2018-01-01,31,0,1.0
21,R_A5,15,305.9988098144531,1707.63623046875,STANDARD,13,0.0,305.9988098144531,2018-01-01,31,0,1.0
21,R_A5,16,306.3287048339844,1709.5867919921875,STANDARD,14,0.0,306.3287048339844,2018-01-01,31,0,1.0
21,R_A5,17,306.5135498046875,1711.537353515625,STANDARD,15,0.0,306.5135498046875,2018-01-01,31,0,1.0
21,R_A5,18,306.6856994628906,1713.35400390625,STANDARD,16,0.0,306.6856994628906,2018-01-01,31,0,1.0
21,R_A5,19,306.7843933105469,1714.3951416015625,STANDARD,17,0.0,306.7843933105469,2018-01-01,31,0,1.0
21,R_A5,27,306.75689697265625,1715.7628173828125,STANDARD,18,0.0,306.75689697265625,2018-01-01,31,0,1.0
21,R_A5,28,306.978271484375,1718.098388671875,STANDARD,19,0.0,306.978271484375,2018-01-01,31,0,1.0
21,R_A5,29,307.5054016113281,1720.43408203125,STANDARD,20,0.0,307.5054016113281,2018-01-01,31,0,1.0
21,R_A5,30,307.7267761230469,1722.7696533203125,STANDARD,21,0.0,307.7267761230469,2018-01-01,31,0,1.0
21,R_A5,31,307.9481506347656,1725.105224609375,STANDARD,22,0.0,307.9481506347656,2018-01-01,31,0,1.0
42,R_A6,1,305.11419677734375,1695.20263671875,STANDARD,1,0.0,305.11419677734375,2018-01-01,17,0,1.0
42,R_A6,2,305.2609558105469,1696.7510986328125,STANDARD,2,0.0,305.2609558105469,2018-01-01,17,0,1.0
42,R_A6,3,305.4076843261719,1698.299560546875,STANDARD,3,0.0,305.4076843261719,2018-01-01,17,0,1.0
42,R_A6,4,305.554443359375,1699.84814453125,STANDARD,4,0.0,305.554443359375,2018-01-01,17,0,1.0
42,R_A6,5,305.7012023925781,1701.3966064453125,STANDARD,5,0.0,305.7012023925781,2018-01-01,17,0,1.0
42,R_A6,6,305.54888916015625,1702.9451904296875,STANDARD,6,0.0,305.54888916015625,2018-01-01,17,0,1.0
42,R_A6,7,305.6956481933594,1704.49365234375,STANDARD,7,0.0,305.6956481933594,2018-01-01,17,0,1.0
42,R_A6,8,305.8424072265625,1706.042236328125,STANDARD,8,0.0,305.8424072265625,2018-01-01,17,0,1.0
42,R_A6,9,306.2882080078125,1707.5906982421875,STANDARD,9,0.0,306.2882080078125,2018-01-01,17,0,1.0
42,R_A6,10,306.1291809082031,1709.1392822265625,STANDARD,10,0.0,306.1291809082031,2018-01-01,17,0,1.0
42,R_A6,11,306.3109130859375,1711.055419921875,STANDARD,11,0.0,306.3109130859375,2018-01-01,17,0,1.0
42,R_A6,12,306.52734375,1713.3392333984375,STANDARD,12,0.0,306.52734375,2018-01-01,17,0,1.0
42,R_A6,13,306.7557678222656,1715.623046875,STANDARD,13,0.0,306.7557678222656,2018-01-01,17,0,1.0
42,R_A6,14,306.9721984863281,1717.9068603515625,STANDARD,14,0.0,306.9721984863281,2018-01-01,17,0,1.0
42,R_A6,15,307.18865966796875,1720.190673828125,STANDARD,15,0.0,307.18865966796875,2018-01-01,17,0,1.0
42,R_A6,16,307.55010986328125,1722.474365234375,STANDARD,16,0.0,307.55010986328125,2018-01-01,17,0,1.0
42,R_A6,17,307.7665710449219,1724.7581787109375,STANDARD,17,0.0,307.7665710449219,2018-01-01,17,0,1.0
42,R_A6,18,307.921630859375,1726.394287109375,STANDARD,18,0.0,307.921630859375,2018-01-01,17,0,1.0
42,R_A6,27,307.8930969238281,1727.7508544921875,STANDARD,19,0.0,307.8930969238281,2018-01-01,17,0,1.0
42,R_A6,28,308.3623352050781,1729.4755859375,STANDARD,20,0.0,308.3623352050781,2018-01-01,17,0,1.0
42,R_A6,29,308.52581787109375,1731.2001953125,STANDARD,21,0.0,308.52581787109375,2018-01-01,17,0,1.0
42,R_A6,30,308.68927001953125,1732.9249267578125,STANDARD,22,0.0,308.68927001953125,2018-01-01,17,0,1.0
42,R_A6,31,308.5469665527344,1734.649658203125,STANDARD,23,0.0,308.5469665527344,2018-01-01,17,0,1.0
30,R_A2,1,297.0657958984375,1641.094970703125,STANDARD,1,0.0,297.0657958984375,2018-03-01,22,0,0.11643575876951218
30,R_A2,2,297.18609619140625,1642.8890380859375,STANDARD,2,0.0,297.18609619140625,2018-03-01,22,0,0.05916999652981758
30,R_A2,3,297.3067321777344,1644.68310546875,STANDARD,3,0.0,297.3067321777344,2018-03-01,22,0,0.12657985091209412
30,R_A2,4,297.4270935058594,1646.4771728515625,STANDARD,4,0.0,297.4270935058594,2018-03-01,22,0,0.10868342220783234
30,R_A2,5,297.5472412109375,1648.2713623046875,STANDARD,5,0.0,297.5472412109375,2018-03-01,22,0,0.11107579618692398
30,R_A2,6,297.74041748046875,1650.0654296875,STANDARD,6,0.0,297.74041748046875,2018-03-01,22,0,0.31400516629219055
30,R_A2,7,297.8592224121094,1651.859619140625,STANDARD,7,0.0,297.8592224121094,2018-03-01,22,0,0.8964104652404785
30,R_A2,8,297.9829406738281,1653.6536865234375,STANDARD,8,0.0,297.9829406738281,2018-03-01,22,0,0.8728231191635132
30,R_A2,9,298.34320068359375,1655.44775390625,STANDARD,9,0.0,298.34320068359375,2018-03-01,22,0,0.9157867431640625
30,R_A2,10,299.06732177734375,1657.2418212890625,STANDARD,10,0.0,299.06732177734375,2018-03-01,22,0,0.9034060835838318
30,R_A2,11,299.1920471191406,1659.1368408203125,STANDARD,11,0.0,299.1920471191406,2018-03-01,22,0,0.07604079693555832
30,R_A2,12,299.3044128417969,1661.132568359375,STANDARD,12,0.0,299.3044128417969,2018-03-01,22,0,0.08070775866508484
30,R_A2,13,299.6351013183594,1663.12841796875,STANDARD,13,0.0,299.6351013183594,2018-03-01,22,0,0.4550367295742035
30,R_A2,14,299.8937072753906,1665.1241455078125,STANDARD,14,0.0,299.8937072753906,2018-03-01,22,0,0.5152823328971863
30,R_A2,15,300.02618408203125,1667.1199951171875,STANDARD,15,0.0,300.02618408203125,2018-03-01,22,0,0.7127166390419006
30,R_A2,16,300.1517639160156,1669.11572265625,STANDARD,16,0.0,300.1517639160156,2018-03-01,22,0,0.9803031086921692
30,R_A2,17,300.2831726074219,1671.111572265625,STANDARD,17,0.0,300.2831726074219,2018-03-01,22,0,0.9451348185539246
30,R_A2,18,300.4087219238281,1672.9881591796875,STANDARD,18,0.0,300.4087219238281,2018-03-01,22,0,0.9814720749855042
29,R_A2,18,300.2585754394531,1674.229736328125,STANDARD,19,0.0,300.2585754394531,2018-03-01,22,0,0.9939928650856018
29,R_A2,27,302.49908447265625,1676.1676025390625,STANDARD,20,-6.707772115532862e-09,302.49908447265625,2018-03-01,22,0,0.9999999403953552
29,R_A2,28,302.5824279785156,1677.9368896484375,STANDARD,21,1.9559048219796883e-16,302.5824279785156,2018-03-01,22,0,1.0
29,R_A2,29,301.75482177734375,1679.7061767578125,STANDARD,22,3.585734517095381e-16,301.75482177734375,2018-03-01,22,0,1.0
29,R_A2,30,300.7376403808594,1681.4754638671875,STANDARD,23,1.0498220348598153e-11,300.7376403808594,2018-03-01,22,0,1.0
29,R_A2,31,301.60260009765625,1683.2447509765625,STANDARD,24,7.075156358829824e-17,301.60260009765625,2018-03-01,22,0,1.0
20,R_A5,1,280.03131103515625,1685.026611328125,STANDARD,1,1.3219719440763118e-14,280.03131103515625,2018-04-28,31,0,1.0
20,R_A5,2,280.24713134765625,1687.3070068359375,STANDARD,2,1.3353836096532522e-14,280.24713134765625,2018-04-28,31,0,1.0
20,R_A5,3,280.46295166015625,1689.5875244140625,STANDARD,3,1.1396491186193604e-14,280.46295166015625,2018-04-28,31,0,1.0
20,R_A5,4,280.6788024902344,1691.8680419921875,STANDARD,4,1.1737592201085858e-14,280.6788024902344,2018-04-28,31,0,1.0
20,R_A5,5,280.8946533203125,1694.1485595703125,STANDARD,5,1.1472686881996812e-14,280.8946533203125,2018-04-28,31,0,1.0
20,R_A5,6,281.1105041503906,1696.4290771484375,STANDARD,6,8.328350656957185e-15,281.1105041503906,2018-04-28,31,0,1.0
20,R_A5,7,281.6433410644531,1698.70947265625,STANDARD,7,3.3882512206627642e-15,281.6433410644531,2018-04-28,31,0,1.0
20,R_A5,11,284.3426818847656,1707.6488037109375,STANDARD,8,-5.275785234029606e-13,284.3426818847656,2018-04-28,31,0,1.0
20,R_A5,12,284.5305480957031,1709.5638427734375,STANDARD,9,-4.711278567791355e-13,284.5305480957031,2018-04-28,31,0,1.0
21,R_A5,12,283.2210998535156,1701.7845458984375,STANDARD,10,-1.2123131491736938e-11,283.2210998535156,2018-04-28,31,0,1.0
21,R_A5,13,283.4220275878906,1703.735107421875,STANDARD,11,-1.3145750763984831e-12,283.4220275878906,2018-04-28,31,0,1.0
21,R_A5,14,283.6138000488281,1705.6856689453125,STANDARD,12,-1.5698867986829734e-12,283.6138000488281,2018-04-28,31,0,1.0
21,R_A5,15,283.81280517578125,1707.63623046875,STANDARD,13,-6.472517292098467e-13,283.81280517578125,2018-04-28,31,0,1.0
21,R_A5,16,284.2196350097656,1709.5867919921875,STANDARD,14,-7.458065740505171e-13,284.2196350097656,2018-04-28,31,0,1.0
21,R_A5,17,284.607177734375,1711.537353515625,STANDARD,15,-7.06720245475731e-14,284.607177734375,2018-04-28,31,0,1.0
21,R_A5,18,284.99078369140625,1713.35400390625,STANDARD,16,-7.940466995948539e-14,284.99078369140625,2018-04-28,31,0,1.0
21,R_A5,19,285.1747741699219,1714.3951416015625,STANDARD,17,0.0,285.1747741699219,2018-04-28,31,0,1.0
21,R_A5,27,285.2000427246094,1715.7628173828125,STANDARD,18,-4.4683137398471295e-12,285.2000427246094,2018-04-28,31,0,1.0
21,R_A5,28,285.4502258300781,1718.098388671875,STANDARD,19,-3.4104151794278614e-12,285.4502258300781,2018-04-28,31,0,1.0
21,R_A5,29,296.87054443359375,1720.43408203125,STANDARD,20,-1.3155878542713143e-19,296.87054443359375,2018-04-28,31,0,1.0
21,R_A5,30,304.5807800292969,1722.7696533203125,STANDARD,21,-3.1152970379132843e-22,304.5807800292969,2018-04-28,31,0,1.0
21,R_A5,31,306.7436218261719,1725.105224609375,STANDARD,22,2.406695219842693e-22,306.7436218261719,2018-04-28,31,0,1.0
41,R_A3,1,276.35009765625,1609.243408203125,STANDARD,1,0.0,276.35009765625,2018-07-03,28,0,0.649560272693634
41,R_A3,2,276.4955749511719,1611.3077392578125,STANDARD,2,0.0,276.4955749511719,2018-07-03,28,0,0.11861135810613632
41,R_A3,3,276.63330078125,1613.3720703125,STANDARD,3,0.0,276.63330078125,2018-07-03,28,0,0.17606690526008606
41,R_A3,4,276.7712097167969,1615.4365234375,STANDARD,4,0.0,276.7712097167969,2018-07-03,28,0,0.18983827531337738
41,R_A3,5,276.90887451171875,1617.5008544921875,STANDARD,5,0.0,276.90887451171875,2018-07-03,28,0,0.6498892903327942
41,R_A3,6,277.04669189453125,1619.565185546875,STANDARD,6,0.0,277.04669189453125,2018-07-03,28,0,0.2604796290397644
41,R_A3,6,276.2470397949219,1609.3663330078125,STANDARD,7,0.0,276.2470397949219,2018-07-03,29,0,0.23145484924316406
41,R_A3,7,276.38372802734375,1611.4163818359375,STANDARD,8,0.0,276.38372802734375,2018-07-03,29,0,0.19876736402511597
41,R_A3,8,276.5206298828125,1613.46630859375,STANDARD,9,0.0,276.5206298828125,2018-07-03,29,0,0.245614692568779
41,R_A3,9,276.7600402832031,1615.516357421875,STANDARD,10,0.0,276.7600402832031,2018-07-03,29,0,0.7971242070198059
41,R_A3,10,280.98297119140625,1617.5662841796875,STANDARD,11,0.0,280.98297119140625,2018-07-03,29,0,0.7930757999420166
41,R_A3,11,282.0723876953125,1619.750732421875,STANDARD,12,0.0,282.0723876953125,2018-07-03,29,0,0.04883335158228874
41,R_A3,12,282.2271728515625,1622.0697021484375,STANDARD,13,0.0,282.2271728515625,2018-07-03,29,0,0.05411338806152344
41,R_A3,13,282.38214111328125,1624.388671875,STANDARD,14,0.0,282.38214111328125,2018-07-03,29,0,0.37027063965797424
41,R_A3,14,282.758056640625,1626.707763671875,STANDARD,15,0.0,282.758056640625,2018-07-03,29,0,0.38633638620376587
41,R_A3,15,283.2824401855469,1629.026611328125,STANDARD,16,0.0,283.2824401855469,2018-07-03,29,0,0.5034899711608887
41,R_A3,16,283.4259338378906,1630.9468994140625,STANDARD,17,0.0,283.4259338378906,2018-07-03,29,0,0.8144276142120361
41,R_A3,27,284.7818298339844,1633.5262451171875,STANDARD,18,1.0835382070750743e-12,284.7818298339844,2018-07-03,29,0,1.0
41,R_A3,28,283.6176452636719,1637.1630859375,STANDARD,19,0.0,283.6176452636719,2018-07-03,29,0,0.05062272772192955
41,R_A3,29,283.8605041503906,1640.8001708984375,STANDARD,20,0.0,283.8605041503906,2018-07-03,29,0,0.08653135597705841
41,R_A3,30,284.010986328125,1644.4371337890625,STANDARD,21,0.0,284.010986328125,2018-07-03,29,0,0.6903141140937805
41,R_A3,31,284.2006530761719,1648.0740966796875,STANDARD,22,0.0,284.2006530761719,2018-07-03,29,0,0.09521403163671494
52,R_A4,1,276.2936706542969,1631.1873779296875,STANDARD,1,0.0,276.2936706542969,2018-09-12,30,0,0.05001303181052208
52,R_A4,1,276.2382507324219,1627.4293212890625,STANDARD,2,0.0,276.2382507324219,2018-09-12,31,0,0.06253489851951599
52,R_A4,2,276.37548828125,1629.4896240234375,STANDARD,3,0.0,276.37548828125,2018-09-12,31,0,0.06669257581233978
52,R_A4,3,276.5126647949219,1631.5498046875,STANDARD,4,0.0,276.5126647949219,2018-09-12,31,0,0.054003383964300156
52,R_A4,4,276.64990234375,1633.610107421875,STANDARD,5,0.0,276.64990234375,2018-09-12,31,0,0.05767754837870598
52,R_A4,4,276.7536926269531,1632.3968505859375,STANDARD,6,0.0,276.7536926269531,2018-09-12,32,0,0.056626178324222565
51,R_A4,4,276.71234130859375,1635.880615234375,STANDARD,7,0.0,276.71234130859375,2018-09-12,32,0,0.059895001351833344
51,R_A4,4,276.99139404296875,1637.321044921875,STANDARD,8,0.0,276.99139404296875,2018-09-12,33,0,0.060887936502695084
51,R_A4,3,276.86822509765625,1635.474609375,STANDARD,9,0.0,276.86822509765625,2018-09-12,33,0,0.058896251022815704
50,R_A4,4,277.0718994140625,1642.1485595703125,STANDARD,10,0.0,277.0718994140625,2018-09-12,33,0,0.064535953104496
50,R_A4,4,277.2290954589844,1641.132080078125,STANDARD,11,0.0,277.2290954589844,2018-09-12,34,0,0.06133382394909859
50,R_A4,3,277.1011047363281,1639.20703125,STANDARD,12,0.0,277.1011047363281,2018-09-12,34,0,0.10129076987504959
50,R_A4,3,277.4067077636719,1640.9061279296875,STANDARD,13,0.0,277.4067077636719,2018-09-12,35,0,0.09820708632469177
50,R_A4,2,277.2829284667969,1639.0426025390625,STANDARD,14,0.0,277.2829284667969,2018-09-12,35,0,0.2009589672088623
49,R_A4,2,277.30218505859375,1641.93212890625,STANDARD,15,0.0,277.30218505859375,2018-09-12,35,0,0.23758426308631897
49,R_A4,30,277.2462463378906,1642.357421875,STANDARD,16,0.0,277.2462463378906,2018-09-12,36,0,0.05495445802807808
48,R_A4,30,276.6965637207031,1639.6068115234375,STANDARD,17,0.0,276.6965637207031,2018-09-12,36,0,0.09860017895698547
48,R_A4,30,277.63067626953125,1646.7513427734375,STANDARD,18,0.0,277.63067626953125,2018-09-12,37,0,0.1863611489534378
48,R_A4,30,278.4462585449219,1653.461669921875,STANDARD,19,0.0,278.4462585449219,2018-09-12,38,0,0.3176443874835968
47,R_A4,30,278.46380615234375,1657.8184814453125,STANDARD,20,0.0,278.46380615234375,2018-09-12,38,0,0.16965384781360626
42,R_A6,1,274.59765625,1695.20263671875,STANDARD,1,-2.1490403777033875e-16,274.59765625,2018-11-07,17,0,1.0
42,R_A6,2,274.7429504394531,1696.7510986328125,STANDARD,2,-1.3716732433827932e-16,274.7429504394531,2018-11-07,17,0,1.0
42,R_A6,3,274.8855895996094,1698.299560546875,STANDARD,3,-1.315623088029506e-16,274.8855895996094,2018-11-07,17,0,1.0
42,R_A6,4,275.0249328613281,1699.84814453125,STANDARD,4,-1.1316035920517332e-16,275.0249328613281,2018-11-07,17,0,1.0
42,R_A6,5,275.16253662109375,1701.3966064453125,STANDARD,5,-1.4943173937470095e-16,275.16253662109375,2018-11-07,17,0,1.0
42,R_A6,6,275.0031433105469,1702.9451904296875,STANDARD,6,-6.362749292964905e-15,275.0031433105469,2018-11-07,17,0,1.0
42,R_A6,7,275.1501770019531,1704.49365234375,STANDARD,7,-1.1915270067266656e-14,275.1501770019531,2018-11-07,17,0,1.0
42,R_A6,8,275.2995910644531,1706.042236328125,STANDARD,8,-8.0863169215099e-15,275.2995910644531,2018-11-07,17,0,1.0
42,R_A6,9,275.7566833496094,1707.5906982421875,STANDARD,9,-7.415822687001459e-16,275.7566833496094,2018-11-07,17,0,1.0
42,R_A6,10,275.6229248046875,1709.1392822265625,STANDARD,10,-7.662107574931895e-14,275.6229248046875,2018-11-07,17,0,1.0
42,R_A6,11,275.8314514160156,1711.055419921875,STANDARD,11,-4.40989035381794e-14,275.8314514160156,2018-11-07,17,0,1.0
42,R_A6,12,276.0476989746094,1713.3392333984375,STANDARD,12,-1.4450483724112034e-14,276.0476989746094,2018-11-07,17,0,1.0
42,R_A6,13,276.2762145996094,1715.623046875,STANDARD,13,-9.098660630398612e-16,276.2762145996094,2018-11-07,17,0,1.0
42,R_A6,14,276.4930114746094,1717.9068603515625,STANDARD,14,-6.333859328474666e-16,276.4930114746094,2018-11-07,17,0,1.0
42,R_A6,15,276.71551513671875,1720.190673828125,STANDARD,15,-4.498528455396545e-16,276.71551513671875,2018-11-07,17,0,1.0
