ENSEMBLE,REAL,pvtnum,oildensity,waterdensity,gasdensity,keyword,GOR,pressure,volumefactor,viscosity,Rv,compressibility,viscosibility,filename,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
iter-0,2,1.0,,,,PVTO,522.84,700.0,2.483664,0.12434,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVTO,522.84,700.1,2.483607,0.12435,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVTO,630.0,700.0,2.8510000000000004,0.09118,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVTO,630.0,700.1,2.85,0.09119,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVTW,,327.3,1.03,0.25,,4.51e-05,0.0,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,1.0,1.0,0.01,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,125.0,0.009516,0.017523,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,200.0,0.005894,0.022924,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,225.0,0.005337,0.024822999999999998,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,250.0,0.004914,0.026682,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,275.0,0.004584,0.028475,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,300.0,0.00432,0.030194,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,325.0,0.004104,0.031837,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,350.0,0.003925,0.033408,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,375.0,0.003773,0.034914999999999995,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,400.0,0.003643,0.036364999999999995,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,420.0,0.003551,0.037489999999999996,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,500.0,0.0033299999999999996,0.04208,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,600.0,0.003232,0.0466,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,PVDG,,700.0,0.0032059,0.050177,,,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,1.0,,,,ROCK,,327.3,,,,4.5e-05,,eclipse/include/props/reek.pvt,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,5,1.0,827.64,999.04,1.1427,DENSITY,,,,,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,0.0,1.0,1.000001,1.0,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,0.0,700.0,1.0,1.0001,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,15.905999999999999,25.0,1.13998,0.58486,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,32.387,50.0,1.19407,0.5131100000000001,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,48.443999999999996,75.0,1.24383,0.4575,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,64.837,100.0,1.29305,0.41071,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,81.819,125.0,1.3429,0.37066,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,158.21,1.411,0.32599,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,175.0,1.40408,0.33851,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,225.0,1.38555,0.37598000000000004,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,250.0,1.37727,0.39479000000000003,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,275.0,1.36954,0.41365,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,300.0,1.3623100000000001,0.43253,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,325.0,1.35553,0.45143,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,350.0,1.34915,0.47035,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,375.0,1.34313,0.48927,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,400.0,1.33744,0.50818,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,420.0,1.3331,0.5233,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,500.0,1.315269,0.5838,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,600.0,1.2930979999999999,0.65942,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,700.0,1.277575,0.7429,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,105.5,700.1,1.2775610000000002,0.74298,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,175.0,1.457394,0.29183000000000003,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,225.0,1.42908,0.33805999999999997,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,250.0,1.416931,0.36149000000000003,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,275.0,1.405846,0.38511,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,300.0,1.39567,0.40891,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,325.0,1.386283,0.43287,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,350.0,1.3775819999999999,0.45698999999999995,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,375.0,1.3694870000000001,0.48123999999999995,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,400.0,1.361928,0.50561,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,420.0,1.356227,0.5251899999999999,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,500.0,1.336011,0.60405,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,600.0,1.3152620000000002,0.70344,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,700.0,1.2981559999999999,0.80314,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,122.52,700.1,1.29814,0.80324,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,175.4,225.0,1.60551,0.22608000000000003,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,175.4,250.0,1.59307,0.23765999999999998,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,175.4,275.0,1.5815700000000001,0.24929,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,175.4,300.0,1.57089,0.26097,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,175.4,325.0,1.56094,0.27269,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,175.4,350.0,1.5516299999999998,0.28445,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,175.4,375.0,1.5429,0.29624,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,1.0,,,,PVTO,175.4,400.0,1.5346899999999999,0.30805,,,,eclipse/include/props/reek.pvt,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
