WELL,CONKPOS,SWAT,DEPTH,PRESSURE,DRAWDOWN,SGAS,DATE,CONIDX,CONJPOS,CONIPOS,CONBPRES,WELLMODEL
R_A3,3,0.11823459714651108,1603.3358154296875,298.2627258300781,0,0.0,2018-01-01,4,41,29,298.2627258300781,STANDARD
R_A3,4,0.1336338222026825,1605.5234375,298.4093322753906,0,0.0,2018-01-01,5,41,29,298.4093322753906,STANDARD
R_A3,5,0.24444171786308289,1607.7110595703125,298.5559387207031,0,0.0,2018-01-01,6,41,29,298.5559387207031,STANDARD
R_A3,6,0.18807238340377808,1609.898681640625,298.7025451660156,0,0.0,2018-01-01,7,41,29,298.7025451660156,STANDARD
R_A3,7,0.1912531703710556,1612.0863037109375,298.8491516113281,0,0.0,2018-01-01,8,41,29,298.8491516113281,STANDARD
R_A3,8,0.19607684016227722,1614.27392578125,298.99578857421875,0,0.0,2018-01-01,9,41,29,298.99578857421875,STANDARD
R_A3,9,0.7940884828567505,1616.46142578125,299.14239501953125,0,0.0,2018-01-01,10,41,29,299.14239501953125,STANDARD
R_A3,10,0.7970714569091797,1618.6490478515625,299.2890319824219,0,0.0,2018-01-01,11,41,29,299.2890319824219,STANDARD
R_A3,11,0.049449287354946136,1620.8720703125,299.43804931640625,0,0.0,2018-01-01,12,41,29,299.43804931640625,STANDARD
R_A3,12,0.053180575370788574,1623.1304931640625,299.58941650390625,0,0.0,2018-01-01,13,41,29,299.58941650390625,STANDARD
R_A3,13,0.35884547233581543,1625.388916015625,299.7408142089844,0,0.0,2018-01-01,14,41,29,299.7408142089844,STANDARD
R_A3,14,0.18179212510585785,1627.647216796875,299.8922119140625,0,0.0,2018-01-01,15,41,29,299.8922119140625,STANDARD
R_A3,15,0.601466715335846,1629.9056396484375,300.0436096191406,0,0.0,2018-01-01,16,41,29,300.0436096191406,STANDARD
R_A3,16,0.7941715121269226,1631.9998779296875,300.18402099609375,0,0.0,2018-01-01,17,41,29,300.18402099609375,STANDARD
R_A3,25,0.6481541991233826,1634.9305419921875,300.3805236816406,0,0.0,2018-01-01,18,41,29,300.3805236816406,STANDARD
R_A3,26,0.04703318700194359,1638.5595703125,300.62384033203125,0,0.0,2018-01-01,19,41,29,300.62384033203125,STANDARD
R_A3,27,0.052105534821748734,1642.188720703125,300.8671875,0,0.0,2018-01-01,20,41,29,300.8671875,STANDARD
R_A3,28,0.24444574117660522,1645.8177490234375,301.11053466796875,0,0.0,2018-01-01,21,41,29,301.11053466796875,STANDARD
R_A3,29,0.06027672812342644,1649.44677734375,301.3539123535156,0,0.0,2018-01-01,22,41,29,301.3539123535156,STANDARD
R_A4,1,0.05193590745329857,1631.8974609375,300.1771545410156,0,0.0,2018-01-01,1,52,30,300.1771545410156,STANDARD
R_A4,1,0.0479053296148777,1627.6572265625,299.89288330078125,0,0.0,2018-01-01,2,52,31,299.89288330078125,STANDARD
R_A4,2,0.050173211842775345,1629.6964111328125,300.02960205078125,0,0.0,2018-01-01,3,52,31,300.02960205078125,STANDARD
R_A4,3,0.05197332799434662,1631.735595703125,300.16632080078125,0,0.0,2018-01-01,4,52,31,300.16632080078125,STANDARD
R_A4,4,0.05183323100209236,1633.7747802734375,300.30303955078125,0,0.0,2018-01-01,5,52,31,300.30303955078125,STANDARD
R_A4,4,0.05351250618696213,1633.0018310546875,300.2511901855469,0,0.0,2018-01-01,6,52,32,300.2511901855469,STANDARD
R_A4,4,0.05530142784118652,1636.3416748046875,300.4751281738281,0,0.0,2018-01-01,7,51,32,300.4751281738281,STANDARD
R_A4,4,0.05997946113348007,1636.812255859375,300.5066833496094,0,0.0,2018-01-01,8,51,33,300.5066833496094,STANDARD
R_A4,4,0.05937979370355606,1641.66259765625,300.8319091796875,0,0.0,2018-01-01,9,50,33,300.8319091796875,STANDARD
R_A4,4,0.06006134673953056,1640.23291015625,300.7360534667969,0,0.0,2018-01-01,10,50,34,300.7360534667969,STANDARD
R_A4,4,0.05712716281414032,1639.7122802734375,300.7011413574219,0,0.0,2018-01-01,11,50,35,300.7011413574219,STANDARD
R_A4,3,0.0939914807677269,1637.9000244140625,300.5796203613281,0,0.0,2018-01-01,12,50,35,300.5796203613281,STANDARD
R_A4,3,0.1991628110408783,1642.41064453125,300.882080078125,0,0.0,2018-01-01,13,49,35,300.882080078125,STANDARD
R_A4,28,0.6481541991233826,1641.1524658203125,300.7976989746094,0,0.0,2018-01-01,14,49,36,300.7976989746094,STANDARD
R_A4,28,0.05566103011369705,1641.3350830078125,300.8099365234375,0,0.0,2018-01-01,15,48,36,300.8099365234375,STANDARD
R_A4,28,0.6481541991233826,1646.66650390625,301.1674499511719,0,0.0,2018-01-01,16,48,37,301.1674499511719,STANDARD
R_A4,28,0.6481541991233826,1649.68359375,301.3697814941406,0,0.0,2018-01-01,17,48,38,301.3697814941406,STANDARD
R_A4,28,0.6481541991233826,1657.729736328125,301.909423828125,0,0.0,2018-01-01,18,47,38,301.909423828125,STANDARD
R_A5,1,1.0,1686.000244140625,303.93634033203125,0,0.0,2018-01-01,1,20,31,303.93634033203125,STANDARD
R_A5,2,1.0,1688.1192626953125,304.1371765136719,0,0.0,2018-01-01,2,20,31,304.1371765136719,STANDARD
R_A5,3,1.0,1690.23828125,304.3379821777344,0,0.0,2018-01-01,3,20,31,304.3379821777344,STANDARD
R_A5,4,1.0,1692.3572998046875,304.5387878417969,0,0.0,2018-01-01,4,20,31,304.5387878417969,STANDARD
R_A5,5,1.0,1694.476318359375,304.7395935058594,0,0.0,2018-01-01,5,20,31,304.7395935058594,STANDARD
R_A5,6,1.0,1696.5953369140625,304.9403991699219,0,0.0,2018-01-01,6,20,31,304.9403991699219,STANDARD
R_A5,7,1.0,1698.71435546875,305.4469909667969,0,0.0,2018-01-01,7,20,31,305.4469909667969,STANDARD
R_A5,8,1.0,1700.8333740234375,305.6477966308594,0,0.0,2018-01-01,8,20,31,305.6477966308594,STANDARD
R_A5,11,1.0,1699.93896484375,305.25738525390625,0,0.0,2018-01-01,9,21,31,305.25738525390625,STANDARD
R_A5,12,1.0,1701.9249267578125,305.4455871582031,0,0.0,2018-01-01,10,21,31,305.4455871582031,STANDARD
R_A5,13,1.0,1703.910888671875,305.645751953125,0,0.0,2018-01-01,11,21,31,305.645751953125,STANDARD
R_A5,14,1.0,1705.8968505859375,305.833984375,0,0.0,2018-01-01,12,21,31,305.833984375,STANDARD
R_A5,15,1.0,1707.8828125,306.0221862792969,0,0.0,2018-01-01,13,21,31,306.0221862792969,STANDARD
R_A5,16,1.0,1709.8687744140625,306.35540771484375,0,0.0,2018-01-01,14,21,31,306.35540771484375,STANDARD
R_A5,17,1.0,1711.854736328125,306.54364013671875,0,0.0,2018-01-01,15,21,31,306.54364013671875,STANDARD
R_A5,18,1.0,1713.322021484375,306.6827087402344,0,0.0,2018-01-01,16,21,31,306.6827087402344,STANDARD
R_A5,19,1.0,1714.0234375,306.7491455078125,0,0.0,2018-01-01,17,21,31,306.7491455078125,STANDARD
R_A5,25,1.0,1715.388671875,306.7214660644531,0,0.0,2018-01-01,18,21,31,306.7214660644531,STANDARD
R_A5,26,1.0,1717.665283203125,306.9372253417969,0,0.0,2018-01-01,19,21,31,306.9372253417969,STANDARD
R_A5,27,1.0,1719.94189453125,307.4587707519531,0,0.0,2018-01-01,20,21,31,307.4587707519531,STANDARD
R_A5,28,1.0,1722.218505859375,307.6745300292969,0,0.0,2018-01-01,21,21,31,307.6745300292969,STANDARD
R_A5,29,1.0,1724.4951171875,307.89031982421875,0,0.0,2018-01-01,22,21,31,307.89031982421875,STANDARD
R_A6,1,1.0,1694.557373046875,305.0530700683594,0,0.0,2018-01-01,1,42,17,305.0530700683594,STANDARD
R_A6,2,1.0,1696.0946044921875,305.19873046875,0,0.0,2018-01-01,2,42,17,305.19873046875,STANDARD
R_A6,3,1.0,1697.6317138671875,305.3443908691406,0,0.0,2018-01-01,3,42,17,305.3443908691406,STANDARD
R_A6,4,1.0,1699.1688232421875,305.4900817871094,0,0.0,2018-01-01,4,42,17,305.4900817871094,STANDARD
R_A6,5,1.0,1700.7060546875,305.6357421875,0,0.0,2018-01-01,5,42,17,305.6357421875,STANDARD
R_A6,6,1.0,1702.2431640625,305.7814025878906,0,0.0,2018-01-01,6,42,17,305.7814025878906,STANDARD
R_A6,7,1.0,1703.7802734375,305.6280517578125,0,0.0,2018-01-01,7,42,17,305.6280517578125,STANDARD
R_A6,8,1.0,1705.3173828125,305.7737121582031,0,0.0,2018-01-01,8,42,17,305.7737121582031,STANDARD
R_A6,9,1.0,1706.8544921875,306.21844482421875,0,0.0,2018-01-01,9,42,17,306.21844482421875,STANDARD
R_A6,10,1.0,1708.3916015625,306.0583190917969,0,0.0,2018-01-01,10,42,17,306.0583190917969,STANDARD
R_A6,11,1.0,1710.2750244140625,306.2369384765625,0,0.0,2018-01-01,11,42,17,306.2369384765625,STANDARD
R_A6,12,1.0,1712.5047607421875,306.4482727050781,0,0.0,2018-01-01,12,42,17,306.4482727050781,STANDARD
R_A6,13,1.0,1714.734619140625,306.6715393066406,0,0.0,2018-01-01,13,42,17,306.6715393066406,STANDARD
R_A6,14,1.0,1716.96435546875,306.88287353515625,0,0.0,2018-01-01,14,42,17,306.88287353515625,STANDARD
R_A6,15,1.0,1719.194091796875,307.0942077636719,0,0.0,2018-01-01,15,42,17,307.0942077636719,STANDARD
R_A6,16,1.0,1721.423828125,307.4505310058594,0,0.0,2018-01-01,16,42,17,307.4505310058594,STANDARD
R_A6,17,1.0,1723.653564453125,307.661865234375,0,0.0,2018-01-01,17,42,17,307.661865234375,STANDARD
R_A6,18,1.0,1725.3780517578125,307.8253173828125,0,0.0,2018-01-01,18,42,17,307.8253173828125,STANDARD
R_A6,25,1.0,1726.8424072265625,307.8070068359375,0,0.0,2018-01-01,19,42,17,307.8070068359375,STANDARD
R_A6,26,1.0,1728.552001953125,308.2748107910156,0,0.0,2018-01-01,20,42,17,308.2748107910156,STANDARD
R_A6,27,1.0,1730.2615966796875,308.4368591308594,0,0.0,2018-01-01,21,42,17,308.4368591308594,STANDARD
R_A6,28,1.0,1731.97119140625,308.598876953125,0,0.0,2018-01-01,22,42,17,308.598876953125,STANDARD
R_A6,29,1.0,1733.6806640625,308.45513916015625,0,0.0,2018-01-01,23,42,17,308.45513916015625,STANDARD
R_A2,1,0.054401811212301254,1641.539306640625,298.7179870605469,0,0.0,2018-03-01,1,30,22,298.7179870605469,STANDARD
R_A2,2,0.05676031485199928,1643.323486328125,298.8375549316406,0,0.0,2018-03-01,2,30,22,298.8375549316406,STANDARD
R_A2,3,0.059649039059877396,1645.1077880859375,298.9571838378906,0,0.0,2018-03-01,3,30,22,298.9571838378906,STANDARD
R_A2,4,0.06339440494775772,1646.8919677734375,299.07684326171875,0,0.0,2018-03-01,4,30,22,299.07684326171875,STANDARD
R_A2,5,0.0668240636587143,1648.67626953125,299.1965026855469,0,0.0,2018-03-01,5,30,22,299.1965026855469,STANDARD
R_A2,6,0.31319284439086914,1650.4605712890625,299.400634765625,0,0.0,2018-03-01,6,30,22,299.400634765625,STANDARD
R_A2,7,0.8738704919815063,1652.2447509765625,299.6822814941406,0,0.0,2018-03-01,7,30,22,299.6822814941406,STANDARD
R_A2,8,0.648596465587616,1654.0289306640625,299.8725891113281,0,0.0,2018-03-01,8,30,22,299.8725891113281,STANDARD
R_A2,9,0.22656609117984772,1655.813232421875,300.0480651855469,0,0.0,2018-03-01,9,30,22,300.0480651855469,STANDARD
R_A2,10,0.8873756527900696,1657.597412109375,300.2942199707031,0,0.0,2018-03-01,10,30,22,300.2942199707031,STANDARD
R_A2,11,0.06856678426265717,1659.4979248046875,300.3559265136719,0,0.0,2018-03-01,11,30,22,300.3559265136719,STANDARD
R_A2,12,0.06759645789861679,1661.5146484375,300.49774169921875,0,0.0,2018-03-01,12,30,22,300.49774169921875,STANDARD
R_A2,13,0.4327143132686615,1663.5313720703125,300.67559814453125,0,0.0,2018-03-01,13,30,22,300.67559814453125,STANDARD
R_A2,14,0.48158299922943115,1665.5479736328125,300.8117980957031,0,0.0,2018-03-01,14,30,22,300.8117980957031,STANDARD
R_A2,15,0.9103172421455383,1667.564697265625,300.9519348144531,0,0.0,2018-03-01,15,30,22,300.9519348144531,STANDARD
R_A2,16,0.9375628232955933,1669.5814208984375,301.0928649902344,0,0.0,2018-03-01,16,30,22,301.0928649902344,STANDARD
R_A2,16,0.9068261384963989,1670.32080078125,301.2411193847656,0,0.0,2018-03-01,17,29,22,301.2411193847656,STANDARD
R_A2,17,0.8941568732261658,1672.3897705078125,301.37994384765625,0,0.0,2018-03-01,18,29,22,301.37994384765625,STANDARD
R_A2,18,0.9422898292541504,1674.340576171875,301.5107727050781,0,0.0,2018-03-01,19,29,22,301.5107727050781,STANDARD
R_A2,19,0.9743140935897827,1675.476318359375,301.58697509765625,0,0.0,2018-03-01,20,29,22,301.58697509765625,STANDARD
R_A2,25,0.770836353302002,1676.59375,303.074462890625,0,0.0,2018-03-01,21,29,22,303.074462890625,STANDARD
R_A2,26,0.9999999403953552,1678.3897705078125,303.1644287109375,0,-4.345122928128831e-09,2018-03-01,22,29,22,303.1644287109375,STANDARD
R_A2,27,1.0,1680.185791015625,303.1520080566406,0,-4.793462786531651e-15,2018-03-01,23,29,22,303.1520080566406,STANDARD
R_A2,28,1.0,1681.98193359375,303.1876525878906,0,-7.287644473346136e-14,2018-03-01,24,29,22,303.1876525878906,STANDARD
R_A2,29,0.9999968409538269,1683.7779541015625,302.8598327636719,0,0.0,2018-03-01,25,29,22,302.8598327636719,STANDARD
R_A5,1,1.0,1686.000244140625,285.40582275390625,0,-2.7545307701437594e-10,2018-04-28,1,20,31,285.40582275390625,STANDARD
R_A5,2,1.0,1688.1192626953125,285.60760498046875,0,-1.5652007467892304e-09,2018-04-28,2,20,31,285.60760498046875,STANDARD
R_A5,3,1.0,1690.23828125,285.80841064453125,0,-1.5153700516634672e-09,2018-04-28,3,20,31,285.80841064453125,STANDARD
R_A5,4,1.0,1692.3572998046875,286.00909423828125,0,-1.4120659086458431e-09,2018-04-28,4,20,31,286.00909423828125,STANDARD
R_A5,5,1.0,1694.476318359375,286.2097473144531,0,-1.2051984965566476e-09,2018-04-28,5,20,31,286.2097473144531,STANDARD
R_A5,6,1.0,1696.5953369140625,286.4103088378906,0,-1.1004658295732384e-09,2018-04-28,6,20,31,286.4103088378906,STANDARD
R_A5,7,1.0,1698.71435546875,286.92156982421875,0,-3.899870357204627e-11,2018-04-28,7,20,31,286.92156982421875,STANDARD
R_A5,8,1.0,1700.8333740234375,287.11309814453125,0,-2.0277503634535954e-11,2018-04-28,8,20,31,287.11309814453125,STANDARD
R_A5,11,1.0,1699.93896484375,275.7640686035156,0,-6.44130512816865e-11,2018-04-28,9,21,31,275.7640686035156,STANDARD
R_A5,12,1.0,1701.9249267578125,275.95269775390625,0,-7.794141720918191e-11,2018-04-28,10,21,31,275.95269775390625,STANDARD
R_A5,13,1.0,1703.910888671875,276.1528015136719,0,-1.9942412304851942e-11,2018-04-28,11,21,31,276.1528015136719,STANDARD
R_A5,14,1.0,1705.8968505859375,276.3420104980469,0,-3.5744181919872275e-11,2018-04-28,12,21,31,276.3420104980469,STANDARD
R_A5,15,1.0,1707.8828125,276.5348205566406,0,-6.232120722260426e-12,2018-04-28,13,21,31,276.5348205566406,STANDARD
R_A5,16,1.0,1709.8687744140625,276.87774658203125,0,-1.6554081239475438e-12,2018-04-28,14,21,31,276.87774658203125,STANDARD
R_A5,17,1.0,1711.854736328125,277.07537841796875,0,-1.847259107831678e-12,2018-04-28,15,21,31,277.07537841796875,STANDARD
R_A5,18,1.0,1713.322021484375,277.21746826171875,0,-2.8027226806753847e-12,2018-04-28,16,21,31,277.21746826171875,STANDARD
R_A5,19,1.0,1714.0234375,277.2842102050781,0,0.0,2018-04-28,17,21,31,277.2842102050781,STANDARD
R_A5,25,1.0,1715.388671875,282.160400390625,0,-1.9569207365677244e-11,2018-04-28,18,21,31,282.160400390625,STANDARD
R_A5,26,1.0,1717.665283203125,282.4366149902344,0,-2.138944750484928e-11,2018-04-28,19,21,31,282.4366149902344,STANDARD
R_A5,27,1.0,1719.94189453125,294.3504638671875,0,-4.274691561842348e-18,2018-04-28,20,21,31,294.3504638671875,STANDARD
R_A5,28,1.0,1722.218505859375,303.16802978515625,0,-5.752966197063295e-19,2018-04-28,21,21,31,303.16802978515625,STANDARD
R_A5,29,1.0,1724.4951171875,306.60650634765625,0,-2.5692620797983442e-20,2018-04-28,22,21,31,306.60650634765625,STANDARD
R_A3,1,0.6495572328567505,1608.1253662109375,276.4419250488281,0,0.0,2018-07-03,1,41,28,276.4419250488281,STANDARD
R_A3,1,0.6495565176010132,1598.960693359375,275.8410339355469,0,0.0,2018-07-03,2,41,29,275.8410339355469,STANDARD
R_A3,2,0.14463798701763153,1601.148193359375,275.98309326171875,0,0.0,2018-07-03,3,41,29,275.98309326171875,STANDARD
R_A3,3,0.11860674619674683,1603.3358154296875,276.1288757324219,0,0.0,2018-07-03,4,41,29,276.1288757324219,STANDARD
R_A3,4,0.13416457176208496,1605.5234375,276.274658203125,0,0.0,2018-07-03,5,41,29,276.274658203125,STANDARD
R_A3,5,0.24564115703105927,1607.7110595703125,276.4205322265625,0,0.0,2018-07-03,6,41,29,276.4205322265625,STANDARD
R_A3,6,0.18884862959384918,1609.898681640625,276.56634521484375,0,0.0,2018-07-03,7,41,29,276.56634521484375,STANDARD
R_A3,7,0.19229140877723694,1612.0863037109375,276.7122497558594,0,0.0,2018-07-03,8,41,29,276.7122497558594,STANDARD
R_A3,8,0.1973840743303299,1614.27392578125,276.85809326171875,0,0.0,2018-07-03,9,41,29,276.85809326171875,STANDARD
R_A3,9,0.7929215431213379,1616.46142578125,277.0896301269531,0,0.0,2018-07-03,10,41,29,277.0896301269531,STANDARD
R_A3,10,0.7956427335739136,1618.6490478515625,278.52618408203125,0,0.0,2018-07-03,11,41,29,278.52618408203125,STANDARD
R_A3,11,0.04945322871208191,1620.8720703125,298.8924255371094,0,0.0,2018-07-03,12,41,29,298.8924255371094,STANDARD
R_A3,12,0.05318484082818031,1623.1304931640625,299.0437927246094,0,0.0,2018-07-03,13,41,29,299.0437927246094,STANDARD
R_A3,13,0.3588612973690033,1625.388916015625,299.1951904296875,0,0.0,2018-07-03,14,41,29,299.1951904296875,STANDARD
R_A3,14,0.18179647624492645,1627.647216796875,299.3363037109375,0,0.0,2018-07-03,15,41,29,299.3363037109375,STANDARD
R_A3,15,0.6015467047691345,1629.9056396484375,299.4441833496094,0,0.0,2018-07-03,16,41,29,299.4441833496094,STANDARD
R_A3,16,0.7941372394561768,1631.9998779296875,299.5867614746094,0,0.0,2018-07-03,17,41,29,299.5867614746094,STANDARD
R_A3,25,0.649056613445282,1634.9305419921875,286.1375732421875,0,0.0,2018-07-03,18,41,29,286.1375732421875,STANDARD
R_A3,26,0.047125786542892456,1638.5595703125,286.0306701660156,0,0.0,2018-07-03,19,41,29,286.0306701660156,STANDARD
R_A3,27,0.05218852311372757,1642.188720703125,286.2727966308594,0,0.0,2018-07-03,20,41,29,286.2727966308594,STANDARD
R_A3,28,0.24461627006530762,1645.8177490234375,286.5116271972656,0,0.0,2018-07-03,21,41,29,286.5116271972656,STANDARD
R_A3,29,0.06053665280342102,1649.44677734375,286.74310302734375,0,0.0,2018-07-03,22,41,29,286.74310302734375,STANDARD
R_A4,1,0.05201449990272522,1631.8974609375,282.411865234375,0,0.0,2018-09-12,1,52,30,282.411865234375,STANDARD
R_A4,1,0.04798933118581772,1627.6572265625,282.1641540527344,0,0.0,2018-09-12,2,52,31,282.1641540527344,STANDARD
R_A4,2,0.050259366631507874,1629.6964111328125,282.30023193359375,0,0.0,2018-09-12,3,52,31,282.30023193359375,STANDARD
R_A4,3,0.05206117033958435,1631.735595703125,282.436279296875,0,0.0,2018-09-12,4,52,31,282.436279296875,STANDARD
R_A4,4,0.05192980542778969,1633.7747802734375,282.5723571777344,0,0.0,2018-09-12,5,52,31,282.5723571777344,STANDARD
R_A4,4,0.053604546934366226,1633.0018310546875,282.5484313964844,0,0.0,2018-09-12,6,52,32,282.5484313964844,STANDARD
R_A4,4,0.05535353347659111,1636.3416748046875,282.74261474609375,0,0.0,2018-09-12,7,51,32,282.74261474609375,STANDARD
R_A4,4,0.060055140405893326,1636.812255859375,282.8016052246094,0,0.0,2018-09-12,8,51,33,282.8016052246094,STANDARD
R_A4,4,0.05949646607041359,1641.66259765625,283.10418701171875,0,0.0,2018-09-12,9,50,33,283.10418701171875,STANDARD
R_A4,4,0.060153618454933167,1640.23291015625,283.0216064453125,0,0.0,2018-09-12,10,50,34,283.0216064453125,STANDARD
R_A4,4,0.057240162044763565,1639.7122802734375,282.9781188964844,0,0.0,2018-09-12,11,50,35,282.9781188964844,STANDARD
R_A4,3,0.09416087716817856,1637.9000244140625,282.8571472167969,0,0.0,2018-09-12,12,50,35,282.8571472167969,STANDARD
R_A4,3,0.19944262504577637,1642.41064453125,283.1534729003906,0,0.0,2018-09-12,13,49,35,283.1534729003906,STANDARD
R_A4,28,0.6684582233428955,1641.1524658203125,278.016357421875,0,0.0,2018-09-12,14,49,36,278.016357421875,STANDARD
R_A4,28,0.05851557478308678,1641.3350830078125,277.4834899902344,0,0.0,2018-09-12,15,48,36,277.4834899902344,STANDARD
R_A4,28,0.6702693700790405,1646.66650390625,278.49163818359375,0,0.0,2018-09-12,16,48,37,278.49163818359375,STANDARD
R_A4,28,0.6501726508140564,1649.68359375,279.29327392578125,0,0.0,2018-09-12,17,48,38,279.29327392578125,STANDARD
R_A4,28,0.6559171676635742,1657.729736328125,279.4872741699219,0,0.0,2018-09-12,18,47,38,279.4872741699219,STANDARD
R_A6,1,1.0,1694.557373046875,274.49395751953125,0,-2.183912671202288e-14,2018-11-07,1,42,17,274.49395751953125,STANDARD
R_A6,2,1.0,1696.0946044921875,274.6383056640625,0,-1.4888511566191545e-14,2018-11-07,2,42,17,274.6383056640625,STANDARD
R_A6,3,1.0,1697.6317138671875,274.7803955078125,0,-1.9567701137809118e-14,2018-11-07,3,42,17,274.7803955078125,STANDARD
R_A6,4,1.0,1699.1688232421875,274.9183044433594,0,-3.0757460380698154e-14,2018-11-07,4,42,17,274.9183044433594,STANDARD
R_A6,5,1.0,1700.7060546875,275.05438232421875,0,-7.498933792720111e-14,2018-11-07,5,42,17,275.05438232421875,STANDARD
R_A6,6,1.0,1702.2431640625,275.19403076171875,0,-5.091653661193352e-12,2018-11-07,6,42,17,275.19403076171875,STANDARD
R_A6,7,1.0,1703.7802734375,275.036376953125,0,-1.1374729283475382e-11,2018-11-07,7,42,17,275.036376953125,STANDARD
R_A6,8,1.0,1705.3173828125,275.179931640625,0,-9.440102345659174e-12,2018-11-07,8,42,17,275.179931640625,STANDARD
R_A6,9,1.0,1706.8544921875,275.624755859375,0,-4.602988454803503e-13,2018-11-07,9,42,17,275.624755859375,STANDARD
R_A6,10,1.0,1708.3916015625,275.4642639160156,0,-1.4337252218776797e-10,2018-11-07,10,42,17,275.4642639160156,STANDARD
R_A6,11,0.9999999403953552,1710.2750244140625,283.36236572265625,0,-3.726530639625025e-09,2018-11-07,11,42,17,283.36236572265625,STANDARD
R_A6,12,0.9999999403953552,1712.5047607421875,283.53515625,0,-2.370392104822372e-09,2018-11-07,12,42,17,283.53515625,STANDARD
R_A6,13,1.0,1714.734619140625,283.7569274902344,0,-9.19039913616082e-11,2018-11-07,13,42,17,283.7569274902344,STANDARD
R_A6,14,1.0,1716.96435546875,283.9680480957031,0,-1.1582031167467477e-10,2018-11-07,14,42,17,283.9680480957031,STANDARD
R_A6,15,1.0,1719.194091796875,284.17938232421875,0,-7.89252552202413e-11,2018-11-07,15,42,17,284.17938232421875,STANDARD
R_A6,16,1.0,1721.423828125,284.535888671875,0,-1.1620258574818187e-11,2018-11-07,16,42,17,284.535888671875,STANDARD
R_A6,17,1.0,1723.653564453125,284.7472229003906,0,-4.733700237347094e-11,2018-11-07,17,42,17,284.7472229003906,STANDARD
