ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,19545166,2747475,1130051,788041,110956189,0,0,0,0,0
Valysar,CentralSouth,63464408,12448648,9330595,6506691,916142100,0,0,0,0,0
Valysar,CentralNorth,39896138,6735228,4549205,3172389,446672357,0,0,0,0,0
Valysar,NorthHorst,4400457,474840,154568,94943,18599404,23115887,2208039,1164833,270891471,41446
Valysar,CentralRamp,13927140,2137535,1418680,989317,139295778,0,0,0,0,0
Valysar,CentralHorst,81171256,13061821,9455346,6593686,928391047,0,0,0,0,0
Valysar,EastLowland,4589408,877714,504607,351888,49545801,0,0,0,0,0
Therys,WestLowland,2020522,420133,179442,125134,17618877,0,0,0,0,0
Therys,CentralSouth,12700024,3312743,2202782,1536110,216284350,0,0,0,0,0
Therys,CentralNorth,22405755,4482189,2618604,1826083,257112550,0,0,0,0,0
Therys,NorthHorst,5092729,706838,260955,160292,31401200,15765728,2690226,1718090,399555895,61132
Therys,CentralRamp,6567556,1535138,1174850,819282,115354855,0,0,0,0,0
Therys,CentralHorst,26661415,6665793,5270949,3675697,517538142,0,0,0,0,0
Therys,EastLowland,88662,29143,11587,8080,1137670,0,0,0,0,0
Volon,WestLowland,117912,19676,3601,2511,353527,0,0,0,0,0
Volon,CentralSouth,23525693,4128507,2611324,1821007,256397775,0,0,0,0,0
Volon,CentralNorth,6568945,945764,456690,318473,44840963,0,0,0,0,0
Volon,NorthHorst,3880130,699639,477101,293059,57410342,3398961,607731,490114,113979934,17439
Volon,CentralRamp,12041657,2223811,1688408,1177412,165779551,0,0,0,0,0
Volon,CentralHorst,75252263,13257957,10226109,7131178,1004069864,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
