ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,281107532.93,48938811.56,37609202.53,23653586.1
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,218449821.22,42109403.62,33742624.66,21221776.16
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,136545104.92,28240261.14,22638231.35,14237881.11
LowerReek,Region_2,0.0,0.0,0.0,0.0
