date,total,total_contained,total_outside,total_hazardous,total_gas,total_aqueous,gas_contained,aqueous_contained,gas_outside,aqueous_outside,gas_hazardous,aqueous_hazardous
2020-01-01,11238515.822836453,10670581.0635924,567476.7335865282,458.02565752616505,10919268.99794957,319246.824886882,10356187.484576015,314393.5790163855,562631.8925595082,4844.841027020108,449.6208140497639,8.404843476401089
2040-01-01,12391441.565682212,11523835.503327848,866398.3361289692,1207.7262253951733,12044489.00079763,346952.56488458434,11184301.989051955,339533.5142758938,859001.4474881074,7396.888640861867,1185.564257566523,22.161967828650006
2060-01-01,13597557.105718423,12360362.345245007,1234338.797365577,2855.963107837847,13222785.918033674,374771.1876847489,11996181.750720508,364180.5945244991,1223800.6115814233,10538.185784153487,2803.555731741494,52.407376096353005
2080-01-01,14856027.236231063,13183401.606688607,1666467.6162668783,6158.013275578161,14453256.4614371,402770.7747939615,12794971.324397888,388430.2822907191,1652240.124284145,14227.491982733587,6045.012755069377,113.0005205087834
2100-01-01,16161944.586631447,13993105.865316838,2156575.8210175196,12262.900297091706,15731020.6893585,430923.8972729483,13580818.792257383,412287.0730594531,2138164.0229698517,18411.798047667642,12037.874131264129,225.02616582757787
2120-01-01,17508158.408242974,14787794.650167832,2697584.935622819,22778.822452319477,17049008.287721567,459150.12052140787,14352093.196037237,435701.4541305972,2674554.264237621,23030.6713851979,22360.827446706633,417.99500561284424
2140-01-01,18887832.457967367,15565687.629678175,3282366.235751732,39778.59253745974,18400458.29352555,487374.1644418156,15107066.659125514,458620.9705526617,3254342.985346082,28023.250405649876,39048.64905395568,729.9434835040581
2160-01-01,20296593.206567343,16325909.296513928,3904967.752399992,65716.1576534199,19781028.757823512,515564.4487438271,15844889.469773594,481019.826740333,3871629.0323145934,33338.72008539931,64510.25573532498,1205.9019180949251
2180-01-01,21733591.675210923,17068622.423181538,4561725.698962535,103243.55306684549,21189848.5202864,543743.154924522,16565719.604626246,502902.81855529494,4522779.898170553,38945.800791982176,101349.0174896005,1894.5355772449832
2200-01-01,23201439.059143238,17794723.701747496,5251767.284083871,154948.07331187595,22629462.330599833,571976.7285434047,17270427.33598645,524296.3657610429,5206930.243027611,44837.04105626003,152104.7515857741,2843.3217261018676
