ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,255978341.09,33451924.91,22713151.99,14285001.02
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,225204870.21,37714638.73,28814857.15,18122551.37
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,126155914.57,24134662.11,18524122.11,11650391.07
LowerReek,2,0.0,0.0,0.0,0.0
