CONIDX,DATE,SGAS,DEPTH,WELL,DRAWDOWN,PRESSURE,SWAT,CONKPOS,CONIPOS,CONBPRES,WELLMODEL,CONJPOS
1,2018-01-01,0.0,1641.094970703125,R_A2,0,300.6733093261719,0.05659883841872215,1,22,300.6733093261719,STANDARD,30
2,2018-01-01,0.0,1642.8890380859375,R_A2,0,300.7936096191406,0.057897210121154785,2,22,300.7936096191406,STANDARD,30
3,2018-01-01,0.0,1644.68310546875,R_A2,0,300.9139099121094,0.06060889735817909,3,22,300.9139099121094,STANDARD,30
4,2018-01-01,0.0,1646.4771728515625,R_A2,0,301.0342102050781,0.06530755013227463,4,22,301.0342102050781,STANDARD,30
5,2018-01-01,0.0,1648.2713623046875,R_A2,0,301.1545104980469,0.06916967034339905,5,22,301.1545104980469,STANDARD,30
6,2018-01-01,0.0,1650.0654296875,R_A2,0,301.27484130859375,0.3080350458621979,6,22,301.27484130859375,STANDARD,30
7,2018-01-01,0.0,1651.859619140625,R_A2,0,301.3951721191406,0.8966805338859558,7,22,301.3951721191406,STANDARD,30
8,2018-01-01,0.0,1653.6536865234375,R_A2,0,301.5154724121094,0.8801488876342773,8,22,301.5154724121094,STANDARD,30
9,2018-01-01,0.0,1655.44775390625,R_A2,0,301.63580322265625,0.9076734781265259,9,22,301.63580322265625,STANDARD,30
10,2018-01-01,0.0,1657.2418212890625,R_A2,0,301.7561340332031,0.9077416062355042,10,22,301.7561340332031,STANDARD,30
11,2018-01-01,0.0,1659.1368408203125,R_A2,0,301.88323974609375,0.07622610777616501,11,22,301.88323974609375,STANDARD,30
12,2018-01-01,0.0,1661.132568359375,R_A2,0,302.01708984375,0.08180969953536987,12,22,302.01708984375,STANDARD,30
13,2018-01-01,0.0,1663.12841796875,R_A2,0,302.1509704589844,0.4750072658061981,13,22,302.1509704589844,STANDARD,30
14,2018-01-01,0.0,1665.1241455078125,R_A2,0,302.28485107421875,0.512985348701477,14,22,302.28485107421875,STANDARD,30
15,2018-01-01,0.0,1667.1199951171875,R_A2,0,302.4187316894531,0.679781973361969,15,22,302.4187316894531,STANDARD,30
16,2018-01-01,0.0,1669.11572265625,R_A2,0,302.5526123046875,0.9705216884613037,16,22,302.5526123046875,STANDARD,30
17,2018-01-01,0.0,1671.111572265625,R_A2,0,302.6864929199219,0.9569120407104492,17,22,302.6864929199219,STANDARD,30
18,2018-01-01,0.0,1672.9881591796875,R_A2,0,302.8123779296875,0.9819161295890808,18,22,302.8123779296875,STANDARD,30
19,2018-01-01,0.0,1674.229736328125,R_A2,0,302.89569091796875,0.9946486949920654,18,22,302.89569091796875,STANDARD,29
20,2018-01-01,0.0,1676.1676025390625,R_A2,0,303.02569580078125,1.0,27,22,303.02569580078125,STANDARD,29
21,2018-01-01,0.0,1677.9368896484375,R_A2,0,303.47802734375,1.0,28,22,303.47802734375,STANDARD,29
22,2018-01-01,0.0,1679.7061767578125,R_A2,0,303.64569091796875,1.0,29,22,303.64569091796875,STANDARD,29
23,2018-01-01,0.0,1681.4754638671875,R_A2,0,303.8133544921875,1.0,30,22,303.8133544921875,STANDARD,29
24,2018-01-01,0.0,1683.2447509765625,R_A2,0,303.98101806640625,1.0,31,22,303.98101806640625,STANDARD,29
1,2018-01-01,0.0,1609.243408203125,R_A3,0,298.53814697265625,0.6481541991233826,1,28,298.53814697265625,STANDARD,41
2,2018-01-01,0.0,1611.3077392578125,R_A3,0,298.676513671875,0.1989089697599411,2,28,298.676513671875,STANDARD,41
3,2018-01-01,0.0,1613.3720703125,R_A3,0,298.8148498535156,0.19339895248413086,3,28,298.8148498535156,STANDARD,41
4,2018-01-01,0.0,1615.4365234375,R_A3,0,298.9532165527344,0.3768196403980255,4,28,298.9532165527344,STANDARD,41
5,2018-01-01,0.0,1617.5008544921875,R_A3,0,299.0915832519531,0.6481541991233826,5,28,299.0915832519531,STANDARD,41
6,2018-01-01,0.0,1619.565185546875,R_A3,0,299.2299499511719,0.11064504086971283,6,28,299.2299499511719,STANDARD,41
7,2018-01-01,0.0,1609.3663330078125,R_A3,0,298.54638671875,0.2853010296821594,6,29,298.54638671875,STANDARD,41
8,2018-01-01,0.0,1611.4163818359375,R_A3,0,298.68377685546875,0.1971457451581955,7,29,298.68377685546875,STANDARD,41
9,2018-01-01,0.0,1613.46630859375,R_A3,0,298.8211669921875,0.19843679666519165,8,29,298.8211669921875,STANDARD,41
10,2018-01-01,0.0,1615.516357421875,R_A3,0,298.95855712890625,0.6858067512512207,9,29,298.95855712890625,STANDARD,41
11,2018-01-01,0.0,1617.5662841796875,R_A3,0,299.095947265625,0.6481541991233826,10,29,299.095947265625,STANDARD,41
12,2018-01-01,0.0,1619.750732421875,R_A3,0,299.24237060546875,0.0510573647916317,11,29,299.24237060546875,STANDARD,41
13,2018-01-01,0.0,1622.0697021484375,R_A3,0,299.3978271484375,0.054299186915159225,12,29,299.3978271484375,STANDARD,41
14,2018-01-01,0.0,1624.388671875,R_A3,0,299.5532531738281,0.37318161129951477,13,29,299.5532531738281,STANDARD,41
15,2018-01-01,0.0,1626.707763671875,R_A3,0,299.7087097167969,0.35039278864860535,14,29,299.7087097167969,STANDARD,41
16,2018-01-01,0.0,1629.026611328125,R_A3,0,299.8641662597656,0.4955688714981079,15,29,299.8641662597656,STANDARD,41
17,2018-01-01,0.0,1630.9468994140625,R_A3,0,299.992919921875,0.8111844658851624,16,29,299.992919921875,STANDARD,41
18,2018-01-01,0.0,1633.5262451171875,R_A3,0,300.16583251953125,0.7162989377975464,27,29,300.16583251953125,STANDARD,41
19,2018-01-01,0.0,1637.1630859375,R_A3,0,300.40966796875,0.043079812079668045,28,29,300.40966796875,STANDARD,41
20,2018-01-01,0.0,1640.8001708984375,R_A3,0,300.6535339355469,0.11963227391242981,29,29,300.6535339355469,STANDARD,41
21,2018-01-01,0.0,1644.4371337890625,R_A3,0,300.89739990234375,0.6481541991233826,30,29,300.89739990234375,STANDARD,41
22,2018-01-01,0.0,1648.0740966796875,R_A3,0,301.14129638671875,0.06493213027715683,31,29,301.14129638671875,STANDARD,41
1,2018-01-01,0.0,1631.1873779296875,R_A4,0,300.009033203125,0.05092088505625725,1,30,300.009033203125,STANDARD,52
2,2018-01-01,0.0,1627.4293212890625,R_A4,0,299.7571105957031,0.04962099716067314,1,31,299.7571105957031,STANDARD,52
3,2018-01-01,0.0,1629.4896240234375,R_A4,0,299.89520263671875,0.051607757806777954,2,31,299.89520263671875,STANDARD,52
4,2018-01-01,0.0,1631.5498046875,R_A4,0,300.0333251953125,0.054534994065761566,3,31,300.0333251953125,STANDARD,52
5,2018-01-01,0.0,1633.610107421875,R_A4,0,300.17144775390625,0.056367576122283936,4,31,300.17144775390625,STANDARD,52
6,2018-01-01,0.0,1632.3968505859375,R_A4,0,300.0901184082031,0.05706184357404709,4,32,300.0901184082031,STANDARD,52
7,2018-01-01,0.0,1635.880615234375,R_A4,0,300.3236999511719,0.11242767423391342,4,32,300.3236999511719,STANDARD,51
8,2018-01-01,0.0,1637.321044921875,R_A4,0,300.4202575683594,0.1584090143442154,4,33,300.4202575683594,STANDARD,51
9,2018-01-01,0.0,1635.474609375,R_A4,0,300.29644775390625,0.19343797862529755,3,33,300.29644775390625,STANDARD,51
10,2018-01-01,0.0,1642.1485595703125,R_A4,0,300.74395751953125,0.06403730064630508,4,33,300.74395751953125,STANDARD,50
11,2018-01-01,0.0,1641.132080078125,R_A4,0,300.67578125,0.062113311141729355,4,34,300.67578125,STANDARD,50
12,2018-01-01,0.0,1639.20703125,R_A4,0,300.5467224121094,0.6481541991233826,3,34,300.5467224121094,STANDARD,50
13,2018-01-01,0.0,1640.9061279296875,R_A4,0,300.66064453125,0.2713562548160553,3,35,300.66064453125,STANDARD,50
14,2018-01-01,0.0,1639.0426025390625,R_A4,0,300.53570556640625,0.23927634954452515,2,35,300.53570556640625,STANDARD,50
15,2018-01-01,0.0,1641.93212890625,R_A4,0,300.72943115234375,0.24014364182949066,2,35,300.72943115234375,STANDARD,49
16,2018-01-01,0.0,1642.357421875,R_A4,0,300.7579650878906,0.24251782894134521,30,36,300.7579650878906,STANDARD,49
17,2018-01-01,0.0,1639.6068115234375,R_A4,0,300.5735168457031,0.21051277220249176,30,36,300.5735168457031,STANDARD,48
18,2018-01-01,0.0,1646.7513427734375,R_A4,0,301.0526123046875,0.6481541991233826,30,37,301.0526123046875,STANDARD,48
19,2018-01-01,0.0,1653.461669921875,R_A4,0,301.5025939941406,0.6481541991233826,30,38,301.5025939941406,STANDARD,48
20,2018-01-01,0.0,1657.8184814453125,R_A4,0,301.7947998046875,0.6481541991233826,30,38,301.7947998046875,STANDARD,47
1,2018-01-01,0.0,1685.026611328125,R_A5,0,303.8440856933594,1.0,1,31,303.8440856933594,STANDARD,20
2,2018-01-01,0.0,1687.3070068359375,R_A5,0,304.0601806640625,1.0,2,31,304.0601806640625,STANDARD,20
3,2018-01-01,0.0,1689.5875244140625,R_A5,0,304.27630615234375,1.0,3,31,304.27630615234375,STANDARD,20
4,2018-01-01,0.0,1691.8680419921875,R_A5,0,304.4924011230469,1.0,4,31,304.4924011230469,STANDARD,20
5,2018-01-01,0.0,1694.1485595703125,R_A5,0,304.7085266113281,1.0,5,31,304.7085266113281,STANDARD,20
6,2018-01-01,0.0,1696.4290771484375,R_A5,0,304.9246520996094,1.0,6,31,304.9246520996094,STANDARD,20
7,2018-01-01,0.0,1698.70947265625,R_A5,0,305.446533203125,1.0,7,31,305.446533203125,STANDARD,20
8,2018-01-01,0.0,1707.6488037109375,R_A5,0,305.988037109375,1.0,11,31,305.988037109375,STANDARD,20
9,2018-01-01,0.0,1709.5638427734375,R_A5,0,306.1695251464844,1.0,12,31,306.1695251464844,STANDARD,20
10,2018-01-01,0.0,1701.7845458984375,R_A5,0,305.4322814941406,1.0,12,31,305.4322814941406,STANDARD,21
11,2018-01-01,0.0,1703.735107421875,R_A5,0,305.6291198730469,1.0,13,31,305.6291198730469,STANDARD,21
12,2018-01-01,0.0,1705.6856689453125,R_A5,0,305.81396484375,1.0,14,31,305.81396484375,STANDARD,21
13,2018-01-01,0.0,1707.63623046875,R_A5,0,305.9988098144531,1.0,15,31,305.9988098144531,STANDARD,21
14,2018-01-01,0.0,1709.5867919921875,R_A5,0,306.3287048339844,1.0,16,31,306.3287048339844,STANDARD,21
15,2018-01-01,0.0,1711.537353515625,R_A5,0,306.5135498046875,1.0,17,31,306.5135498046875,STANDARD,21
16,2018-01-01,0.0,1713.35400390625,R_A5,0,306.6856994628906,1.0,18,31,306.6856994628906,STANDARD,21
17,2018-01-01,0.0,1714.3951416015625,R_A5,0,306.7843933105469,1.0,19,31,306.7843933105469,STANDARD,21
18,2018-01-01,0.0,1715.7628173828125,R_A5,0,306.75689697265625,1.0,27,31,306.75689697265625,STANDARD,21
19,2018-01-01,0.0,1718.098388671875,R_A5,0,306.978271484375,1.0,28,31,306.978271484375,STANDARD,21
20,2018-01-01,0.0,1720.43408203125,R_A5,0,307.5054016113281,1.0,29,31,307.5054016113281,STANDARD,21
21,2018-01-01,0.0,1722.7696533203125,R_A5,0,307.7267761230469,1.0,30,31,307.7267761230469,STANDARD,21
22,2018-01-01,0.0,1725.105224609375,R_A5,0,307.9481506347656,1.0,31,31,307.9481506347656,STANDARD,21
1,2018-01-01,0.0,1695.20263671875,R_A6,0,305.11419677734375,1.0,1,17,305.11419677734375,STANDARD,42
2,2018-01-01,0.0,1696.7510986328125,R_A6,0,305.2609558105469,1.0,2,17,305.2609558105469,STANDARD,42
3,2018-01-01,0.0,1698.299560546875,R_A6,0,305.4076843261719,1.0,3,17,305.4076843261719,STANDARD,42
4,2018-01-01,0.0,1699.84814453125,R_A6,0,305.554443359375,1.0,4,17,305.554443359375,STANDARD,42
5,2018-01-01,0.0,1701.3966064453125,R_A6,0,305.7012023925781,1.0,5,17,305.7012023925781,STANDARD,42
6,2018-01-01,0.0,1702.9451904296875,R_A6,0,305.84796142578125,1.0,6,17,305.84796142578125,STANDARD,42
7,2018-01-01,0.0,1704.49365234375,R_A6,0,305.6956481933594,1.0,7,17,305.6956481933594,STANDARD,42
8,2018-01-01,0.0,1706.042236328125,R_A6,0,305.8424072265625,1.0,8,17,305.8424072265625,STANDARD,42
9,2018-01-01,0.0,1707.5906982421875,R_A6,0,306.2882080078125,1.0,9,17,306.2882080078125,STANDARD,42
10,2018-01-01,0.0,1709.1392822265625,R_A6,0,306.1291809082031,1.0,10,17,306.1291809082031,STANDARD,42
11,2018-01-01,0.0,1711.055419921875,R_A6,0,306.3109130859375,1.0,11,17,306.3109130859375,STANDARD,42
12,2018-01-01,0.0,1713.3392333984375,R_A6,0,306.52734375,1.0,12,17,306.52734375,STANDARD,42
13,2018-01-01,0.0,1715.623046875,R_A6,0,306.7557678222656,1.0,13,17,306.7557678222656,STANDARD,42
14,2018-01-01,0.0,1717.9068603515625,R_A6,0,306.9721984863281,1.0,14,17,306.9721984863281,STANDARD,42
15,2018-01-01,0.0,1720.190673828125,R_A6,0,307.18865966796875,1.0,15,17,307.18865966796875,STANDARD,42
16,2018-01-01,0.0,1722.474365234375,R_A6,0,307.55010986328125,1.0,16,17,307.55010986328125,STANDARD,42
17,2018-01-01,0.0,1724.7581787109375,R_A6,0,307.7665710449219,1.0,17,17,307.7665710449219,STANDARD,42
18,2018-01-01,0.0,1726.394287109375,R_A6,0,307.921630859375,1.0,18,17,307.921630859375,STANDARD,42
19,2018-01-01,0.0,1727.7508544921875,R_A6,0,307.8930969238281,1.0,27,17,307.8930969238281,STANDARD,42
20,2018-01-01,0.0,1729.4755859375,R_A6,0,308.3623352050781,1.0,28,17,308.3623352050781,STANDARD,42
21,2018-01-01,0.0,1731.2001953125,R_A6,0,308.52581787109375,1.0,29,17,308.52581787109375,STANDARD,42
22,2018-01-01,0.0,1732.9249267578125,R_A6,0,308.68927001953125,1.0,30,17,308.68927001953125,STANDARD,42
23,2018-01-01,0.0,1734.649658203125,R_A6,0,308.5469665527344,1.0,31,17,308.5469665527344,STANDARD,42
1,2018-03-01,0.0,1641.094970703125,R_A2,0,298.5850830078125,0.056610338389873505,1,22,298.5850830078125,STANDARD,30
2,2018-03-01,0.0,1642.8890380859375,R_A2,0,298.705322265625,0.057908520102500916,2,22,298.705322265625,STANDARD,30
3,2018-03-01,0.0,1644.68310546875,R_A2,0,298.8255615234375,0.06062190234661102,3,22,298.8255615234375,STANDARD,30
4,2018-03-01,0.0,1646.4771728515625,R_A2,0,298.9458312988281,0.06532203406095505,4,22,298.9458312988281,STANDARD,30
5,2018-03-01,0.0,1648.2713623046875,R_A2,0,299.0660705566406,0.0692024976015091,5,22,299.0660705566406,STANDARD,30
6,2018-03-01,0.0,1650.0654296875,R_A2,0,299.1937255859375,0.3086247742176056,6,22,299.1937255859375,STANDARD,30
7,2018-03-01,0.0,1651.859619140625,R_A2,0,299.3276672363281,0.8966152667999268,7,22,299.3276672363281,STANDARD,30
8,2018-03-01,0.0,1653.6536865234375,R_A2,0,299.4599304199219,0.8800356388092041,8,22,299.4599304199219,STANDARD,30
9,2018-03-01,0.0,1655.44775390625,R_A2,0,299.5892333984375,0.9073960185050964,9,22,299.5892333984375,STANDARD,30
10,2018-03-01,0.0,1657.2418212890625,R_A2,0,299.93988037109375,0.9075760841369629,10,22,299.93988037109375,STANDARD,30
11,2018-03-01,0.0,1659.1368408203125,R_A2,0,300.1247253417969,0.07624578475952148,11,22,300.1247253417969,STANDARD,30
12,2018-03-01,0.0,1661.132568359375,R_A2,0,300.2586364746094,0.08189050108194351,12,22,300.2586364746094,STANDARD,30
13,2018-03-01,0.0,1663.12841796875,R_A2,0,300.6127014160156,0.4750745892524719,13,22,300.6127014160156,STANDARD,30
14,2018-03-01,0.0,1665.1241455078125,R_A2,0,300.8641357421875,0.5130367875099182,14,22,300.8641357421875,STANDARD,30
15,2018-03-01,0.0,1667.1199951171875,R_A2,0,300.9976501464844,0.6796039938926697,15,22,300.9976501464844,STANDARD,30
16,2018-03-01,0.0,1669.11572265625,R_A2,0,301.1251525878906,0.970445454120636,16,22,301.1251525878906,STANDARD,30
17,2018-03-01,0.0,1671.111572265625,R_A2,0,301.2583312988281,0.956893265247345,17,22,301.2583312988281,STANDARD,30
18,2018-03-01,0.0,1672.9881591796875,R_A2,0,301.3839416503906,0.9819082617759705,18,22,301.3839416503906,STANDARD,30
19,2018-03-01,0.0,1674.229736328125,R_A2,0,301.46832275390625,0.9946463704109192,18,22,301.46832275390625,STANDARD,29
20,2018-03-01,-1.7189399434470093e-16,1676.1676025390625,R_A2,0,302.99371337890625,1.0,27,22,302.99371337890625,STANDARD,29
21,2018-03-01,-6.958990877274664e-19,1677.9368896484375,R_A2,0,303.4440612792969,1.0,28,22,303.4440612792969,STANDARD,29
22,2018-03-01,-1.6707061847631325e-19,1679.7061767578125,R_A2,0,303.6109313964844,1.0,29,22,303.6109313964844,STANDARD,29
23,2018-03-01,-7.890744696842411e-19,1681.4754638671875,R_A2,0,303.7778625488281,1.0,30,22,303.7778625488281,STANDARD,29
24,2018-03-01,-1.660410310898872e-15,1683.2447509765625,R_A2,0,303.121826171875,1.0,31,22,303.121826171875,STANDARD,29
1,2018-04-28,-7.604890499344867e-15,1685.026611328125,R_A5,0,274.0262145996094,1.0,1,31,274.0262145996094,STANDARD,20
2,2018-04-28,-4.5405743768048604e-17,1687.3070068359375,R_A5,0,274.24200439453125,1.0,2,31,274.24200439453125,STANDARD,20
3,2018-04-28,-1.8164617488110324e-13,1689.5875244140625,R_A5,0,274.4578857421875,1.0,3,31,274.4578857421875,STANDARD,20
4,2018-04-28,-2.287484980080523e-13,1691.8680419921875,R_A5,0,274.6737976074219,1.0,4,31,274.6737976074219,STANDARD,20
5,2018-04-28,-2.2198402512864368e-13,1694.1485595703125,R_A5,0,274.8896789550781,1.0,5,31,274.8896789550781,STANDARD,20
6,2018-04-28,-1.6961247944341507e-13,1696.4290771484375,R_A5,0,275.1055603027344,1.0,6,31,275.1055603027344,STANDARD,20
7,2018-04-28,-3.779457622516899e-14,1698.70947265625,R_A5,0,275.6441955566406,1.0,7,31,275.6441955566406,STANDARD,20
8,2018-04-28,-5.495974769037515e-12,1707.6488037109375,R_A5,0,276.5159912109375,1.0,11,31,276.5159912109375,STANDARD,20
9,2018-04-28,-4.842787195563636e-12,1709.5638427734375,R_A5,0,276.7469482421875,1.0,12,31,276.7469482421875,STANDARD,20
10,2018-04-28,-2.4546776070111243e-11,1701.7845458984375,R_A5,0,275.28887939453125,1.0,12,31,275.28887939453125,STANDARD,21
11,2018-04-28,-2.5873875524745626e-12,1703.735107421875,R_A5,0,275.4900207519531,1.0,13,31,275.4900207519531,STANDARD,21
12,2018-04-28,-4.020026065504334e-12,1705.6856689453125,R_A5,0,275.67926025390625,1.0,14,31,275.67926025390625,STANDARD,21
13,2018-04-28,-8.693444401852712e-12,1707.63623046875,R_A5,0,275.8853759765625,1.0,15,31,275.8853759765625,STANDARD,21
14,2018-04-28,-7.256804965966035e-12,1709.5867919921875,R_A5,0,276.2537536621094,1.0,16,31,276.2537536621094,STANDARD,21
15,2018-04-28,-1.981935882772179e-12,1711.537353515625,R_A5,0,276.4900817871094,1.0,17,31,276.4900817871094,STANDARD,21
16,2018-04-28,-4.561908142908244e-12,1713.35400390625,R_A5,0,276.7117614746094,1.0,18,31,276.7117614746094,STANDARD,21
17,2018-04-28,0.0,1714.3951416015625,R_A5,0,276.8277282714844,1.0,19,31,276.8277282714844,STANDARD,21
18,2018-04-28,-3.846929285539202e-12,1715.7628173828125,R_A5,0,276.8110656738281,1.0,27,31,276.8110656738281,STANDARD,21
19,2018-04-28,-3.3776440845623146e-12,1718.098388671875,R_A5,0,277.0613098144531,1.0,28,31,277.0613098144531,STANDARD,21
20,2018-04-28,-1.8716193858124955e-18,1720.43408203125,R_A5,0,291.5589904785156,1.0,29,31,291.5589904785156,STANDARD,21
21,2018-04-28,-1.1251711357555488e-19,1722.7696533203125,R_A5,0,302.087158203125,1.0,30,31,302.087158203125,STANDARD,21
22,2018-04-28,-1.4368015764533852e-20,1725.105224609375,R_A5,0,305.7544250488281,1.0,31,31,305.7544250488281,STANDARD,21
1,2018-07-03,0.0,1609.243408203125,R_A3,0,280.68804931640625,0.6493386626243591,1,28,280.68804931640625,STANDARD,41
2,2018-07-03,0.0,1611.3077392578125,R_A3,0,280.83380126953125,0.19927625358104706,2,28,280.83380126953125,STANDARD,41
3,2018-07-03,0.0,1613.3720703125,R_A3,0,280.9715881347656,0.19385723769664764,3,28,280.9715881347656,STANDARD,41
4,2018-07-03,0.0,1615.4365234375,R_A3,0,281.11517333984375,0.3772626221179962,4,28,281.11517333984375,STANDARD,41
5,2018-07-03,0.0,1617.5008544921875,R_A3,0,281.25665283203125,0.6494276523590088,5,28,281.25665283203125,STANDARD,41
6,2018-07-03,0.0,1619.565185546875,R_A3,0,281.4031066894531,0.11087969690561295,6,28,281.4031066894531,STANDARD,41
7,2018-07-03,0.0,1609.3663330078125,R_A3,0,280.6943359375,0.28575900197029114,6,29,280.6943359375,STANDARD,41
8,2018-07-03,0.0,1611.4163818359375,R_A3,0,280.8311462402344,0.1974746733903885,7,29,280.8311462402344,STANDARD,41
9,2018-07-03,0.0,1613.46630859375,R_A3,0,280.9679870605469,0.1988036185503006,8,29,280.9679870605469,STANDARD,41
10,2018-07-03,0.0,1615.516357421875,R_A3,0,281.1109619140625,0.6872313618659973,9,29,281.1109619140625,STANDARD,41
11,2018-07-03,0.0,1617.5662841796875,R_A3,0,281.38299560546875,0.649631679058075,10,29,281.38299560546875,STANDARD,41
12,2018-07-03,0.0,1619.750732421875,R_A3,0,281.6369934082031,0.05114611238241196,11,29,281.6369934082031,STANDARD,41
13,2018-07-03,0.0,1622.0697021484375,R_A3,0,281.791748046875,0.05441069230437279,12,29,281.791748046875,STANDARD,41
14,2018-07-03,0.0,1624.388671875,R_A3,0,281.94671630859375,0.37380295991897583,13,29,281.94671630859375,STANDARD,41
15,2018-07-03,0.0,1626.707763671875,R_A3,0,282.5871276855469,0.3509764075279236,14,29,282.5871276855469,STANDARD,41
16,2018-07-03,0.0,1629.026611328125,R_A3,0,282.4318542480469,0.49693191051483154,15,29,282.4318542480469,STANDARD,41
17,2018-07-03,0.0,1630.9468994140625,R_A3,0,282.593994140625,0.8097937703132629,16,29,282.593994140625,STANDARD,41
18,2018-07-03,0.0,1633.5262451171875,R_A3,0,285.9930419921875,0.7172386646270752,27,29,285.9930419921875,STANDARD,41
19,2018-07-03,0.0,1637.1630859375,R_A3,0,282.6952209472656,0.0432005412876606,28,29,282.6952209472656,STANDARD,41
20,2018-07-03,0.0,1640.8001708984375,R_A3,0,282.93804931640625,0.11991015076637268,29,29,282.93804931640625,STANDARD,41
21,2018-07-03,0.0,1644.4371337890625,R_A3,0,283.19317626953125,0.6493397951126099,30,29,283.19317626953125,STANDARD,41
22,2018-07-03,0.0,1648.0740966796875,R_A3,0,283.4404296875,0.06504535675048828,31,29,283.4404296875,STANDARD,41
1,2018-09-12,0.0,1631.1873779296875,R_A4,0,275.6246643066406,0.051042553037405014,1,30,275.6246643066406,STANDARD,52
2,2018-09-12,0.0,1627.4293212890625,R_A4,0,275.6829833984375,0.049737971276044846,1,31,275.6829833984375,STANDARD,52
3,2018-09-12,0.0,1629.4896240234375,R_A4,0,275.8202819824219,0.051730867475271225,2,31,275.8202819824219,STANDARD,52
4,2018-09-12,0.0,1631.5498046875,R_A4,0,275.9576721191406,0.05466323345899582,3,31,275.9576721191406,STANDARD,52
5,2018-09-12,0.0,1633.610107421875,R_A4,0,276.09503173828125,0.05650036782026291,4,31,276.09503173828125,STANDARD,52
6,2018-09-12,0.0,1632.3968505859375,R_A4,0,276.28656005859375,0.0571923591196537,4,32,276.28656005859375,STANDARD,52
7,2018-09-12,0.0,1635.880615234375,R_A4,0,276.0495300292969,0.11271869391202927,4,32,276.0495300292969,STANDARD,51
8,2018-09-12,0.0,1637.321044921875,R_A4,0,276.2529296875,0.1592513918876648,4,33,276.2529296875,STANDARD,51
9,2018-09-12,0.0,1635.474609375,R_A4,0,276.13690185546875,0.1942264884710312,3,33,276.13690185546875,STANDARD,51
10,2018-09-12,0.0,1642.1485595703125,R_A4,0,275.6632995605469,0.06436502933502197,4,33,275.6632995605469,STANDARD,50
11,2018-09-12,0.0,1641.132080078125,R_A4,0,275.79486083984375,0.062340136617422104,4,34,275.79486083984375,STANDARD,50
12,2018-09-12,0.0,1639.20703125,R_A4,0,275.7174072265625,0.6500232815742493,3,34,275.7174072265625,STANDARD,50
13,2018-09-12,0.0,1640.9061279296875,R_A4,0,276.1180114746094,0.2718423008918762,3,35,276.1180114746094,STANDARD,50
14,2018-09-12,0.0,1639.0426025390625,R_A4,0,276.1124267578125,0.2402718961238861,2,35,276.1124267578125,STANDARD,50
15,2018-09-12,0.0,1641.93212890625,R_A4,0,275.7492370605469,0.24092718958854675,2,35,275.7492370605469,STANDARD,49
16,2018-09-12,0.0,1642.357421875,R_A4,0,280.4957580566406,0.24336658418178558,30,36,280.4957580566406,STANDARD,49
17,2018-09-12,0.0,1639.6068115234375,R_A4,0,280.3634948730469,0.21137352287769318,30,36,280.3634948730469,STANDARD,48
18,2018-09-12,0.0,1646.7513427734375,R_A4,0,280.85406494140625,0.652803897857666,30,37,280.85406494140625,STANDARD,48
