CONKPOS,WELLMODEL,DATE,SGAS,CONJPOS,DEPTH,CONIDX,CONBPRES,WELL,DRAWDOWN,PRESSURE,SWAT,CONIPOS
1,STANDARD,2018-03-01,0.0,30,1640.7978515625,1,298.1305236816406,R_A2,0,298.1305236816406,0.05651718005537987,22
2,STANDARD,2018-03-01,0.0,30,1642.56640625,2,298.2490234375,R_A2,0,298.2490234375,0.05738279968500137,22
3,STANDARD,2018-03-01,0.0,30,1644.3349609375,3,298.3675537109375,R_A2,0,298.3675537109375,0.059679366648197174,22
4,STANDARD,2018-03-01,0.0,30,1646.1033935546875,4,298.486083984375,R_A2,0,298.486083984375,0.06547851115465164,22
5,STANDARD,2018-03-01,0.0,30,1647.8719482421875,5,298.6046142578125,R_A2,0,298.6046142578125,0.06781675666570663,22
6,STANDARD,2018-03-01,0.0,30,1649.640380859375,6,298.7308044433594,R_A2,0,298.7308044433594,0.29870298504829407,22
7,STANDARD,2018-03-01,0.0,30,1651.408935546875,7,298.8585510253906,R_A2,0,298.8585510253906,0.8872430324554443,22
8,STANDARD,2018-03-01,0.0,30,1653.1773681640625,8,298.984375,R_A2,0,298.984375,0.8701791763305664,22
9,STANDARD,2018-03-01,0.0,30,1654.9459228515625,9,299.1094970703125,R_A2,0,299.1094970703125,0.8886073231697083,22
10,STANDARD,2018-03-01,0.0,30,1656.71435546875,10,299.4870910644531,R_A2,0,299.4870910644531,0.9049082398414612,22
11,STANDARD,2018-03-01,0.0,30,1658.6121826171875,11,300.0318298339844,R_A2,0,300.0318298339844,0.0739767774939537,22
12,STANDARD,2018-03-01,0.0,30,1660.639404296875,12,300.16888427734375,R_A2,0,300.16888427734375,0.17190387845039368,22
13,STANDARD,2018-03-01,0.0,30,1662.666748046875,13,300.30645751953125,R_A2,0,300.30645751953125,0.4501737058162689,22
14,STANDARD,2018-03-01,0.0,30,1664.6939697265625,14,300.4437255859375,R_A2,0,300.4437255859375,0.4935646653175354,22
15,STANDARD,2018-03-01,0.0,30,1666.72119140625,15,300.58172607421875,R_A2,0,300.58172607421875,0.9287846684455872,22
16,STANDARD,2018-03-01,0.0,30,1668.748291015625,16,300.7187805175781,R_A2,0,300.7187805175781,0.9591455459594727,22
16,STANDARD,2018-03-01,0.0,29,1672.2689208984375,17,301.02569580078125,R_A2,0,301.02569580078125,0.9875850677490234,22
17,STANDARD,2018-03-01,0.0,29,1674.404541015625,18,301.1685485839844,R_A2,0,301.1685485839844,0.9747871160507202,22
18,STANDARD,2018-03-01,-1.2105660918138028e-10,29,1676.17041015625,19,301.28692626953125,R_A2,0,301.28692626953125,1.0,22
26,STANDARD,2018-03-01,-3.506117063345471e-10,29,1677.7362060546875,20,302.9363098144531,R_A2,0,302.9363098144531,1.0,22
27,STANDARD,2018-03-01,3.6535045644140135e-18,29,1679.4716796875,21,303.3551025390625,R_A2,0,303.3551025390625,1.0,22
28,STANDARD,2018-03-01,2.0211308339653833e-18,29,1681.2071533203125,22,303.30230712890625,R_A2,0,303.30230712890625,1.0,22
29,STANDARD,2018-03-01,-2.4486541381679977e-20,29,1682.9427490234375,23,303.0782470703125,R_A2,0,303.0782470703125,1.0,22
30,STANDARD,2018-03-01,-9.23721168999414e-13,29,1684.67822265625,24,302.7123107910156,R_A2,0,302.7123107910156,1.0,22
1,STANDARD,2018-04-28,-2.648052055409522e-10,20,1687.4630126953125,1,280.8413391113281,R_A5,0,280.8413391113281,1.0,31
2,STANDARD,2018-04-28,-2.0709561843190727e-10,20,1689.72509765625,2,281.05511474609375,R_A5,0,281.05511474609375,1.0,31
3,STANDARD,2018-04-28,-1.7412224440072066e-10,20,1691.987060546875,3,281.26873779296875,R_A5,0,281.26873779296875,1.0,31
4,STANDARD,2018-04-28,-2.236191093407669e-10,20,1694.2491455078125,4,281.482421875,R_A5,0,281.482421875,1.0,31
5,STANDARD,2018-04-28,-1.9979451426621608e-10,20,1696.51123046875,5,281.69610595703125,R_A5,0,281.69610595703125,1.0,31
6,STANDARD,2018-04-28,-1.289054835096337e-10,20,1698.7733154296875,6,281.9096984863281,R_A5,0,281.9096984863281,1.0,31
7,STANDARD,2018-04-28,-2.2583510582430133e-12,20,1701.035400390625,7,282.4140930175781,R_A5,0,282.4140930175781,1.0,31
8,STANDARD,2018-04-28,-1.1919407301441698e-11,21,1690.303955078125,8,281.0864562988281,R_A5,0,281.0864562988281,1.0,31
11,STANDARD,2018-04-28,-2.383655772764115e-10,21,1697.3951416015625,9,278.8612060546875,R_A5,0,278.8612060546875,1.0,31
12,STANDARD,2018-04-28,-1.726047776928752e-10,21,1699.44873046875,10,279.0558776855469,R_A5,0,279.0558776855469,1.0,31
13,STANDARD,2018-04-28,-1.0067709686756299e-11,21,1701.50244140625,11,279.2623291015625,R_A5,0,279.2623291015625,1.0,31
14,STANDARD,2018-04-28,-2.085617095692882e-11,21,1703.55615234375,12,279.45654296875,R_A5,0,279.45654296875,1.0,31
15,STANDARD,2018-04-28,-3.9893960530890116e-12,21,1705.6097412109375,13,279.6512756347656,R_A5,0,279.6512756347656,1.0,31
16,STANDARD,2018-04-28,-5.635453909080823e-12,21,1707.6634521484375,14,279.99298095703125,R_A5,0,279.99298095703125,1.0,31
17,STANDARD,2018-04-28,-5.942961509193545e-13,21,1709.717041015625,15,280.1933288574219,R_A5,0,280.1933288574219,1.0,31
18,STANDARD,2018-04-28,-1.115756141992219e-12,21,1711.595703125,16,280.3750915527344,R_A5,0,280.3750915527344,1.0,31
19,STANDARD,2018-04-28,0.0,21,1712.7130126953125,17,280.4808349609375,R_A5,0,280.4808349609375,1.0,31
26,STANDARD,2018-04-28,-4.706433268282517e-13,21,1714.338134765625,18,286.87615966796875,R_A5,0,286.87615966796875,1.0,31
27,STANDARD,2018-04-28,-1.1103584718341608e-10,21,1716.8140869140625,19,287.1567077636719,R_A5,0,287.1567077636719,1.0,31
28,STANDARD,2018-04-28,-2.51528377561604e-18,21,1719.2900390625,20,297.4686279296875,R_A5,0,297.4686279296875,1.0,31
29,STANDARD,2018-04-28,1.6950211911808714e-20,21,1721.7659912109375,21,304.7022705078125,R_A5,0,304.7022705078125,1.0,31
30,STANDARD,2018-04-28,-6.062201933731919e-22,21,1724.241943359375,22,307.0433654785156,R_A5,0,307.0433654785156,1.0,31
1,STANDARD,2018-07-03,0.0,41,1610.297119140625,1,285.7265930175781,R_A3,0,285.7265930175781,0.6494004130363464,28
2,STANDARD,2018-07-03,0.0,41,1612.21533203125,2,285.8465576171875,R_A3,0,285.8465576171875,0.1974477767944336,28
3,STANDARD,2018-07-03,0.0,41,1614.1334228515625,3,285.9742431640625,R_A3,0,285.9742431640625,0.15401820838451385,28
4,STANDARD,2018-07-03,0.0,41,1616.0516357421875,4,286.1021423339844,R_A3,0,286.1021423339844,0.0785505622625351,28
4,STANDARD,2018-07-03,0.0,41,1608.5831298828125,5,285.5996398925781,R_A3,0,285.5996398925781,0.11864439398050308,29
5,STANDARD,2018-07-03,0.0,41,1610.51123046875,6,285.74090576171875,R_A3,0,285.74090576171875,0.6490572094917297,29
6,STANDARD,2018-07-03,0.0,41,1612.439453125,7,285.884033203125,R_A3,0,285.884033203125,0.6507037281990051,29
7,STANDARD,2018-07-03,0.0,41,1614.367431640625,8,286.0444030761719,R_A3,0,286.0444030761719,0.20153002440929413,29
8,STANDARD,2018-07-03,0.0,41,1616.295654296875,9,286.1732482910156,R_A3,0,286.1732482910156,0.20197628438472748,29
9,STANDARD,2018-07-03,0.0,41,1618.2237548828125,10,286.8830871582031,R_A3,0,286.8830871582031,0.7980101108551025,29
10,STANDARD,2018-07-03,0.0,41,1620.15185546875,11,292.6891784667969,R_A3,0,292.6891784667969,0.7532871961593628,29
11,STANDARD,2018-07-03,0.0,41,1622.22998046875,12,297.0748596191406,R_A3,0,297.0748596191406,0.050229042768478394,29
12,STANDARD,2018-07-03,0.0,41,1624.4581298828125,13,297.22412109375,R_A3,0,297.22412109375,0.056326501071453094,29
13,STANDARD,2018-07-03,0.0,41,1626.686279296875,14,297.3738098144531,R_A3,0,297.3738098144531,0.37943363189697266,29
14,STANDARD,2018-07-03,0.0,41,1628.9144287109375,15,297.5335388183594,R_A3,0,297.5335388183594,0.3591707646846771,29
15,STANDARD,2018-07-03,0.0,41,1631.1131591796875,16,297.6083068847656,R_A3,0,297.6083068847656,0.797009289264679,29
16,STANDARD,2018-07-03,0.0,41,1632.5106201171875,17,297.6939697265625,R_A3,0,297.6939697265625,0.8060480952262878,29
26,STANDARD,2018-07-03,0.0,41,1634.4630126953125,18,287.1662292480469,R_A3,0,287.1662292480469,0.2407899647951126,29
27,STANDARD,2018-07-03,0.0,41,1637.741943359375,19,287.3358154296875,R_A3,0,287.3358154296875,0.04589284211397171,29
28,STANDARD,2018-07-03,0.0,41,1641.02099609375,20,287.5550537109375,R_A3,0,287.5550537109375,0.049030520021915436,29
29,STANDARD,2018-07-03,0.0,41,1644.2998046875,21,290.52679443359375,R_A3,0,290.52679443359375,0.7950482368469238,29
30,STANDARD,2018-07-03,0.0,41,1647.578857421875,22,287.9993896484375,R_A3,0,287.9993896484375,0.2995144724845886,29
1,STANDARD,2018-09-12,0.0,52,1629.77490234375,1,279.1302795410156,R_A4,0,279.1302795410156,0.0482594333589077,30
1,STANDARD,2018-09-12,0.0,52,1624.7862548828125,2,278.9505920410156,R_A4,0,278.9505920410156,0.047283921390771866,31
2,STANDARD,2018-09-12,0.0,52,1626.9111328125,3,279.0921936035156,R_A4,0,279.0921936035156,0.04977498948574066,31
3,STANDARD,2018-09-12,0.0,52,1629.0360107421875,4,279.2337951660156,R_A4,0,279.2337951660156,0.05121127888560295,31
4,STANDARD,2018-09-12,0.0,52,1631.160888671875,5,279.3753662109375,R_A4,0,279.3753662109375,0.0519745796918869,31
5,STANDARD,2018-09-12,0.0,52,1633.2857666015625,6,279.51690673828125,R_A4,0,279.51690673828125,0.05491556599736214,31
6,STANDARD,2018-09-12,0.0,52,1635.4107666015625,7,279.6584167480469,R_A4,0,279.6584167480469,0.05707685276865959,31
6,STANDARD,2018-09-12,0.0,52,1634.3427734375,8,279.7395324707031,R_A4,0,279.7395324707031,0.05704016610980034,32
6,STANDARD,2018-09-12,0.0,51,1636.1536865234375,9,279.6763916015625,R_A4,0,279.6763916015625,0.060423221439123154,32
5,STANDARD,2018-09-12,0.0,51,1634.3375244140625,10,279.55523681640625,R_A4,0,279.55523681640625,0.05662333592772484,32
5,STANDARD,2018-09-12,0.0,51,1637.998046875,11,279.9004211425781,R_A4,0,279.9004211425781,0.05958165228366852,33
4,STANDARD,2018-09-12,0.0,51,1636.131591796875,12,279.77587890625,R_A4,0,279.77587890625,0.05758645012974739,33
5,STANDARD,2018-09-12,0.0,50,1644.3248291015625,13,280.0079345703125,R_A4,0,280.0079345703125,0.10001581907272339,33
5,STANDARD,2018-09-12,0.0,50,1643.109130859375,14,280.1023864746094,R_A4,0,280.1023864746094,0.09850112348794937,34
4,STANDARD,2018-09-12,0.0,50,1641.2166748046875,15,279.97607421875,R_A4,0,279.97607421875,0.06346189230680466,34
3,STANDARD,2018-09-12,0.0,50,1639.3243408203125,16,279.84979248046875,R_A4,0,279.84979248046875,0.06197898089885712,34
3,STANDARD,2018-09-12,0.0,50,1641.8345947265625,17,280.4242248535156,R_A4,0,280.4242248535156,0.06223936006426811,35
2,STANDARD,2018-09-12,0.0,50,1639.995361328125,18,280.3017272949219,R_A4,0,280.3017272949219,0.2296522557735443,35
29,STANDARD,2018-09-12,0.0,49,1641.2032470703125,19,280.9529113769531,R_A4,0,280.9529113769531,0.31093674898147583,35
29,STANDARD,2018-09-12,0.0,49,1644.3546142578125,20,287.9517822265625,R_A4,0,287.9517822265625,0.8242372870445251,36
29,STANDARD,2018-09-12,0.0,48,1644.850830078125,21,281.0902404785156,R_A4,0,281.0902404785156,0.6577946543693542,36
29,STANDARD,2018-09-12,-1.1883461608405005e-13,48,1648.2955322265625,22,285.7694396972656,R_A4,0,285.7694396972656,1.0,37
29,STANDARD,2018-09-12,0.0,48,1651.95751953125,23,282.4286193847656,R_A4,0,282.4286193847656,0.8182175755500793,38
29,STANDARD,2018-09-12,2.497885592486239e-14,47,1657.3118896484375,24,285.6733093261719,R_A4,0,285.6733093261719,1.0,38
1,STANDARD,2018-11-07,-5.603438719969933e-12,42,1694.5057373046875,1,276.63543701171875,R_A6,0,276.63543701171875,1.0,17
2,STANDARD,2018-11-07,-2.269877428379141e-12,42,1696.041015625,2,276.8438720703125,R_A6,0,276.8438720703125,1.0,17
3,STANDARD,2018-11-07,-3.5505569838389928e-12,42,1697.5762939453125,3,277.0927734375,R_A6,0,277.0927734375,1.0,17
4,STANDARD,2018-11-07,-2.6051803943272223e-12,42,1699.111572265625,4,277.3724060058594,R_A6,0,277.3724060058594,1.0,17
5,STANDARD,2018-11-07,-1.5680040816104523e-12,42,1700.646728515625,5,277.6497497558594,R_A6,0,277.6497497558594,1.0,17
6,STANDARD,2018-11-07,-4.560375341244871e-11,42,1702.181884765625,6,277.8680725097656,R_A6,0,277.8680725097656,1.0,17
7,STANDARD,2018-11-07,-1.0855917553787009e-10,42,1703.7171630859375,7,277.76605224609375,R_A6,0,277.76605224609375,1.0,17
