CONIDX,PRESSURE,WELLMODEL,CONKPOS,DEPTH,CONIPOS,SWAT,SGAS,DRAWDOWN,WELL,DATE,CONBPRES,CONJPOS
20,300.7834777832031,STANDARD,28,1640.973388671875,29,0.051640208810567856,0.0,0,R_A3,2018-01-01,300.7834777832031,41
21,301.01788330078125,STANDARD,29,1644.4688720703125,29,0.6481541991233826,0.0,0,R_A3,2018-01-01,301.01788330078125,41
22,301.2522888183594,STANDARD,30,1647.9644775390625,29,0.14133107662200928,0.0,0,R_A3,2018-01-01,301.2522888183594,41
1,300.2579040527344,STANDARD,1,1633.134765625,30,0.05080791935324669,0.0,0,R_A4,2018-01-01,300.2579040527344,52
2,299.82928466796875,STANDARD,1,1626.741455078125,31,0.06148776412010193,0.0,0,R_A4,2018-01-01,299.82928466796875,52
3,299.9687194824219,STANDARD,2,1628.8212890625,31,0.049323804676532745,0.0,0,R_A4,2018-01-01,299.9687194824219,52
4,300.108154296875,STANDARD,3,1630.901123046875,31,0.04870344698429108,0.0,0,R_A4,2018-01-01,300.108154296875,52
5,300.2475891113281,STANDARD,4,1632.98095703125,31,0.051414329558610916,0.0,0,R_A4,2018-01-01,300.2475891113281,52
6,300.38702392578125,STANDARD,5,1635.060791015625,31,0.053978241980075836,0.0,0,R_A4,2018-01-01,300.38702392578125,52
7,300.16217041015625,STANDARD,5,1631.70703125,32,0.0530468225479126,0.0,0,R_A4,2018-01-01,300.16217041015625,52
8,300.54156494140625,STANDARD,5,1637.3656005859375,32,0.05547453090548515,0.0,0,R_A4,2018-01-01,300.54156494140625,51
9,300.4175109863281,STANDARD,4,1635.515380859375,32,0.053705986589193344,0.0,0,R_A4,2018-01-01,300.4175109863281,51
10,300.441162109375,STANDARD,4,1635.8681640625,33,0.055984970182180405,0.0,0,R_A4,2018-01-01,300.441162109375,51
11,301.00543212890625,STANDARD,4,1644.283447265625,33,0.060797858983278275,0.0,0,R_A4,2018-01-01,301.00543212890625,50
12,300.8227233886719,STANDARD,4,1641.5587158203125,34,0.11603055149316788,0.0,0,R_A4,2018-01-01,300.8227233886719,50
13,300.698486328125,STANDARD,3,1639.705810546875,34,0.11531328409910202,0.0,0,R_A4,2018-01-01,300.698486328125,50
14,300.6858825683594,STANDARD,3,1639.51806640625,35,0.11481741070747375,0.0,0,R_A4,2018-01-01,300.6858825683594,50
15,300.5648498535156,STANDARD,2,1637.712890625,35,0.21956220269203186,0.0,0,R_A4,2018-01-01,300.5648498535156,50
16,301.0518493652344,STANDARD,2,1644.975341796875,35,0.2303374856710434,0.0,0,R_A4,2018-01-01,301.0518493652344,49
17,300.92706298828125,STANDARD,1,1643.1146240234375,35,0.18536150455474854,0.0,0,R_A4,2018-01-01,300.92706298828125,49
18,300.978515625,STANDARD,29,1643.8817138671875,36,0.28308817744255066,0.0,0,R_A4,2018-01-01,300.978515625,49
19,301.0375061035156,STANDARD,29,1644.76171875,36,0.6481541991233826,0.0,0,R_A4,2018-01-01,301.0375061035156,48
20,301.27252197265625,STANDARD,29,1648.26611328125,37,0.1658279001712799,0.0,0,R_A4,2018-01-01,301.27252197265625,48
21,301.5973815917969,STANDARD,29,1653.1102294921875,38,0.3117901384830475,0.0,0,R_A4,2018-01-01,301.5973815917969,48
22,301.21881103515625,STANDARD,28,1647.4652099609375,38,0.12838751077651978,0.0,0,R_A4,2018-01-01,301.21881103515625,48
23,301.83148193359375,STANDARD,28,1656.600341796875,38,0.06340055912733078,0.0,0,R_A4,2018-01-01,301.83148193359375,47
1,303.7519226074219,STANDARD,1,1684.053955078125,31,1.0,0.0,0,R_A5,2018-01-01,303.7519226074219,20
2,303.9505920410156,STANDARD,2,1686.150634765625,31,1.0,0.0,0,R_A5,2018-01-01,303.9505920410156,20
3,304.1492919921875,STANDARD,3,1688.2471923828125,31,1.0,0.0,0,R_A5,2018-01-01,304.1492919921875,20
4,304.34796142578125,STANDARD,4,1690.3438720703125,31,1.0,0.0,0,R_A5,2018-01-01,304.34796142578125,20
5,304.5466613769531,STANDARD,5,1692.4405517578125,31,1.0,0.0,0,R_A5,2018-01-01,304.5466613769531,20
6,304.745361328125,STANDARD,6,1694.5372314453125,31,1.0,0.0,0,R_A5,2018-01-01,304.745361328125,20
7,305.2498474121094,STANDARD,7,1696.6339111328125,31,1.0,0.0,0,R_A5,2018-01-01,305.2498474121094,20
8,304.85638427734375,STANDARD,7,1692.482177734375,31,1.0,0.0,0,R_A5,2018-01-01,304.85638427734375,21
9,305.0826110839844,STANDARD,8,1694.869140625,31,1.0,0.0,0,R_A5,2018-01-01,305.0826110839844,21
10,305.3088073730469,STANDARD,9,1697.256103515625,31,1.0,0.0,0,R_A5,2018-01-01,305.3088073730469,21
11,305.4396667480469,STANDARD,11,1701.862548828125,31,1.0,0.0,0,R_A5,2018-01-01,305.4396667480469,21
12,305.6341247558594,STANDARD,12,1703.914306640625,31,1.0,0.0,0,R_A5,2018-01-01,305.6341247558594,21
13,305.8405456542969,STANDARD,13,1705.9661865234375,31,1.0,0.0,0,R_A5,2018-01-01,305.8405456542969,21
14,306.0350036621094,STANDARD,14,1708.01806640625,31,1.0,0.0,0,R_A5,2018-01-01,306.0350036621094,21
15,306.2294616699219,STANDARD,15,1710.06982421875,31,1.0,0.0,0,R_A5,2018-01-01,306.2294616699219,21
16,306.5689392089844,STANDARD,16,1712.1217041015625,31,1.0,0.0,0,R_A5,2018-01-01,306.5689392089844,21
17,306.7589111328125,STANDARD,17,1714.126220703125,31,1.0,0.0,0,R_A5,2018-01-01,306.7589111328125,21
18,306.896728515625,STANDARD,18,1715.580322265625,31,1.0,0.0,0,R_A5,2018-01-01,306.896728515625,21
19,306.90191650390625,STANDARD,26,1717.292724609375,31,1.0,0.0,0,R_A5,2018-01-01,306.90191650390625,21
20,307.4183349609375,STANDARD,27,1719.51513671875,31,1.0,0.0,0,R_A5,2018-01-01,307.4183349609375,21
21,307.6289367675781,STANDARD,28,1721.737548828125,31,1.0,0.0,0,R_A5,2018-01-01,307.6289367675781,21
22,307.839599609375,STANDARD,29,1723.9599609375,31,1.0,0.0,0,R_A5,2018-01-01,307.839599609375,21
23,308.05023193359375,STANDARD,30,1726.182373046875,31,1.0,0.0,0,R_A5,2018-01-01,308.05023193359375,21
1,305.06048583984375,STANDARD,1,1694.6357421875,17,1.0,0.0,0,R_A6,2018-01-01,305.06048583984375,42
2,305.2063293457031,STANDARD,2,1696.1748046875,17,1.0,0.0,0,R_A6,2018-01-01,305.2063293457031,42
3,305.3521728515625,STANDARD,3,1697.7137451171875,17,1.0,0.0,0,R_A6,2018-01-01,305.3521728515625,42
4,305.4980163574219,STANDARD,4,1699.252685546875,17,1.0,0.0,0,R_A6,2018-01-01,305.4980163574219,42
5,305.6438903808594,STANDARD,5,1700.791748046875,17,1.0,0.0,0,R_A6,2018-01-01,305.6438903808594,42
6,305.78973388671875,STANDARD,6,1702.330810546875,17,1.0,0.0,0,R_A6,2018-01-01,305.78973388671875,42
7,305.63653564453125,STANDARD,7,1703.869873046875,17,1.0,0.0,0,R_A6,2018-01-01,305.63653564453125,42
8,305.7823791503906,STANDARD,8,1705.4088134765625,17,1.0,0.0,0,R_A6,2018-01-01,305.7823791503906,42
9,306.2272644042969,STANDARD,9,1706.94775390625,17,1.0,0.0,0,R_A6,2018-01-01,306.2272644042969,42
10,306.3731384277344,STANDARD,10,1708.48681640625,17,1.0,0.0,0,R_A6,2018-01-01,306.3731384277344,42
11,306.249267578125,STANDARD,11,1710.405029296875,17,1.0,0.0,0,R_A6,2018-01-01,306.249267578125,42
12,306.4670104980469,STANDARD,12,1712.7025146484375,17,1.0,0.0,0,R_A6,2018-01-01,306.4670104980469,42
13,306.69671630859375,STANDARD,13,1715.0,17,1.0,0.0,0,R_A6,2018-01-01,306.69671630859375,42
14,306.9144287109375,STANDARD,14,1717.2974853515625,17,1.0,0.0,0,R_A6,2018-01-01,306.9144287109375,42
15,307.1321716308594,STANDARD,15,1719.594970703125,17,1.0,0.0,0,R_A6,2018-01-01,307.1321716308594,42
16,307.49493408203125,STANDARD,16,1721.892333984375,17,1.0,0.0,0,R_A6,2018-01-01,307.49493408203125,42
17,307.7126770019531,STANDARD,17,1724.1898193359375,17,1.0,0.0,0,R_A6,2018-01-01,307.7126770019531,42
18,307.8587951660156,STANDARD,18,1725.731201171875,17,1.0,0.0,0,R_A6,2018-01-01,307.8587951660156,42
19,307.8201904296875,STANDARD,26,1726.9814453125,17,1.0,0.0,0,R_A6,2018-01-01,307.8201904296875,42
20,308.28851318359375,STANDARD,27,1728.696533203125,17,1.0,0.0,0,R_A6,2018-01-01,308.28851318359375,42
21,308.4510803222656,STANDARD,28,1730.41162109375,17,1.0,0.0,0,R_A6,2018-01-01,308.4510803222656,42
22,308.6136169433594,STANDARD,29,1732.126708984375,17,1.0,0.0,0,R_A6,2018-01-01,308.6136169433594,42
23,308.47039794921875,STANDARD,30,1733.841796875,17,1.0,0.0,0,R_A6,2018-01-01,308.47039794921875,42
1,298.63775634765625,STANDARD,1,1640.3955078125,22,0.05291575938463211,0.0,0,R_A2,2018-03-01,298.63775634765625,30
2,298.7536926269531,STANDARD,2,1642.1263427734375,22,0.056523121893405914,0.0,0,R_A2,2018-03-01,298.7536926269531,30
3,298.8695983886719,STANDARD,3,1643.857177734375,22,0.0582587830722332,0.0,0,R_A2,2018-03-01,298.8695983886719,30
4,298.9855651855469,STANDARD,4,1645.587890625,22,0.062614306807518,0.0,0,R_A2,2018-03-01,298.9855651855469,30
5,299.1015319824219,STANDARD,5,1647.3187255859375,22,0.23618565499782562,0.0,0,R_A2,2018-03-01,299.1015319824219,30
6,299.171875,STANDARD,6,1649.049560546875,22,0.3106997311115265,0.0,0,R_A2,2018-03-01,299.171875,30
7,299.28936767578125,STANDARD,7,1650.7803955078125,22,0.8725003004074097,0.0,0,R_A2,2018-03-01,299.28936767578125,30
8,299.4097900390625,STANDARD,8,1652.51123046875,22,0.850151777267456,0.0,0,R_A2,2018-03-01,299.4097900390625,30
9,299.6614990234375,STANDARD,9,1654.241943359375,22,0.870061993598938,0.0,0,R_A2,2018-03-01,299.6614990234375,30
10,299.9606018066406,STANDARD,10,1655.9727783203125,22,0.8795900940895081,0.0,0,R_A2,2018-03-01,299.9606018066406,30
11,300.1683044433594,STANDARD,11,1657.8431396484375,22,0.0685192421078682,0.0,0,R_A2,2018-03-01,300.1683044433594,30
12,300.6085205078125,STANDARD,13,1661.8631591796875,22,0.4255884289741516,0.0,0,R_A2,2018-03-01,300.6085205078125,30
13,300.743408203125,STANDARD,14,1663.873046875,22,0.47053974866867065,0.0,0,R_A2,2018-03-01,300.743408203125,30
14,300.87786865234375,STANDARD,15,1665.883056640625,22,0.8912320137023926,0.0,0,R_A2,2018-03-01,300.87786865234375,30
15,301.0120544433594,STANDARD,16,1667.89306640625,22,0.9111918210983276,0.0,0,R_A2,2018-03-01,301.0120544433594,30
16,301.14666748046875,STANDARD,17,1669.903076171875,22,0.8750287294387817,0.0,0,R_A2,2018-03-01,301.14666748046875,30
17,301.3153381347656,STANDARD,17,1674.3975830078125,22,0.927293062210083,0.0,0,R_A2,2018-03-01,301.3153381347656,29
18,301.4281311035156,STANDARD,18,1676.078125,22,0.980097770690918,0.0,0,R_A2,2018-03-01,301.4281311035156,29
19,302.77069091796875,STANDARD,26,1677.574462890625,22,1.0,-7.374362012420137e-15,0,R_A2,2018-03-01,302.77069091796875,29
20,302.6213684082031,STANDARD,27,1679.296142578125,22,1.0,-2.00033318766479e-14,0,R_A2,2018-03-01,302.6213684082031,29
21,302.4040832519531,STANDARD,28,1681.0177001953125,22,0.6483044028282166,0.0,0,R_A2,2018-03-01,302.4040832519531,29
22,302.90936279296875,STANDARD,29,1682.7392578125,22,1.0,-1.1206395186813545e-11,0,R_A2,2018-03-01,302.90936279296875,29
23,302.9506530761719,STANDARD,30,1684.4609375,22,1.0,-1.4250389757108906e-09,0,R_A2,2018-03-01,302.9506530761719,29
1,280.1074523925781,STANDARD,1,1684.053955078125,31,1.0,-8.463258739654922e-12,0,R_A5,2018-04-28,280.1074523925781,20
2,280.30596923828125,STANDARD,2,1686.150634765625,31,1.0,-1.3276580355936485e-12,0,R_A5,2018-04-28,280.30596923828125,20
3,280.5048828125,STANDARD,3,1688.2471923828125,31,1.0,-5.3290278440032424e-11,0,R_A5,2018-04-28,280.5048828125,20
4,280.7038269042969,STANDARD,4,1690.3438720703125,31,1.0,-6.551384434949625e-11,0,R_A5,2018-04-28,280.7038269042969,20
5,280.9026794433594,STANDARD,5,1692.4405517578125,31,1.0,-5.829191990214255e-11,0,R_A5,2018-04-28,280.9026794433594,20
6,281.1014404296875,STANDARD,6,1694.5372314453125,31,1.0,-4.6729495273289956e-11,0,R_A5,2018-04-28,281.1014404296875,20
7,281.6739501953125,STANDARD,7,1696.6339111328125,31,1.0,-3.500082981690994e-13,0,R_A5,2018-04-28,281.6739501953125,20
8,280.9847717285156,STANDARD,7,1692.482177734375,31,1.0,-5.100969091564878e-10,0,R_A5,2018-04-28,280.9847717285156,21
9,281.1219787597656,STANDARD,8,1694.869140625,31,0.9999998211860657,-8.135040197032595e-09,0,R_A5,2018-04-28,281.1219787597656,21
10,281.36871337890625,STANDARD,9,1697.256103515625,31,1.0,-4.167468869997748e-10,0,R_A5,2018-04-28,281.36871337890625,21
11,280.5029296875,STANDARD,11,1701.862548828125,31,1.0,-1.002215643808313e-09,0,R_A5,2018-04-28,280.5029296875,21
12,280.6974792480469,STANDARD,12,1703.914306640625,31,1.0,-9.050316052139351e-10,0,R_A5,2018-04-28,280.6974792480469,21
13,280.90411376953125,STANDARD,13,1705.9661865234375,31,1.0,-4.917981993868281e-11,0,R_A5,2018-04-28,280.90411376953125,21
14,281.0990295410156,STANDARD,14,1708.01806640625,31,1.0,-3.8368318938664103e-11,0,R_A5,2018-04-28,281.0990295410156,21
15,281.29412841796875,STANDARD,15,1710.06982421875,31,1.0,-1.0463423530393534e-11,0,R_A5,2018-04-28,281.29412841796875,21
16,281.6369934082031,STANDARD,16,1712.1217041015625,31,1.0,-1.8599705109423326e-12,0,R_A5,2018-04-28,281.6369934082031,21
17,281.8294372558594,STANDARD,17,1714.126220703125,31,1.0,-2.716149137202417e-12,0,R_A5,2018-04-28,281.8294372558594,21
18,281.96685791015625,STANDARD,18,1715.580322265625,31,1.0,-3.883032350521232e-12,0,R_A5,2018-04-28,281.96685791015625,21
19,284.18780517578125,STANDARD,26,1717.292724609375,31,1.0,-2.7501419544440076e-11,0,R_A5,2018-04-28,284.18780517578125,21
20,284.7227783203125,STANDARD,27,1719.51513671875,31,1.0,-2.5534716702191318e-11,0,R_A5,2018-04-28,284.7227783203125,21
21,294.9323425292969,STANDARD,28,1721.737548828125,31,1.0,-1.3546010006817653e-18,0,R_A5,2018-04-28,294.9323425292969,21
22,303.3936767578125,STANDARD,29,1723.9599609375,31,1.0,2.453087309263399e-20,0,R_A5,2018-04-28,303.3936767578125,21
23,306.59271240234375,STANDARD,30,1726.182373046875,31,1.0,-5.0037076453543325e-24,0,R_A5,2018-04-28,306.59271240234375,21
1,283.269287109375,STANDARD,1,1611.33740234375,28,0.6493332982063293,0.0,0,R_A3,2018-07-03,283.269287109375,41
2,283.40673828125,STANDARD,2,1613.265869140625,28,0.11844801902770996,0.0,0,R_A3,2018-07-03,283.40673828125,41
3,282.5610656738281,STANDARD,2,1602.4599609375,29,0.11842352151870728,0.0,0,R_A3,2018-07-03,282.5610656738281,41
4,282.6965026855469,STANDARD,3,1604.4891357421875,29,0.11910458654165268,0.0,0,R_A3,2018-07-03,282.6965026855469,41
5,282.8321228027344,STANDARD,4,1606.518310546875,29,0.2220456600189209,0.0,0,R_A3,2018-07-03,282.8321228027344,41
6,283.1126403808594,STANDARD,5,1608.547607421875,29,0.8011066913604736,0.0,0,R_A3,2018-07-03,283.1126403808594,41
7,283.25103759765625,STANDARD,6,1610.576904296875,29,0.6502377390861511,0.0,0,R_A3,2018-07-03,283.25103759765625,41
8,283.4043884277344,STANDARD,7,1612.6060791015625,29,0.19528916478157043,0.0,0,R_A3,2018-07-03,283.4043884277344,41
9,283.5398254394531,STANDARD,8,1614.63525390625,29,0.20021413266658783,0.0,0,R_A3,2018-07-03,283.5398254394531,41
10,283.76312255859375,STANDARD,9,1616.66455078125,29,0.7945494651794434,0.0,0,R_A3,2018-07-03,283.76312255859375,41
11,285.82122802734375,STANDARD,10,1618.6937255859375,29,0.792991578578949,0.0,0,R_A3,2018-07-03,285.82122802734375,41
12,287.1485290527344,STANDARD,11,1620.842041015625,29,0.04602350294589996,0.0,0,R_A3,2018-07-03,287.1485290527344,41
13,287.3000793457031,STANDARD,12,1623.1094970703125,29,0.05338118225336075,0.0,0,R_A3,2018-07-03,287.3000793457031,41
14,287.4524230957031,STANDARD,13,1625.376953125,29,0.3669029772281647,0.0,0,R_A3,2018-07-03,287.4524230957031,41
15,287.8251953125,STANDARD,14,1627.6444091796875,29,0.18966011703014374,0.0,0,R_A3,2018-07-03,287.8251953125,41
16,288.1186828613281,STANDARD,15,1629.911865234375,29,0.6031949520111084,0.0,0,R_A3,2018-07-03,288.1186828613281,41
17,288.2784118652344,STANDARD,16,1631.63671875,29,0.799098551273346,0.0,0,R_A3,2018-07-03,288.2784118652344,41
18,286.59210205078125,STANDARD,26,1633.982421875,29,0.6681997179985046,0.0,0,R_A3,2018-07-03,286.59210205078125,41
19,286.84906005859375,STANDARD,27,1637.47802734375,29,0.0443052239716053,0.0,0,R_A3,2018-07-03,286.84906005859375,41
20,287.08258056640625,STANDARD,28,1640.973388671875,29,0.051719870418310165,0.0,0,R_A3,2018-07-03,287.08258056640625,41
21,287.27935791015625,STANDARD,29,1644.4688720703125,29,0.6492105722427368,0.0,0,R_A3,2018-07-03,287.27935791015625,41
22,287.4643859863281,STANDARD,30,1647.9644775390625,29,0.1448783129453659,0.0,0,R_A3,2018-07-03,287.4643859863281,41
1,277.939208984375,STANDARD,1,1633.134765625,30,0.05089786276221275,0.0,0,R_A4,2018-09-12,277.939208984375,52
2,277.6553039550781,STANDARD,1,1626.741455078125,31,0.06161872670054436,0.0,0,R_A4,2018-09-12,277.6553039550781,52
3,277.7939453125,STANDARD,2,1628.8212890625,31,0.0494183748960495,0.0,0,R_A4,2018-09-12,277.7939453125,52
4,277.9325866699219,STANDARD,3,1630.901123046875,31,0.04880176857113838,0.0,0,R_A4,2018-09-12,277.9325866699219,52
5,278.0712585449219,STANDARD,4,1632.98095703125,31,0.051502570509910583,0.0,0,R_A4,2018-09-12,278.0712585449219,52
6,278.2099304199219,STANDARD,5,1635.060791015625,31,0.054055072367191315,0.0,0,R_A4,2018-09-12,278.2099304199219,52
7,278.1373291015625,STANDARD,5,1631.70703125,32,0.0531664714217186,0.0,0,R_A4,2018-09-12,278.1373291015625,52
8,278.4225769042969,STANDARD,5,1637.3656005859375,32,0.05562813952565193,0.0,0,R_A4,2018-09-12,278.4225769042969,51
9,278.2991943359375,STANDARD,4,1635.515380859375,32,0.0538594014942646,0.0,0,R_A4,2018-09-12,278.2991943359375,51
10,278.50048828125,STANDARD,4,1635.8681640625,33,0.05623675510287285,0.0,0,R_A4,2018-09-12,278.50048828125,51
11,278.9800720214844,STANDARD,4,1644.283447265625,33,0.06107897683978081,0.0,0,R_A4,2018-09-12,278.9800720214844,50
12,278.9758605957031,STANDARD,4,1641.5587158203125,34,0.11621827632188797,0.0,0,R_A4,2018-09-12,278.9758605957031,50
13,278.8523864746094,STANDARD,3,1639.705810546875,34,0.11549011617898941,0.0,0,R_A4,2018-09-12,278.8523864746094,50
14,278.9488830566406,STANDARD,3,1639.51806640625,35,0.11509700864553452,0.0,0,R_A4,2018-09-12,278.9488830566406,50
15,278.82818603515625,STANDARD,2,1637.712890625,35,0.22001737356185913,0.0,0,R_A4,2018-09-12,278.82818603515625,50
16,279.1930847167969,STANDARD,2,1644.975341796875,35,0.23059795796871185,0.0,0,R_A4,2018-09-12,279.1930847167969,49
17,279.0688171386719,STANDARD,1,1643.1146240234375,35,0.18562161922454834,0.0,0,R_A4,2018-09-12,279.0688171386719,49
18,277.40472412109375,STANDARD,29,1643.8817138671875,36,0.27795857191085815,0.0,0,R_A4,2018-09-12,277.40472412109375,49
19,277.1517028808594,STANDARD,29,1644.76171875,36,0.6629496812820435,0.0,0,R_A4,2018-09-12,277.1517028808594,48
20,277.58636474609375,STANDARD,29,1648.26611328125,37,0.17870868742465973,0.0,0,R_A4,2018-09-12,277.58636474609375,48
21,278.3939208984375,STANDARD,29,1653.1102294921875,38,0.28098514676094055,0.0,0,R_A4,2018-09-12,278.3939208984375,48
22,277.93951416015625,STANDARD,28,1647.4652099609375,38,0.12049923092126846,0.0,0,R_A4,2018-09-12,277.93951416015625,48
23,278.1540832519531,STANDARD,28,1656.600341796875,38,0.07220809161663055,0.0,0,R_A4,2018-09-12,278.1540832519531,47
1,276.4760437011719,STANDARD,1,1694.6357421875,17,1.0,7.681437408889324e-13,0,R_A6,2018-11-07,276.4760437011719,42
2,276.6595764160156,STANDARD,2,1696.1748046875,17,1.0,3.836506850055099e-13,0,R_A6,2018-11-07,276.6595764160156,42
3,276.8667297363281,STANDARD,3,1697.7137451171875,17,1.0,2.6047867747285014e-13,0,R_A6,2018-11-07,276.8667297363281,42
4,277.09246826171875,STANDARD,4,1699.252685546875,17,1.0,1.8876997946552787e-13,0,R_A6,2018-11-07,277.09246826171875,42
5,277.3108215332031,STANDARD,5,1700.791748046875,17,1.0,2.463906086536821e-13,0,R_A6,2018-11-07,277.3108215332031,42
6,277.4914245605469,STANDARD,6,1702.330810546875,17,1.0,4.524154759589366e-13,0,R_A6,2018-11-07,277.4914245605469,42
7,277.34185791015625,STANDARD,7,1703.869873046875,17,1.0,1.2925466252866613e-11,0,R_A6,2018-11-07,277.34185791015625,42
8,277.48907470703125,STANDARD,8,1705.4088134765625,17,1.0,1.3167952839232555e-11,0,R_A6,2018-11-07,277.48907470703125,42
9,277.9351806640625,STANDARD,9,1706.94775390625,17,1.0,7.363571015960024e-13,0,R_A6,2018-11-07,277.9351806640625,42
10,278.3223571777344,STANDARD,10,1708.48681640625,17,1.0,5.415622919731355e-13,0,R_A6,2018-11-07,278.3223571777344,42
