ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,857845,608605,424411,59757069
Valysar,CentralSouth,67824469,11797219,8379863,5843698,822792701
Valysar,CentralNorth,36376771,6193302,4456657,3107850,437585301
Valysar,NorthHorst,4782341,688486,434445,266858,52277559
Valysar,CentralRamp,13746446,2166680,1478859,1031283,145204613
Valysar,CentralHorst,86371295,14985329,11224765,7827591,1102124790
Valysar,EastLowland,291997,50216,19482,13586,1912888
Therys,WestLowland,2204974,427423,221805,154676,21778313
Therys,CentralSouth,12476404,2655761,1641938,1145006,161216800
Therys,CentralNorth,20648668,4122620,2497559,1741673,245227592
Therys,NorthHorst,8151091,1230908,547220,336130,65847958
Therys,CentralRamp,6770890,1532956,1153441,804352,113252759
Therys,CentralHorst,29243345,7247241,5588925,3897437,548759210
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,41581,22110,15418,2170887
Volon,CentralSouth,35017667,6382968,4767364,3324522,468092699
Volon,CentralNorth,6832817,927461,496017,345898,48702415
Volon,NorthHorst,5572991,1075243,865282,531500,104120826
Volon,CentralRamp,12639541,2289816,1738418,1212286,170689868
Volon,CentralHorst,80611071,14588960,11630799,8110739,1141992030
Volon,EastLowland,0,0,0,0,0
