DEPTH,SGAS,CONBPRES,WELL,SWAT,CONIDX,PRESSURE,WELLMODEL,CONJPOS,DATE,CONKPOS,DRAWDOWN,CONIPOS
1672.9881591796875,0.0,302.86041259765625,R_A2,1.0,18,302.86041259765625,STANDARD,30,2018-01-01,18,0,22
1674.229736328125,0.0,302.97808837890625,R_A2,1.0,19,302.97808837890625,STANDARD,29,2018-01-01,18,0,22
1676.1676025390625,0.0,303.3103942871094,R_A2,1.0,20,303.3103942871094,STANDARD,29,2018-01-01,27,0,22
1677.9368896484375,0.0,303.47802734375,R_A2,1.0,21,303.47802734375,STANDARD,29,2018-01-01,28,0,22
1679.7061767578125,0.0,303.64569091796875,R_A2,1.0,22,303.64569091796875,STANDARD,29,2018-01-01,29,0,22
1681.4754638671875,0.0,303.8133544921875,R_A2,1.0,23,303.8133544921875,STANDARD,29,2018-01-01,30,0,22
1683.2447509765625,0.0,303.98101806640625,R_A2,1.0,24,303.98101806640625,STANDARD,29,2018-01-01,31,0,22
1609.243408203125,0.0,298.39996337890625,R_A3,0.6481541991233826,1,298.39996337890625,STANDARD,41,2018-01-01,1,0,28
1611.3077392578125,0.0,298.5382995605469,R_A3,0.20375743508338928,2,298.5382995605469,STANDARD,41,2018-01-01,2,0,28
1613.3720703125,0.0,298.6766357421875,R_A3,0.1982748657464981,3,298.6766357421875,STANDARD,41,2018-01-01,3,0,28
1615.4365234375,0.0,298.81500244140625,R_A3,0.38300034403800964,4,298.81500244140625,STANDARD,41,2018-01-01,4,0,28
1617.5008544921875,0.0,298.953369140625,R_A3,0.6481541991233826,5,298.953369140625,STANDARD,41,2018-01-01,5,0,28
1619.565185546875,0.0,299.09173583984375,R_A3,0.1136106327176094,6,299.09173583984375,STANDARD,41,2018-01-01,6,0,28
1609.3663330078125,0.0,298.408203125,R_A3,0.28991350531578064,7,298.408203125,STANDARD,41,2018-01-01,6,0,29
1611.4163818359375,0.0,298.5455627441406,R_A3,0.20194700360298157,8,298.5455627441406,STANDARD,41,2018-01-01,7,0,29
1613.46630859375,0.0,298.6829528808594,R_A3,0.20343731343746185,9,298.6829528808594,STANDARD,41,2018-01-01,8,0,29
1615.516357421875,0.0,298.8203430175781,R_A3,0.6937576532363892,10,298.8203430175781,STANDARD,41,2018-01-01,9,0,29
1617.5662841796875,0.0,298.9577331542969,R_A3,0.6481541991233826,11,298.9577331542969,STANDARD,41,2018-01-01,10,0,29
1619.750732421875,0.0,299.1041564941406,R_A3,0.05324941873550415,12,299.1041564941406,STANDARD,41,2018-01-01,11,0,29
1622.0697021484375,0.0,299.25958251953125,R_A3,0.056717850267887115,13,299.25958251953125,STANDARD,41,2018-01-01,12,0,29
1624.388671875,0.0,299.4150390625,R_A3,0.38160568475723267,14,299.4150390625,STANDARD,41,2018-01-01,13,0,29
1626.707763671875,0.0,299.5704650878906,R_A3,0.35784459114074707,15,299.5704650878906,STANDARD,41,2018-01-01,14,0,29
1629.026611328125,0.0,299.7259216308594,R_A3,0.5049465894699097,16,299.7259216308594,STANDARD,41,2018-01-01,15,0,29
1630.9468994140625,0.0,299.85467529296875,R_A3,0.8230719566345215,17,299.85467529296875,STANDARD,41,2018-01-01,16,0,29
1633.5262451171875,0.0,300.027587890625,R_A3,0.7170819044113159,18,300.027587890625,STANDARD,41,2018-01-01,27,0,29
1637.1630859375,0.0,300.27142333984375,R_A3,0.04581455513834953,19,300.27142333984375,STANDARD,41,2018-01-01,28,0,29
1640.8001708984375,0.0,300.5152587890625,R_A3,0.12288562953472137,20,300.5152587890625,STANDARD,41,2018-01-01,29,0,29
1644.4371337890625,0.0,300.7591247558594,R_A3,0.6481541991233826,21,300.7591247558594,STANDARD,41,2018-01-01,30,0,29
1648.0740966796875,0.0,301.0030212402344,R_A3,0.07089763879776001,22,301.0030212402344,STANDARD,41,2018-01-01,31,0,29
1631.1873779296875,0.0,299.87078857421875,R_A4,0.05366947501897812,1,299.87078857421875,STANDARD,52,2018-01-01,1,0,30
1627.4293212890625,0.0,299.6188659667969,R_A4,0.05208097770810127,2,299.6188659667969,STANDARD,52,2018-01-01,1,0,31
1629.4896240234375,0.0,299.7569580078125,R_A4,0.05428623408079147,3,299.7569580078125,STANDARD,52,2018-01-01,2,0,31
1631.5498046875,0.0,299.89508056640625,R_A4,0.057507194578647614,4,299.89508056640625,STANDARD,52,2018-01-01,3,0,31
1633.610107421875,0.0,300.033203125,R_A4,0.05959964916110039,5,300.033203125,STANDARD,52,2018-01-01,4,0,31
1632.3968505859375,0.0,299.9518737792969,R_A4,0.06023087725043297,6,299.9518737792969,STANDARD,52,2018-01-01,4,0,32
1635.880615234375,0.0,300.1854248046875,R_A4,0.11779890954494476,7,300.1854248046875,STANDARD,51,2018-01-01,4,0,32
1637.321044921875,0.0,300.2820129394531,R_A4,0.16441726684570312,8,300.2820129394531,STANDARD,51,2018-01-01,4,0,33
1635.474609375,0.0,300.158203125,R_A4,0.19921626150608063,9,300.158203125,STANDARD,51,2018-01-01,3,0,33
1642.1485595703125,0.0,300.6056823730469,R_A4,0.06872286647558212,10,300.6056823730469,STANDARD,50,2018-01-01,4,0,33
1641.132080078125,0.0,300.5375061035156,R_A4,0.06650182604789734,11,300.5375061035156,STANDARD,50,2018-01-01,4,0,34
1639.20703125,0.0,300.408447265625,R_A4,0.6481541991233826,12,300.408447265625,STANDARD,50,2018-01-01,3,0,34
1640.9061279296875,0.0,300.5223693847656,R_A4,0.28264525532722473,13,300.5223693847656,STANDARD,50,2018-01-01,3,0,35
1639.0426025390625,0.0,300.3974304199219,R_A4,0.2500394582748413,14,300.3974304199219,STANDARD,50,2018-01-01,2,0,35
1641.93212890625,0.0,300.5911560058594,R_A4,0.25170642137527466,15,300.5911560058594,STANDARD,49,2018-01-01,2,0,35
1642.357421875,0.0,300.61968994140625,R_A4,0.24604424834251404,16,300.61968994140625,STANDARD,49,2018-01-01,30,0,36
1639.6068115234375,0.0,300.43524169921875,R_A4,0.21344633400440216,17,300.43524169921875,STANDARD,48,2018-01-01,30,0,36
1646.7513427734375,0.0,300.914306640625,R_A4,0.6481541991233826,18,300.914306640625,STANDARD,48,2018-01-01,30,0,37
1653.461669921875,0.0,301.36431884765625,R_A4,0.6481541991233826,19,301.36431884765625,STANDARD,48,2018-01-01,30,0,38
1657.8184814453125,0.0,301.656494140625,R_A4,0.6481592059135437,20,301.656494140625,STANDARD,47,2018-01-01,30,0,38
1685.026611328125,0.0,303.8440856933594,R_A5,1.0,1,303.8440856933594,STANDARD,20,2018-01-01,1,0,31
1687.3070068359375,0.0,304.0601806640625,R_A5,1.0,2,304.0601806640625,STANDARD,20,2018-01-01,2,0,31
1689.5875244140625,0.0,304.27630615234375,R_A5,1.0,3,304.27630615234375,STANDARD,20,2018-01-01,3,0,31
1691.8680419921875,0.0,304.4924011230469,R_A5,1.0,4,304.4924011230469,STANDARD,20,2018-01-01,4,0,31
1694.1485595703125,0.0,304.7085266113281,R_A5,1.0,5,304.7085266113281,STANDARD,20,2018-01-01,5,0,31
1696.4290771484375,0.0,304.9246520996094,R_A5,1.0,6,304.9246520996094,STANDARD,20,2018-01-01,6,0,31
1698.70947265625,0.0,305.446533203125,R_A5,1.0,7,305.446533203125,STANDARD,20,2018-01-01,7,0,31
1707.6488037109375,0.0,305.988037109375,R_A5,1.0,8,305.988037109375,STANDARD,20,2018-01-01,11,0,31
1709.5638427734375,0.0,306.1695251464844,R_A5,1.0,9,306.1695251464844,STANDARD,20,2018-01-01,12,0,31
1701.7845458984375,0.0,305.4322814941406,R_A5,1.0,10,305.4322814941406,STANDARD,21,2018-01-01,12,0,31
1703.735107421875,0.0,305.6291198730469,R_A5,1.0,11,305.6291198730469,STANDARD,21,2018-01-01,13,0,31
1705.6856689453125,0.0,305.81396484375,R_A5,1.0,12,305.81396484375,STANDARD,21,2018-01-01,14,0,31
1707.63623046875,0.0,305.9988098144531,R_A5,1.0,13,305.9988098144531,STANDARD,21,2018-01-01,15,0,31
1709.5867919921875,0.0,306.3287048339844,R_A5,1.0,14,306.3287048339844,STANDARD,21,2018-01-01,16,0,31
1711.537353515625,0.0,306.5135498046875,R_A5,1.0,15,306.5135498046875,STANDARD,21,2018-01-01,17,0,31
1713.35400390625,0.0,306.6856994628906,R_A5,1.0,16,306.6856994628906,STANDARD,21,2018-01-01,18,0,31
1714.3951416015625,0.0,306.7843933105469,R_A5,1.0,17,306.7843933105469,STANDARD,21,2018-01-01,19,0,31
1715.7628173828125,0.0,306.75689697265625,R_A5,1.0,18,306.75689697265625,STANDARD,21,2018-01-01,27,0,31
1718.098388671875,0.0,306.978271484375,R_A5,1.0,19,306.978271484375,STANDARD,21,2018-01-01,28,0,31
1720.43408203125,0.0,307.5054016113281,R_A5,1.0,20,307.5054016113281,STANDARD,21,2018-01-01,29,0,31
1722.7696533203125,0.0,307.7267761230469,R_A5,1.0,21,307.7267761230469,STANDARD,21,2018-01-01,30,0,31
1725.105224609375,0.0,307.9481506347656,R_A5,1.0,22,307.9481506347656,STANDARD,21,2018-01-01,31,0,31
1695.20263671875,0.0,305.11419677734375,R_A6,1.0,1,305.11419677734375,STANDARD,42,2018-01-01,1,0,17
1696.7510986328125,0.0,305.2609558105469,R_A6,1.0,2,305.2609558105469,STANDARD,42,2018-01-01,2,0,17
1698.299560546875,0.0,305.4076843261719,R_A6,1.0,3,305.4076843261719,STANDARD,42,2018-01-01,3,0,17
1699.84814453125,0.0,305.554443359375,R_A6,1.0,4,305.554443359375,STANDARD,42,2018-01-01,4,0,17
1701.3966064453125,0.0,305.7012023925781,R_A6,1.0,5,305.7012023925781,STANDARD,42,2018-01-01,5,0,17
1702.9451904296875,0.0,305.84796142578125,R_A6,1.0,6,305.84796142578125,STANDARD,42,2018-01-01,6,0,17
1704.49365234375,0.0,305.6956481933594,R_A6,1.0,7,305.6956481933594,STANDARD,42,2018-01-01,7,0,17
1706.042236328125,0.0,305.8424072265625,R_A6,1.0,8,305.8424072265625,STANDARD,42,2018-01-01,8,0,17
1707.5906982421875,0.0,306.2882080078125,R_A6,1.0,9,306.2882080078125,STANDARD,42,2018-01-01,9,0,17
1709.1392822265625,0.0,306.1291809082031,R_A6,1.0,10,306.1291809082031,STANDARD,42,2018-01-01,10,0,17
1711.055419921875,0.0,306.3109130859375,R_A6,1.0,11,306.3109130859375,STANDARD,42,2018-01-01,11,0,17
1713.3392333984375,0.0,306.52734375,R_A6,1.0,12,306.52734375,STANDARD,42,2018-01-01,12,0,17
1715.623046875,0.0,306.7557678222656,R_A6,1.0,13,306.7557678222656,STANDARD,42,2018-01-01,13,0,17
1717.9068603515625,0.0,306.9721984863281,R_A6,1.0,14,306.9721984863281,STANDARD,42,2018-01-01,14,0,17
1720.190673828125,0.0,307.18865966796875,R_A6,1.0,15,307.18865966796875,STANDARD,42,2018-01-01,15,0,17
1722.474365234375,0.0,307.55010986328125,R_A6,1.0,16,307.55010986328125,STANDARD,42,2018-01-01,16,0,17
1724.7581787109375,0.0,307.7665710449219,R_A6,1.0,17,307.7665710449219,STANDARD,42,2018-01-01,17,0,17
1726.394287109375,0.0,307.921630859375,R_A6,1.0,18,307.921630859375,STANDARD,42,2018-01-01,18,0,17
1727.7508544921875,0.0,307.8930969238281,R_A6,1.0,19,307.8930969238281,STANDARD,42,2018-01-01,27,0,17
1729.4755859375,0.0,308.3623352050781,R_A6,1.0,20,308.3623352050781,STANDARD,42,2018-01-01,28,0,17
1731.2001953125,0.0,308.52581787109375,R_A6,1.0,21,308.52581787109375,STANDARD,42,2018-01-01,29,0,17
1732.9249267578125,0.0,308.68927001953125,R_A6,1.0,22,308.68927001953125,STANDARD,42,2018-01-01,30,0,17
1734.649658203125,0.0,308.5469665527344,R_A6,1.0,23,308.5469665527344,STANDARD,42,2018-01-01,31,0,17
1641.094970703125,0.0,298.4395446777344,R_A2,0.06064365431666374,1,298.4395446777344,STANDARD,30,2018-03-01,1,0,22
1642.8890380859375,0.0,298.5597839355469,R_A2,0.062283921986818314,2,298.5597839355469,STANDARD,30,2018-03-01,2,0,22
1644.68310546875,0.0,298.67999267578125,R_A2,0.06552238762378693,3,298.67999267578125,STANDARD,30,2018-03-01,3,0,22
1646.4771728515625,0.0,298.8002624511719,R_A2,0.07098230719566345,4,298.8002624511719,STANDARD,30,2018-03-01,4,0,22
1648.2713623046875,0.0,298.9205017089844,R_A2,0.07565492391586304,5,298.9205017089844,STANDARD,30,2018-03-01,5,0,22
1650.0654296875,0.0,299.06146240234375,R_A2,0.32060226798057556,6,299.06146240234375,STANDARD,30,2018-03-01,6,0,22
1651.859619140625,0.0,299.1927185058594,R_A2,0.9232162833213806,7,299.1927185058594,STANDARD,30,2018-03-01,7,0,22
1653.6536865234375,0.0,299.3228759765625,R_A2,0.9084838032722473,8,299.3228759765625,STANDARD,30,2018-03-01,8,0,22
1655.44775390625,0.0,299.4509582519531,R_A2,0.9392279386520386,9,299.4509582519531,STANDARD,30,2018-03-01,9,0,22
1657.2418212890625,0.0,299.7607116699219,R_A2,0.9429348707199097,10,299.7607116699219,STANDARD,30,2018-03-01,10,0,22
1659.1368408203125,0.0,299.9682922363281,R_A2,0.09328856319189072,11,299.9682922363281,STANDARD,30,2018-03-01,11,0,22
1661.132568359375,0.0,300.1022033691406,R_A2,0.1059732437133789,12,300.1022033691406,STANDARD,30,2018-03-01,12,0,22
1663.12841796875,0.0,300.58099365234375,R_A2,0.5423496961593628,13,300.58099365234375,STANDARD,30,2018-03-01,13,0,22
1665.1241455078125,0.0,300.6932373046875,R_A2,0.5981992483139038,14,300.6932373046875,STANDARD,30,2018-03-01,14,0,22
1667.1199951171875,0.0,300.8258972167969,R_A2,0.7661992311477661,15,300.8258972167969,STANDARD,30,2018-03-01,15,0,22
1669.11572265625,0.0,300.95855712890625,R_A2,0.9992083311080933,16,300.95855712890625,STANDARD,30,2018-03-01,16,0,22
1671.111572265625,0.0,301.09197998046875,R_A2,0.997535228729248,17,301.09197998046875,STANDARD,30,2018-03-01,17,0,22
1672.9881591796875,-2.3327343529055966e-11,301.404052734375,R_A2,1.0,18,301.404052734375,STANDARD,30,2018-03-01,18,0,22
1674.229736328125,-1.3933150640188519e-11,301.4584655761719,R_A2,1.0,19,301.4584655761719,STANDARD,29,2018-03-01,18,0,22
1676.1676025390625,-7.631780089651047e-18,303.2834777832031,R_A2,1.0,20,303.2834777832031,STANDARD,29,2018-03-01,27,0,22
1677.9368896484375,-8.455642493026212e-20,303.4463195800781,R_A2,1.0,21,303.4463195800781,STANDARD,29,2018-03-01,28,0,22
1679.7061767578125,-1.2710044509977114e-20,303.611572265625,R_A2,1.0,22,303.611572265625,STANDARD,29,2018-03-01,29,0,22
1681.4754638671875,-1.2871752261279478e-21,303.7776184082031,R_A2,1.0,23,303.7776184082031,STANDARD,29,2018-03-01,30,0,22
1683.2447509765625,-2.3459744881314927e-21,303.1194152832031,R_A2,1.0,24,303.1194152832031,STANDARD,29,2018-03-01,31,0,22
1685.026611328125,-4.020309799942324e-16,273.3968811035156,R_A5,1.0,1,273.3968811035156,STANDARD,20,2018-04-28,1,0,31
1687.3070068359375,-4.440681068182752e-18,273.6127014160156,R_A5,1.0,2,273.6127014160156,STANDARD,20,2018-04-28,2,0,31
1689.5875244140625,-1.0290979358821076e-14,273.8285827636719,R_A5,1.0,3,273.8285827636719,STANDARD,20,2018-04-28,3,0,31
1691.8680419921875,-1.2965148770663522e-14,274.0444641113281,R_A5,1.0,4,274.0444641113281,STANDARD,20,2018-04-28,4,0,31
1694.1485595703125,-1.257847653617604e-14,274.2603454589844,R_A5,1.0,5,274.2603454589844,STANDARD,20,2018-04-28,5,0,31
1696.4290771484375,-9.62210369839572e-15,274.4762268066406,R_A5,1.0,6,274.4762268066406,STANDARD,20,2018-04-28,6,0,31
1698.70947265625,-2.0737249079510545e-15,275.0150451660156,R_A5,1.0,7,275.0150451660156,STANDARD,20,2018-04-28,7,0,31
1707.6488037109375,-1.4323464018594495e-13,275.6956481933594,R_A5,1.0,8,275.6956481933594,STANDARD,20,2018-04-28,11,0,31
1709.5638427734375,-1.0910521618112679e-13,275.9345397949219,R_A5,1.0,9,275.9345397949219,STANDARD,20,2018-04-28,12,0,31
1701.7845458984375,-1.5399154390874359e-12,274.4121398925781,R_A5,1.0,10,274.4121398925781,STANDARD,21,2018-04-28,12,0,31
1703.735107421875,-1.6213130827041206e-13,274.61419677734375,R_A5,1.0,11,274.61419677734375,STANDARD,21,2018-04-28,13,0,31
1705.6856689453125,-2.5085765712959396e-13,274.8043518066406,R_A5,1.0,12,274.8043518066406,STANDARD,21,2018-04-28,14,0,31
1707.63623046875,-2.1612056491215198e-13,275.0146789550781,R_A5,1.0,13,275.0146789550781,STANDARD,21,2018-04-28,15,0,31
1709.5867919921875,2.3462921059161368e-14,275.3907775878906,R_A5,1.0,14,275.3907775878906,STANDARD,21,2018-04-28,16,0,31
1711.537353515625,5.4510593562313685e-15,275.63897705078125,R_A5,1.0,15,275.63897705078125,STANDARD,21,2018-04-28,17,0,31
1713.35400390625,5.182373305582253e-15,275.87274169921875,R_A5,1.0,16,275.87274169921875,STANDARD,21,2018-04-28,18,0,31
1714.3951416015625,0.0,275.99322509765625,R_A5,1.0,17,275.99322509765625,STANDARD,21,2018-04-28,19,0,31
1715.7628173828125,-4.725425712076396e-14,275.97943115234375,R_A5,1.0,18,275.97943115234375,STANDARD,21,2018-04-28,27,0,31
1718.098388671875,-3.580406573978033e-14,276.2315368652344,R_A5,1.0,19,276.2315368652344,STANDARD,21,2018-04-28,28,0,31
1720.43408203125,3.26013463651257e-19,291.11651611328125,R_A5,1.0,20,291.11651611328125,STANDARD,21,2018-04-28,29,0,31
1722.7696533203125,2.220177159458048e-20,301.9283142089844,R_A5,1.0,21,301.9283142089844,STANDARD,21,2018-04-28,30,0,31
1725.105224609375,4.3483620604980394e-21,305.68841552734375,R_A5,1.0,22,305.68841552734375,STANDARD,21,2018-04-28,31,0,31
1609.243408203125,0.0,280.6597900390625,R_A3,0.6493694186210632,1,280.6597900390625,STANDARD,41,2018-07-03,1,0,28
1611.3077392578125,0.0,280.80877685546875,R_A3,0.20439733564853668,2,280.80877685546875,STANDARD,41,2018-07-03,2,0,28
1613.3720703125,0.0,280.9466247558594,R_A3,0.19918577373027802,3,280.9466247558594,STANDARD,41,2018-07-03,3,0,28
1615.4365234375,0.0,281.1064453125,R_A3,0.3822740614414215,4,281.1064453125,STANDARD,41,2018-07-03,4,0,28
1617.5008544921875,0.0,281.2552490234375,R_A3,0.649439811706543,5,281.2552490234375,STANDARD,41,2018-07-03,5,0,28
1619.565185546875,0.0,281.4074401855469,R_A3,0.11396557092666626,6,281.4074401855469,STANDARD,41,2018-07-03,6,0,28
1609.3663330078125,0.0,280.6867370605469,R_A3,0.2900456488132477,7,280.6867370605469,STANDARD,41,2018-07-03,6,0,29
1611.4163818359375,0.0,280.8233337402344,R_A3,0.2022605687379837,8,280.8233337402344,STANDARD,41,2018-07-03,7,0,29
1613.46630859375,0.0,280.96014404296875,R_A3,0.20382365584373474,9,280.96014404296875,STANDARD,41,2018-07-03,8,0,29
1615.516357421875,0.0,281.10906982421875,R_A3,0.6950941681861877,10,281.10906982421875,STANDARD,41,2018-07-03,9,0,29
1617.5662841796875,0.0,281.4171447753906,R_A3,0.649626612663269,11,281.4171447753906,STANDARD,41,2018-07-03,10,0,29
1619.750732421875,0.0,281.71087646484375,R_A3,0.05336960032582283,12,281.71087646484375,STANDARD,41,2018-07-03,11,0,29
1622.0697021484375,0.0,281.8656311035156,R_A3,0.05685311555862427,13,281.8656311035156,STANDARD,41,2018-07-03,12,0,29
1624.388671875,0.0,282.0207824707031,R_A3,0.3821951150894165,14,282.0207824707031,STANDARD,41,2018-07-03,13,0,29
1626.707763671875,0.0,283.0149230957031,R_A3,0.35838645696640015,15,283.0149230957031,STANDARD,41,2018-07-03,14,0,29
1629.026611328125,0.0,282.6622009277344,R_A3,0.504980206489563,16,282.6622009277344,STANDARD,41,2018-07-03,15,0,29
1630.9468994140625,0.0,282.8042907714844,R_A3,0.821821391582489,17,282.8042907714844,STANDARD,41,2018-07-03,16,0,29
1633.5262451171875,0.0,286.7913818359375,R_A3,0.7178609371185303,18,286.7913818359375,STANDARD,41,2018-07-03,27,0,29
1637.1630859375,0.0,282.9216003417969,R_A3,0.046003591269254684,19,282.9216003417969,STANDARD,41,2018-07-03,28,0,29
1640.8001708984375,0.0,283.1644592285156,R_A3,0.12345834076404572,20,283.1644592285156,STANDARD,41,2018-07-03,29,0,29
1644.4371337890625,0.0,283.4204406738281,R_A3,0.6494254469871521,21,283.4204406738281,STANDARD,41,2018-07-03,30,0,29
1648.0740966796875,0.0,283.6717529296875,R_A3,0.07104772329330444,22,283.6717529296875,STANDARD,41,2018-07-03,31,0,29
1631.1873779296875,0.0,274.9801025390625,R_A4,0.05378235504031181,1,274.9801025390625,STANDARD,52,2018-09-12,1,0,30
1627.4293212890625,0.0,275.0404968261719,R_A4,0.05221666395664215,2,275.0404968261719,STANDARD,52,2018-09-12,1,0,31
1629.4896240234375,0.0,275.17779541015625,R_A4,0.05442696437239647,3,275.17779541015625,STANDARD,52,2018-09-12,2,0,31
1631.5498046875,0.0,275.31512451171875,R_A4,0.057643938809633255,4,275.31512451171875,STANDARD,52,2018-09-12,3,0,31
1633.610107421875,0.0,275.4524841308594,R_A4,0.059737253934144974,5,275.4524841308594,STANDARD,52,2018-09-12,4,0,31
1632.3968505859375,0.0,275.6455078125,R_A4,0.060373447835445404,6,275.6455078125,STANDARD,52,2018-09-12,4,0,32
1635.880615234375,0.0,275.4211120605469,R_A4,0.11797869205474854,7,275.4211120605469,STANDARD,51,2018-09-12,4,0,32
1637.321044921875,0.0,275.62158203125,R_A4,0.1643604040145874,8,275.62158203125,STANDARD,51,2018-09-12,4,0,33
1635.474609375,0.0,275.5072937011719,R_A4,0.1989934742450714,9,275.5072937011719,STANDARD,51,2018-09-12,3,0,33
1642.1485595703125,0.0,274.8869934082031,R_A4,0.0702810287475586,10,274.8869934082031,STANDARD,50,2018-09-12,4,0,33
1641.132080078125,0.0,275.0129699707031,R_A4,0.06702910363674164,11,275.0129699707031,STANDARD,50,2018-09-12,4,0,34
1639.20703125,0.0,274.9178771972656,R_A4,0.6517981290817261,12,274.9178771972656,STANDARD,50,2018-09-12,3,0,34
1640.9061279296875,0.0,275.31689453125,R_A4,0.2829681932926178,13,275.31689453125,STANDARD,50,2018-09-12,3,0,35
1639.0426025390625,0.0,275.33197021484375,R_A4,0.25101909041404724,14,275.33197021484375,STANDARD,50,2018-09-12,2,0,35
1641.93212890625,0.0,274.9497375488281,R_A4,0.2516327500343323,15,274.9497375488281,STANDARD,49,2018-09-12,2,0,35
1642.357421875,0.0,279.5599670410156,R_A4,0.2427251636981964,16,279.5599670410156,STANDARD,49,2018-09-12,30,0,36
1639.6068115234375,0.0,279.4079284667969,R_A4,0.21353624761104584,17,279.4079284667969,STANDARD,48,2018-09-12,30,0,36
1646.7513427734375,0.0,279.9221496582031,R_A4,0.664126992225647,18,279.9221496582031,STANDARD,48,2018-09-12,30,0,37
1653.461669921875,0.0,280.45068359375,R_A4,0.7040324807167053,19,280.45068359375,STANDARD,48,2018-09-12,30,0,38
1657.8184814453125,0.0,280.72406005859375,R_A4,0.706352949142456,20,280.72406005859375,STANDARD,47,2018-09-12,30,0,38
1695.20263671875,-5.778409797076574e-17,271.7481384277344,R_A6,1.0,1,271.7481384277344,STANDARD,42,2018-11-07,1,0,17
1696.7510986328125,-3.201484108622776e-17,271.8930969238281,R_A6,1.0,2,271.8930969238281,STANDARD,42,2018-11-07,2,0,17
1698.299560546875,-2.995965129733566e-17,272.034912109375,R_A6,1.0,3,272.034912109375,STANDARD,42,2018-11-07,3,0,17
1699.84814453125,-2.4529642364204785e-17,272.172607421875,R_A6,1.0,4,272.172607421875,STANDARD,42,2018-11-07,4,0,17
1701.3966064453125,-3.0983346862374135e-17,272.3078918457031,R_A6,1.0,5,272.3078918457031,STANDARD,42,2018-11-07,5,0,17
1702.9451904296875,-1.4666883701476563e-15,272.4467468261719,R_A6,1.0,6,272.4467468261719,STANDARD,42,2018-11-07,6,0,17
1704.49365234375,-3.0412578210729357e-15,272.29241943359375,R_A6,1.0,7,272.29241943359375,STANDARD,42,2018-11-07,7,0,17
1706.042236328125,-1.656629473459684e-15,272.4386291503906,R_A6,1.0,8,272.4386291503906,STANDARD,42,2018-11-07,8,0,17
1707.5906982421875,-1.0821125157348485e-16,272.8853454589844,R_A6,1.0,9,272.8853454589844,STANDARD,42,2018-11-07,9,0,17
1709.1392822265625,0.0,273.3516845703125,R_A6,1.0,10,273.3516845703125,STANDARD,42,2018-11-07,10,0,17
1711.055419921875,-1.4998066966408094e-16,273.9759216308594,R_A6,1.0,11,273.9759216308594,STANDARD,42,2018-11-07,11,0,17
1713.3392333984375,-7.385652829258139e-17,274.19171142578125,R_A6,1.0,12,274.19171142578125,STANDARD,42,2018-11-07,12,0,17
1715.623046875,-1.9667178592958794e-17,274.4060974121094,R_A6,1.0,13,274.4060974121094,STANDARD,42,2018-11-07,13,0,17
1717.9068603515625,-3.163400465066651e-18,274.6221008300781,R_A6,1.0,14,274.6221008300781,STANDARD,42,2018-11-07,14,0,17
1720.190673828125,-1.800187170039713e-18,274.8367004394531,R_A6,1.0,15,274.8367004394531,STANDARD,42,2018-11-07,15,0,17
