DATE,BLOCK,BPR
2000-01-01,1095,309.17462158203125
2000-01-01,"15,28,1",309.17462158203125
2000-01-01,"15,28,10",310.18597412109375
2000-01-01,"15,28,13",310.69427490234375
2000-01-01,24135,310.18597412109375
2000-01-01,31815,310.69427490234375
2000-02-01,1095,309.3059997558594
2000-02-01,"15,28,1",309.3059997558594
2000-02-01,"15,28,10",310.3131408691406
2000-02-01,"15,28,13",310.8210144042969
2000-02-01,24135,310.3131408691406
2000-02-01,31815,310.8210144042969
2000-03-01,1095,304.2557678222656
2000-03-01,"15,28,1",304.2557678222656
2000-03-01,"15,28,10",305.21240234375
2000-03-01,"15,28,13",305.71588134765625
2000-03-01,24135,305.21240234375
2000-03-01,31815,305.71588134765625
2000-04-01,1095,298.017333984375
2000-04-01,"15,28,1",298.017333984375
2000-04-01,"15,28,10",298.9596862792969
2000-04-01,"15,28,13",299.4621276855469
2000-04-01,24135,298.9596862792969
2000-04-01,31815,299.4621276855469
2000-05-01,1095,292.6102600097656
2000-05-01,"15,28,1",292.6102600097656
2000-05-01,"15,28,10",293.5535888671875
2000-05-01,"15,28,13",294.0562744140625
2000-05-01,24135,293.5535888671875
2000-05-01,31815,294.0562744140625
2000-06-01,1095,287.3880310058594
2000-06-01,"15,28,1",287.3880310058594
2000-06-01,"15,28,10",288.33453369140625
2000-06-01,"15,28,13",288.8373718261719
2000-06-01,24135,288.33453369140625
2000-06-01,31815,288.8373718261719
2000-07-01,1095,285.6802673339844
2000-07-01,"15,28,1",285.6802673339844
2000-07-01,"15,28,10",286.6443176269531
2000-07-01,"15,28,13",287.1487121582031
2000-07-01,24135,286.6443176269531
2000-07-01,31815,287.1487121582031
2000-08-01,1095,284.19268798828125
2000-08-01,"15,28,1",284.19268798828125
2000-08-01,"15,28,10",285.16424560546875
2000-08-01,"15,28,13",285.6690979003906
2000-08-01,24135,285.16424560546875
2000-08-01,31815,285.6690979003906
2000-09-01,1095,283.0
2000-09-01,"15,28,1",283.0
2000-09-01,"15,28,10",283.97686767578125
2000-09-01,"15,28,13",284.48199462890625
2000-09-01,24135,283.97686767578125
2000-09-01,31815,284.48199462890625
2000-10-01,1095,282.0597839355469
2000-10-01,"15,28,1",282.0597839355469
2000-10-01,"15,28,10",283.0393371582031
2000-10-01,"15,28,13",283.5445556640625
2000-10-01,24135,283.0393371582031
2000-10-01,31815,283.5445556640625
2000-11-01,1095,281.2615051269531
2000-11-01,"15,28,1",281.2615051269531
2000-11-01,"15,28,10",282.24298095703125
2000-11-01,"15,28,13",282.7483215332031
2000-11-01,24135,282.24298095703125
2000-11-01,31815,282.7483215332031
2000-12-01,1095,280.62237548828125
2000-12-01,"15,28,1",280.62237548828125
2000-12-01,"15,28,10",281.6051025390625
2000-12-01,"15,28,13",282.1105041503906
2000-12-01,24135,281.6051025390625
2000-12-01,31815,282.1105041503906
2001-01-01,1095,280.07135009765625
2001-01-01,"15,28,1",280.07135009765625
2001-01-01,"15,28,10",281.0552673339844
2001-01-01,"15,28,13",281.5606994628906
2001-01-01,24135,281.0552673339844
2001-01-01,31815,281.5606994628906
2001-02-01,1095,274.1668701171875
2001-02-01,"15,28,1",274.1668701171875
2001-02-01,"15,28,10",275.1380615234375
2001-02-01,"15,28,13",275.6415710449219
2001-02-01,24135,275.1380615234375
2001-02-01,31815,275.6415710449219
2001-03-01,1095,273.3358459472656
2001-03-01,"15,28,1",273.3358459472656
2001-03-01,"15,28,10",274.3135986328125
2001-03-01,"15,28,13",274.8179016113281
2001-03-01,24135,274.3135986328125
2001-03-01,31815,274.8179016113281
2001-04-01,1095,273.9103088378906
2001-04-01,"15,28,1",273.9103088378906
2001-04-01,"15,28,10",274.88751220703125
2001-04-01,"15,28,13",275.3916015625
2001-04-01,24135,274.88751220703125
2001-04-01,31815,275.3916015625
2001-05-01,1095,274.5075378417969
2001-05-01,"15,28,1",274.5075378417969
2001-05-01,"15,28,10",275.48614501953125
2001-05-01,"15,28,13",275.9903564453125
2001-05-01,24135,275.48614501953125
2001-05-01,31815,275.9903564453125
2001-06-01,1095,274.9762878417969
2001-06-01,"15,28,1",274.9762878417969
2001-06-01,"15,28,10",275.95574951171875
2001-06-01,"15,28,13",276.4599914550781
2001-06-01,24135,275.95574951171875
2001-06-01,31815,276.4599914550781
2001-07-01,1095,275.42926025390625
2001-07-01,"15,28,1",275.42926025390625
2001-07-01,"15,28,10",276.4094543457031
2001-07-01,"15,28,13",276.91375732421875
2001-07-01,24135,276.4094543457031
2001-07-01,31815,276.91375732421875
2001-08-01,1095,275.9482421875
2001-08-01,"15,28,1",275.9482421875
2001-08-01,"15,28,10",276.9293518066406
2001-08-01,"15,28,13",277.43377685546875
2001-08-01,24135,276.9293518066406
2001-08-01,31815,277.43377685546875
2001-09-01,1095,276.376220703125
2001-09-01,"15,28,1",276.376220703125
2001-09-01,"15,28,10",277.3580017089844
2001-09-01,"15,28,13",277.8624572753906
2001-09-01,24135,277.3580017089844
2001-09-01,31815,277.8624572753906
2001-10-01,1095,276.7618713378906
2001-10-01,"15,28,1",276.7618713378906
2001-10-01,"15,28,10",277.7442932128906
2001-10-01,"15,28,13",278.248779296875
2001-10-01,24135,277.7442932128906
2001-10-01,31815,278.248779296875
2001-11-01,1095,277.1764221191406
2001-11-01,"15,28,1",277.1764221191406
2001-11-01,"15,28,10",278.1595458984375
2001-11-01,"15,28,13",278.66412353515625
2001-11-01,24135,278.1595458984375
2001-11-01,31815,278.66412353515625
2001-12-01,1095,277.5531005859375
2001-12-01,"15,28,1",277.5531005859375
2001-12-01,"15,28,10",278.5368347167969
2001-12-01,"15,28,13",279.04144287109375
2001-12-01,24135,278.5368347167969
2001-12-01,31815,279.04144287109375
2002-01-01,1095,277.8993225097656
