CONJPOS,CONKPOS,DEPTH,DRAWDOWN,CONIDX,CONIPOS,WELL,PRESSURE,CONBPRES,SGAS,WELLMODEL,DATE,SWAT
29,30,1684.1292724609375,0,24,22,R_A2,304.0648498535156,304.0648498535156,0.0,STANDARD,2018-01-01,1.0
41,1,1598.611572265625,0,1,29,R_A3,297.9439392089844,297.9439392089844,0.0,STANDARD,2018-01-01,0.6481541991233826
41,2,1600.835693359375,0,2,29,R_A3,298.0929870605469,298.0929870605469,0.0,STANDARD,2018-01-01,0.12544400990009308
41,3,1603.059814453125,0,3,29,R_A3,298.2420349121094,298.2420349121094,0.0,STANDARD,2018-01-01,0.11823459714651108
41,4,1605.283935546875,0,4,29,R_A3,298.39105224609375,298.39105224609375,0.0,STANDARD,2018-01-01,0.15934516489505768
41,5,1607.5079345703125,0,5,29,R_A3,298.54010009765625,298.54010009765625,0.0,STANDARD,2018-01-01,0.6481541991233826
41,6,1609.73193359375,0,6,29,R_A3,298.68914794921875,298.68914794921875,0.0,STANDARD,2018-01-01,0.6481541991233826
41,7,1611.9560546875,0,7,29,R_A3,298.8382263183594,298.8382263183594,0.0,STANDARD,2018-01-01,0.2929220199584961
41,8,1614.18017578125,0,8,29,R_A3,298.9872741699219,298.9872741699219,0.0,STANDARD,2018-01-01,0.19691745936870575
41,9,1616.4041748046875,0,9,29,R_A3,299.1363525390625,299.1363525390625,0.0,STANDARD,2018-01-01,0.7932437062263489
41,10,1618.6282958984375,0,10,29,R_A3,299.2854309082031,299.2854309082031,0.0,STANDARD,2018-01-01,0.8014588952064514
41,11,1620.8984375,0,11,29,R_A3,299.4375915527344,299.4375915527344,0.0,STANDARD,2018-01-01,0.04587516933679581
41,12,1623.214599609375,0,12,29,R_A3,299.5928649902344,299.5928649902344,0.0,STANDARD,2018-01-01,0.05442880466580391
41,13,1625.53076171875,0,13,29,R_A3,299.7481384277344,299.7481384277344,0.0,STANDARD,2018-01-01,0.3689509630203247
41,15,1630.1632080078125,0,14,29,R_A3,300.0586853027344,300.0586853027344,0.0,STANDARD,2018-01-01,0.6453487873077393
41,16,1632.078857421875,0,15,29,R_A3,300.1871032714844,300.1871032714844,0.0,STANDARD,2018-01-01,0.7998834252357483
41,26,1634.72021484375,0,16,29,R_A3,300.36419677734375,300.36419677734375,0.0,STANDARD,2018-01-01,0.6481541991233826
41,27,1638.3226318359375,0,17,29,R_A3,300.6057434082031,300.6057434082031,0.0,STANDARD,2018-01-01,0.04853753745555878
41,28,1641.925048828125,0,18,29,R_A3,300.8472900390625,300.8472900390625,0.0,STANDARD,2018-01-01,0.12117169052362442
41,29,1645.52734375,0,19,29,R_A3,301.0888671875,301.0888671875,0.0,STANDARD,2018-01-01,1.0
41,30,1649.1297607421875,0,20,29,R_A3,301.3304443359375,301.3304443359375,0.0,STANDARD,2018-01-01,0.20210792124271393
52,1,1631.9871826171875,0,1,30,R_A4,300.18096923828125,300.18096923828125,0.0,STANDARD,2018-01-01,0.05006483942270279
52,1,1626.8145751953125,0,2,31,R_A4,299.8341979980469,299.8341979980469,0.0,STANDARD,2018-01-01,0.0469391904771328
52,2,1628.797607421875,0,3,31,R_A4,299.9671325683594,299.9671325683594,0.0,STANDARD,2018-01-01,0.04769136756658554
52,3,1630.780517578125,0,4,31,R_A4,300.1000671386719,300.1000671386719,0.0,STANDARD,2018-01-01,0.05039195716381073
52,4,1632.7635498046875,0,5,31,R_A4,300.2330017089844,300.2330017089844,0.0,STANDARD,2018-01-01,0.052962467074394226
52,4,1631.5966796875,0,6,32,R_A4,300.15478515625,300.15478515625,0.0,STANDARD,2018-01-01,0.051907800137996674
51,4,1636.4095458984375,0,7,32,R_A4,300.47747802734375,300.47747802734375,0.0,STANDARD,2018-01-01,0.05508038029074669
51,4,1637.5533447265625,0,8,33,R_A4,300.5541687011719,300.5541687011719,0.0,STANDARD,2018-01-01,0.05833969637751579
51,3,1635.7578125,0,9,33,R_A4,300.43377685546875,300.43377685546875,0.0,STANDARD,2018-01-01,0.05595523864030838
50,4,1644.7066650390625,0,10,33,R_A4,301.0338134765625,301.0338134765625,0.0,STANDARD,2018-01-01,0.06213255226612091
50,4,1641.498779296875,0,11,34,R_A4,300.8186950683594,300.8186950683594,0.0,STANDARD,2018-01-01,0.061601825058460236
50,3,1639.6680908203125,0,12,34,R_A4,300.6959533691406,300.6959533691406,0.0,STANDARD,2018-01-01,0.08048031479120255
50,3,1640.9305419921875,0,13,35,R_A4,300.7806091308594,300.7806091308594,0.0,STANDARD,2018-01-01,0.0809021070599556
50,2,1639.1640625,0,14,35,R_A4,300.66217041015625,300.66217041015625,0.0,STANDARD,2018-01-01,0.11216128617525101
49,29,1640.4365234375,0,15,35,R_A4,300.74749755859375,300.74749755859375,0.0,STANDARD,2018-01-01,0.0875779464840889
49,29,1643.9144287109375,0,16,36,R_A4,300.9806823730469,300.9806823730469,0.0,STANDARD,2018-01-01,0.13733911514282227
48,29,1645.7747802734375,0,17,36,R_A4,301.1054382324219,301.1054382324219,0.0,STANDARD,2018-01-01,0.20804524421691895
48,29,1651.2005615234375,0,18,37,R_A4,301.4693298339844,301.4693298339844,0.0,STANDARD,2018-01-01,0.2924497127532959
48,28,1645.611572265625,0,19,37,R_A4,301.0945129394531,301.0945129394531,0.0,STANDARD,2018-01-01,0.8475751280784607
48,28,1651.228515625,0,20,38,R_A4,301.47119140625,301.47119140625,0.0,STANDARD,2018-01-01,0.6481541991233826
47,28,1660.347412109375,0,21,38,R_A4,302.0827941894531,302.0827941894531,0.0,STANDARD,2018-01-01,0.6481541991233826
20,1,1685.0345458984375,0,1,31,R_A5,303.8448486328125,303.8448486328125,0.0,STANDARD,2018-01-01,1.0
20,2,1687.1619873046875,0,2,31,R_A5,304.04644775390625,304.04644775390625,0.0,STANDARD,2018-01-01,1.0
20,3,1689.2894287109375,0,3,31,R_A5,304.248046875,304.248046875,0.0,STANDARD,2018-01-01,1.0
20,4,1691.4168701171875,0,4,31,R_A5,304.44964599609375,304.44964599609375,0.0,STANDARD,2018-01-01,1.0
20,5,1693.544189453125,0,5,31,R_A5,304.6512451171875,304.6512451171875,0.0,STANDARD,2018-01-01,1.0
20,6,1695.671630859375,0,6,31,R_A5,304.8528747558594,304.8528747558594,0.0,STANDARD,2018-01-01,1.0
20,7,1697.799072265625,0,7,31,R_A5,305.3602600097656,305.3602600097656,0.0,STANDARD,2018-01-01,1.0
21,11,1700.2467041015625,0,8,31,R_A5,305.28656005859375,305.28656005859375,0.0,STANDARD,2018-01-01,1.0
21,12,1702.344970703125,0,9,31,R_A5,305.48541259765625,305.48541259765625,0.0,STANDARD,2018-01-01,1.0
21,13,1704.443359375,0,10,31,R_A5,305.69622802734375,305.69622802734375,0.0,STANDARD,2018-01-01,1.0
21,14,1706.541748046875,0,11,31,R_A5,305.89508056640625,305.89508056640625,0.0,STANDARD,2018-01-01,1.0
21,15,1708.64013671875,0,12,31,R_A5,306.0939636230469,306.0939636230469,0.0,STANDARD,2018-01-01,1.0
21,16,1710.7384033203125,0,13,31,R_A5,306.4378356933594,306.4378356933594,0.0,STANDARD,2018-01-01,1.0
21,17,1712.8367919921875,0,14,31,R_A5,306.6366882324219,306.6366882324219,0.0,STANDARD,2018-01-01,1.0
21,18,1714.254638671875,0,15,31,R_A5,306.77105712890625,306.77105712890625,0.0,STANDARD,2018-01-01,1.0
21,19,1714.843994140625,0,16,31,R_A5,306.8269348144531,306.8269348144531,0.0,STANDARD,2018-01-01,1.0
21,26,1716.2138671875,0,17,31,R_A5,306.7996520996094,306.7996520996094,0.0,STANDARD,2018-01-01,1.0
21,27,1718.51220703125,0,18,31,R_A5,307.0174865722656,307.0174865722656,0.0,STANDARD,2018-01-01,1.0
21,28,1720.810546875,0,19,31,R_A5,307.5411071777344,307.5411071777344,0.0,STANDARD,2018-01-01,1.0
21,29,1723.10888671875,0,20,31,R_A5,307.7589416503906,307.7589416503906,0.0,STANDARD,2018-01-01,1.0
21,30,1725.4073486328125,0,21,31,R_A5,307.9767761230469,307.9767761230469,0.0,STANDARD,2018-01-01,1.0
42,1,1693.6669921875,0,1,17,R_A6,304.96868896484375,304.96868896484375,0.0,STANDARD,2018-01-01,1.0
42,2,1695.1944580078125,0,2,17,R_A6,305.1134338378906,305.1134338378906,0.0,STANDARD,2018-01-01,1.0
42,3,1696.721923828125,0,3,17,R_A6,305.2581787109375,305.2581787109375,0.0,STANDARD,2018-01-01,1.0
42,4,1698.24951171875,0,4,17,R_A6,305.4029541015625,305.4029541015625,0.0,STANDARD,2018-01-01,1.0
42,5,1699.77685546875,0,5,17,R_A6,305.5476989746094,305.5476989746094,0.0,STANDARD,2018-01-01,1.0
42,6,1701.3043212890625,0,6,17,R_A6,305.69244384765625,305.69244384765625,0.0,STANDARD,2018-01-01,1.0
42,7,1702.831787109375,0,7,17,R_A6,305.53814697265625,305.53814697265625,0.0,STANDARD,2018-01-01,1.0
42,8,1704.3592529296875,0,8,17,R_A6,305.68292236328125,305.68292236328125,0.0,STANDARD,2018-01-01,1.0
42,9,1705.88671875,0,9,17,R_A6,306.126708984375,306.126708984375,0.0,STANDARD,2018-01-01,1.0
42,10,1707.4141845703125,0,10,17,R_A6,306.271484375,306.271484375,0.0,STANDARD,2018-01-01,1.0
42,11,1709.3466796875,0,11,17,R_A6,306.1489562988281,306.1489562988281,0.0,STANDARD,2018-01-01,1.0
42,12,1711.684326171875,0,12,17,R_A6,306.3705139160156,306.3705139160156,0.0,STANDARD,2018-01-01,1.0
42,13,1714.0218505859375,0,13,17,R_A6,306.60400390625,306.60400390625,0.0,STANDARD,2018-01-01,1.0
42,14,1716.3594970703125,0,14,17,R_A6,306.8255615234375,306.8255615234375,0.0,STANDARD,2018-01-01,1.0
42,15,1718.6971435546875,0,15,17,R_A6,307.0470886230469,307.0470886230469,0.0,STANDARD,2018-01-01,1.0
42,16,1721.0347900390625,0,16,17,R_A6,307.4136657714844,307.4136657714844,0.0,STANDARD,2018-01-01,1.0
42,17,1723.372314453125,0,17,17,R_A6,307.6352233886719,307.6352233886719,0.0,STANDARD,2018-01-01,1.0
42,18,1724.7342529296875,0,18,17,R_A6,307.7642822265625,307.7642822265625,0.0,STANDARD,2018-01-01,1.0
42,26,1725.7802734375,0,19,17,R_A6,307.7063293457031,307.7063293457031,0.0,STANDARD,2018-01-01,1.0
42,27,1727.486083984375,0,20,17,R_A6,308.1737976074219,308.1737976074219,0.0,STANDARD,2018-01-01,1.0
42,28,1729.1920166015625,0,21,17,R_A6,308.3354797363281,308.3354797363281,0.0,STANDARD,2018-01-01,1.0
42,29,1730.89794921875,0,22,17,R_A6,308.4971618652344,308.4971618652344,0.0,STANDARD,2018-01-01,1.0
42,30,1732.603759765625,0,23,17,R_A6,308.3530578613281,308.3530578613281,0.0,STANDARD,2018-01-01,1.0
30,1,1640.4227294921875,0,1,22,R_A2,297.5282287597656,297.5282287597656,0.0,STANDARD,2018-03-01,0.05275788903236389
30,2,1642.211669921875,0,2,22,R_A2,297.6480407714844,297.6480407714844,0.0,STANDARD,2018-03-01,0.054551828652620316
30,3,1644.0003662109375,0,3,22,R_A2,297.76788330078125,297.76788330078125,0.0,STANDARD,2018-03-01,0.05841468274593353
30,4,1645.7891845703125,0,4,22,R_A2,297.8876953125,297.8876953125,0.0,STANDARD,2018-03-01,0.06352094560861588
30,5,1647.578125,0,5,22,R_A2,298.0075378417969,298.0075378417969,0.0,STANDARD,2018-03-01,0.06486740708351135
30,6,1649.366943359375,0,6,22,R_A2,298.12652587890625,298.12652587890625,0.0,STANDARD,2018-03-01,0.30043768882751465
30,7,1651.1556396484375,0,7,22,R_A2,298.2662353515625,298.2662353515625,0.0,STANDARD,2018-03-01,0.72622150182724
30,8,1652.9444580078125,0,8,22,R_A2,298.3965148925781,298.3965148925781,0.0,STANDARD,2018-03-01,0.8564739227294922
30,9,1654.7332763671875,0,9,22,R_A2,298.8810119628906,298.8810119628906,0.0,STANDARD,2018-03-01,0.8846719861030579
30,10,1656.522216796875,0,10,22,R_A2,299.4941711425781,299.4941711425781,0.0,STANDARD,2018-03-01,0.8949205875396729
30,11,1658.4517822265625,0,11,22,R_A2,299.72760009765625,299.72760009765625,0.0,STANDARD,2018-03-01,0.0683472752571106
30,12,1660.522216796875,0,12,22,R_A2,299.8664245605469,299.8664245605469,0.0,STANDARD,2018-03-01,0.0760628879070282
30,13,1662.592529296875,0,13,22,R_A2,300.0060729980469,300.0060729980469,0.0,STANDARD,2018-03-01,0.4295276999473572
30,14,1664.6629638671875,0,14,22,R_A2,300.1463317871094,300.1463317871094,0.0,STANDARD,2018-03-01,0.4639548063278198
30,15,1666.7333984375,0,15,22,R_A2,300.28765869140625,300.28765869140625,0.0,STANDARD,2018-03-01,0.9030702710151672
30,16,1668.8037109375,0,16,22,R_A2,300.4276123046875,300.4276123046875,0.0,STANDARD,2018-03-01,0.9198598861694336
30,17,1670.8741455078125,0,17,22,R_A2,300.5672912597656,300.5672912597656,0.0,STANDARD,2018-03-01,0.88459312915802
30,18,1672.59765625,0,18,22,R_A2,300.6829833984375,300.6829833984375,0.0,STANDARD,2018-03-01,0.9438909888267517
29,18,1675.8740234375,0,19,22,R_A2,300.8558349609375,300.8558349609375,0.0,STANDARD,2018-03-01,0.9812701940536499
29,26,1677.2657470703125,0,20,22,R_A2,302.1238708496094,302.1238708496094,-7.718317096561123e-10,STANDARD,2018-03-01,1.0
29,27,1678.981689453125,0,21,22,R_A2,301.9642639160156,301.9642639160156,0.0,STANDARD,2018-03-01,0.7026993036270142
29,28,1680.697509765625,0,22,22,R_A2,302.0428771972656,302.0428771972656,0.0,STANDARD,2018-03-01,0.6501566767692566
29,29,1682.413330078125,0,23,22,R_A2,302.9634094238281,302.9634094238281,1.2104681033832821e-15,STANDARD,2018-03-01,1.0
29,30,1684.1292724609375,0,24,22,R_A2,303.5516662597656,303.5516662597656,3.566534397763494e-16,STANDARD,2018-03-01,1.0
20,1,1685.0345458984375,0,1,31,R_A5,279.7653503417969,279.7653503417969,-1.1920799070086474e-10,STANDARD,2018-04-28,1.0
20,2,1687.1619873046875,0,2,31,R_A5,279.966796875,279.966796875,-1.246292513634728e-10,STANDARD,2018-04-28,1.0
20,3,1689.2894287109375,0,3,31,R_A5,280.1681213378906,280.1681213378906,-1.204532029674965e-10,STANDARD,2018-04-28,1.0
20,4,1691.4168701171875,0,4,31,R_A5,280.369384765625,280.369384765625,-1.1604123911768127e-10,STANDARD,2018-04-28,1.0
20,5,1693.544189453125,0,5,31,R_A5,280.5707092285156,280.5707092285156,-1.1519178666485885e-10,STANDARD,2018-04-28,1.0
20,6,1695.671630859375,0,6,31,R_A5,280.77166748046875,280.77166748046875,-6.74434535996582e-11,STANDARD,2018-04-28,1.0
20,7,1697.799072265625,0,7,31,R_A5,281.2822570800781,281.2822570800781,-3.632091101404139e-13,STANDARD,2018-04-28,1.0
21,11,1700.2467041015625,0,8,31,R_A5,278.6933288574219,278.6933288574219,-1.2952690309209203e-10,STANDARD,2018-04-28,1.0
21,12,1702.344970703125,0,9,31,R_A5,278.8919677734375,278.8919677734375,-1.4182420515762573e-10,STANDARD,2018-04-28,1.0
21,13,1704.443359375,0,10,31,R_A5,279.10296630859375,279.10296630859375,-6.596125555480281e-12,STANDARD,2018-04-28,1.0
21,14,1706.541748046875,0,11,31,R_A5,279.30255126953125,279.30255126953125,-1.1584852868673501e-11,STANDARD,2018-04-28,1.0
21,15,1708.64013671875,0,12,31,R_A5,279.5036315917969,279.5036315917969,-2.7819578238275078e-12,STANDARD,2018-04-28,1.0
21,16,1710.7384033203125,0,13,31,R_A5,279.86883544921875,279.86883544921875,-5.442453128792768e-13,STANDARD,2018-04-28,1.0
21,17,1712.8367919921875,0,14,31,R_A5,280.1001281738281,280.1001281738281,-7.47508825671428e-13,STANDARD,2018-04-28,1.0
21,18,1714.254638671875,0,15,31,R_A5,280.25079345703125,280.25079345703125,-1.016760799361395e-13,STANDARD,2018-04-28,1.0
21,19,1714.843994140625,0,16,31,R_A5,280.3117980957031,280.3117980957031,0.0,STANDARD,2018-04-28,1.0
21,26,1716.2138671875,0,17,31,R_A5,286.430419921875,286.430419921875,-3.6984231649439536e-11,STANDARD,2018-04-28,1.0
21,27,1718.51220703125,0,18,31,R_A5,286.6607666015625,286.6607666015625,-4.607857498339918e-11,STANDARD,2018-04-28,1.0
21,28,1720.810546875,0,19,31,R_A5,297.89007568359375,297.89007568359375,-5.175030178439158e-17,STANDARD,2018-04-28,1.0
21,29,1723.10888671875,0,20,31,R_A5,304.997802734375,304.997802734375,-7.146548911292234e-19,STANDARD,2018-04-28,1.0
21,30,1725.4073486328125,0,21,31,R_A5,306.9506530761719,306.9506530761719,-5.452087650300227e-20,STANDARD,2018-04-28,1.0
41,1,1598.611572265625,0,1,29,R_A3,279.1536560058594,279.1536560058594,0.0,STANDARD,2018-07-03,0.6498125195503235
41,2,1600.835693359375,0,2,29,R_A3,279.3218078613281,279.3218078613281,0.0,STANDARD,2018-07-03,0.1259688138961792
41,3,1603.059814453125,0,3,29,R_A3,279.4701843261719,279.4701843261719,0.0,STANDARD,2018-07-03,0.11871661990880966
41,4,1605.283935546875,0,4,29,R_A3,279.6185302734375,279.6185302734375,0.0,STANDARD,2018-07-03,0.1598571538925171
41,5,1607.5079345703125,0,5,29,R_A3,279.7944641113281,279.7944641113281,0.0,STANDARD,2018-07-03,0.6493592858314514
41,6,1609.73193359375,0,6,29,R_A3,279.9789123535156,279.9789123535156,0.0,STANDARD,2018-07-03,0.6501873135566711
41,7,1611.9560546875,0,7,29,R_A3,280.16455078125,280.16455078125,0.0,STANDARD,2018-07-03,0.2949773073196411
41,8,1614.18017578125,0,8,29,R_A3,280.3130187988281,280.3130187988281,0.0,STANDARD,2018-07-03,0.1985575407743454
41,9,1616.4041748046875,0,9,29,R_A3,280.57440185546875,280.57440185546875,0.0,STANDARD,2018-07-03,0.792378306388855
41,10,1618.6282958984375,0,10,29,R_A3,285.1041259765625,285.1041259765625,0.0,STANDARD,2018-07-03,0.796857476234436
41,11,1620.8984375,0,11,29,R_A3,287.11846923828125,287.11846923828125,0.0,STANDARD,2018-07-03,0.04598301649093628
41,12,1623.214599609375,0,12,29,R_A3,287.27325439453125,287.27325439453125,0.0,STANDARD,2018-07-03,0.054515473544597626
41,13,1625.53076171875,0,13,29,R_A3,287.4289245605469,287.4289245605469,0.0,STANDARD,2018-07-03,0.3693108856678009
41,15,1630.1632080078125,0,14,29,R_A3,288.79376220703125,288.79376220703125,0.0,STANDARD,2018-07-03,0.6470161080360413
41,16,1632.078857421875,0,15,29,R_A3,288.9619140625,288.9619140625,0.0,STANDARD,2018-07-03,0.7992750406265259
41,26,1634.72021484375,0,16,29,R_A3,286.3699645996094,286.3699645996094,0.0,STANDARD,2018-07-03,0.6490408182144165
41,27,1638.3226318359375,0,17,29,R_A3,283.226806640625,283.226806640625,0.0,STANDARD,2018-07-03,0.051476672291755676
41,28,1641.925048828125,0,18,29,R_A3,283.4676208496094,283.4676208496094,0.0,STANDARD,2018-07-03,0.1297205537557602
41,29,1645.52734375,0,19,29,R_A3,284.6687316894531,284.6687316894531,-3.9892147363218555e-09,STANDARD,2018-07-03,0.9999999403953552
41,30,1649.1297607421875,0,20,29,R_A3,283.8255920410156,283.8255920410156,0.0,STANDARD,2018-07-03,0.19661109149456024
52,1,1631.9871826171875,0,1,30,R_A4,281.534912109375,281.534912109375,0.0,STANDARD,2018-09-12,0.0501563660800457
52,1,1626.8145751953125,0,2,31,R_A4,281.2901611328125,281.2901611328125,0.0,STANDARD,2018-09-12,0.047110311686992645
52,2,1628.797607421875,0,3,31,R_A4,281.4224548339844,281.4224548339844,0.0,STANDARD,2018-09-12,0.047870442271232605
52,3,1630.780517578125,0,4,31,R_A4,281.5547180175781,281.5547180175781,0.0,STANDARD,2018-09-12,0.050566259771585464
52,4,1632.7635498046875,0,5,31,R_A4,281.68701171875,281.68701171875,0.0,STANDARD,2018-09-12,0.053131941705942154
52,4,1631.5966796875,0,6,32,R_A4,281.70257568359375,281.70257568359375,0.0,STANDARD,2018-09-12,0.052011340856552124
51,4,1636.4095458984375,0,7,32,R_A4,281.9028625488281,281.9028625488281,0.0,STANDARD,2018-09-12,0.05517808720469475
51,4,1637.5533447265625,0,8,33,R_A4,282.07672119140625,282.07672119140625,0.0,STANDARD,2018-09-12,0.05841713771224022
51,3,1635.7578125,0,9,33,R_A4,281.9569091796875,281.9569091796875,0.0,STANDARD,2018-09-12,0.056036848574876785
50,4,1644.7066650390625,0,10,33,R_A4,282.41314697265625,282.41314697265625,0.0,STANDARD,2018-09-12,0.0622977651655674
50,4,1641.498779296875,0,11,34,R_A4,282.313720703125,282.313720703125,0.0,STANDARD,2018-09-12,0.061730608344078064
50,3,1639.6680908203125,0,12,34,R_A4,282.1915283203125,282.1915283203125,0.0,STANDARD,2018-09-12,0.08054370433092117
50,3,1640.9305419921875,0,13,35,R_A4,282.40985107421875,282.40985107421875,0.0,STANDARD,2018-09-12,0.08074316382408142
50,2,1639.1640625,0,14,35,R_A4,282.2916564941406,282.2916564941406,0.0,STANDARD,2018-09-12,0.11198686808347702
49,29,1640.4365234375,0,15,35,R_A4,280.6184387207031,280.6184387207031,0.0,STANDARD,2018-09-12,0.089692622423172
49,29,1643.9144287109375,0,16,36,R_A4,281.3989562988281,281.3989562988281,0.0,STANDARD,2018-09-12,0.149169921875
48,29,1645.7747802734375,0,17,36,R_A4,280.9720153808594,280.9720153808594,0.0,STANDARD,2018-09-12,0.20633521676063538
48,29,1651.2005615234375,0,18,37,R_A4,282.48236083984375,282.48236083984375,0.0,STANDARD,2018-09-12,0.23233121633529663
48,28,1645.611572265625,0,19,37,R_A4,283.4914855957031,283.4914855957031,0.0,STANDARD,2018-09-12,0.8467514514923096
48,28,1651.228515625,0,20,38,R_A4,282.5528869628906,282.5528869628906,0.0,STANDARD,2018-09-12,0.6497341394424438
47,28,1660.347412109375,0,21,38,R_A4,282.8413391113281,282.8413391113281,0.0,STANDARD,2018-09-12,0.6615343689918518
42,1,1693.6669921875,0,1,17,R_A6,280.5949401855469,280.5949401855469,6.26744614323424e-14,STANDARD,2018-11-07,1.0
42,2,1695.1944580078125,0,2,17,R_A6,280.73883056640625,280.73883056640625,3.495983138938376e-14,STANDARD,2018-11-07,1.0
42,3,1696.721923828125,0,3,17,R_A6,280.8808898925781,280.8808898925781,2.643018928174222e-14,STANDARD,2018-11-07,1.0
42,4,1698.24951171875,0,4,17,R_A6,281.0202331542969,281.0202331542969,2.5454159992884667e-14,STANDARD,2018-11-07,1.0
42,5,1699.77685546875,0,5,17,R_A6,281.1581115722656,281.1581115722656,3.650276627731146e-14,STANDARD,2018-11-07,1.0
42,6,1701.3043212890625,0,6,17,R_A6,281.29803466796875,281.29803466796875,1.788277425446294e-12,STANDARD,2018-11-07,1.0
42,7,1702.831787109375,0,7,17,R_A6,281.14154052734375,281.14154052734375,3.696700497796135e-12,STANDARD,2018-11-07,1.0
42,8,1704.3592529296875,0,8,17,R_A6,281.2856750488281,281.2856750488281,2.5116308772360485e-12,STANDARD,2018-11-07,1.0
42,9,1705.88671875,0,9,17,R_A6,281.733154296875,281.733154296875,1.2939933955076477e-13,STANDARD,2018-11-07,1.0
42,10,1707.4141845703125,0,10,17,R_A6,282.7228698730469,282.7228698730469,1.90802235122689e-12,STANDARD,2018-11-07,1.0
42,11,1709.3466796875,0,11,17,R_A6,283.7666015625,283.7666015625,8.573970422531829e-10,STANDARD,2018-11-07,1.0
42,12,1711.684326171875,0,12,17,R_A6,283.9879455566406,283.9879455566406,2.2521699782895865e-10,STANDARD,2018-11-07,1.0
42,13,1714.0218505859375,0,13,17,R_A6,284.2213134765625,284.2213134765625,2.5367518849406245e-11,STANDARD,2018-11-07,1.0
42,14,1716.3594970703125,0,14,17,R_A6,284.4427795410156,284.4427795410156,1.8450581340534455e-11,STANDARD,2018-11-07,1.0
42,15,1718.6971435546875,0,15,17,R_A6,284.664794921875,284.664794921875,1.1840174674038195e-11,STANDARD,2018-11-07,1.0
42,16,1721.0347900390625,0,16,17,R_A6,285.03265380859375,285.03265380859375,3.945226090262821e-12,STANDARD,2018-11-07,1.0
42,17,1723.372314453125,0,17,17,R_A6,285.25537109375,285.25537109375,5.393967390798782e-12,STANDARD,2018-11-07,1.0
42,18,1724.7342529296875,0,18,17,R_A6,285.3847961425781,285.3847961425781,6.992146878853633e-12,STANDARD,2018-11-07,1.0
42,26,1725.7802734375,0,19,17,R_A6,286.6917724609375,286.6917724609375,-3.607270038230581e-11,STANDARD,2018-11-07,1.0
