CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1610.6822509765625,303.6662292480469,0.06252656877040863,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.6662292480469
27,30,6,1613.645263671875,303.8558654785156,0.0465393029153347,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.8558654785156
27,30,7,1616.73876953125,304.05322265625,0.03234229236841202,0.0,3,0,2000-02-01,OP_1,MULTISEG,304.05322265625
27,30,8,1619.8323974609375,304.2505798339844,0.029330283403396606,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.2505798339844
27,30,9,1622.926025390625,304.4479675292969,0.03290260583162308,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.4479675292969
27,30,10,1626.01953125,304.64520263671875,0.10797394812107086,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.64520263671875
20,13,6,1654.1226806640625,305.8054504394531,0.12104009836912155,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.8054504394531
20,13,7,1656.9339599609375,305.9847106933594,0.039928823709487915,0.0,2,0,2000-02-01,OP_2,MULTISEG,305.9847106933594
20,13,8,1659.7452392578125,306.1641540527344,0.05145138502120972,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.1641540527344
20,13,9,1662.5562744140625,306.34356689453125,0.057279884815216064,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.34356689453125
20,13,10,1665.36767578125,306.5229187011719,0.22201679646968842,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.5229187011719
28,47,8,1655.6319580078125,306.5298156738281,0.16748499870300293,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.5298156738281
28,47,9,1658.5555419921875,306.7164611816406,0.10326989740133286,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.7164611816406
28,47,10,1661.4788818359375,306.9031066894531,0.09180901199579239,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.9031066894531
28,47,11,1664.3602294921875,307.0870666503906,0.07012651115655899,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.0870666503906
28,47,12,1667.19970703125,307.26837158203125,0.05948970839381218,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.26837158203125
28,47,13,1670.039306640625,307.4496765136719,0.06493794918060303,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.4496765136719
28,47,14,1672.878662109375,307.6309814453125,0.060195524245500565,0.0,7,0,2000-02-01,OP_3,MULTISEG,307.6309814453125
14,38,2,1701.9295654296875,309.6241455078125,1.0,5.352653875689839e-10,1,0,2000-02-01,WI_1,MULTISEG,309.6241455078125
14,38,3,1704.3177490234375,309.84918212890625,1.0,3.7770037097928366e-10,2,0,2000-02-01,WI_1,MULTISEG,309.84918212890625
14,38,4,1706.705810546875,310.0741882324219,1.0,1.0501812613972206e-10,3,0,2000-02-01,WI_1,MULTISEG,310.0741882324219
14,38,5,1709.09375,310.2991638183594,1.0,3.2435210073344933e-10,4,0,2000-02-01,WI_1,MULTISEG,310.2991638183594
28,20,7,1690.5965576171875,284.6922607421875,0.3237369656562805,0.0,1,0,2000-06-01,WI_2,MULTISEG,284.6922607421875
28,20,8,1693.77099609375,284.90582275390625,0.17213661968708038,0.0,2,0,2000-06-01,WI_2,MULTISEG,284.90582275390625
28,20,9,1696.945556640625,285.1253356933594,0.4786296486854553,0.0,3,0,2000-06-01,WI_2,MULTISEG,285.1253356933594
28,20,10,1700.1201171875,285.37628173828125,0.9117729663848877,0.0,4,0,2000-06-01,WI_2,MULTISEG,285.37628173828125
18,29,2,1651.5194091796875,276.83453369140625,0.07555180042982101,0.0,1,0,2001-01-01,OP_4,MULTISEG,276.83453369140625
18,29,3,1653.6922607421875,276.97198486328125,0.050328124314546585,0.0,2,0,2001-01-01,OP_4,MULTISEG,276.97198486328125
18,29,4,1655.8651123046875,277.1094055175781,0.07105967402458191,0.0,3,0,2001-01-01,OP_4,MULTISEG,277.1094055175781
18,29,5,1658.037841796875,277.246826171875,0.055325355380773544,0.0,4,0,2001-01-01,OP_4,MULTISEG,277.246826171875
18,29,6,1660.396728515625,277.2848205566406,0.140322744846344,0.0,5,0,2001-01-01,OP_4,MULTISEG,277.2848205566406
18,29,11,1673.2635498046875,278.1177673339844,0.1359340101480484,0.0,6,0,2001-01-01,OP_4,MULTISEG,278.1177673339844
18,29,12,1676.092529296875,278.29364013671875,0.09272158145904541,0.0,7,0,2001-01-01,OP_4,MULTISEG,278.29364013671875
18,29,13,1678.9215087890625,278.47265625,0.13189823925495148,0.0,8,0,2001-01-01,OP_4,MULTISEG,278.47265625
18,29,14,1681.75048828125,278.6517639160156,0.15082986652851105,0.0,9,0,2001-01-01,OP_4,MULTISEG,278.6517639160156
24,37,1,1613.0457763671875,272.223876953125,0.05945153161883354,0.0,1,0,2001-01-01,OP_5,MULTISEG,272.223876953125
24,37,2,1616.396240234375,272.4335632324219,0.041630953550338745,0.0,2,0,2001-01-01,OP_5,MULTISEG,272.4335632324219
24,37,3,1619.74658203125,272.6448059082031,0.03474270552396774,0.0,3,0,2001-01-01,OP_5,MULTISEG,272.6448059082031
24,37,4,1623.096923828125,272.85638427734375,0.03153937682509422,0.0,4,0,2001-01-01,OP_5,MULTISEG,272.85638427734375
24,37,5,1626.447265625,273.06829833984375,0.03533102944493294,0.0,5,0,2001-01-01,OP_5,MULTISEG,273.06829833984375
25,37,11,1632.766357421875,273.6562805175781,0.035639334470033646,0.0,6,0,2001-01-01,OP_5,MULTISEG,273.6562805175781
25,37,12,1636.363037109375,273.8835144042969,0.038012903183698654,0.0,7,0,2001-01-01,OP_5,MULTISEG,273.8835144042969
25,37,13,1639.959716796875,274.1109313964844,0.0410250723361969,0.0,8,0,2001-01-01,OP_5,MULTISEG,274.1109313964844
25,37,14,1643.5562744140625,274.33856201171875,0.05899403616786003,0.0,9,0,2001-01-01,OP_5,MULTISEG,274.33856201171875
16,10,6,1717.3756103515625,274.5048828125,1.0,4.0626893516026996e-10,1,0,2001-03-01,WI_3,MULTISEG,274.5048828125
16,10,7,1719.422607421875,274.70623779296875,1.0,6.165419841330788e-10,2,0,2001-03-01,WI_3,MULTISEG,274.70623779296875
16,10,8,1721.469482421875,274.9090576171875,1.0,1.2304147700703538e-09,3,0,2001-03-01,WI_3,MULTISEG,274.9090576171875
16,10,9,1723.5164794921875,275.11187744140625,1.0,1.5038330580807724e-09,4,0,2001-03-01,WI_3,MULTISEG,275.11187744140625
16,10,10,1725.56298828125,275.3702392578125,1.0,7.181936156896995e-10,5,0,2001-03-01,WI_3,MULTISEG,275.3702392578125
