PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
PERM,LowerReek,Dorne,Background,11.318083,,100.0,0.12915683,1.7031265,24.636776,15.033844,geogrid,geogrid
PORO,LowerReek,Dorne,Background,0.103229724,,0.28455028,0.0,0.0444996,0.16509522,0.04678252,geogrid,geogrid
SW,LowerReek,Dorne,Background,0.99817646,,1.0,0.54611534,1.0,1.0,0.023612307,geogrid,geogrid
PERM,LowerReek,Dorne,Channel,2930.4016,,10000.0,23.456856,422.78073,7945.5117,2841.8264,geogrid,geogrid
PORO,LowerReek,Dorne,Channel,0.24733411,,0.46080726,0.058420718,0.18476592,0.31088087,0.04934979,geogrid,geogrid
SW,LowerReek,Dorne,Channel,0.9918112,,1.0,0.07916844,1.0,1.0,0.07879455,geogrid,geogrid
PERM,LowerReek,Dorne,Crevasse,183.75482,,1000.0,3.2334888,21.693916,446.49734,224.53589,geogrid,geogrid
PORO,LowerReek,Dorne,Crevasse,0.20402056,,0.36570802,0.038965255,0.13559823,0.27009028,0.052179184,geogrid,geogrid
SW,LowerReek,Dorne,Crevasse,0.9991915,,1.0,0.42868242,1.0,1.0,0.018510593,geogrid,geogrid
PERM,LowerReek,IronIslands,Background,7.857534,,100.0,0.08841355,1.0069928,17.998001,11.201377,geogrid,geogrid
PORO,LowerReek,IronIslands,Background,0.096752375,,0.23695874,0.0,0.035781585,0.15825436,0.046187516,geogrid,geogrid
SW,LowerReek,IronIslands,Background,0.7006504,,1.0,0.0,0.29415023,1.0,0.31272835,geogrid,geogrid
PERM,LowerReek,IronIslands,Channel,3428.5386,,10000.0,25.411295,504.27267,9828.39,3078.1008,geogrid,geogrid
PORO,LowerReek,IronIslands,Channel,0.25759247,,0.4397809,0.06927094,0.1917221,0.3223933,0.050913148,geogrid,geogrid
SW,LowerReek,IronIslands,Channel,0.4629214,,1.0,0.020354463,0.034367107,1.0,0.4584144,geogrid,geogrid
PERM,LowerReek,IronIslands,Crevasse,180.8992,,1000.0,2.6749673,22.21326,454.61563,218.14131,geogrid,geogrid
PORO,LowerReek,IronIslands,Crevasse,0.20131567,,0.39585954,0.031034127,0.1351586,0.26713055,0.051768627,geogrid,geogrid
SW,LowerReek,IronIslands,Crevasse,0.5573641,,1.0,0.057645988,0.10200802,1.0,0.4123495,geogrid,geogrid
PERM,LowerReek,North,Background,7.610266,,100.0,0.097305246,1.1311767,17.037989,10.219441,geogrid,geogrid
PORO,LowerReek,North,Background,0.085816465,,0.25106943,0.0,0.028299611,0.14268664,0.043329615,geogrid,geogrid
SW,LowerReek,North,Background,0.9953834,,1.0,0.0,1.0,1.0,0.051483054,geogrid,geogrid
PERM,LowerReek,North,Channel,2983.548,,10000.0,19.502634,422.00595,8103.6865,2860.965,geogrid,geogrid
PORO,LowerReek,North,Channel,0.24802156,,0.44391307,0.0516029,0.18354481,0.31284976,0.050372135,geogrid,geogrid
SW,LowerReek,North,Channel,0.98888993,,1.0,0.02538895,1.0,1.0,0.10207997,geogrid,geogrid
PERM,LowerReek,North,Crevasse,182.34306,,1000.0,2.137872,23.378809,434.4254,210.69316,geogrid,geogrid
PORO,LowerReek,North,Crevasse,0.20300013,,0.37693775,0.036072716,0.1401452,0.26463014,0.049319953,geogrid,geogrid
SW,LowerReek,North,Crevasse,0.99740237,,1.0,0.11644727,1.0,1.0,0.04614631,geogrid,geogrid
PERM,LowerReek,Reach,Background,11.185181,,100.0,0.093190625,1.4781795,25.172737,12.749578,geogrid,geogrid
PORO,LowerReek,Reach,Background,0.11145881,,0.257211,0.0,0.050018694,0.17010817,0.04566805,geogrid,geogrid
SW,LowerReek,Reach,Background,0.91887367,,1.0,0.0,0.5593501,1.0,0.18330958,geogrid,geogrid
PERM,LowerReek,Reach,Channel,3400.3164,,10000.0,27.382322,521.58026,9501.648,3030.3457,geogrid,geogrid
PORO,LowerReek,Reach,Channel,0.2533272,,0.46336055,0.0623298,0.19055803,0.31603324,0.048672955,geogrid,geogrid
SW,LowerReek,Reach,Channel,0.5697883,,1.0,0.023370469,0.058033817,1.0,0.44364586,geogrid,geogrid
PERM,LowerReek,Reach,Crevasse,183.38332,,1000.0,1.3652736,23.267975,456.5413,214.60362,geogrid,geogrid
PORO,LowerReek,Reach,Crevasse,0.20517477,,0.4170547,0.018277496,0.13862784,0.27314934,0.05219542,geogrid,geogrid
SW,LowerReek,Reach,Crevasse,0.61955947,,1.0,0.077225596,0.17655626,1.0,0.36296964,geogrid,geogrid
PERM,LowerReek,Stormlands,Background,4.6439767,,56.327305,0.2143389,0.39712286,11.879094,7.5258193,geogrid,geogrid
PORO,LowerReek,Stormlands,Background,0.055101857,,0.17189953,0.0,0.0,0.114144124,0.045642797,geogrid,geogrid
SW,LowerReek,Stormlands,Background,0.2603264,,0.5307248,0.0,0.0,0.45827657,0.15275298,geogrid,geogrid
PERM,LowerReek,Stormlands,Channel,2754.3745,,10000.0,51.19236,375.67792,7429.153,2775.4753,geogrid,geogrid
PORO,LowerReek,Stormlands,Channel,0.24736609,,0.3956202,0.10589565,0.18449594,0.31213766,0.04859628,geogrid,geogrid
SW,LowerReek,Stormlands,Channel,0.046922795,,0.14478816,0.019171368,0.025931004,0.07256912,0.018428577,geogrid,geogrid
