WELL,DEPTH,CONBPRES,WELLMODEL,CONIPOS,CONKPOS,CONIDX,PRESSURE,CONJPOS,SGAS,DATE,SWAT,DRAWDOWN
R_A2,1639.4456787109375,300.6633605957031,STANDARD,22,1,1,300.6633605957031,30,0.0,2018-01-01,0.05223808437585831,0
R_A2,1641.2178955078125,300.7821960449219,STANDARD,22,2,2,300.7821960449219,30,0.0,2018-01-01,0.05482868477702141,0
R_A2,1642.989990234375,300.9010009765625,STANDARD,22,3,3,300.9010009765625,30,0.0,2018-01-01,0.05768369510769844,0
R_A2,1644.76220703125,301.01983642578125,STANDARD,22,4,4,301.01983642578125,30,0.0,2018-01-01,0.060173846781253815,0
R_A2,1646.534423828125,301.1387023925781,STANDARD,22,5,5,301.1387023925781,30,0.0,2018-01-01,0.06437148153781891,0
R_A2,1648.306640625,301.2575378417969,STANDARD,22,6,6,301.2575378417969,30,0.0,2018-01-01,0.30356505513191223,0
R_A2,1650.078857421875,301.3763732910156,STANDARD,22,7,7,301.3763732910156,30,0.0,2018-01-01,0.8711466789245605,0
R_A2,1651.8509521484375,301.4952392578125,STANDARD,22,8,8,301.4952392578125,30,0.0,2018-01-01,0.8656426668167114,0
R_A2,1653.6231689453125,301.6141052246094,STANDARD,22,9,9,301.6141052246094,30,0.0,2018-01-01,0.8714795708656311,0
R_A2,1655.395263671875,301.7329406738281,STANDARD,22,10,10,301.7329406738281,30,0.0,2018-01-01,0.8863254189491272,0
R_A2,1657.3173828125,301.86187744140625,STANDARD,22,11,11,301.86187744140625,30,0.0,2018-01-01,0.0677553117275238,0
R_A2,1661.461669921875,302.13983154296875,STANDARD,22,13,12,302.13983154296875,30,0.0,2018-01-01,0.4256397485733032,0
R_A2,1663.5338134765625,302.2788391113281,STANDARD,22,14,13,302.2788391113281,30,0.0,2018-01-01,0.46132534742355347,0
R_A2,1665.60595703125,302.4178466796875,STANDARD,22,15,14,302.4178466796875,30,0.0,2018-01-01,0.9011833071708679,0
R_A2,1667.6781005859375,302.5568542480469,STANDARD,22,16,15,302.5568542480469,30,0.0,2018-01-01,0.9155901074409485,0
R_A2,1669.750244140625,302.69586181640625,STANDARD,22,17,16,302.69586181640625,30,0.0,2018-01-01,0.8949214220046997,0
R_A2,1676.1644287109375,303.1261901855469,STANDARD,22,17,17,303.1261901855469,29,0.0,2018-01-01,0.9722201228141785,0
R_A2,1677.697509765625,303.2290344238281,STANDARD,22,18,18,303.2290344238281,29,0.0,2018-01-01,0.990570068359375,0
R_A2,1679.016357421875,303.3175354003906,STANDARD,22,27,19,303.3175354003906,29,0.0,2018-01-01,0.8123533725738525,0
R_A2,1680.7021484375,303.7400817871094,STANDARD,22,28,20,303.7400817871094,29,0.0,2018-01-01,1.0,0
R_A2,1682.3878173828125,303.8998107910156,STANDARD,22,29,21,303.8998107910156,29,0.0,2018-01-01,1.0,0
R_A2,1684.0736083984375,304.0595703125,STANDARD,22,30,22,304.0595703125,29,0.0,2018-01-01,1.0,0
R_A2,1685.7593994140625,304.2193298339844,STANDARD,22,31,23,304.2193298339844,29,0.0,2018-01-01,1.0,0
R_A3,1608.7811279296875,298.6077575683594,STANDARD,28,1,1,298.6077575683594,41,0.0,2018-01-01,0.2954593896865845,0
R_A3,1610.7801513671875,298.7417297363281,STANDARD,28,2,2,298.7417297363281,41,0.0,2018-01-01,0.11823459714651108,0
R_A3,1612.7791748046875,298.8757019042969,STANDARD,28,3,3,298.8757019042969,41,0.0,2018-01-01,0.0917295292019844,0
R_A3,1606.30419921875,298.4417724609375,STANDARD,29,3,4,298.4417724609375,41,0.0,2018-01-01,0.11823459714651108,0
R_A3,1608.2747802734375,298.5738220214844,STANDARD,29,4,5,298.5738220214844,41,0.0,2018-01-01,0.1325274407863617,0
R_A3,1610.245361328125,298.70587158203125,STANDARD,29,5,6,298.70587158203125,41,0.0,2018-01-01,0.8082863092422485,0
R_A3,1612.2159423828125,298.83795166015625,STANDARD,29,6,7,298.83795166015625,41,0.0,2018-01-01,0.3241818845272064,0
R_A3,1614.1865234375,298.97003173828125,STANDARD,29,7,8,298.97003173828125,41,0.0,2018-01-01,0.19295334815979004,0
R_A3,1616.156982421875,299.10211181640625,STANDARD,29,8,9,299.10211181640625,41,0.0,2018-01-01,0.24132274091243744,0
R_A3,1618.1275634765625,299.2341613769531,STANDARD,29,9,10,299.2341613769531,41,0.0,2018-01-01,0.8027423024177551,0
R_A3,1620.0980224609375,299.36627197265625,STANDARD,29,10,11,299.36627197265625,41,0.0,2018-01-01,0.7919556498527527,0
R_A3,1622.2056884765625,299.5075378417969,STANDARD,29,11,12,299.5075378417969,41,0.0,2018-01-01,0.04764252156019211,0
R_A3,1624.450439453125,299.65802001953125,STANDARD,29,12,13,299.65802001953125,41,0.0,2018-01-01,0.054422784596681595,0
R_A3,1626.6953125,299.8085021972656,STANDARD,29,13,14,299.8085021972656,41,0.0,2018-01-01,0.37183114886283875,0
R_A3,1628.9400634765625,299.958984375,STANDARD,29,14,15,299.958984375,41,0.0,2018-01-01,0.2230851948261261,0
R_A3,1631.1849365234375,300.1094970703125,STANDARD,29,15,16,300.1094970703125,41,0.0,2018-01-01,0.5040121674537659,0
R_A3,1632.8900146484375,300.22381591796875,STANDARD,29,16,17,300.22381591796875,41,0.0,2018-01-01,0.8093751668930054,0
