PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID,REAL,ENSEMBLE
PORO,LowerReek,Westerlands,Channel,0.2495063,,0.4440251,0.032178625,0.18499725,0.3139323,0.050488625,geogrid,geogrid,4,iter-0
SW,LowerReek,Westerlands,Channel,0.9628667,,1.0,0.030054966,1.0,1.0,0.17816116,geogrid,geogrid,4,iter-0
PERM,LowerReek,Westerlands,Crevasse,173.56123,,1000.0,1.0600058,22.737488,424.53943,211.3197,geogrid,geogrid,4,iter-0
PORO,LowerReek,Westerlands,Crevasse,0.20027092,,0.3886378,0.012740567,0.13671789,0.26421565,0.05009778,geogrid,geogrid,4,iter-0
SW,LowerReek,Westerlands,Crevasse,0.9715287,,1.0,0.07420581,1.0,1.0,0.14052694,geogrid,geogrid,4,iter-0
PERM,MidReek,Dorne,Background,11.319682,,100.0,0.071114086,1.3461306,26.605133,14.867533,geogrid,geogrid,4,iter-0
PORO,MidReek,Dorne,Background,0.09503867,,0.29496583,0.0,0.024603426,0.16235065,0.051486153,geogrid,geogrid,4,iter-0
SW,MidReek,Dorne,Background,0.9799091,,1.0,0.0,1.0,1.0,0.08360134,geogrid,geogrid,4,iter-0
PERM,MidReek,Dorne,Channel,3286.56,,10000.0,26.996153,448.8042,9581.544,3062.2117,geogrid,geogrid,4,iter-0
PORO,MidReek,Dorne,Channel,0.25320098,,0.4524318,0.0776117,0.18408722,0.32097667,0.053012714,geogrid,geogrid,4,iter-0
SW,MidReek,Dorne,Channel,0.9067613,,1.0,0.043882698,0.37718716,1.0,0.261248,geogrid,geogrid,4,iter-0
PERM,MidReek,Dorne,Crevasse,170.847,,1000.0,1.6437615,23.913197,417.32825,201.49248,geogrid,geogrid,4,iter-0
PORO,MidReek,Dorne,Crevasse,0.20229751,,0.36191428,0.029275477,0.14025421,0.26516908,0.04864017,geogrid,geogrid,4,iter-0
SW,MidReek,Dorne,Crevasse,0.94058305,,1.0,0.123096704,0.9060439,1.0,0.18941076,geogrid,geogrid,4,iter-0
PERM,MidReek,IronIslands,Background,12.735673,,100.0,0.08364082,1.4405868,30.605896,17.765045,geogrid,geogrid,4,iter-0
PORO,MidReek,IronIslands,Background,0.09631486,,0.33232677,0.0,0.029356234,0.1618164,0.051198296,geogrid,geogrid,4,iter-0
SW,MidReek,IronIslands,Background,0.6682267,,1.0,0.0,0.20629244,1.0,0.33635914,geogrid,geogrid,4,iter-0
PERM,MidReek,IronIslands,Channel,3280.3086,,10000.0,3.5130212,337.05988,10000.0,3154.7844,geogrid,geogrid,4,iter-0
PORO,MidReek,IronIslands,Channel,0.25007862,,0.43450812,0.03832373,0.17677377,0.32032278,0.05560953,geogrid,geogrid,4,iter-0
SW,MidReek,IronIslands,Channel,0.21389388,,1.0,0.017099014,0.025748631,1.0,0.3382497,geogrid,geogrid,4,iter-0
PERM,MidReek,IronIslands,Crevasse,171.58566,,1000.0,0.98148143,22.520748,413.0631,205.52132,geogrid,geogrid,4,iter-0
PORO,MidReek,IronIslands,Crevasse,0.19738041,,0.3804366,0.0,0.13433048,0.2592624,0.04980085,geogrid,geogrid,4,iter-0
SW,MidReek,IronIslands,Crevasse,0.34377512,,1.0,0.0,0.073948294,1.0,0.35624528,geogrid,geogrid,4,iter-0
PERM,MidReek,North,Background,9.6846895,,100.0,0.07887073,1.1855536,21.479992,14.837993,geogrid,geogrid,4,iter-0
PORO,MidReek,North,Background,0.09897734,,0.30807835,0.0,0.034719497,0.16420968,0.050125264,geogrid,geogrid,4,iter-0
SW,MidReek,North,Background,0.9916733,,1.0,0.0,1.0,1.0,0.07440859,geogrid,geogrid,4,iter-0
PERM,MidReek,North,Channel,3389.7253,,10000.0,13.832387,537.5678,9737.062,3024.969,geogrid,geogrid,4,iter-0
PORO,MidReek,North,Channel,0.25617757,,0.42663032,0.064866155,0.19348176,0.32008103,0.0492859,geogrid,geogrid,4,iter-0
SW,MidReek,North,Channel,0.99083614,,1.0,0.024851343,1.0,1.0,0.092066675,geogrid,geogrid,4,iter-0
PERM,MidReek,North,Crevasse,180.28702,,1000.0,2.0810168,21.343683,457.07666,213.1169,geogrid,geogrid,4,iter-0
PORO,MidReek,North,Crevasse,0.20358367,,0.3722527,0.019579709,0.13661364,0.27093688,0.051712908,geogrid,geogrid,4,iter-0
SW,MidReek,North,Crevasse,0.996722,,1.0,0.09249726,1.0,1.0,0.051398568,geogrid,geogrid,4,iter-0
PERM,MidReek,Reach,Background,12.153543,,100.0,0.07160542,1.4136281,29.091269,15.649918,geogrid,geogrid,4,iter-0
PORO,MidReek,Reach,Background,0.10103261,,0.29201794,0.0,0.032325286,0.16829601,0.051075924,geogrid,geogrid,4,iter-0
SW,MidReek,Reach,Background,0.74220926,,1.0,0.0,0.33083948,1.0,0.29578105,geogrid,geogrid,4,iter-0
PERM,MidReek,Reach,Channel,2845.3806,,10000.0,29.241604,414.87964,7619.416,2800.7964,geogrid,geogrid,4,iter-0
PORO,MidReek,Reach,Channel,0.24581964,,0.41097105,0.07023251,0.18300246,0.31029624,0.049352985,geogrid,geogrid,4,iter-0
SW,MidReek,Reach,Channel,0.39889377,,1.0,0.019306878,0.043191325,1.0,0.4380995,geogrid,geogrid,4,iter-0
PERM,MidReek,Reach,Crevasse,180.56757,,1000.0,2.779896,21.418615,447.4295,215.51793,geogrid,geogrid,4,iter-0
PORO,MidReek,Reach,Crevasse,0.20166478,,0.36612886,0.054846406,0.13598208,0.26644978,0.050511725,geogrid,geogrid,4,iter-0
SW,MidReek,Reach,Crevasse,0.48308384,,1.0,0.05431059,0.10960913,1.0,0.39071766,geogrid,geogrid,4,iter-0
PERM,MidReek,Stormlands,Background,17.277937,,100.0,0.2897799,3.3121064,37.835003,17.173502,geogrid,geogrid,4,iter-0
PORO,MidReek,Stormlands,Background,0.11725763,,0.24142572,0.0,0.0647124,0.1664119,0.0394485,geogrid,geogrid,4,iter-0
SW,MidReek,Stormlands,Background,0.21459542,,0.62187755,0.0,0.14890954,0.29547015,0.061661523,geogrid,geogrid,4,iter-0
PERM,MidReek,Stormlands,Channel,1858.004,,10000.0,28.320873,203.11853,5078.958,2423.4766,geogrid,geogrid,4,iter-0
PORO,MidReek,Stormlands,Channel,0.21709111,,0.45380908,0.080809176,0.14949581,0.28883192,0.055655405,geogrid,geogrid,4,iter-0
SW,MidReek,Stormlands,Channel,0.044349328,,0.10184428,0.017562559,0.025289195,0.06421506,0.015098985,geogrid,geogrid,4,iter-0
PERM,MidReek,Stormlands,Crevasse,219.06207,,1000.0,5.8001623,22.178139,622.07947,261.79077,geogrid,geogrid,4,iter-0
PORO,MidReek,Stormlands,Crevasse,0.2034834,,0.33416063,0.06120795,0.12953654,0.26853022,0.053292546,geogrid,geogrid,4,iter-0
SW,MidReek,Stormlands,Crevasse,0.099097185,,0.20602378,0.04081505,0.05241105,0.15154588,0.036519635,geogrid,geogrid,4,iter-0
PERM,MidReek,Vale,Background,12.020985,,100.0,0.13076039,1.8711748,26.709906,13.76988,geogrid,geogrid,4,iter-0
PORO,MidReek,Vale,Background,0.10492197,,0.25257555,0.0,0.046452634,0.16115601,0.044112436,geogrid,geogrid,4,iter-0
SW,MidReek,Vale,Background,0.7578186,,1.0,0.0,0.22488052,1.0,0.34522724,geogrid,geogrid,4,iter-0
PERM,MidReek,Vale,Channel,2794.7466,,10000.0,23.366192,395.7215,7248.65,2734.9385,geogrid,geogrid,4,iter-0
PORO,MidReek,Vale,Channel,0.24712196,,0.44027936,0.062206373,0.18150821,0.31209326,0.050906908,geogrid,geogrid,4,iter-0
SW,MidReek,Vale,Channel,0.32086506,,1.0,0.018806186,0.030846747,1.0,0.4062301,geogrid,geogrid,4,iter-0
PERM,MidReek,Vale,Crevasse,150.34697,,1000.0,4.685942,25.185656,336.59805,172.72302,geogrid,geogrid,4,iter-0
PORO,MidReek,Vale,Crevasse,0.20095581,,0.31541973,0.078670055,0.14541104,0.26064083,0.04401115,geogrid,geogrid,4,iter-0
SW,MidReek,Vale,Crevasse,0.42079097,,1.0,0.051058024,0.08726544,1.0,0.3877741,geogrid,geogrid,4,iter-0
PERM,MidReek,Westerlands,Background,10.567233,,100.0,0.031791944,1.136429,25.411137,14.987175,geogrid,geogrid,4,iter-0
PORO,MidReek,Westerlands,Background,0.097748965,,0.28995132,0.0,0.033017427,0.16229728,0.04895607,geogrid,geogrid,4,iter-0
SW,MidReek,Westerlands,Background,0.98724025,,1.0,0.0,1.0,1.0,0.08373686,geogrid,geogrid,4,iter-0
PERM,MidReek,Westerlands,Channel,3154.3215,,10000.0,17.572931,470.715,8870.534,2955.3245,geogrid,geogrid,4,iter-0
PORO,MidReek,Westerlands,Channel,0.2536451,,0.4617852,0.073416576,0.1907967,0.3178105,0.050188057,geogrid,geogrid,4,iter-0
SW,MidReek,Westerlands,Channel,0.92332995,,1.0,0.025713593,1.0,1.0,0.2548297,geogrid,geogrid,4,iter-0
PERM,MidReek,Westerlands,Crevasse,187.28128,,1000.0,2.779705,24.418037,451.14093,212.29848,geogrid,geogrid,4,iter-0
PORO,MidReek,Westerlands,Crevasse,0.20652285,,0.37589642,0.040543616,0.14350486,0.26937371,0.048287526,geogrid,geogrid,4,iter-0
SW,MidReek,Westerlands,Crevasse,0.91532975,,1.0,0.06302255,0.4420659,1.0,0.24995962,geogrid,geogrid,4,iter-0
PERM,UpperReek,Dorne,Background,10.222228,,100.0,0.066390894,1.2971315,23.675825,13.904525,geogrid,geogrid,4,iter-0
PORO,UpperReek,Dorne,Background,0.098014995,,0.27046916,0.0,0.03554888,0.16053389,0.047415838,geogrid,geogrid,4,iter-0
SW,UpperReek,Dorne,Background,0.9478512,,1.0,0.0,0.752982,1.0,0.15297003,geogrid,geogrid,4,iter-0
PERM,UpperReek,Dorne,Channel,3511.774,,10000.0,21.243065,488.96298,10000.0,3159.5298,geogrid,geogrid,4,iter-0
PORO,UpperReek,Dorne,Channel,0.2588027,,0.42465568,0.0743926,0.19328952,0.32463062,0.0511147,geogrid,geogrid,4,iter-0
SW,UpperReek,Dorne,Channel,0.79610825,,1.0,0.039939635,0.08538605,1.0,0.37115535,geogrid,geogrid,4,iter-0
PERM,UpperReek,Dorne,Crevasse,149.78705,,1000.0,2.3270404,23.194792,346.21002,179.01321,geogrid,geogrid,4,iter-0
PORO,UpperReek,Dorne,Crevasse,0.19867018,,0.37805724,0.036208704,0.1397577,0.26038688,0.047845986,geogrid,geogrid,4,iter-0
SW,UpperReek,Dorne,Crevasse,0.88149965,,1.0,0.102971524,0.2994033,1.0,0.2647376,geogrid,geogrid,4,iter-0
PERM,UpperReek,IronIslands,Background,24.545921,,100.0,0.25229752,2.6682067,78.92164,29.087612,geogrid,geogrid,4,iter-0
PORO,UpperReek,IronIslands,Background,0.122145206,,0.3376512,0.0,0.05651676,0.19630426,0.05620386,geogrid,geogrid,4,iter-0
SW,UpperReek,IronIslands,Background,0.45625308,,1.0,0.0,0.15255672,1.0,0.30620885,geogrid,geogrid,4,iter-0
PERM,UpperReek,IronIslands,Channel,3065.8528,,10000.0,17.45774,400.11288,8627.492,2946.9932,geogrid,geogrid,4,iter-0
PORO,UpperReek,IronIslands,Channel,0.25235176,,0.4473989,0.055876732,0.18423581,0.3201149,0.052515205,geogrid,geogrid,4,iter-0
SW,UpperReek,IronIslands,Channel,0.23652528,,1.0,0.016505528,0.025296617,1.0,0.3575786,geogrid,geogrid,4,iter-0
PERM,UpperReek,IronIslands,Crevasse,182.765,,1000.0,2.6573486,25.449228,433.82724,209.47902,geogrid,geogrid,4,iter-0
PORO,UpperReek,IronIslands,Crevasse,0.20591283,,0.33664596,0.021659538,0.14297347,0.2677661,0.048772078,geogrid,geogrid,4,iter-0
SW,UpperReek,IronIslands,Crevasse,0.29076192,,1.0,0.040329594,0.067672744,1.0,0.3300246,geogrid,geogrid,4,iter-0
PERM,UpperReek,North,Background,10.883547,,100.0,0.0551776,1.488325,25.137943,14.147447,geogrid,geogrid,4,iter-0
PORO,UpperReek,North,Background,0.10586638,,0.3158291,0.0,0.044884186,0.16602713,0.04677639,geogrid,geogrid,4,iter-0
SW,UpperReek,North,Background,0.99443436,,1.0,0.17022136,1.0,1.0,0.060790136,geogrid,geogrid,4,iter-0
PERM,UpperReek,North,Channel,3305.5925,,10000.0,25.844624,510.20264,9406.31,2992.0767,geogrid,geogrid,4,iter-0
PORO,UpperReek,North,Channel,0.2516228,,0.42697522,0.051853374,0.18750294,0.3163843,0.049823437,geogrid,geogrid,4,iter-0
SW,UpperReek,North,Channel,0.9798298,,1.0,0.019403776,1.0,1.0,0.13727067,geogrid,geogrid,4,iter-0
PERM,UpperReek,North,Crevasse,182.18465,,1000.0,2.0755181,24.720638,453.7473,214.29808,geogrid,geogrid,4,iter-0
PORO,UpperReek,North,Crevasse,0.20086809,,0.35413706,0.033312514,0.13957945,0.26581392,0.0484851,geogrid,geogrid,4,iter-0
SW,UpperReek,North,Crevasse,0.992309,,1.0,0.1212402,1.0,1.0,0.078490674,geogrid,geogrid,4,iter-0
PERM,UpperReek,Reach,Background,11.972396,,100.0,0.056212958,1.6324221,27.729351,15.26409,geogrid,geogrid,4,iter-0
PORO,UpperReek,Reach,Background,0.10974298,,0.299725,0.0,0.050265126,0.17005734,0.046759084,geogrid,geogrid,4,iter-0
SW,UpperReek,Reach,Background,0.6752037,,1.0,0.0,0.27668518,1.0,0.31358597,geogrid,geogrid,4,iter-0
PERM,UpperReek,Reach,Channel,3192.5427,,10000.0,46.797062,489.00302,9105.246,2971.4854,geogrid,geogrid,4,iter-0
PORO,UpperReek,Reach,Channel,0.24945341,,0.4396847,0.071502075,0.18598844,0.3125382,0.049716786,geogrid,geogrid,4,iter-0
SW,UpperReek,Reach,Channel,0.2655366,,1.0,0.017177807,0.03301447,1.0,0.3781145,geogrid,geogrid,4,iter-0
PERM,UpperReek,Reach,Crevasse,174.2437,,1000.0,0.8701608,24.015461,417.64957,198.87502,geogrid,geogrid,4,iter-0
PORO,UpperReek,Reach,Crevasse,0.20121185,,0.38385528,0.009333327,0.13563627,0.26339257,0.049957555,geogrid,geogrid,4,iter-0
SW,UpperReek,Reach,Crevasse,0.3889477,,1.0,0.044705678,0.09304818,1.0,0.36743307,geogrid,geogrid,4,iter-0
PERM,UpperReek,Stormlands,Background,31.473877,,100.0,1.1361102,4.209234,95.611786,30.235264,geogrid,geogrid,4,iter-0
PORO,UpperReek,Stormlands,Background,0.14064722,,0.3019393,0.013474286,0.07750416,0.20939112,0.050367404,geogrid,geogrid,4,iter-0
SW,UpperReek,Stormlands,Background,0.17781751,,0.4557099,0.09775835,0.11464573,0.2533059,0.055625204,geogrid,geogrid,4,iter-0
PERM,UpperReek,Stormlands,Channel,3530.3008,,10000.0,38.20534,465.6578,10000.0,3259.8052,geogrid,geogrid,4,iter-0
PORO,UpperReek,Stormlands,Channel,0.24877045,,0.39518374,0.098774806,0.18132874,0.3169386,0.0520833,geogrid,geogrid,4,iter-0
SW,UpperReek,Stormlands,Channel,0.030573592,,0.07837627,0.014935119,0.018348219,0.04467027,0.010508064,geogrid,geogrid,4,iter-0
PERM,UpperReek,Stormlands,Crevasse,257.14288,,1000.0,10.196151,40.03039,636.9099,262.35175,geogrid,geogrid,4,iter-0
PORO,UpperReek,Stormlands,Crevasse,0.21496171,,0.39960814,0.09401352,0.152492,0.27481538,0.04930567,geogrid,geogrid,4,iter-0
SW,UpperReek,Stormlands,Crevasse,0.07737859,,0.13479666,0.04023409,0.050566103,0.1062553,0.020778779,geogrid,geogrid,4,iter-0
PERM,UpperReek,Vale,Background,9.989875,,100.0,0.18068141,1.7670218,21.886824,13.020958,geogrid,geogrid,4,iter-0
PORO,UpperReek,Vale,Background,0.10307757,,0.28541186,0.0,0.04845828,0.16006608,0.04365228,geogrid,geogrid,4,iter-0
SW,UpperReek,Vale,Background,0.70385784,,1.0,0.0,0.23697507,1.0,0.3433086,geogrid,geogrid,4,iter-0
PERM,UpperReek,Vale,Channel,3086.6401,,10000.0,21.031088,400.05307,8628.889,2939.2632,geogrid,geogrid,4,iter-0
PORO,UpperReek,Vale,Channel,0.2529217,,0.3864322,0.030941188,0.18899232,0.3163533,0.05060862,geogrid,geogrid,4,iter-0
SW,UpperReek,Vale,Channel,0.2989293,,1.0,0.017772771,0.022685727,1.0,0.42584667,geogrid,geogrid,4,iter-0
PERM,UpperReek,Vale,Crevasse,168.35085,,1000.0,0.94197536,18.003681,428.94324,201.00235,geogrid,geogrid,4,iter-0
PORO,UpperReek,Vale,Crevasse,0.19319624,,0.31753248,0.049619287,0.12871075,0.2608862,0.051671185,geogrid,geogrid,4,iter-0
SW,UpperReek,Vale,Crevasse,0.36598635,,1.0,0.0435512,0.06527187,1.0,0.40768582,geogrid,geogrid,4,iter-0
PERM,UpperReek,Westerlands,Background,9.206111,,100.0,0.06937803,1.0510808,21.24412,13.379425,geogrid,geogrid,4,iter-0
PORO,UpperReek,Westerlands,Background,0.09594601,,0.27861306,0.0,0.029979076,0.1608548,0.049458355,geogrid,geogrid,4,iter-0
SW,UpperReek,Westerlands,Background,0.9801012,,1.0,0.0,1.0,1.0,0.10422837,geogrid,geogrid,4,iter-0
PERM,UpperReek,Westerlands,Channel,3323.1138,,10000.0,26.743893,495.84503,9419.299,3024.3257,geogrid,geogrid,4,iter-0
PORO,UpperReek,Westerlands,Channel,0.25472775,,0.4510556,0.052958414,0.19011903,0.31822348,0.050225455,geogrid,geogrid,4,iter-0
SW,UpperReek,Westerlands,Channel,0.8725227,,1.0,0.022985047,0.08930732,1.0,0.31957546,geogrid,geogrid,4,iter-0
PERM,UpperReek,Westerlands,Crevasse,175.78201,,1000.0,2.3403506,23.696783,429.05896,208.69005,geogrid,geogrid,4,iter-0
PORO,UpperReek,Westerlands,Crevasse,0.20209177,,0.36600325,0.04613723,0.1416908,0.26385024,0.04774611,geogrid,geogrid,4,iter-0
SW,UpperReek,Westerlands,Crevasse,0.9017909,,1.0,0.057530943,0.29770398,1.0,0.2655715,geogrid,geogrid,4,iter-0
PERM,LowerReek,Dorne,Total,1724.2913,,10000.0,0.06995335,2.7014086,5731.15,2679.0532,geogrid,geogrid,4,iter-0
PORO,LowerReek,Dorne,Total,0.19751309,,0.43097925,0.0,0.076656416,0.29784366,0.08337162,geogrid,geogrid,4,iter-0
SW,LowerReek,Dorne,Total,0.9536074,,1.0,0.06578968,1.0,1.0,0.18498652,geogrid,geogrid,4,iter-0
PERM,LowerReek,IronIslands,Total,1627.9967,,10000.0,0.22714204,3.2712393,5353.193,2597.241,geogrid,geogrid,4,iter-0
PORO,LowerReek,IronIslands,Total,0.19281879,,0.41747946,0.0,0.07027842,0.29502088,0.08402654,geogrid,geogrid,4,iter-0
SW,LowerReek,IronIslands,Total,0.4561658,,1.0,0.0,0.037475385,1.0,0.41914687,geogrid,geogrid,4,iter-0
PERM,LowerReek,North,Total,1514.9581,,10000.0,0.074014455,2.967934,5046.381,2549.6367,geogrid,geogrid,4,iter-0
PORO,LowerReek,North,Total,0.18747696,,0.43109882,0.0,0.06857857,0.29267853,0.084717944,geogrid,geogrid,4,iter-0
SW,LowerReek,North,Total,0.9924414,,1.0,0.0,1.0,1.0,0.0788995,geogrid,geogrid,4,iter-0
PERM,LowerReek,Reach,Total,1433.7246,,10000.0,0.08014484,2.5308123,4759.163,2463.2483,geogrid,geogrid,4,iter-0
PORO,LowerReek,Reach,Total,0.18055497,,0.437733,0.0,0.057349738,0.29068595,0.088167965,geogrid,geogrid,4,iter-0
SW,LowerReek,Reach,Total,0.64887977,,1.0,0.0,0.065641865,1.0,0.40464962,geogrid,geogrid,4,iter-0
