Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:53:17
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       263244137.22         41981008.84         31490933.47         19805618.20
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  263244137.22         41981008.84         31490933.47         19805618.20
MidReek    1                       207156237.85         40298453.95         32169155.57         20232172.98
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  207156237.85         40298453.95         32169155.57         20232172.98
LowerReek  1                       129773121.12         28789772.65         24269276.03         15263695.36
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  129773121.12         28789772.65         24269276.03         15263695.36
Totals     1                       600173496.19        111069235.44         87929365.07         55301486.54
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  600173496.19        111069235.44         87929365.07         55301486.54
