DEPTH,SWAT,CONJPOS,WELL,DATE,PRESSURE,CONIPOS,WELLMODEL,CONIDX,CONKPOS,DRAWDOWN,CONBPRES,SGAS
1640.3316650390625,0.05193942412734032,30,R_A2,2018-01-01,300.7592468261719,22,STANDARD,1,1,0,300.7592468261719,0.0
1642.0343017578125,0.05335729196667671,30,R_A2,2018-01-01,300.8734130859375,22,STANDARD,2,2,0,300.8734130859375,0.0
1643.7369384765625,0.05615536868572235,30,R_A2,2018-01-01,300.9875793457031,22,STANDARD,3,3,0,300.9875793457031,0.0
1645.439453125,0.06186912581324577,30,R_A2,2018-01-01,301.10174560546875,22,STANDARD,4,4,0,301.10174560546875,0.0
1647.14208984375,0.0652315616607666,30,R_A2,2018-01-01,301.2159423828125,22,STANDARD,5,5,0,301.2159423828125,0.0
1648.8447265625,0.2930700182914734,30,R_A2,2018-01-01,301.3301086425781,22,STANDARD,6,6,0,301.3301086425781,0.0
1650.5472412109375,0.867684006690979,30,R_A2,2018-01-01,301.4443054199219,22,STANDARD,7,7,0,301.4443054199219,0.0
1652.2498779296875,0.8546419143676758,30,R_A2,2018-01-01,301.5585021972656,22,STANDARD,8,8,0,301.5585021972656,0.0
1653.952392578125,0.19136497378349304,30,R_A2,2018-01-01,301.67266845703125,22,STANDARD,9,9,0,301.67266845703125,0.0
1655.655029296875,0.8855695128440857,30,R_A2,2018-01-01,301.786865234375,22,STANDARD,10,10,0,301.786865234375,0.0
1657.5283203125,0.06628325581550598,30,R_A2,2018-01-01,301.9125061035156,22,STANDARD,11,11,0,301.9125061035156,0.0
1659.572265625,0.0676632896065712,30,R_A2,2018-01-01,302.04962158203125,22,STANDARD,12,12,0,302.04962158203125,0.0
1661.6163330078125,0.4260731041431427,30,R_A2,2018-01-01,302.18670654296875,22,STANDARD,13,13,0,302.18670654296875,0.0
1663.6602783203125,0.4677112400531769,30,R_A2,2018-01-01,302.3238220214844,22,STANDARD,14,14,0,302.3238220214844,0.0
1665.704345703125,0.8916998505592346,30,R_A2,2018-01-01,302.4609375,22,STANDARD,15,15,0,302.4609375,0.0
1667.748291015625,0.8913848400115967,30,R_A2,2018-01-01,302.5980529785156,22,STANDARD,16,16,0,302.5980529785156,0.0
1669.7923583984375,0.8631328344345093,30,R_A2,2018-01-01,302.73516845703125,22,STANDARD,17,17,0,302.73516845703125,0.0
1675.7110595703125,0.9607681632041931,29,R_A2,2018-01-01,303.13226318359375,22,STANDARD,18,17,0,303.13226318359375,0.0
1677.421630859375,0.9798982739448547,29,R_A2,2018-01-01,303.2470397949219,22,STANDARD,19,18,0,303.2470397949219,0.0
1678.94873046875,1.0,29,R_A2,2018-01-01,303.3494873046875,22,STANDARD,20,26,0,303.3494873046875,0.0
1680.7041015625,0.8038094639778137,29,R_A2,2018-01-01,303.46728515625,22,STANDARD,21,27,0,303.46728515625,0.0
1682.45947265625,1.0,29,R_A2,2018-01-01,303.9066162109375,22,STANDARD,22,28,0,303.9066162109375,0.0
1684.21484375,1.0,29,R_A2,2018-01-01,304.07293701171875,22,STANDARD,23,29,0,304.07293701171875,0.0
1685.97021484375,1.0,29,R_A2,2018-01-01,304.2392883300781,22,STANDARD,24,30,0,304.2392883300781,0.0
1608.9796142578125,0.6481541991233826,41,R_A3,2018-01-01,298.65753173828125,28,STANDARD,1,1,0,298.65753173828125,0.0
1610.9637451171875,0.15071380138397217,41,R_A3,2018-01-01,298.7904968261719,28,STANDARD,2,2,0,298.7904968261719,0.0
1601.278564453125,0.18303044140338898,41,R_A3,2018-01-01,298.1414489746094,29,STANDARD,3,2,0,298.1414489746094,0.0
1603.450927734375,0.1457650065422058,41,R_A3,2018-01-01,298.2870178222656,29,STANDARD,4,3,0,298.2870178222656,0.0
1605.6231689453125,0.21141734719276428,41,R_A3,2018-01-01,298.4325866699219,29,STANDARD,5,4,0,298.4325866699219,0.0
1607.7955322265625,0.8028843402862549,41,R_A3,2018-01-01,298.5781555175781,29,STANDARD,6,5,0,298.5781555175781,0.0
1609.9677734375,0.6481541991233826,41,R_A3,2018-01-01,298.7237548828125,29,STANDARD,7,6,0,298.7237548828125,0.0
1612.14013671875,0.19466394186019897,41,R_A3,2018-01-01,298.8693542480469,29,STANDARD,8,7,0,298.8693542480469,0.0
1614.3125,0.22978921234607697,41,R_A3,2018-01-01,299.01495361328125,29,STANDARD,9,8,0,299.01495361328125,0.0
1616.4847412109375,0.791020393371582,41,R_A3,2018-01-01,299.1605529785156,29,STANDARD,10,9,0,299.1605529785156,0.0
1618.6571044921875,0.7933464646339417,41,R_A3,2018-01-01,299.30615234375,29,STANDARD,11,10,0,299.30615234375,0.0
1620.876953125,0.047733206301927567,41,R_A3,2018-01-01,299.4549560546875,29,STANDARD,12,11,0,299.4549560546875,0.0
1623.1441650390625,0.0517529658973217,41,R_A3,2018-01-01,299.60693359375,29,STANDARD,13,12,0,299.60693359375,0.0
1625.4114990234375,0.36385881900787354,41,R_A3,2018-01-01,299.7589111328125,29,STANDARD,14,13,0,299.7589111328125,0.0
1627.6787109375,0.2230851948261261,41,R_A3,2018-01-01,299.9109191894531,29,STANDARD,15,14,0,299.9109191894531,0.0
1629.946044921875,0.466449499130249,41,R_A3,2018-01-01,300.0628967285156,29,STANDARD,16,15,0,300.0628967285156,0.0
1631.9892578125,0.7991153597831726,41,R_A3,2018-01-01,300.19989013671875,29,STANDARD,17,16,0,300.19989013671875,0.0
1634.7073974609375,0.15266527235507965,41,R_A3,2018-01-01,300.38214111328125,29,STANDARD,18,26,0,300.38214111328125,0.0
1638.2548828125,0.04505344107747078,41,R_A3,2018-01-01,300.6199951171875,29,STANDARD,19,27,0,300.6199951171875,0.0
1641.8021240234375,0.049302779138088226,41,R_A3,2018-01-01,300.85784912109375,29,STANDARD,20,28,0,300.85784912109375,0.0
1645.3494873046875,0.32145553827285767,41,R_A3,2018-01-01,301.0957336425781,29,STANDARD,21,29,0,301.0957336425781,0.0
1648.89697265625,0.05967288091778755,41,R_A3,2018-01-01,301.3336181640625,29,STANDARD,22,30,0,301.3336181640625,0.0
1632.8892822265625,0.09355869144201279,52,R_A4,2018-01-01,300.26025390625,30,STANDARD,1,1,0,300.26025390625,0.0
1626.7935791015625,0.1773187816143036,52,R_A4,2018-01-01,299.8515625,31,STANDARD,2,1,0,299.8515625,0.0
