ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,12894610,2665180,1871085,1304801,183716003
Valysar,CentralSouth,76925756,14366681,11004469,7673967,1080494586
Valysar,CentralNorth,38658885,6211792,4534746,3162306,445252637
Valysar,NorthHorst,4338806,734177,425346,261269,51182645
Valysar,CentralRamp,14276024,2246868,1545145,1077507,151712978
Valysar,CentralHorst,88621668,13724389,10070057,7022355,988747609
Valysar,EastLowland,4355415,773810,490904,342332,48200302
Therys,WestLowland,4257511,572655,264576,184502,25977859
Therys,CentralSouth,20836201,4905644,3272368,2281986,321303638
Therys,CentralNorth,22175528,4360698,2597198,1811156,255010816
Therys,NorthHorst,4971485,707971,305695,187773,36784809
Therys,CentralRamp,6677443,1680734,1301335,907486,127774021
Therys,CentralHorst,28600730,7343210,5714583,3985065,561097126
Therys,EastLowland,47395,12443,4630,3229,454641
Volon,WestLowland,912819,130661,72991,50900,7166779
Volon,CentralSouth,31874289,5594184,4040858,2817892,396759253
Volon,CentralNorth,7694271,1078276,618403,431244,60719108
Volon,NorthHorst,2438016,478019,365449,224477,43975074
Volon,CentralRamp,12163422,2203643,1701511,1186549,167066094
Volon,CentralHorst,83960972,14636743,11479719,8005383,1127157949
Volon,EastLowland,0,0,0,0,0
