SWAT,DEPTH,WELL,PRESSURE,CONKPOS,CONBPRES,CONIPOS,WELLMODEL,CONJPOS,SGAS,DATE,CONIDX,DRAWDOWN
0.055550094693899155,1640.864013671875,R_A2,300.76507568359375,1,300.76507568359375,22,STANDARD,30,0.0,2018-01-01,1,0
0.05642777681350708,1642.6256103515625,R_A2,300.8832092285156,2,300.8832092285156,22,STANDARD,30,0.0,2018-01-01,2,0
0.05854685604572296,1644.38720703125,R_A2,301.0013427734375,3,301.0013427734375,22,STANDARD,30,0.0,2018-01-01,3,0
0.06408970057964325,1646.1488037109375,R_A2,301.1194763183594,4,301.1194763183594,22,STANDARD,30,0.0,2018-01-01,4,0
0.06694896519184113,1647.910400390625,R_A2,301.23760986328125,5,301.23760986328125,22,STANDARD,30,0.0,2018-01-01,5,0
0.26875773072242737,1649.6719970703125,R_A2,301.3557434082031,6,301.3557434082031,22,STANDARD,30,0.0,2018-01-01,6,0
0.8715907335281372,1651.43359375,R_A2,301.473876953125,7,301.473876953125,22,STANDARD,30,0.0,2018-01-01,7,0
0.856194257736206,1653.1951904296875,R_A2,301.592041015625,8,301.592041015625,22,STANDARD,30,0.0,2018-01-01,8,0
0.6481541991233826,1654.956787109375,R_A2,301.7101745605469,9,301.7101745605469,22,STANDARD,30,0.0,2018-01-01,9,0
0.8931775093078613,1656.7183837890625,R_A2,301.8283386230469,10,301.8283386230469,22,STANDARD,30,0.0,2018-01-01,10,0
0.0695682018995285,1658.627197265625,R_A2,301.95635986328125,11,301.95635986328125,22,STANDARD,30,0.0,2018-01-01,11,0
0.07215090841054916,1660.683349609375,R_A2,302.0942687988281,12,302.0942687988281,22,STANDARD,30,0.0,2018-01-01,12,0
0.4280385971069336,1662.739501953125,R_A2,302.232177734375,13,302.232177734375,22,STANDARD,30,0.0,2018-01-01,13,0
0.4726112186908722,1664.7955322265625,R_A2,302.3701171875,14,302.3701171875,22,STANDARD,30,0.0,2018-01-01,14,0
0.9053980708122253,1666.8516845703125,R_A2,302.5080261230469,15,302.5080261230469,22,STANDARD,30,0.0,2018-01-01,15,0
0.9189308881759644,1668.90771484375,R_A2,302.6459655761719,16,302.6459655761719,22,STANDARD,30,0.0,2018-01-01,16,0
0.9621386528015137,1671.7362060546875,R_A2,302.8357238769531,16,302.8357238769531,22,STANDARD,29,0.0,2018-01-01,17,0
0.9250408411026001,1673.8360595703125,R_A2,302.9765930175781,17,302.9765930175781,22,STANDARD,29,0.0,2018-01-01,18,0
0.9869628548622131,1675.6517333984375,R_A2,303.0984191894531,18,303.0984191894531,22,STANDARD,29,0.0,2018-01-01,19,0
0.6481541991233826,1677.2974853515625,R_A2,303.2088317871094,26,303.2088317871094,22,STANDARD,29,0.0,2018-01-01,20,0
0.8054552674293518,1679.057373046875,R_A2,303.326904296875,27,303.326904296875,22,STANDARD,29,0.0,2018-01-01,21,0
1.0,1680.817138671875,R_A2,303.44500732421875,28,303.44500732421875,22,STANDARD,29,0.0,2018-01-01,22,0
1.0,1682.5770263671875,R_A2,303.9177551269531,29,303.9177551269531,22,STANDARD,29,0.0,2018-01-01,23,0
1.0,1684.3367919921875,R_A2,304.0845031738281,30,304.0845031738281,22,STANDARD,29,0.0,2018-01-01,24,0
0.6481541991233826,1609.208984375,R_A3,298.64306640625,1,298.64306640625,28,STANDARD,41,0.0,2018-01-01,1,0
0.19500593841075897,1611.199462890625,R_A3,298.7764587402344,2,298.7764587402344,28,STANDARD,41,0.0,2018-01-01,2,0
0.18788158893585205,1603.3681640625,R_A3,298.2516174316406,2,298.2516174316406,29,STANDARD,41,0.0,2018-01-01,3,0
0.11823459714651108,1605.3822021484375,R_A3,298.3865966796875,3,298.3865966796875,29,STANDARD,41,0.0,2018-01-01,4,0
0.13686060905456543,1607.396240234375,R_A3,298.5215759277344,4,298.5215759277344,29,STANDARD,41,0.0,2018-01-01,5,0
0.8180761933326721,1609.4102783203125,R_A3,298.65655517578125,5,298.65655517578125,29,STANDARD,41,0.0,2018-01-01,6,0
0.6481541991233826,1611.42431640625,R_A3,298.7915344238281,6,298.7915344238281,29,STANDARD,41,0.0,2018-01-01,7,0
0.2300553321838379,1613.4384765625,R_A3,298.926513671875,7,298.926513671875,29,STANDARD,41,0.0,2018-01-01,8,0
0.23418928682804108,1615.452392578125,R_A3,299.0614929199219,8,299.0614929199219,29,STANDARD,41,0.0,2018-01-01,9,0
0.7985579967498779,1617.466552734375,R_A3,299.1965026855469,9,299.1965026855469,29,STANDARD,41,0.0,2018-01-01,10,0
0.8077455759048462,1619.4805908203125,R_A3,299.3315124511719,10,299.3315124511719,29,STANDARD,41,0.0,2018-01-01,11,0
0.04949557036161423,1621.59765625,R_A3,299.4734191894531,11,299.4734191894531,29,STANDARD,41,0.0,2018-01-01,12,0
