FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,168895.0,0.0,168895.0,83039720.0,-0.0,23783743.0,23783743.0,86111089.0,242252.0,85868837.0,0.0,242252.0,WestLowland,Valysar
2,4866902.0,0.0,4866902.0,16965362.0,0.0,685357071.0,685357071.0,24523024.0,6978370.0,17544654.0,0.0,6978370.0,CentralSouth,Valysar
3,2780309.0,0.0,2780309.0,11882404.0,0.0,391523160.0,391523160.0,16274192.0,3986736.0,12287456.0,0.0,3986736.0,CentralNorth,Valysar
4,77687.0,63034.0,140721.0,3634359.0,411178690.0,15220818.0,426399508.0,5656020.0,126509.0,3758980.0,1770531.0,1897040.0,NorthHorst,Valysar
5,811274.0,0.0,811274.0,772268.0,0.0,114243644.0,114243644.0,1962685.0,1163817.0,798868.0,0.0,1163817.0,CentralRamp,Valysar
6,6660071.0,0.0,6660071.0,6450991.0,0.0,937871229.0,937871229.0,16228235.0,9555777.0,6672458.0,0.0,9555777.0,CentralHorst,Valysar
7,14007.0,0.0,14007.0,36828233.0,0.0,1972471.0,1972471.0,38089072.0,20084.0,38068989.0,0.0,20084.0,EastLowland,Valysar
8,149223.0,0.0,149223.0,107521592.0,0.0,21013619.0,21013619.0,111398148.0,214000.0,111184149.0,0.0,214000.0,WestLowland,Therys
9,536782.0,0.0,536782.0,6295389.0,0.0,75589694.0,75589694.0,7280330.0,769542.0,6510788.0,0.0,769542.0,CentralSouth,Therys
10,1222139.0,0.0,1222139.0,12841075.0,0.0,172101663.0,172101663.0,15030445.0,1752133.0,13278312.0,0.0,1752133.0,CentralNorth,Therys
11,170963.0,62295.0,233258.0,3982736.0,404613877.0,33495160.0,438109037.0,6138397.0,278402.0,4119123.0,1740872.0,2019274.0,NorthHorst,Therys
12,774792.0,0.0,774792.0,386897.0,0.0,109106257.0,109106257.0,1511342.0,1111138.0,400204.0,0.0,1111138.0,CentralRamp,Therys
13,3591890.0,0.0,3591890.0,5391203.0,0.0,505809885.0,505809885.0,10728424.0,5152688.0,5575736.0,0.0,5152688.0,CentralHorst,Therys
14,0.0,0.0,0.0,18403618.0,0.0,0.0,0.0,19019430.0,0.0,19019430.0,0.0,0.0,EastLowland,Therys
15,17319.0,0.0,17319.0,78900668.0,0.0,2438905.0,2438905.0,81602229.0,24834.0,81577395.0,0.0,24834.0,WestLowland,Volon
16,1364396.0,0.0,1364396.0,36584094.0,0.0,192134265.0,192134265.0,39785724.0,1955965.0,37829760.0,0.0,1955965.0,CentralSouth,Volon
17,80201.0,0.0,80201.0,5587552.0,0.0,11293938.0,11293938.0,5892608.0,114968.0,5777640.0,0.0,114968.0,CentralNorth,Volon
18,286628.0,17063.0,303691.0,1756986.0,110439841.0,56155755.0,166595596.0,2758673.0,466769.0,1817049.0,474854.0,941624.0,NorthHorst,Volon
19,909994.0,0.0,909994.0,1131132.0,0.0,128145358.0,128145358.0,2474613.0,1304695.0,1169918.0,0.0,1304695.0,CentralRamp,Volon
20,7092704.0,0.0,7092704.0,9288999.0,0.0,998794599.0,998794599.0,19779583.0,10172512.0,9607071.0,0.0,10172512.0,CentralHorst,Volon
21,0.0,0.0,0.0,32819737.0,0.0,0.0,0.0,33927300.0,0.0,33927300.0,0.0,0.0,EastLowland,Volon
