ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4826154,785410,373932,260761,36715197
Valysar,CentralSouth,63717437,11743695,8298220,5786764,814776446
Valysar,CentralNorth,37280098,6384724,4516957,3149900,443505973
Valysar,NorthHorst,3812371,544435,274979,168906,33088695
Valysar,CentralRamp,13731807,2236664,1582297,1103415,155360874
Valysar,CentralHorst,86092136,13137108,9499712,6624625,932747209
Valysar,EastLowland,4201658,757868,459223,320239,45089638
Therys,WestLowland,1129561,196922,82716,57682,8121580
Therys,CentralSouth,11530964,2882580,1746015,1217584,171435804
Therys,CentralNorth,20479864,4031663,2358737,1644866,231597082
Therys,NorthHorst,6775747,937618,352839,216732,42457747
Therys,CentralRamp,6633231,1370771,1040142,725343,102128279
Therys,CentralHorst,26689324,6531884,5063822,3531257,497200960
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,75310,13814,2836,1978,278476
Volon,CentralSouth,24652045,4526992,2964307,2067160,291056093
Volon,CentralNorth,8016182,1169686,633362,441675,62187867
Volon,NorthHorst,3320654,566150,374784,230211,45098412
Volon,CentralRamp,11050224,1892088,1352059,942858,132754438
Volon,CentralHorst,80423888,13583318,9949838,6938520,976943707
Volon,EastLowland,0,0,0,0,0
