ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4606404,794514,537295,374683,52755369
Valysar,CentralSouth,67352733,12527101,9197352,6413774,903059414
Valysar,CentralNorth,40027320,6990419,4884594,3406272,479603161
Valysar,NorthHorst,4237100,710013,446680,274374,53749789
Valysar,CentralRamp,13437685,2325485,1712472,1194192,168142292
Valysar,CentralHorst,84973122,13235906,9801090,6834791,962338552
Valysar,EastLowland,4644296,828603,458134,319480,44982731
Therys,WestLowland,2226373,393252,200308,139685,19667612
Therys,CentralSouth,15396325,3610443,2387465,1664899,234417795
Therys,CentralNorth,21149081,4248133,2590021,1806152,254306166
Therys,NorthHorst,6378521,944673,377757,232037,45456144
Therys,CentralRamp,6619338,1331372,1036528,722823,101773416
Therys,CentralHorst,25630723,6354484,4997868,3485264,490725157
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,386025,75850,56531,39422,5550637
Volon,CentralSouth,32667689,6194088,4644869,3239100,456065252
Volon,CentralNorth,8385236,1142601,628644,438385,61724583
Volon,NorthHorst,2826169,492242,356789,219158,42933057
Volon,CentralRamp,11387531,1985130,1479503,1031732,145267814
Volon,CentralHorst,81379329,13669703,10075164,7025916,989249024
Volon,EastLowland,0,0,0,0,0
