ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,12477751,2160759,1281328,893534,125809580
Valysar,CentralSouth,62815709,12279313,9109294,6352367,894413288
Valysar,CentralNorth,38468069,6888870,4986076,3477041,489567340
Valysar,NorthHorst,4252127,605337,297382,182667,35784526
Valysar,CentralRamp,13850155,2139168,1460499,1018479,143401817
Valysar,CentralHorst,84213876,12694837,9058035,6316621,889380304
Valysar,EastLowland,1291302,157200,46128,32167,4529144
Therys,WestLowland,1632277,318706,140570,98027,13802164
Therys,CentralSouth,10707653,2474564,1551865,1082193,152372787
Therys,CentralNorth,23025033,4220462,2475784,1726488,243089560
Therys,NorthHorst,8158701,1092113,376368,231184,45288985
Therys,CentralRamp,7001745,1643722,1274577,888827,125146805
Therys,CentralHorst,27934698,7417711,5784372,4033732,567949532
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,93081,17011,4300,2999,422199
Volon,CentralSouth,26903959,4790401,3063716,2136483,300816745
Volon,CentralNorth,7427326,936782,430807,300424,42299639
Volon,NorthHorst,4884758,833463,581570,357230,69981319
Volon,CentralRamp,11615232,2164563,1658579,1156610,162850725
Volon,CentralHorst,76860257,13098577,10280453,7169075,1009405784
Volon,EastLowland,3558,404,0,0,0
