ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,8065826,1295598,688900,480404,67640946
Valysar,CentralSouth,48883622,9183064,6465406,4508652,634818179
Valysar,CentralNorth,28991723,5225278,3862606,2693588,379257240
Valysar,NorthHorst,4128131,450603,182944,112374,22013985
Valysar,CentralRamp,13127429,2171106,1582787,1103757,155408949
Valysar,CentralHorst,80824703,15297374,12009586,8374886,1179183907
Valysar,EastLowland,6742321,1364414,759291,529492,74552425
Therys,WestLowland,1781649,326532,142442,99332,13985930
Therys,CentralSouth,3579607,1108344,817751,570259,80292403
Therys,CentralNorth,14074272,2602600,1370053,955407,134521247
Therys,NorthHorst,6536219,943702,399438,245355,48065014
Therys,CentralRamp,6622855,1479921,1080013,753147,106043106
Therys,CentralHorst,25363603,6708464,5227465,3645373,513268593
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,163775,33312,11503,8022,1129457
Volon,CentralSouth,26888274,4735090,3152954,2198713,309578761
Volon,CentralNorth,2958072,359542,127876,89174,12555699
Volon,NorthHorst,5568856,945043,657297,403745,79093692
Volon,CentralRamp,13104600,2520748,2057102,1434520,201980484
Volon,CentralHorst,78605829,14593280,11915758,8309455,1169971229
Volon,EastLowland,0,0,0,0,0
