ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,11301124,1681543,881887,614984,86589725,0,0,0,0,0
Valysar,CentralSouth,63691628,11216227,8029363,5599277,788378176,0,0,0,0,0
Valysar,CentralNorth,33111002,5530032,3701956,2581560,363483602,0,0,0,0,0
Valysar,NorthHorst,3078348,448703,212002,130222,25510510,24034527,2974254,1779402,413814409,63314
Valysar,CentralRamp,13927599,2272677,1577220,1099874,154862306,0,0,0,0,0
Valysar,CentralHorst,85570505,14040100,10476530,7305809,1028657931,0,0,0,0,0
Valysar,EastLowland,1292933,242097,126395,88141,12410299,0,0,0,0,0
Therys,WestLowland,3534774,775751,418058,291533,41047860,0,0,0,0,0
Therys,CentralSouth,12098030,2996935,1950566,1360227,191520031,0,0,0,0,0
Therys,CentralNorth,19650617,3342555,1861310,1297985,182756243,0,0,0,0,0
Therys,NorthHorst,5715879,754748,226276,138990,27228163,16797240,2514557,1476325,343331356,52530
Therys,CentralRamp,6929820,1590121,1214294,846788,119227791,0,0,0,0,0
Therys,CentralHorst,29825600,7445168,5754758,4013081,565041823,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,359633,52204,25706,17926,2523943,0,0,0,0,0
Volon,CentralSouth,28469603,5087202,3422734,2386844,336067622,0,0,0,0,0
Volon,CentralNorth,6711653,941067,452114,315282,44391706,0,0,0,0,0
Volon,NorthHorst,3740681,669744,454643,279265,54707995,3247649,569146,457348,106360028,16273
Volon,CentralRamp,12386495,2257029,1717733,1197862,168658906,0,0,0,0,0
Volon,CentralHorst,80862647,13413862,9903936,6906511,972436747,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
