ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5733198,901802,552431,385238,54241490
Valysar,CentralSouth,68038731,11789887,8703564,6069431,854575888
Valysar,CentralNorth,39584132,7381510,5636700,3930753,553450046
Valysar,NorthHorst,4083011,559905,275896,169469,33199052
Valysar,CentralRamp,13598059,1860449,1249325,871217,122667329
Valysar,CentralHorst,87312011,13517069,10209015,7119257,1002391440
Valysar,EastLowland,993328,151796,91328,63688,8967236
Therys,WestLowland,2653836,475648,249843,174228,24531345
Therys,CentralSouth,14878885,3514021,2255240,1572692,221435018
Therys,CentralNorth,20487872,3799829,2274156,1585883,223292337
Therys,NorthHorst,5099429,679072,261659,160724,31485907
Therys,CentralRamp,6591766,1578394,1258933,877917,123610742
Therys,CentralHorst,30967781,7539141,5816813,4056355,571134837
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,407347,61974,33668,23479,3305785
Volon,CentralSouth,32728859,6135614,4789776,3340151,470293202
Volon,CentralNorth,6550860,843055,453006,315904,44479243
Volon,NorthHorst,3668005,617440,424492,260744,51079818
Volon,CentralRamp,12357548,2134654,1618718,1128813,158936874
Volon,CentralHorst,83653559,15120875,12174821,8490112,1195407843
Volon,EastLowland,0,0,0,0,0
