WELLMODEL,DEPTH,CONJPOS,DATE,CONIPOS,WELL,DRAWDOWN,PRESSURE,SWAT,SGAS,CONBPRES,CONIDX,CONKPOS
STANDARD,1676.1676025390625,29,2018-01-01,22,R_A2,0,303.02569580078125,0.6481541991233826,0.0,303.02569580078125,20,27
STANDARD,1677.9368896484375,29,2018-01-01,22,R_A2,0,303.47802734375,1.0,0.0,303.47802734375,21,28
STANDARD,1679.7061767578125,29,2018-01-01,22,R_A2,0,303.64569091796875,1.0,0.0,303.64569091796875,22,29
STANDARD,1681.4754638671875,29,2018-01-01,22,R_A2,0,303.8133544921875,1.0,0.0,303.8133544921875,23,30
STANDARD,1683.2447509765625,29,2018-01-01,22,R_A2,0,303.98101806640625,1.0,0.0,303.98101806640625,24,31
STANDARD,1609.243408203125,41,2018-01-01,28,R_A3,0,298.53814697265625,0.6481541991233826,0.0,298.53814697265625,1,1
STANDARD,1611.3077392578125,41,2018-01-01,28,R_A3,0,298.676513671875,0.19803451001644135,0.0,298.676513671875,2,2
STANDARD,1613.3720703125,41,2018-01-01,28,R_A3,0,298.8148498535156,0.19370174407958984,0.0,298.8148498535156,3,3
STANDARD,1615.4365234375,41,2018-01-01,28,R_A3,0,298.9532165527344,0.2555322051048279,0.0,298.9532165527344,4,4
STANDARD,1617.5008544921875,41,2018-01-01,28,R_A3,0,299.0915832519531,0.8283283710479736,0.0,299.0915832519531,5,5
STANDARD,1619.565185546875,41,2018-01-01,28,R_A3,0,299.2299499511719,0.6481541991233826,0.0,299.2299499511719,6,6
STANDARD,1609.3663330078125,41,2018-01-01,29,R_A3,0,298.54638671875,0.6481541991233826,0.0,298.54638671875,7,6
STANDARD,1611.4163818359375,41,2018-01-01,29,R_A3,0,298.68377685546875,0.19839943945407867,0.0,298.68377685546875,8,7
STANDARD,1613.46630859375,41,2018-01-01,29,R_A3,0,298.8211669921875,0.20012404024600983,0.0,298.8211669921875,9,8
STANDARD,1615.516357421875,41,2018-01-01,29,R_A3,0,298.95855712890625,0.8029430508613586,0.0,298.95855712890625,10,9
STANDARD,1617.5662841796875,41,2018-01-01,29,R_A3,0,299.095947265625,0.8017147183418274,0.0,299.095947265625,11,10
STANDARD,1619.750732421875,41,2018-01-01,29,R_A3,0,299.24237060546875,0.047662775963544846,0.0,299.24237060546875,12,11
STANDARD,1622.0697021484375,41,2018-01-01,29,R_A3,0,299.3978271484375,0.05465734004974365,0.0,299.3978271484375,13,12
STANDARD,1624.388671875,41,2018-01-01,29,R_A3,0,299.5532531738281,0.36961451172828674,0.0,299.5532531738281,14,13
STANDARD,1629.026611328125,41,2018-01-01,29,R_A3,0,299.8641662597656,0.40267708897590637,0.0,299.8641662597656,15,15
STANDARD,1630.9468994140625,41,2018-01-01,29,R_A3,0,299.992919921875,0.814231276512146,0.0,299.992919921875,16,16
STANDARD,1633.5262451171875,41,2018-01-01,29,R_A3,0,300.16583251953125,0.6481541991233826,0.0,300.16583251953125,17,27
STANDARD,1637.1630859375,41,2018-01-01,29,R_A3,0,300.40966796875,0.04657479748129845,0.0,300.40966796875,18,28
STANDARD,1640.8001708984375,41,2018-01-01,29,R_A3,0,300.6535339355469,0.05444984510540962,0.0,300.6535339355469,19,29
STANDARD,1644.4371337890625,41,2018-01-01,29,R_A3,0,300.89739990234375,1.0,0.0,300.89739990234375,20,30
STANDARD,1648.0740966796875,41,2018-01-01,29,R_A3,0,301.14129638671875,0.06235086917877197,0.0,301.14129638671875,21,31
STANDARD,1631.1873779296875,52,2018-01-01,30,R_A4,0,300.009033203125,0.04969937726855278,0.0,300.009033203125,1,1
STANDARD,1627.4293212890625,52,2018-01-01,31,R_A4,0,299.7571105957031,0.04972411319613457,0.0,299.7571105957031,2,1
STANDARD,1629.4896240234375,52,2018-01-01,31,R_A4,0,299.89520263671875,0.05124127119779587,0.0,299.89520263671875,3,2
STANDARD,1631.5498046875,52,2018-01-01,31,R_A4,0,300.0333251953125,0.05373745784163475,0.0,300.0333251953125,4,3
STANDARD,1633.610107421875,52,2018-01-01,31,R_A4,0,300.17144775390625,0.05840654298663139,0.0,300.17144775390625,5,4
STANDARD,1632.3968505859375,52,2018-01-01,32,R_A4,0,300.0901184082031,0.05641423910856247,0.0,300.0901184082031,6,4
STANDARD,1635.880615234375,51,2018-01-01,32,R_A4,0,300.3236999511719,0.059060242027044296,0.0,300.3236999511719,7,4
STANDARD,1637.321044921875,51,2018-01-01,33,R_A4,0,300.4202575683594,0.0928310677409172,0.0,300.4202575683594,8,4
STANDARD,1635.474609375,51,2018-01-01,33,R_A4,0,300.29644775390625,0.1678450107574463,0.0,300.29644775390625,9,3
STANDARD,1642.1485595703125,50,2018-01-01,33,R_A4,0,300.74395751953125,0.18907098472118378,0.0,300.74395751953125,10,4
STANDARD,1641.132080078125,50,2018-01-01,34,R_A4,0,300.67578125,0.16031335294246674,0.0,300.67578125,11,4
STANDARD,1639.20703125,50,2018-01-01,34,R_A4,0,300.5467224121094,0.25342857837677,0.0,300.5467224121094,12,3
STANDARD,1640.9061279296875,50,2018-01-01,35,R_A4,0,300.66064453125,0.16939347982406616,0.0,300.66064453125,13,3
STANDARD,1639.0426025390625,50,2018-01-01,35,R_A4,0,300.53570556640625,0.23071172833442688,0.0,300.53570556640625,14,2
STANDARD,1641.93212890625,49,2018-01-01,35,R_A4,0,300.72943115234375,0.23815256357192993,0.0,300.72943115234375,15,2
STANDARD,1642.357421875,49,2018-01-01,36,R_A4,0,300.7579650878906,0.8387154340744019,0.0,300.7579650878906,16,30
STANDARD,1639.6068115234375,48,2018-01-01,36,R_A4,0,300.5735168457031,0.6481541991233826,0.0,300.5735168457031,17,30
STANDARD,1646.7513427734375,48,2018-01-01,37,R_A4,0,301.0526123046875,0.8328254222869873,0.0,301.0526123046875,18,30
STANDARD,1653.461669921875,48,2018-01-01,38,R_A4,0,301.5025939941406,0.6481541991233826,0.0,301.5025939941406,19,30
STANDARD,1657.8184814453125,47,2018-01-01,38,R_A4,0,301.7947998046875,0.8453923463821411,0.0,301.7947998046875,20,30
STANDARD,1685.026611328125,20,2018-01-01,31,R_A5,0,303.8440856933594,1.0,0.0,303.8440856933594,1,1
STANDARD,1687.3070068359375,20,2018-01-01,31,R_A5,0,304.0601806640625,1.0,0.0,304.0601806640625,2,2
STANDARD,1689.5875244140625,20,2018-01-01,31,R_A5,0,304.27630615234375,1.0,0.0,304.27630615234375,3,3
STANDARD,1691.8680419921875,20,2018-01-01,31,R_A5,0,304.4924011230469,1.0,0.0,304.4924011230469,4,4
STANDARD,1694.1485595703125,20,2018-01-01,31,R_A5,0,304.7085266113281,1.0,0.0,304.7085266113281,5,5
STANDARD,1696.4290771484375,20,2018-01-01,31,R_A5,0,304.9246520996094,1.0,0.0,304.9246520996094,6,6
STANDARD,1698.70947265625,20,2018-01-01,31,R_A5,0,305.446533203125,1.0,0.0,305.446533203125,7,7
STANDARD,1707.6488037109375,20,2018-01-01,31,R_A5,0,305.988037109375,1.0,0.0,305.988037109375,8,11
STANDARD,1709.5638427734375,20,2018-01-01,31,R_A5,0,306.1695251464844,1.0,0.0,306.1695251464844,9,12
STANDARD,1701.7845458984375,21,2018-01-01,31,R_A5,0,305.4322814941406,1.0,0.0,305.4322814941406,10,12
STANDARD,1703.735107421875,21,2018-01-01,31,R_A5,0,305.6291198730469,1.0,0.0,305.6291198730469,11,13
STANDARD,1705.6856689453125,21,2018-01-01,31,R_A5,0,305.81396484375,1.0,0.0,305.81396484375,12,14
STANDARD,1707.63623046875,21,2018-01-01,31,R_A5,0,305.9988098144531,1.0,0.0,305.9988098144531,13,15
STANDARD,1709.5867919921875,21,2018-01-01,31,R_A5,0,306.3287048339844,1.0,0.0,306.3287048339844,14,16
STANDARD,1711.537353515625,21,2018-01-01,31,R_A5,0,306.5135498046875,1.0,0.0,306.5135498046875,15,17
STANDARD,1713.35400390625,21,2018-01-01,31,R_A5,0,306.6856994628906,1.0,0.0,306.6856994628906,16,18
STANDARD,1714.3951416015625,21,2018-01-01,31,R_A5,0,306.7843933105469,1.0,0.0,306.7843933105469,17,19
STANDARD,1715.7628173828125,21,2018-01-01,31,R_A5,0,306.75689697265625,1.0,0.0,306.75689697265625,18,27
STANDARD,1718.098388671875,21,2018-01-01,31,R_A5,0,306.978271484375,1.0,0.0,306.978271484375,19,28
STANDARD,1720.43408203125,21,2018-01-01,31,R_A5,0,307.5054016113281,1.0,0.0,307.5054016113281,20,29
STANDARD,1722.7696533203125,21,2018-01-01,31,R_A5,0,307.7267761230469,1.0,0.0,307.7267761230469,21,30
STANDARD,1725.105224609375,21,2018-01-01,31,R_A5,0,307.9481506347656,1.0,0.0,307.9481506347656,22,31
STANDARD,1695.20263671875,42,2018-01-01,17,R_A6,0,305.11419677734375,1.0,0.0,305.11419677734375,1,1
STANDARD,1696.7510986328125,42,2018-01-01,17,R_A6,0,304.9618835449219,1.0,0.0,304.9618835449219,2,2
STANDARD,1698.299560546875,42,2018-01-01,17,R_A6,0,305.4076843261719,1.0,0.0,305.4076843261719,3,3
STANDARD,1699.84814453125,42,2018-01-01,17,R_A6,0,305.554443359375,1.0,0.0,305.554443359375,4,4
STANDARD,1701.3966064453125,42,2018-01-01,17,R_A6,0,305.7012023925781,1.0,0.0,305.7012023925781,5,5
STANDARD,1702.9451904296875,42,2018-01-01,17,R_A6,0,305.84796142578125,1.0,0.0,305.84796142578125,6,6
STANDARD,1704.49365234375,42,2018-01-01,17,R_A6,0,305.6956481933594,1.0,0.0,305.6956481933594,7,7
STANDARD,1706.042236328125,42,2018-01-01,17,R_A6,0,305.8424072265625,1.0,0.0,305.8424072265625,8,8
STANDARD,1707.5906982421875,42,2018-01-01,17,R_A6,0,306.2882080078125,1.0,0.0,306.2882080078125,9,9
STANDARD,1709.1392822265625,42,2018-01-01,17,R_A6,0,306.1291809082031,1.0,0.0,306.1291809082031,10,10
STANDARD,1711.055419921875,42,2018-01-01,17,R_A6,0,306.3109130859375,1.0,0.0,306.3109130859375,11,11
STANDARD,1713.3392333984375,42,2018-01-01,17,R_A6,0,306.52734375,1.0,0.0,306.52734375,12,12
STANDARD,1715.623046875,42,2018-01-01,17,R_A6,0,306.7557678222656,1.0,0.0,306.7557678222656,13,13
STANDARD,1717.9068603515625,42,2018-01-01,17,R_A6,0,306.9721984863281,1.0,0.0,306.9721984863281,14,14
STANDARD,1720.190673828125,42,2018-01-01,17,R_A6,0,307.18865966796875,1.0,0.0,307.18865966796875,15,15
STANDARD,1722.474365234375,42,2018-01-01,17,R_A6,0,307.55010986328125,1.0,0.0,307.55010986328125,16,16
STANDARD,1724.7581787109375,42,2018-01-01,17,R_A6,0,307.7665710449219,1.0,0.0,307.7665710449219,17,17
STANDARD,1726.394287109375,42,2018-01-01,17,R_A6,0,307.921630859375,1.0,0.0,307.921630859375,18,18
STANDARD,1727.7508544921875,42,2018-01-01,17,R_A6,0,307.8930969238281,1.0,0.0,307.8930969238281,19,27
STANDARD,1729.4755859375,42,2018-01-01,17,R_A6,0,308.3623352050781,1.0,0.0,308.3623352050781,20,28
STANDARD,1731.2001953125,42,2018-01-01,17,R_A6,0,308.52581787109375,1.0,0.0,308.52581787109375,21,29
STANDARD,1732.9249267578125,42,2018-01-01,17,R_A6,0,308.68927001953125,1.0,0.0,308.68927001953125,22,30
STANDARD,1734.649658203125,42,2018-01-01,17,R_A6,0,308.5469665527344,1.0,0.0,308.5469665527344,23,31
STANDARD,1641.094970703125,30,2018-03-01,22,R_A2,0,298.9718017578125,0.057652004063129425,0.0,298.9718017578125,1,1
STANDARD,1642.8890380859375,30,2018-03-01,22,R_A2,0,299.0920715332031,0.058558106422424316,0.0,299.0920715332031,2,2
STANDARD,1644.68310546875,30,2018-03-01,22,R_A2,0,299.21234130859375,0.061208005994558334,0.0,299.21234130859375,3,3
STANDARD,1646.4771728515625,30,2018-03-01,22,R_A2,0,299.3326110839844,0.0663917288184166,0.0,299.3326110839844,4,4
STANDARD,1648.2713623046875,30,2018-03-01,22,R_A2,0,299.452880859375,0.06882797181606293,0.0,299.452880859375,5,5
STANDARD,1650.0654296875,30,2018-03-01,22,R_A2,0,299.5896301269531,0.31204476952552795,0.0,299.5896301269531,6,6
STANDARD,1651.859619140625,30,2018-03-01,22,R_A2,0,299.7131652832031,0.8978020548820496,0.0,299.7131652832031,7,7
STANDARD,1653.6536865234375,30,2018-03-01,22,R_A2,0,299.8363037109375,0.8618048429489136,0.0,299.8363037109375,8,8
STANDARD,1655.44775390625,30,2018-03-01,22,R_A2,0,299.99298095703125,0.9104812145233154,0.0,299.99298095703125,9,9
STANDARD,1657.2418212890625,30,2018-03-01,22,R_A2,0,300.0995788574219,0.9083487391471863,0.0,300.0995788574219,10,10
STANDARD,1659.1368408203125,30,2018-03-01,22,R_A2,0,300.1278381347656,0.07612162828445435,0.0,300.1278381347656,11,11
STANDARD,1661.132568359375,30,2018-03-01,22,R_A2,0,300.253173828125,0.07947101444005966,0.0,300.253173828125,12,12
STANDARD,1663.12841796875,30,2018-03-01,22,R_A2,0,300.41009521484375,0.44913288950920105,0.0,300.41009521484375,13,13
STANDARD,1665.1241455078125,30,2018-03-01,22,R_A2,0,300.54583740234375,0.5072942972183228,0.0,300.54583740234375,14,14
STANDARD,1667.1199951171875,30,2018-03-01,22,R_A2,0,300.6830749511719,0.6860355734825134,0.0,300.6830749511719,15,15
STANDARD,1669.11572265625,30,2018-03-01,22,R_A2,0,300.81732177734375,0.9714536666870117,0.0,300.81732177734375,16,16
STANDARD,1671.111572265625,30,2018-03-01,22,R_A2,0,300.9516906738281,0.9485089778900146,0.0,300.9516906738281,17,17
STANDARD,1672.9881591796875,30,2018-03-01,22,R_A2,0,301.0777587890625,0.9796212315559387,0.0,301.0777587890625,18,18
STANDARD,1674.229736328125,29,2018-03-01,22,R_A2,0,301.0991516113281,0.9940499663352966,0.0,301.0991516113281,19,18
STANDARD,1676.1676025390625,29,2018-03-01,22,R_A2,0,300.5250244140625,0.6483205556869507,0.0,300.5250244140625,20,27
STANDARD,1677.9368896484375,29,2018-03-01,22,R_A2,0,303.4559631347656,1.0,6.81878717308541e-15,303.4559631347656,21,28
STANDARD,1679.7061767578125,29,2018-03-01,22,R_A2,0,303.6210021972656,1.0,2.9266684511112953e-15,303.6210021972656,22,29
STANDARD,1681.4754638671875,29,2018-03-01,22,R_A2,0,303.7908020019531,1.0,1.9256955242647616e-15,303.7908020019531,23,30
STANDARD,1683.2447509765625,29,2018-03-01,22,R_A2,0,303.9669494628906,1.0,1.1913511785686834e-16,303.9669494628906,24,31
STANDARD,1685.026611328125,20,2018-04-28,31,R_A5,0,280.35772705078125,1.0,4.154221671520686e-12,280.35772705078125,1,1
STANDARD,1687.3070068359375,20,2018-04-28,31,R_A5,0,280.5736389160156,1.0,3.837501497128137e-12,280.5736389160156,2,2
STANDARD,1689.5875244140625,20,2018-04-28,31,R_A5,0,280.78955078125,1.0,3.645399520441073e-12,280.78955078125,3,3
STANDARD,1691.8680419921875,20,2018-04-28,31,R_A5,0,281.0055236816406,1.0,4.063169072032746e-12,281.0055236816406,4,4
STANDARD,1694.1485595703125,20,2018-04-28,31,R_A5,0,281.2214660644531,1.0,3.965563988295173e-12,281.2214660644531,5,5
STANDARD,1696.4290771484375,20,2018-04-28,31,R_A5,0,281.4373779296875,1.0,3.79334324368541e-12,281.4373779296875,6,6
STANDARD,1698.70947265625,20,2018-04-28,31,R_A5,0,281.98760986328125,1.0,1.8649270766991216e-13,281.98760986328125,7,7
STANDARD,1707.6488037109375,20,2018-04-28,31,R_A5,0,280.2601623535156,1.0,-2.116708718025162e-11,280.2601623535156,8,11
STANDARD,1709.5638427734375,20,2018-04-28,31,R_A5,0,280.4239807128906,1.0,-1.8781805971590515e-11,280.4239807128906,9,12
STANDARD,1701.7845458984375,21,2018-04-28,31,R_A5,0,278.6775817871094,1.0,-2.0393707556021212e-10,278.6775817871094,10,12
STANDARD,1703.735107421875,21,2018-04-28,31,R_A5,0,278.8710632324219,1.0,-7.499746483563552e-12,278.8710632324219,11,13
STANDARD,1705.6856689453125,21,2018-04-28,31,R_A5,0,279.0513610839844,1.0,-4.2080509216058104e-11,279.0513610839844,12,14
STANDARD,1707.63623046875,21,2018-04-28,31,R_A5,0,279.22662353515625,1.0,-1.860870138536974e-11,279.22662353515625,13,15
STANDARD,1709.5867919921875,21,2018-04-28,31,R_A5,0,279.5235595703125,1.0,-1.41903580899716e-11,279.5235595703125,14,16
STANDARD,1711.537353515625,21,2018-04-28,31,R_A5,0,279.6273193359375,1.0,-4.426615757974206e-12,279.6273193359375,15,17
STANDARD,1713.35400390625,21,2018-04-28,31,R_A5,0,279.71160888671875,1.0,-9.142719567534208e-12,279.71160888671875,16,18
STANDARD,1714.3951416015625,21,2018-04-28,31,R_A5,0,279.7682189941406,1.0,0.0,279.7682189941406,17,19
STANDARD,1715.7628173828125,21,2018-04-28,31,R_A5,0,279.73187255859375,1.0,-2.9422980978716096e-13,279.73187255859375,18,27
STANDARD,1718.098388671875,21,2018-04-28,31,R_A5,0,279.9521789550781,1.0,-5.576407391405525e-13,279.9521789550781,19,28
STANDARD,1720.43408203125,21,2018-04-28,31,R_A5,0,284.859130859375,1.0,-2.276158222999708e-20,284.859130859375,20,29
STANDARD,1722.7696533203125,21,2018-04-28,31,R_A5,0,280.3558349609375,1.0,-2.4638355196595026e-19,280.3558349609375,21,30
STANDARD,1725.105224609375,21,2018-04-28,31,R_A5,0,291.6289367675781,1.0,-3.1246189292277147e-19,291.6289367675781,22,31
STANDARD,1609.243408203125,41,2018-07-03,28,R_A3,0,278.6669616699219,0.6494132876396179,0.0,278.6669616699219,1,1
STANDARD,1611.3077392578125,41,2018-07-03,28,R_A3,0,278.8009338378906,0.19839097559452057,0.0,278.8009338378906,2,2
STANDARD,1613.3720703125,41,2018-07-03,28,R_A3,0,278.9385986328125,0.19403484463691711,0.0,278.9385986328125,3,3
STANDARD,1615.4365234375,41,2018-07-03,28,R_A3,0,279.0762634277344,0.25594958662986755,0.0,279.0762634277344,4,4
STANDARD,1617.5008544921875,41,2018-07-03,28,R_A3,0,279.2436828613281,0.8272715210914612,0.0,279.2436828613281,5,5
STANDARD,1619.565185546875,41,2018-07-03,28,R_A3,0,279.3014831542969,0.6508168578147888,0.0,279.3014831542969,6,6
STANDARD,1609.3663330078125,41,2018-07-03,29,R_A3,0,278.6011657714844,0.6509888172149658,0.0,278.6011657714844,7,6
STANDARD,1611.4163818359375,41,2018-07-03,29,R_A3,0,278.7521057128906,0.19961702823638916,0.0,278.7521057128906,8,7
STANDARD,1613.46630859375,41,2018-07-03,29,R_A3,0,278.8888854980469,0.2023138701915741,0.0,278.8888854980469,9,8
STANDARD,1615.516357421875,41,2018-07-03,29,R_A3,0,279.1385498046875,0.8018045425415039,0.0,279.1385498046875,10,9
STANDARD,1617.5662841796875,41,2018-07-03,29,R_A3,0,283.0072326660156,0.7984915971755981,0.0,283.0072326660156,11,10
STANDARD,1619.750732421875,41,2018-07-03,29,R_A3,0,283.8883056640625,0.04776125028729439,0.0,283.8883056640625,12,11
STANDARD,1622.0697021484375,41,2018-07-03,29,R_A3,0,284.04315185546875,0.0547606535255909,0.0,284.04315185546875,13,12
STANDARD,1624.388671875,41,2018-07-03,29,R_A3,0,284.1983947753906,0.37011006474494934,0.0,284.1983947753906,14,13
STANDARD,1629.026611328125,41,2018-07-03,29,R_A3,0,284.3909912109375,0.40284714102745056,0.0,284.3909912109375,15,15
STANDARD,1630.9468994140625,41,2018-07-03,29,R_A3,0,284.50384521484375,0.8048915266990662,0.0,284.50384521484375,16,16
STANDARD,1633.5262451171875,41,2018-07-03,29,R_A3,0,284.4303283691406,0.6540609002113342,0.0,284.4303283691406,17,27
STANDARD,1637.1630859375,41,2018-07-03,29,R_A3,0,284.65484619140625,0.046736158430576324,0.0,284.65484619140625,18,28
STANDARD,1640.8001708984375,41,2018-07-03,29,R_A3,0,284.89776611328125,0.05473461002111435,0.0,284.89776611328125,19,29
STANDARD,1644.4371337890625,41,2018-07-03,29,R_A3,0,288.0583801269531,1.0,3.0058312609770876e-13,288.0583801269531,20,30
STANDARD,1648.0740966796875,41,2018-07-03,29,R_A3,0,285.3900146484375,0.06266380101442337,0.0,285.3900146484375,21,31
STANDARD,1631.1873779296875,52,2018-09-12,30,R_A4,0,276.4136657714844,0.049811746925115585,0.0,276.4136657714844,1,1
STANDARD,1627.4293212890625,52,2018-09-12,31,R_A4,0,276.28564453125,0.04988151416182518,0.0,276.28564453125,2,1
STANDARD,1629.4896240234375,52,2018-09-12,31,R_A4,0,276.42291259765625,0.05139630660414696,0.0,276.42291259765625,3,2
STANDARD,1631.5498046875,52,2018-09-12,31,R_A4,0,276.5601806640625,0.0538780651986599,0.0,276.5601806640625,4,3
STANDARD,1633.610107421875,52,2018-09-12,31,R_A4,0,276.6973876953125,0.058509912341833115,0.0,276.6973876953125,5,4
STANDARD,1632.3968505859375,52,2018-09-12,32,R_A4,0,276.71099853515625,0.056504491716623306,0.0,276.71099853515625,6,4
STANDARD,1635.880615234375,51,2018-09-12,32,R_A4,0,276.9000244140625,0.05918039381504059,0.0,276.9000244140625,7,4
STANDARD,1637.321044921875,51,2018-09-12,33,R_A4,0,277.08245849609375,0.09312288463115692,0.0,277.08245849609375,8,4
STANDARD,1635.474609375,51,2018-09-12,33,R_A4,0,276.9597473144531,0.1683572381734848,0.0,276.9597473144531,9,3
STANDARD,1642.1485595703125,50,2018-09-12,33,R_A4,0,277.12420654296875,0.19130133092403412,0.0,277.12420654296875,10,4
STANDARD,1641.132080078125,50,2018-09-12,34,R_A4,0,277.1548156738281,0.16115525364875793,0.0,277.1548156738281,11,4
STANDARD,1639.20703125,50,2018-09-12,34,R_A4,0,277.0267639160156,0.2544558346271515,0.0,277.0267639160156,12,3
STANDARD,1640.9061279296875,50,2018-09-12,35,R_A4,0,277.3262939453125,0.1699952781200409,0.0,277.3262939453125,13,3
STANDARD,1639.0426025390625,50,2018-09-12,35,R_A4,0,277.2027893066406,0.23142047226428986,0.0,277.2027893066406,14,2
STANDARD,1641.93212890625,49,2018-09-12,35,R_A4,0,277.15692138671875,0.23856006562709808,0.0,277.15692138671875,15,2
STANDARD,1642.357421875,49,2018-09-12,36,R_A4,0,282.1325988769531,0.8377887010574341,0.0,282.1325988769531,16,30
STANDARD,1639.6068115234375,48,2018-09-12,36,R_A4,0,275.2386779785156,0.656146764755249,0.0,275.2386779785156,17,30
STANDARD,1646.7513427734375,48,2018-09-12,37,R_A4,0,278.02978515625,0.8316221237182617,0.0,278.02978515625,18,30
STANDARD,1653.461669921875,48,2018-09-12,38,R_A4,0,277.43743896484375,0.7018778920173645,0.0,277.43743896484375,19,30
STANDARD,1657.8184814453125,47,2018-09-12,38,R_A4,0,278.39459228515625,0.8442142009735107,0.0,278.39459228515625,20,30
STANDARD,1695.20263671875,42,2018-11-07,17,R_A6,0,274.52081298828125,1.0,-9.346728252479508e-12,274.52081298828125,1,1
STANDARD,1696.7510986328125,42,2018-11-07,17,R_A6,0,274.3679504394531,1.0,-2.347650893130826e-11,274.3679504394531,2,2
STANDARD,1698.299560546875,42,2018-11-07,17,R_A6,0,274.8382263183594,1.0,-3.8227386534028795e-11,274.8382263183594,3,3
STANDARD,1699.84814453125,42,2018-11-07,17,R_A6,0,274.972412109375,1.0,-3.19568292184505e-13,274.972412109375,4,4
STANDARD,1701.3966064453125,42,2018-11-07,17,R_A6,0,275.1039733886719,1.0,-3.532709606617057e-13,275.1039733886719,5,5
STANDARD,1702.9451904296875,42,2018-11-07,17,R_A6,0,275.2409973144531,1.0,-1.421729834555352e-11,275.2409973144531,6,6
STANDARD,1704.49365234375,42,2018-11-07,17,R_A6,0,275.0880432128906,1.0,-2.210581544204171e-11,275.0880432128906,7,7
STANDARD,1706.042236328125,42,2018-11-07,17,R_A6,0,275.2383117675781,1.0,-4.445193345359311e-12,275.2383117675781,8,8
STANDARD,1707.5906982421875,42,2018-11-07,17,R_A6,0,275.6863708496094,1.0,-5.127600275801891e-13,275.6863708496094,9,9
STANDARD,1709.1392822265625,42,2018-11-07,17,R_A6,0,275.5299072265625,1.0,-2.7720844716916382e-11,275.5299072265625,10,10
STANDARD,1711.055419921875,42,2018-11-07,17,R_A6,0,275.6039733886719,1.0,-5.162727884089335e-12,275.6039733886719,11,11
STANDARD,1713.3392333984375,42,2018-11-07,17,R_A6,0,275.82012939453125,1.0,-6.033751514915309e-13,275.82012939453125,12,12
STANDARD,1715.623046875,42,2018-11-07,17,R_A6,0,276.0481262207031,1.0,-3.085022065281787e-14,276.0481262207031,13,13
STANDARD,1717.9068603515625,42,2018-11-07,17,R_A6,0,276.2638854980469,1.0,-2.1305292667345328e-14,276.2638854980469,14,14
STANDARD,1720.190673828125,42,2018-11-07,17,R_A6,0,276.47589111328125,1.0,-1.1575766556512924e-14,276.47589111328125,15,15
STANDARD,1722.474365234375,42,2018-11-07,17,R_A6,0,276.824951171875,1.0,-3.1007669678152338e-15,276.824951171875,16,16
STANDARD,1724.7581787109375,42,2018-11-07,17,R_A6,0,277.02728271484375,1.0,-4.400132873078749e-15,277.02728271484375,17,17
