order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time
0,460994.9,5933813.29,1697.9,1648.9,Valysar,298.81915283203125,0.05847843363881111,0.0,0.9415215663611889,True,True,21,29,2,R_A2,2018-03-01
0,462753.44,5932869.64,1673.4,1624.4,Therys,296.3686828613281,0.052895620465278625,0.0,0.9471043795347214,True,True,28,40,11,R_A3,2018-07-03
1,462753.44,5932869.64,1690.7,1641.7,Volon,285.14697265625,0.049665939062833786,0.0,0.9503340609371662,True,True,28,40,26,R_A3,2018-07-03
0,464008.822,5931878.919,2578.7,1634.538,Valysar,282.1223449707031,0.056439511477947235,0.0,0.9435604885220528,True,True,31,50,3,R_A4,2018-09-12
1,464291.761,5932429.155,3197.5,1643.655,Volon,277.20416259765625,0.3264755308628082,0.0,0.6735244691371918,True,True,35,48,27,R_A4,2018-09-12
0,461519.21,5935692.65,1737.8,1688.8,Valysar,284.2672119140625,1.0,-3.0220831392924197e-10,3.0220831392924197e-10,True,True,30,19,3,R_A5,2018-04-28
1,461519.21,5935692.65,1769.1,1720.1,Volon,282.67724609375,1.0,-3.3945144872066235e-13,3.3945144872066235e-13,True,True,30,20,25,R_A5,2018-04-28
0,461292.74,5931883.26,1759.9,1710.9,Therys,281.3177490234375,1.0,-1.8491057643399422e-11,1.8491057643399422e-11,True,True,16,41,10,R_A6,2018-11-07
1,461292.74,5931883.26,1777.4,1728.4,Volon,283.8968811035156,1.0,4.861041446755851e-14,-4.861041446755851e-14,True,True,16,41,25,R_A6,2018-11-07
