ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,261720844.38,39926688.79,29301083.11,18428353.84
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,227537532.14,37849212.82,28183467.72,17725451.1
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,127802795.71,24750707.68,19816792.23,12463391.12
LowerReek,2,0.0,0.0,0.0,0.0
