DATE,SWAT,CONBPRES,WELLMODEL,PRESSURE,CONIDX,SGAS,CONIPOS,CONJPOS,CONKPOS,DRAWDOWN,WELL,DEPTH
2018-01-01,0.1356969177722931,300.5752258300781,STANDARD,300.5752258300781,1,0.0,22,30,1,0,R_A2,1640.4737548828125
2018-01-01,0.21008563041687012,300.6999206542969,STANDARD,300.6999206542969,2,0.0,22,30,2,0,R_A2,1642.333251953125
2018-01-01,0.06375950574874878,300.8246154785156,STANDARD,300.8246154785156,3,0.0,22,30,3,0,R_A2,1644.1927490234375
2018-01-01,0.07048655301332474,300.9493103027344,STANDARD,300.9493103027344,4,0.0,22,30,4,0,R_A2,1646.05224609375
2018-01-01,0.13952608406543732,301.073974609375,STANDARD,301.073974609375,5,0.0,22,30,5,0,R_A2,1647.91162109375
2018-01-01,0.6948686838150024,301.19866943359375,STANDARD,301.19866943359375,6,0.0,22,30,6,0,R_A2,1649.7711181640625
2018-01-01,0.8984036445617676,301.3233947753906,STANDARD,301.3233947753906,7,0.0,22,30,7,0,R_A2,1651.630615234375
2018-01-01,0.8823149800300598,301.4480895996094,STANDARD,301.4480895996094,8,0.0,22,30,8,0,R_A2,1653.4901123046875
2018-01-01,0.9330973625183105,301.5727844238281,STANDARD,301.5727844238281,9,0.0,22,30,9,0,R_A2,1655.349609375
2018-01-01,0.9455339312553406,301.697509765625,STANDARD,301.697509765625,10,0.0,22,30,10,0,R_A2,1657.2091064453125
2018-01-01,0.0815819501876831,301.8308410644531,STANDARD,301.8308410644531,11,0.0,22,30,11,0,R_A2,1659.19677734375
2018-01-01,0.08615624159574509,301.9727478027344,STANDARD,301.9727478027344,12,0.0,22,30,12,0,R_A2,1661.3126220703125
2018-01-01,0.47670018672943115,302.1146545410156,STANDARD,302.1146545410156,13,0.0,22,30,13,0,R_A2,1663.428466796875
2018-01-01,0.5479702949523926,302.256591796875,STANDARD,302.256591796875,14,0.0,22,30,14,0,R_A2,1665.5443115234375
2018-01-01,0.7213180065155029,302.3985290527344,STANDARD,302.3985290527344,15,0.0,22,30,15,0,R_A2,1667.66015625
2018-01-01,0.9860563278198242,302.54046630859375,STANDARD,302.54046630859375,16,0.0,22,30,16,0,R_A2,1669.776123046875
2018-01-01,0.9732952117919922,302.6824035644531,STANDARD,302.6824035644531,17,0.0,22,30,17,0,R_A2,1671.8919677734375
2018-01-01,0.9969046115875244,302.8177490234375,STANDARD,302.8177490234375,18,0.0,22,30,18,0,R_A2,1673.9095458984375
2018-01-01,1.0,302.9908447265625,STANDARD,302.9908447265625,19,0.0,22,30,25,0,R_A2,1676.0224609375
2018-01-01,1.0,303.1355895996094,STANDARD,303.1355895996094,20,0.0,22,29,25,0,R_A2,1677.5499267578125
2018-01-01,1.0,303.6130676269531,STANDARD,303.6130676269531,21,0.0,22,29,26,0,R_A2,1679.361572265625
2018-01-01,1.0,303.78472900390625,STANDARD,303.78472900390625,22,0.0,22,29,27,0,R_A2,1681.17333984375
2018-01-01,1.0,303.9564208984375,STANDARD,303.9564208984375,23,0.0,22,29,28,0,R_A2,1682.985107421875
2018-01-01,1.0,304.1280822753906,STANDARD,304.1280822753906,24,0.0,22,29,29,0,R_A2,1684.7967529296875
2018-01-01,0.6481541991233826,298.543701171875,STANDARD,298.543701171875,1,0.0,28,41,1,0,R_A3,1610.1676025390625
2018-01-01,0.19863361120224,298.67828369140625,STANDARD,298.67828369140625,2,0.0,28,41,2,0,R_A3,1612.1756591796875
2018-01-01,0.19601765275001526,298.8128662109375,STANDARD,298.8128662109375,3,0.0,28,41,3,0,R_A3,1614.18359375
2018-01-01,0.6481541991233826,298.94744873046875,STANDARD,298.94744873046875,4,0.0,28,41,4,0,R_A3,1616.191650390625
2018-01-01,0.6481541991233826,299.08203125,STANDARD,299.08203125,5,0.0,28,41,5,0,R_A3,1618.19970703125
2018-01-01,0.2320108860731125,299.21661376953125,STANDARD,299.21661376953125,6,0.0,28,41,6,0,R_A3,1620.2076416015625
2018-01-01,0.18928983807563782,298.4077453613281,STANDARD,298.4077453613281,7,0.0,29,41,6,0,R_A3,1608.138916015625
2018-01-01,0.19785167276859283,298.54833984375,STANDARD,298.54833984375,8,0.0,29,41,7,0,R_A3,1610.23681640625
2018-01-01,0.12661783397197723,298.6889343261719,STANDARD,298.6889343261719,9,0.0,29,41,8,0,R_A3,1612.3348388671875
2018-01-01,0.8011603951454163,298.8295593261719,STANDARD,298.8295593261719,10,0.0,29,41,9,0,R_A3,1614.4327392578125
2018-01-01,0.7985513210296631,298.97015380859375,STANDARD,298.97015380859375,11,0.0,29,41,10,0,R_A3,1616.53076171875
2018-01-01,0.048600807785987854,299.12396240234375,STANDARD,299.12396240234375,12,0.0,29,41,11,0,R_A3,1618.8251953125
2018-01-01,0.05683130398392677,299.2909240722656,STANDARD,299.2909240722656,13,0.0,29,41,12,0,R_A3,1621.3160400390625
2018-01-01,0.37967371940612793,299.4578857421875,STANDARD,299.4578857421875,14,0.0,29,41,13,0,R_A3,1623.8070068359375
2018-01-01,0.3592315912246704,299.6248474121094,STANDARD,299.6248474121094,15,0.0,29,41,14,0,R_A3,1626.2979736328125
2018-01-01,0.8039049506187439,299.7918395996094,STANDARD,299.7918395996094,16,0.0,29,41,15,0,R_A3,1628.788818359375
2018-01-01,0.8025074005126953,299.9040832519531,STANDARD,299.9040832519531,17,0.0,29,41,16,0,R_A3,1630.463134765625
2018-01-01,0.6481541991233826,300.0552062988281,STANDARD,300.0552062988281,18,0.0,29,41,25,0,R_A3,1632.71728515625
2018-01-01,0.04510914534330368,300.2999267578125,STANDARD,300.2999267578125,19,0.0,29,41,26,0,R_A3,1636.36767578125
2018-01-01,0.08717171847820282,300.544677734375,STANDARD,300.544677734375,20,0.0,29,41,27,0,R_A3,1640.0179443359375
2018-01-01,0.662708044052124,300.7894287109375,STANDARD,300.7894287109375,21,0.0,29,41,28,0,R_A3,1643.668212890625
2018-01-01,0.06362496316432953,301.0342102050781,STANDARD,301.0342102050781,22,0.0,29,41,29,0,R_A3,1647.318603515625
2018-01-01,0.0586753748357296,300.42034912109375,STANDARD,300.42034912109375,1,0.0,30,52,1,0,R_A4,1638.1636962890625
2018-01-01,0.10348702222108841,299.85931396484375,STANDARD,299.85931396484375,2,0.0,31,52,1,0,R_A4,1629.7955322265625
2018-01-01,0.054601360112428665,299.9892272949219,STANDARD,299.9892272949219,3,0.0,31,52,2,0,R_A4,1631.7332763671875
2018-01-01,0.05762651935219765,300.119140625,STANDARD,300.119140625,4,0.0,31,52,3,0,R_A4,1633.6710205078125
2018-01-01,0.05549457296729088,299.9072265625,STANDARD,299.9072265625,5,0.0,32,52,3,0,R_A4,1630.51025390625
2018-01-01,0.08252444863319397,300.3635559082031,STANDARD,300.3635559082031,6,0.0,32,51,3,0,R_A4,1637.3165283203125
2018-01-01,0.6481541991233826,300.1885986328125,STANDARD,300.1885986328125,7,0.0,33,51,3,0,R_A4,1634.7071533203125
2018-01-01,0.059011537581682205,300.3089599609375,STANDARD,300.3089599609375,8,0.0,33,51,4,0,R_A4,1636.50244140625
2018-01-01,0.06793032586574554,300.83001708984375,STANDARD,300.83001708984375,9,0.0,33,50,4,0,R_A4,1644.273193359375
2018-01-01,0.08473264425992966,300.531982421875,STANDARD,300.531982421875,10,0.0,34,50,4,0,R_A4,1639.82861328125
2018-01-01,0.12012817710638046,300.39324951171875,STANDARD,300.39324951171875,11,0.0,35,50,4,0,R_A4,1637.75927734375
2018-01-01,0.05630945414304733,300.5293273925781,STANDARD,300.5293273925781,12,0.0,35,49,29,0,R_A4,1639.7891845703125
2018-01-01,0.17815615236759186,300.9136047363281,STANDARD,300.9136047363281,13,0.0,36,49,29,0,R_A4,1645.5201416015625
2018-01-01,0.6481541991233826,300.49835205078125,STANDARD,300.49835205078125,14,0.0,36,49,28,0,R_A4,1639.3271484375
2018-01-01,0.30813953280448914,300.3603515625,STANDARD,300.3603515625,15,0.0,36,48,28,0,R_A4,1637.2689208984375
2018-01-01,1.0,300.9091796875,STANDARD,300.9091796875,16,0.0,37,48,28,0,R_A4,1645.4539794921875
2018-01-01,1.0,301.4642028808594,STANDARD,301.4642028808594,17,0.0,38,48,28,0,R_A4,1653.7303466796875
2018-01-01,0.18970714509487152,301.0655517578125,STANDARD,301.0655517578125,18,0.0,38,48,27,0,R_A4,1647.7857666015625
2018-01-01,0.1889130026102066,301.5240173339844,STANDARD,301.5240173339844,19,0.0,38,47,27,0,R_A4,1654.622314453125
2018-01-01,1.0,303.8720703125,STANDARD,303.8720703125,1,0.0,31,20,1,0,R_A5,1685.3218994140625
2018-01-01,1.0,304.0896301269531,STANDARD,304.0896301269531,2,0.0,31,20,2,0,R_A5,1687.6177978515625
2018-01-01,1.0,304.3072204589844,STANDARD,304.3072204589844,3,0.0,31,20,3,0,R_A5,1689.913818359375
2018-01-01,1.0,304.5248107910156,STANDARD,304.5248107910156,4,0.0,31,20,4,0,R_A5,1692.2098388671875
2018-01-01,1.0,304.74237060546875,STANDARD,304.74237060546875,5,0.0,31,20,5,0,R_A5,1694.5057373046875
2018-01-01,1.0,304.9599609375,STANDARD,304.9599609375,6,0.0,31,20,6,0,R_A5,1696.8016357421875
2018-01-01,1.0,305.4833068847656,STANDARD,305.4833068847656,7,0.0,31,20,7,0,R_A5,1699.09765625
2018-01-01,1.0,305.40185546875,STANDARD,305.40185546875,8,0.0,31,20,8,0,R_A5,1701.3935546875
2018-01-01,1.0,306.0296936035156,STANDARD,306.0296936035156,9,0.0,31,20,11,0,R_A5,1708.0882568359375
2018-01-01,1.0,305.411865234375,STANDARD,305.411865234375,10,0.0,31,21,11,0,R_A5,1701.569091796875
2018-01-01,1.0,305.5965576171875,STANDARD,305.5965576171875,11,0.0,31,21,12,0,R_A5,1703.517822265625
2018-01-01,1.0,305.793212890625,STANDARD,305.793212890625,12,0.0,31,21,13,0,R_A5,1705.4666748046875
2018-01-01,1.0,305.9778747558594,STANDARD,305.9778747558594,13,0.0,31,21,14,0,R_A5,1707.4154052734375
2018-01-01,1.0,306.1625671386719,STANDARD,306.1625671386719,14,0.0,31,21,15,0,R_A5,1709.3641357421875
2018-01-01,1.0,306.4922790527344,STANDARD,306.4922790527344,15,0.0,31,21,16,0,R_A5,1711.3128662109375
2018-01-01,1.0,306.6769714355469,STANDARD,306.6769714355469,16,0.0,31,21,17,0,R_A5,1713.2615966796875
2018-01-01,1.0,306.8186340332031,STANDARD,306.8186340332031,17,0.0,31,21,18,0,R_A5,1714.75634765625
2018-01-01,1.0,306.81829833984375,STANDARD,306.81829833984375,18,0.0,31,21,25,0,R_A5,1716.41064453125
2018-01-01,1.0,307.02532958984375,STANDARD,307.02532958984375,19,0.0,31,21,26,0,R_A5,1718.5950927734375
2018-01-01,1.0,307.5381774902344,STANDARD,307.5381774902344,20,0.0,31,21,27,0,R_A5,1720.7796630859375
2018-01-01,1.0,307.7452087402344,STANDARD,307.7452087402344,21,0.0,31,21,28,0,R_A5,1722.9642333984375
2018-01-01,1.0,307.9522705078125,STANDARD,307.9522705078125,22,0.0,31,21,29,0,R_A5,1725.1488037109375
2018-01-01,1.0,305.08551025390625,STANDARD,305.08551025390625,1,0.0,17,42,1,0,R_A6,1694.8997802734375
2018-01-01,1.0,305.2325744628906,STANDARD,305.2325744628906,2,0.0,17,42,2,0,R_A6,1696.45166015625
2018-01-01,1.0,305.3796081542969,STANDARD,305.3796081542969,3,0.0,17,42,3,0,R_A6,1698.00341796875
