ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,26659892,4518469,2899900,2022245,284732166,0,0,0,0,0
Valysar,CentralSouth,72029867,12966069,9651838,6730710,947684016,0,0,0,0,0
Valysar,CentralNorth,27852490,4699934,3311106,2309000,325107233,0,0,0,0,0
Valysar,NorthHorst,4129245,547293,320969,197156,38622782,23082126,2527112,1594456,370803609,56733
Valysar,CentralRamp,14020779,2251864,1513900,1055718,148645116,0,0,0,0,0
Valysar,CentralHorst,85768144,13735306,10160298,7085284,997608068,0,0,0,0,0
Valysar,EastLowland,7700980,1152050,573935,400233,56352869,0,0,0,0,0
Therys,WestLowland,7618306,1398201,693953,483928,68137058,0,0,0,0,0
Therys,CentralSouth,16968016,4207489,2609522,1819750,256220840,0,0,0,0,0
Therys,CentralNorth,17650523,3386301,2018594,1407667,198199478,0,0,0,0,0
Therys,NorthHorst,8750585,1338702,543509,333851,65401386,13988280,2520528,1648100,383278996,58642
Therys,CentralRamp,7062807,1617245,1221272,851654,119912939,0,0,0,0,0
Therys,CentralHorst,27693729,6515093,5118927,3569685,502611589,0,0,0,0,0
Therys,EastLowland,662,124,57,40,5580,0,0,0,0,0
Volon,WestLowland,1091446,215064,166803,116320,16377866,0,0,0,0,0
Volon,CentralSouth,34192807,6355568,4575376,3190639,449241960,0,0,0,0,0
Volon,CentralNorth,5733886,867858,482749,336645,47399599,0,0,0,0,0
Volon,NorthHorst,4428960,892760,693297,425858,83425548,2247080,412325,347341,80777084,12359
Volon,CentralRamp,11690450,2071460,1542288,1075515,151432509,0,0,0,0,0
Volon,CentralHorst,82701034,13845568,10295205,7179362,1010854168,0,0,0,0,0
Volon,EastLowland,185464,20302,8860,6178,869927,0,0,0,0,0
