WELL,SGAS,DEPTH,CONKPOS,DRAWDOWN,CONJPOS,PRESSURE,CONIDX,SWAT,CONBPRES,DATE,WELLMODEL,CONIPOS
R_A2,0.0,1641.094970703125,1,0,30,300.6733093261719,1,0.05659883841872215,300.6733093261719,2018-01-01,STANDARD,22
R_A2,0.0,1642.8890380859375,2,0,30,300.7936096191406,2,0.057897210121154785,300.7936096191406,2018-01-01,STANDARD,22
R_A2,0.0,1644.68310546875,3,0,30,300.9139099121094,3,0.06060889735817909,300.9139099121094,2018-01-01,STANDARD,22
R_A2,0.0,1646.4771728515625,4,0,30,301.0342102050781,4,0.06530755013227463,301.0342102050781,2018-01-01,STANDARD,22
R_A2,0.0,1648.2713623046875,5,0,30,301.1545104980469,5,0.06916967034339905,301.1545104980469,2018-01-01,STANDARD,22
R_A2,0.0,1650.0654296875,6,0,30,301.27484130859375,6,0.3080350458621979,301.27484130859375,2018-01-01,STANDARD,22
R_A2,0.0,1651.859619140625,7,0,30,301.3951721191406,7,0.8966805338859558,301.3951721191406,2018-01-01,STANDARD,22
R_A2,0.0,1653.6536865234375,8,0,30,301.5154724121094,8,0.8801488876342773,301.5154724121094,2018-01-01,STANDARD,22
R_A2,0.0,1655.44775390625,9,0,30,301.63580322265625,9,0.9076734781265259,301.63580322265625,2018-01-01,STANDARD,22
R_A2,0.0,1657.2418212890625,10,0,30,301.7561340332031,10,0.9077416062355042,301.7561340332031,2018-01-01,STANDARD,22
R_A2,0.0,1659.1368408203125,11,0,30,301.88323974609375,11,0.07622610777616501,301.88323974609375,2018-01-01,STANDARD,22
R_A2,0.0,1661.132568359375,12,0,30,302.01708984375,12,0.08180969953536987,302.01708984375,2018-01-01,STANDARD,22
R_A2,0.0,1663.12841796875,13,0,30,302.1509704589844,13,0.4750072658061981,302.1509704589844,2018-01-01,STANDARD,22
R_A2,0.0,1665.1241455078125,14,0,30,302.28485107421875,14,0.512985348701477,302.28485107421875,2018-01-01,STANDARD,22
R_A2,0.0,1667.1199951171875,15,0,30,302.4187316894531,15,0.679781973361969,302.4187316894531,2018-01-01,STANDARD,22
R_A2,0.0,1669.11572265625,16,0,30,302.5526123046875,16,0.9705216884613037,302.5526123046875,2018-01-01,STANDARD,22
R_A2,0.0,1671.111572265625,17,0,30,302.6864929199219,17,0.9569120407104492,302.6864929199219,2018-01-01,STANDARD,22
R_A2,0.0,1672.9881591796875,18,0,30,302.8123779296875,18,0.9819161295890808,302.8123779296875,2018-01-01,STANDARD,22
R_A2,0.0,1674.229736328125,18,0,29,302.89569091796875,19,0.9946486949920654,302.89569091796875,2018-01-01,STANDARD,22
R_A2,0.0,1676.1676025390625,27,0,29,303.02569580078125,20,1.0,303.02569580078125,2018-01-01,STANDARD,22
R_A2,0.0,1677.9368896484375,28,0,29,303.47802734375,21,1.0,303.47802734375,2018-01-01,STANDARD,22
R_A2,0.0,1679.7061767578125,29,0,29,303.64569091796875,22,1.0,303.64569091796875,2018-01-01,STANDARD,22
R_A2,0.0,1681.4754638671875,30,0,29,303.8133544921875,23,1.0,303.8133544921875,2018-01-01,STANDARD,22
R_A2,0.0,1683.2447509765625,31,0,29,303.98101806640625,24,1.0,303.98101806640625,2018-01-01,STANDARD,22
R_A3,0.0,1609.243408203125,1,0,41,298.53814697265625,1,0.6481541991233826,298.53814697265625,2018-01-01,STANDARD,28
R_A3,0.0,1611.3077392578125,2,0,41,298.676513671875,2,0.1989089697599411,298.676513671875,2018-01-01,STANDARD,28
R_A3,0.0,1613.3720703125,3,0,41,298.8148498535156,3,0.19339895248413086,298.8148498535156,2018-01-01,STANDARD,28
R_A3,0.0,1615.4365234375,4,0,41,298.9532165527344,4,0.3768196403980255,298.9532165527344,2018-01-01,STANDARD,28
R_A3,0.0,1617.5008544921875,5,0,41,299.0915832519531,5,0.6481541991233826,299.0915832519531,2018-01-01,STANDARD,28
R_A3,0.0,1619.565185546875,6,0,41,299.2299499511719,6,0.11064504086971283,299.2299499511719,2018-01-01,STANDARD,28
R_A3,0.0,1609.3663330078125,6,0,41,298.54638671875,7,0.2853010296821594,298.54638671875,2018-01-01,STANDARD,29
R_A3,0.0,1611.4163818359375,7,0,41,298.68377685546875,8,0.1971457451581955,298.68377685546875,2018-01-01,STANDARD,29
R_A3,0.0,1613.46630859375,8,0,41,298.8211669921875,9,0.19843679666519165,298.8211669921875,2018-01-01,STANDARD,29
