DEPTH,WELL,SWAT,PRESSURE,SGAS,CONKPOS,CONIDX,CONIPOS,WELLMODEL,CONBPRES,DRAWDOWN,DATE,CONJPOS
1613.167236328125,R_A3,0.1254948377609253,298.7030029296875,0.0,2,2,28,STANDARD,298.7030029296875,0,2018-01-01,41
1615.222412109375,R_A3,0.15864649415016174,298.8407287597656,0.0,3,3,28,STANDARD,298.8407287597656,0,2018-01-01,41
1617.2774658203125,R_A3,0.3926743268966675,298.9784851074219,0.0,4,4,28,STANDARD,298.9784851074219,0,2018-01-01,41
1603.2926025390625,R_A3,0.8168050050735474,298.041259765625,0.0,5,5,29,STANDARD,298.041259765625,0,2018-01-01,41
1605.5780029296875,R_A3,0.6481541991233826,298.19439697265625,0.0,6,6,29,STANDARD,298.19439697265625,0,2018-01-01,41
1607.863525390625,R_A3,0.19795280694961548,298.3475646972656,0.0,7,7,29,STANDARD,298.3475646972656,0,2018-01-01,41
1610.1490478515625,R_A3,0.23854438960552216,298.500732421875,0.0,8,8,29,STANDARD,298.500732421875,0,2018-01-01,41
1612.4345703125,R_A3,0.8035759329795837,298.6539001464844,0.0,9,9,29,STANDARD,298.6539001464844,0,2018-01-01,41
1614.719970703125,R_A3,0.293321818113327,298.80706787109375,0.0,10,10,29,STANDARD,298.80706787109375,0,2018-01-01,41
1616.990478515625,R_A3,0.0493088960647583,298.959228515625,0.0,11,11,29,STANDARD,298.959228515625,0,2018-01-01,41
1619.24609375,R_A3,0.055744510143995285,299.11041259765625,0.0,12,12,29,STANDARD,299.11041259765625,0,2018-01-01,41
1621.5015869140625,R_A3,0.20928822457790375,299.2615966796875,0.0,13,13,29,STANDARD,299.2615966796875,0,2018-01-01,41
1623.757080078125,R_A3,0.400697261095047,299.41278076171875,0.0,14,14,29,STANDARD,299.41278076171875,0,2018-01-01,41
1626.0126953125,R_A3,0.35292765498161316,299.5639953613281,0.0,15,15,29,STANDARD,299.5639953613281,0,2018-01-01,41
1628.078369140625,R_A3,0.8064829111099243,299.70245361328125,0.0,16,16,29,STANDARD,299.70245361328125,0,2018-01-01,41
1629.524169921875,R_A3,0.8131738901138306,299.79937744140625,0.0,17,17,29,STANDARD,299.79937744140625,0,2018-01-01,41
1632.018798828125,R_A3,0.6549882888793945,299.96661376953125,0.0,26,18,29,STANDARD,299.96661376953125,0,2018-01-01,41
1635.9923095703125,R_A3,0.04657691344618797,300.2330017089844,0.0,27,19,29,STANDARD,300.2330017089844,0,2018-01-01,41
1639.9658203125,R_A3,0.05624326691031456,300.4994201660156,0.0,28,20,29,STANDARD,300.4994201660156,0,2018-01-01,41
1643.939453125,R_A3,0.813193142414093,300.765869140625,0.0,29,21,29,STANDARD,300.765869140625,0,2018-01-01,41
1647.9130859375,R_A3,0.06779178977012634,301.0323181152344,0.0,30,22,29,STANDARD,301.0323181152344,0,2018-01-01,41
1633.794921875,R_A4,0.05327540636062622,300.085693359375,0.0,1,1,30,STANDARD,300.085693359375,0,2018-01-01,52
1627.5003662109375,R_A4,0.05172566697001457,299.6636962890625,0.0,1,2,31,STANDARD,299.6636962890625,0,2018-01-01,52
1629.562744140625,R_A4,0.05367564782500267,299.8019714355469,0.0,2,3,31,STANDARD,299.8019714355469,0,2018-01-01,52
1631.625,R_A4,0.05493157356977463,299.9402160644531,0.0,3,4,31,STANDARD,299.9402160644531,0,2018-01-01,52
1633.6873779296875,R_A4,0.05554752051830292,300.0784912109375,0.0,4,5,31,STANDARD,300.0784912109375,0,2018-01-01,52
1628.25,R_A4,0.055710457265377045,299.7139587402344,0.0,4,6,32,STANDARD,299.7139587402344,0,2018-01-01,52
1640.1824951171875,R_A4,0.0662548840045929,300.5139465332031,0.0,4,7,32,STANDARD,300.5139465332031,0,2018-01-01,51
1638.40625,R_A4,0.06078710779547691,300.3948669433594,0.0,3,8,32,STANDARD,300.3948669433594,0,2018-01-01,51
1635.411376953125,R_A4,0.060637518763542175,300.1940612792969,0.0,3,9,33,STANDARD,300.1940612792969,0,2018-01-01,51
1649.0426025390625,R_A4,0.07694020867347717,301.1080627441406,0.0,3,10,33,STANDARD,301.1080627441406,0,2018-01-01,50
1641.860595703125,R_A4,0.0863911509513855,300.62646484375,0.0,3,11,34,STANDARD,300.62646484375,0,2018-01-01,50
1637.820068359375,R_A4,0.10446857661008835,300.3555603027344,0.0,3,12,35,STANDARD,300.3555603027344,0,2018-01-01,50
1636.041748046875,R_A4,0.2348872721195221,300.236328125,0.0,2,13,35,STANDARD,300.236328125,0,2018-01-01,50
1638.8038330078125,R_A4,0.058345895260572433,300.4215087890625,0.0,29,14,35,STANDARD,300.4215087890625,0,2018-01-01,49
1641.366943359375,R_A4,0.10201981663703918,300.5933837890625,0.0,29,15,36,STANDARD,300.5933837890625,0,2018-01-01,49
1641.304931640625,R_A4,0.09972549229860306,300.5892028808594,0.0,29,16,36,STANDARD,300.5892028808594,0,2018-01-01,48
1645.8575439453125,R_A4,0.14336957037448883,300.89447021484375,0.0,29,17,37,STANDARD,300.89447021484375,0,2018-01-01,48
1652.413818359375,R_A4,0.2836912274360657,301.3341369628906,0.0,29,18,38,STANDARD,301.3341369628906,0,2018-01-01,48
1657.02294921875,R_A4,0.2500125765800476,301.64324951171875,0.0,29,19,38,STANDARD,301.64324951171875,0,2018-01-01,47
1685.5654296875,R_A5,1.0,303.8951416015625,0.0,1,1,31,STANDARD,303.8951416015625,0,2018-01-01,20
1687.6033935546875,R_A5,1.0,304.0882568359375,0.0,2,2,31,STANDARD,304.0882568359375,0,2018-01-01,20
1689.6412353515625,R_A5,1.0,304.2814025878906,0.0,3,3,31,STANDARD,304.2814025878906,0,2018-01-01,20
1691.67919921875,R_A5,1.0,304.4745178222656,0.0,4,4,31,STANDARD,304.4745178222656,0,2018-01-01,20
1693.717041015625,R_A5,1.0,304.6676330566406,0.0,5,5,31,STANDARD,304.6676330566406,0,2018-01-01,20
1695.7548828125,R_A5,1.0,304.8607482910156,0.0,6,6,31,STANDARD,304.8607482910156,0,2018-01-01,20
1697.7928466796875,R_A5,1.0,305.05389404296875,0.0,7,7,31,STANDARD,305.05389404296875,0,2018-01-01,20
1699.188232421875,R_A5,1.0,305.1862487792969,0.0,11,8,31,STANDARD,305.1862487792969,0,2018-01-01,21
1701.1719970703125,R_A5,1.0,305.3742370605469,0.0,12,9,31,STANDARD,305.3742370605469,0,2018-01-01,21
1703.1558837890625,R_A5,1.0,305.57421875,0.0,13,10,31,STANDARD,305.57421875,0,2018-01-01,21
1705.1396484375,R_A5,1.0,305.76220703125,0.0,14,11,31,STANDARD,305.76220703125,0,2018-01-01,21
1707.12353515625,R_A5,1.0,305.9502258300781,0.0,15,12,31,STANDARD,305.9502258300781,0,2018-01-01,21
1709.1072998046875,R_A5,1.0,306.28326416015625,0.0,16,13,31,STANDARD,306.28326416015625,0,2018-01-01,21
1711.091064453125,R_A5,1.0,306.47125244140625,0.0,17,14,31,STANDARD,306.47125244140625,0,2018-01-01,21
1712.7613525390625,R_A5,1.0,306.6295471191406,0.0,18,15,31,STANDARD,306.6295471191406,0,2018-01-01,21
1713.580078125,R_A5,1.0,306.7071533203125,0.0,19,16,31,STANDARD,306.7071533203125,0,2018-01-01,21
1714.9111328125,R_A5,1.0,306.67620849609375,0.0,26,17,31,STANDARD,306.67620849609375,0,2018-01-01,21
1717.2926025390625,R_A5,1.0,306.9018859863281,0.0,27,18,31,STANDARD,306.9018859863281,0,2018-01-01,21
1719.6739501953125,R_A5,1.0,307.4333801269531,0.0,28,19,31,STANDARD,307.4333801269531,0,2018-01-01,21
1722.0552978515625,R_A5,1.0,307.6590881347656,0.0,29,20,31,STANDARD,307.6590881347656,0,2018-01-01,21
1724.436767578125,R_A5,1.0,307.884765625,0.0,30,21,31,STANDARD,307.884765625,0,2018-01-01,21
1695.4964599609375,R_A6,1.0,305.1420593261719,0.0,1,1,17,STANDARD,305.1420593261719,0,2018-01-01,42
1697.046875,R_A6,1.0,305.2889709472656,0.0,2,2,17,STANDARD,305.2889709472656,0,2018-01-01,42
1698.597412109375,R_A6,1.0,305.4359130859375,0.0,3,3,17,STANDARD,305.4359130859375,0,2018-01-01,42
1700.1478271484375,R_A6,1.0,305.5828552246094,0.0,4,4,17,STANDARD,305.5828552246094,0,2018-01-01,42
1701.6982421875,R_A6,1.0,305.72979736328125,0.0,5,5,17,STANDARD,305.72979736328125,0,2018-01-01,42
1703.248779296875,R_A6,1.0,305.8767395019531,0.0,6,6,17,STANDARD,305.8767395019531,0,2018-01-01,42
1704.79931640625,R_A6,1.0,305.724609375,0.0,7,7,17,STANDARD,305.724609375,0,2018-01-01,42
1706.3497314453125,R_A6,1.0,305.8715515136719,0.0,8,8,17,STANDARD,305.8715515136719,0,2018-01-01,42
1707.9002685546875,R_A6,1.0,306.3175354003906,0.0,9,9,17,STANDARD,306.3175354003906,0,2018-01-01,42
1709.4508056640625,R_A6,1.0,306.15869140625,0.0,10,10,17,STANDARD,306.15869140625,0,2018-01-01,42
1711.3563232421875,R_A6,1.0,306.33941650390625,0.0,11,11,17,STANDARD,306.33941650390625,0,2018-01-01,42
1713.6168212890625,R_A6,1.0,306.55364990234375,0.0,12,12,17,STANDARD,306.55364990234375,0,2018-01-01,42
1715.8773193359375,R_A6,1.0,306.77984619140625,0.0,13,13,17,STANDARD,306.77984619140625,0,2018-01-01,42
1718.137939453125,R_A6,1.0,306.9941101074219,0.0,14,14,17,STANDARD,306.9941101074219,0,2018-01-01,42
1720.3984375,R_A6,1.0,307.2083435058594,0.0,15,15,17,STANDARD,307.2083435058594,0,2018-01-01,42
1722.658935546875,R_A6,1.0,307.5675964355469,0.0,16,16,17,STANDARD,307.5675964355469,0,2018-01-01,42
1724.91943359375,R_A6,1.0,307.7818298339844,0.0,17,17,17,STANDARD,307.7818298339844,0,2018-01-01,42
1726.61865234375,R_A6,1.0,307.94287109375,0.0,18,18,17,STANDARD,307.94287109375,0,2018-01-01,42
1728.050537109375,R_A6,1.0,307.9215087890625,0.0,26,19,17,STANDARD,307.9215087890625,0,2018-01-01,42
1729.776611328125,R_A6,1.0,308.3908996582031,0.0,27,20,17,STANDARD,308.3908996582031,0,2018-01-01,42
1731.502685546875,R_A6,1.0,308.5544738769531,0.0,28,21,17,STANDARD,308.5544738769531,0,2018-01-01,42
1733.2288818359375,R_A6,1.0,308.71807861328125,0.0,29,22,17,STANDARD,308.71807861328125,0,2018-01-01,42
1734.9549560546875,R_A6,1.0,308.5758972167969,0.0,30,23,17,STANDARD,308.5758972167969,0,2018-01-01,42
1640.0487060546875,R_A2,0.05779444798827171,299.9876403808594,0.0,1,1,22,STANDARD,299.9876403808594,0,2018-03-01,30
1641.7174072265625,R_A2,0.05971924960613251,300.0995178222656,0.0,2,2,22,STANDARD,300.0995178222656,0,2018-03-01,30
1643.38623046875,R_A2,0.08161193132400513,300.2113952636719,0.0,3,3,22,STANDARD,300.2113952636719,0,2018-03-01,30
1645.054931640625,R_A2,0.06982062011957169,300.3232727050781,0.0,4,4,22,STANDARD,300.3232727050781,0,2018-03-01,30
1646.7236328125,R_A2,0.07409971952438354,300.4351501464844,0.0,5,5,22,STANDARD,300.4351501464844,0,2018-03-01,30
1648.392333984375,R_A2,0.3137155771255493,300.5515441894531,0.0,6,6,22,STANDARD,300.5515441894531,0,2018-03-01,30
1650.06103515625,R_A2,0.9043805599212646,300.6659240722656,0.0,7,7,22,STANDARD,300.6659240722656,0,2018-03-01,30
1651.7298583984375,R_A2,0.8915927410125732,300.7796630859375,0.0,8,8,22,STANDARD,300.7796630859375,0,2018-03-01,30
1653.3985595703125,R_A2,0.901067316532135,300.892822265625,0.0,9,9,22,STANDARD,300.892822265625,0,2018-03-01,30
1655.0673828125,R_A2,0.9214757084846497,301.0425720214844,0.0,10,10,22,STANDARD,301.0425720214844,0,2018-03-01,30
1656.89208984375,R_A2,0.0810529887676239,300.775146484375,0.0,11,11,22,STANDARD,300.775146484375,0,2018-03-01,30
1658.8729248046875,R_A2,0.07297404110431671,300.907958984375,0.0,12,12,22,STANDARD,300.907958984375,0,2018-03-01,30
1660.8536376953125,R_A2,0.4761687219142914,301.04095458984375,0.0,13,13,22,STANDARD,301.04095458984375,0,2018-03-01,30
1662.83447265625,R_A2,0.5345481038093567,301.1742858886719,0.0,14,14,22,STANDARD,301.1742858886719,0,2018-03-01,30
1664.815185546875,R_A2,0.9562766551971436,301.3074951171875,0.0,15,15,22,STANDARD,301.3074951171875,0,2018-03-01,30
1666.7960205078125,R_A2,0.9764851927757263,301.4405212402344,0.0,16,16,22,STANDARD,301.4405212402344,0,2018-03-01,30
1672.8291015625,R_A2,0.9999999403953552,301.8128967285156,-6.5590928244319e-09,16,17,22,STANDARD,301.8128967285156,0,2018-03-01,29
1674.9342041015625,R_A2,0.9999998211860657,302.1542663574219,-1.713487840504513e-08,17,18,22,STANDARD,302.1542663574219,0,2018-03-01,29
1676.593994140625,R_A2,0.9999999403953552,302.31158447265625,-7.804994872628868e-09,18,19,22,STANDARD,302.31158447265625,0,2018-03-01,29
1678.0673828125,R_A2,1.0,302.6808166503906,2.819572375058199e-13,26,20,22,STANDARD,302.6808166503906,0,2018-03-01,29
1679.799560546875,R_A2,1.0,302.6850891113281,2.3239547786158e-10,27,21,22,STANDARD,302.6850891113281,0,2018-03-01,29
1681.5316162109375,R_A2,1.0,302.8629455566406,1.4428197525617747e-10,28,22,22,STANDARD,302.8629455566406,0,2018-03-01,29
1683.263671875,R_A2,1.0,303.3794250488281,2.974676478616656e-16,29,23,22,STANDARD,303.3794250488281,0,2018-03-01,29
1684.995849609375,R_A2,1.0,303.8261413574219,1.8786174992308166e-17,30,24,22,STANDARD,303.8261413574219,0,2018-03-01,29
1685.5654296875,R_A5,1.0,284.5316162109375,-4.571274524818765e-14,1,1,31,STANDARD,284.5316162109375,0,2018-04-28,20
1687.6033935546875,R_A5,1.0,284.7245178222656,-4.377322275809191e-14,2,2,31,STANDARD,284.7245178222656,0,2018-04-28,20
1689.6412353515625,R_A5,1.0,284.91741943359375,-4.211604684250213e-14,3,3,31,STANDARD,284.91741943359375,0,2018-04-28,20
1691.67919921875,R_A5,1.0,285.1103210449219,-3.742873591898628e-14,4,4,31,STANDARD,285.1103210449219,0,2018-04-28,20
1693.717041015625,R_A5,1.0,285.3032531738281,-3.946978377813992e-14,5,5,31,STANDARD,285.3032531738281,0,2018-04-28,20
1695.7548828125,R_A5,1.0,285.4961853027344,-3.2251575677677904e-14,6,6,31,STANDARD,285.4961853027344,0,2018-04-28,20
1697.7928466796875,R_A5,1.0,285.68914794921875,-2.7014120243052178e-14,7,7,31,STANDARD,285.68914794921875,0,2018-04-28,20
1699.188232421875,R_A5,1.0,264.2553405761719,2.4686900185086303e-15,11,8,31,STANDARD,264.2553405761719,0,2018-04-28,21
1701.1719970703125,R_A5,1.0,264.4567565917969,2.891483549515299e-15,12,9,31,STANDARD,264.4567565917969,0,2018-04-28,21
1703.1558837890625,R_A5,1.0,264.6568298339844,9.75609703146196e-17,13,10,31,STANDARD,264.6568298339844,0,2018-04-28,21
1705.1396484375,R_A5,1.0,264.8452453613281,1.1890119117963834e-16,14,11,31,STANDARD,264.8452453613281,0,2018-04-28,21
1707.12353515625,R_A5,1.0,265.0372314453125,4.390464173965576e-18,15,12,31,STANDARD,265.0372314453125,0,2018-04-28,21
1709.1072998046875,R_A5,1.0,265.3858337402344,-6.7196856649066944e-18,16,13,31,STANDARD,265.3858337402344,0,2018-04-28,21
1711.091064453125,R_A5,1.0,265.6124572753906,-4.06144324187332e-17,17,14,31,STANDARD,265.6124572753906,0,2018-04-28,21
1712.7613525390625,R_A5,1.0,265.7978515625,-1.807085897707436e-16,18,15,31,STANDARD,265.7978515625,0,2018-04-28,21
1713.580078125,R_A5,1.0,265.8787536621094,0.0,19,16,31,STANDARD,265.8787536621094,0,2018-04-28,21
1714.9111328125,R_A5,1.0,266.2234191894531,-1.3461524053798172e-15,26,17,31,STANDARD,266.2234191894531,0,2018-04-28,21
1717.2926025390625,R_A5,1.0,266.43682861328125,-1.1003457734272241e-15,27,18,31,STANDARD,266.43682861328125,0,2018-04-28,21
1719.6739501953125,R_A5,1.0,268.058837890625,-4.899644092214177e-19,28,19,31,STANDARD,268.058837890625,0,2018-04-28,21
1722.0552978515625,R_A5,1.0,267.2085876464844,-5.625882335965453e-21,29,20,31,STANDARD,267.2085876464844,0,2018-04-28,21
1724.436767578125,R_A5,1.0,270.0165100097656,-3.4428890730728416e-23,30,21,31,STANDARD,270.0165100097656,0,2018-04-28,21
1611.112060546875,R_A3,0.2499207705259323,289.4925231933594,0.0,1,1,28,STANDARD,289.4925231933594,0,2018-07-03,41
1613.167236328125,R_A3,0.125654399394989,289.62982177734375,0.0,2,2,28,STANDARD,289.62982177734375,0,2018-07-03,41
1615.222412109375,R_A3,0.15912498533725739,289.7673034667969,0.0,3,3,28,STANDARD,289.7673034667969,0,2018-07-03,41
1617.2774658203125,R_A3,0.39250648021698,289.9164123535156,0.0,4,4,28,STANDARD,289.9164123535156,0,2018-07-03,41
1603.2926025390625,R_A3,0.8161814212799072,289.0005798339844,0.0,5,5,29,STANDARD,289.0005798339844,0,2018-07-03,41
1605.5780029296875,R_A3,0.6488350033760071,289.11529541015625,0.0,6,6,29,STANDARD,289.11529541015625,0,2018-07-03,41
1607.863525390625,R_A3,0.19865134358406067,289.2709655761719,0.0,7,7,29,STANDARD,289.2709655761719,0,2018-07-03,41
1610.1490478515625,R_A3,0.24001893401145935,289.4239196777344,0.0,8,8,29,STANDARD,289.4239196777344,0,2018-07-03,41
1612.4345703125,R_A3,0.8008217811584473,289.6012268066406,0.0,9,9,29,STANDARD,289.6012268066406,0,2018-07-03,41
1614.719970703125,R_A3,0.2935706377029419,289.6856994628906,0.0,10,10,29,STANDARD,289.6856994628906,0,2018-07-03,41
1616.990478515625,R_A3,0.049368105828762054,288.1692810058594,0.0,11,11,29,STANDARD,288.1692810058594,0,2018-07-03,41
1619.24609375,R_A3,0.05579768121242523,288.320068359375,0.0,12,12,29,STANDARD,288.320068359375,0,2018-07-03,41
1621.5015869140625,R_A3,0.20949824154376984,288.4710998535156,0.0,13,13,29,STANDARD,288.4710998535156,0,2018-07-03,41
1623.757080078125,R_A3,0.4009612798690796,291.538818359375,0.0,14,14,29,STANDARD,291.538818359375,0,2018-07-03,41
1626.0126953125,R_A3,0.3540639877319336,289.1418762207031,0.0,15,15,29,STANDARD,289.1418762207031,0,2018-07-03,41
1628.078369140625,R_A3,0.8059125542640686,289.3089599609375,0.0,16,16,29,STANDARD,289.3089599609375,0,2018-07-03,41
1629.524169921875,R_A3,0.8125839829444885,289.4073791503906,0.0,17,17,29,STANDARD,289.4073791503906,0,2018-07-03,41
1632.018798828125,R_A3,0.65631103515625,286.7923278808594,0.0,26,18,29,STANDARD,286.7923278808594,0,2018-07-03,41
1635.9923095703125,R_A3,0.04692969098687172,287.081787109375,0.0,27,19,29,STANDARD,287.081787109375,0,2018-07-03,41
1639.9658203125,R_A3,0.056487876921892166,287.3475036621094,0.0,28,20,29,STANDARD,287.3475036621094,0,2018-07-03,41
1643.939453125,R_A3,0.812639594078064,290.9551696777344,0.0,29,21,29,STANDARD,290.9551696777344,0,2018-07-03,41
1647.9130859375,R_A3,0.06798560917377472,287.9016418457031,0.0,30,22,29,STANDARD,287.9016418457031,0,2018-07-03,41
1633.794921875,R_A4,0.05339276045560837,277.6588439941406,0.0,1,1,30,STANDARD,277.6588439941406,0,2018-09-12,52
1627.5003662109375,R_A4,0.05183569714426994,277.427734375,0.0,1,2,31,STANDARD,277.427734375,0,2018-09-12,52
1629.562744140625,R_A4,0.05378930643200874,277.56524658203125,0.0,2,3,31,STANDARD,277.56524658203125,0,2018-09-12,52
1631.625,R_A4,0.0550503171980381,277.7027893066406,0.0,3,4,31,STANDARD,277.7027893066406,0,2018-09-12,52
1633.6873779296875,R_A4,0.0556759350001812,277.8403015136719,0.0,4,5,31,STANDARD,277.8403015136719,0,2018-09-12,52
1628.25,R_A4,0.0562874972820282,277.6891174316406,0.0,4,6,32,STANDARD,277.6891174316406,0,2018-09-12,52
1640.1824951171875,R_A4,0.06647557765245438,278.3369140625,0.0,4,7,32,STANDARD,278.3369140625,0,2018-09-12,51
1638.40625,R_A4,0.06100107729434967,278.2185974121094,0.0,3,8,32,STANDARD,278.2185974121094,0,2018-09-12,51
1635.411376953125,R_A4,0.06117278337478638,278.2431640625,0.0,3,9,33,STANDARD,278.2431640625,0,2018-09-12,51
1649.0426025390625,R_A4,0.07742727547883987,279.0116882324219,0.0,3,10,33,STANDARD,279.0116882324219,0,2018-09-12,50
1641.860595703125,R_A4,0.08665626496076584,278.74261474609375,0.0,3,11,34,STANDARD,278.74261474609375,0,2018-09-12,50
1637.820068359375,R_A4,0.1047208309173584,278.6612854003906,0.0,3,12,35,STANDARD,278.6612854003906,0,2018-09-12,50
1636.041748046875,R_A4,0.23520469665527344,278.543212890625,0.0,2,13,35,STANDARD,278.543212890625,0,2018-09-12,50
1638.8038330078125,R_A4,0.058676499873399734,280.248291015625,0.0,29,14,35,STANDARD,280.248291015625,0,2018-09-12,49
1641.366943359375,R_A4,0.10231567174196243,280.4412841796875,0.0,29,15,36,STANDARD,280.4412841796875,0,2018-09-12,49
1641.304931640625,R_A4,0.09983959048986435,280.43408203125,0.0,29,16,36,STANDARD,280.43408203125,0,2018-09-12,48
1645.8575439453125,R_A4,0.1470472812652588,280.7676086425781,0.0,29,17,37,STANDARD,280.7676086425781,0,2018-09-12,48
1652.413818359375,R_A4,0.27567166090011597,281.2469177246094,0.0,29,18,38,STANDARD,281.2469177246094,0,2018-09-12,48
1657.02294921875,R_A4,0.26686418056488037,281.55340576171875,0.0,29,19,38,STANDARD,281.55340576171875,0,2018-09-12,47
1695.4964599609375,R_A6,1.0,274.70880126953125,-9.492715858164247e-13,1,1,17,STANDARD,274.70880126953125,0,2018-11-07,42
1697.046875,R_A6,1.0,274.85009765625,-2.780406926829876e-13,2,2,17,STANDARD,274.85009765625,0,2018-11-07,42
1698.597412109375,R_A6,1.0,274.9844970703125,-2.0989283987075946e-13,3,3,17,STANDARD,274.9844970703125,0,2018-11-07,42
1700.1478271484375,R_A6,1.0,275.109375,-2.3328238754789787e-13,4,4,17,STANDARD,275.109375,0,2018-11-07,42
1701.6982421875,R_A6,1.0,275.2307434082031,-3.302800470183359e-13,5,5,17,STANDARD,275.2307434082031,0,2018-11-07,42
1703.248779296875,R_A6,1.0,275.3600769042969,-1.6391606821875015e-11,6,6,17,STANDARD,275.3600769042969,0,2018-11-07,42
1704.79931640625,R_A6,1.0,275.1993103027344,-4.374342554847033e-11,7,7,17,STANDARD,275.1993103027344,0,2018-11-07,42
1706.3497314453125,R_A6,1.0,275.3457336425781,-3.826428410236282e-11,8,8,17,STANDARD,275.3457336425781,0,2018-11-07,42
1707.9002685546875,R_A6,1.0,275.7845458984375,-2.882591951594571e-12,9,9,17,STANDARD,275.7845458984375,0,2018-11-07,42
1709.4508056640625,R_A6,1.0,275.6022644042969,-3.1873087502631847e-10,10,10,17,STANDARD,275.6022644042969,0,2018-11-07,42
1711.3563232421875,R_A6,1.0,277.6372375488281,-1.855961218044655e-11,11,11,17,STANDARD,277.6372375488281,0,2018-11-07,42
1713.6168212890625,R_A6,1.0,277.851318359375,-2.903749072788453e-12,12,12,17,STANDARD,277.851318359375,0,2018-11-07,42
1715.8773193359375,R_A6,1.0,278.0776062011719,-2.051513933775187e-13,13,13,17,STANDARD,278.0776062011719,0,2018-11-07,42
1718.137939453125,R_A6,1.0,278.2920837402344,-1.1818381017748847e-13,14,14,17,STANDARD,278.2920837402344,0,2018-11-07,42
1720.3984375,R_A6,1.0,278.50933837890625,-9.392973324053727e-14,15,15,17,STANDARD,278.50933837890625,0,2018-11-07,42
1722.658935546875,R_A6,1.0,278.8760070800781,-2.461871276228291e-14,16,16,17,STANDARD,278.8760070800781,0,2018-11-07,42
1724.91943359375,R_A6,1.0,279.09771728515625,-5.173723320421597e-14,17,17,17,STANDARD,279.09771728515625,0,2018-11-07,42
1726.61865234375,R_A6,1.0,279.2622985839844,-4.840489039323673e-14,18,18,17,STANDARD,279.2622985839844,0,2018-11-07,42
1728.050537109375,R_A6,1.0,280.21533203125,-1.258691044323185e-14,26,19,17,STANDARD,280.21533203125,0,2018-11-07,42
1729.776611328125,R_A6,1.0,280.6442565917969,-5.57003741565097e-15,27,20,17,STANDARD,280.6442565917969,0,2018-11-07,42
