ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,907706,656105,457535,64420878
Valysar,CentralSouth,50835446,9920145,7151399,4987029,702173682
Valysar,CentralNorth,30427750,5439982,3964339,2764532,389246135
Valysar,NorthHorst,3233577,357636,137776,84629,16578861
Valysar,CentralRamp,13747335,2193823,1538994,1073218,151109045
Valysar,CentralHorst,81298016,15176221,11857171,8268600,1164218839
Valysar,EastLowland,288978,60314,18369,12809,1803577
Therys,WestLowland,2193689,441769,211226,147299,20739669
Therys,CentralSouth,5505494,1259189,739686,515820,72627432
Therys,CentralNorth,13614066,2909254,1641403,1144632,161164252
Therys,NorthHorst,5444409,810799,308162,189289,37081647
Therys,CentralRamp,6771661,1622117,1202979,838897,118116736
Therys,CentralHorst,25651843,6110066,4659604,3249375,457512053
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,52347,26481,18467,2600133
Volon,CentralSouth,18642826,3344641,2342081,1633251,229961691
Volon,CentralNorth,2230093,221887,42933,29939,4215417
Volon,NorthHorst,4359855,721416,474104,291219,57049778
Volon,CentralRamp,10336345,1979851,1572820,1096806,154430316
Volon,CentralHorst,75037188,13904789,11265048,7855682,1106080094
Volon,EastLowland,0,0,0,0,0
