CONJPOS,SWAT,CONIDX,DATE,CONIPOS,CONKPOS,WELL,DEPTH,WELLMODEL,PRESSURE,DRAWDOWN,SGAS,CONBPRES
48,0.06123752146959305,20,2018-01-01,38,28,R_A4,1652.5302734375,STANDARD,301.5402526855469,0,0.0,301.5402526855469
47,0.10297803580760956,21,2018-01-01,38,28,R_A4,1656.553466796875,STANDARD,301.8100891113281,0,0.0,301.8100891113281
20,1.0,1,2018-01-01,31,1,R_A5,1684.4989013671875,STANDARD,303.7940673828125,0,0.0,303.7940673828125
20,1.0,2,2018-01-01,31,2,R_A5,1686.8115234375,STANDARD,304.01324462890625,0,0.0,304.01324462890625
20,1.0,3,2018-01-01,31,3,R_A5,1689.124267578125,STANDARD,304.2323913574219,0,0.0,304.2323913574219
20,1.0,4,2018-01-01,31,4,R_A5,1691.43701171875,STANDARD,304.4515686035156,0,0.0,304.4515686035156
20,1.0,5,2018-01-01,31,5,R_A5,1693.749755859375,STANDARD,304.67071533203125,0,0.0,304.67071533203125
20,1.0,6,2018-01-01,31,6,R_A5,1696.0623779296875,STANDARD,304.889892578125,0,0.0,304.889892578125
20,1.0,7,2018-01-01,31,7,R_A5,1698.3751220703125,STANDARD,305.41485595703125,0,0.0,305.41485595703125
21,1.0,8,2018-01-01,31,11,R_A5,1701.2545166015625,STANDARD,305.3820495605469,0,0.0,305.3820495605469
21,1.0,9,2018-01-01,31,12,R_A5,1703.2308349609375,STANDARD,305.5693359375,0,0.0,305.5693359375
21,1.0,10,2018-01-01,31,13,R_A5,1705.20703125,STANDARD,305.76861572265625,0,0.0,305.76861572265625
21,1.0,11,2018-01-01,31,14,R_A5,1707.1832275390625,STANDARD,305.9559020996094,0,0.0,305.9559020996094
21,1.0,12,2018-01-01,31,15,R_A5,1709.1595458984375,STANDARD,306.1431884765625,0,0.0,306.1431884765625
21,1.0,13,2018-01-01,31,16,R_A5,1711.1357421875,STANDARD,306.4754943847656,0,0.0,306.4754943847656
21,1.0,14,2018-01-01,31,17,R_A5,1713.112060546875,STANDARD,306.66278076171875,0,0.0,306.66278076171875
21,1.0,15,2018-01-01,31,18,R_A5,1714.81005859375,STANDARD,306.82373046875,0,0.0,306.82373046875
21,1.0,16,2018-01-01,31,19,R_A5,1715.701171875,STANDARD,306.9081726074219,0,0.0,306.9081726074219
21,1.0,17,2018-01-01,31,26,R_A5,1717.0413818359375,STANDARD,306.8780822753906,0,0.0,306.8780822753906
21,1.0,18,2018-01-01,31,27,R_A5,1719.3592529296875,STANDARD,307.0977783203125,0,0.0,307.0977783203125
21,1.0,19,2018-01-01,31,28,R_A5,1721.67724609375,STANDARD,307.62322998046875,0,0.0,307.62322998046875
21,1.0,20,2018-01-01,31,29,R_A5,1723.9951171875,STANDARD,307.8429260253906,0,0.0,307.8429260253906
21,1.0,21,2018-01-01,31,30,R_A5,1726.31298828125,STANDARD,308.0626220703125,0,0.0,308.0626220703125
42,1.0,1,2018-01-01,17,1,R_A6,1694.5693359375,STANDARD,305.05419921875,0,0.0,305.05419921875
42,1.0,2,2018-01-01,17,2,R_A6,1696.104248046875,STANDARD,305.19964599609375,0,0.0,305.19964599609375
42,1.0,3,2018-01-01,17,3,R_A6,1697.63916015625,STANDARD,305.3450927734375,0,0.0,305.3450927734375
42,1.0,4,2018-01-01,17,4,R_A6,1699.174072265625,STANDARD,305.4905700683594,0,0.0,305.4905700683594
42,1.0,5,2018-01-01,17,5,R_A6,1700.7091064453125,STANDARD,305.63604736328125,0,0.0,305.63604736328125
42,1.0,6,2018-01-01,17,6,R_A6,1702.2440185546875,STANDARD,305.781494140625,0,0.0,305.781494140625
42,1.0,7,2018-01-01,17,7,R_A6,1703.7789306640625,STANDARD,305.6279296875,0,0.0,305.6279296875
42,1.0,8,2018-01-01,17,8,R_A6,1705.31396484375,STANDARD,305.77337646484375,0,0.0,305.77337646484375
42,1.0,9,2018-01-01,17,9,R_A6,1706.848876953125,STANDARD,306.2178955078125,0,0.0,306.2178955078125
42,1.0,10,2018-01-01,17,10,R_A6,1708.3836669921875,STANDARD,306.0643005371094,0,0.0,306.0643005371094
42,1.0,11,2018-01-01,17,11,R_A6,1710.3072509765625,STANDARD,306.239990234375,0,0.0,306.239990234375
42,1.0,12,2018-01-01,17,12,R_A6,1712.619384765625,STANDARD,306.4591064453125,0,0.0,306.4591064453125
42,1.0,13,2018-01-01,17,13,R_A6,1714.9315185546875,STANDARD,306.6902160644531,0,0.0,306.6902160644531
42,1.0,14,2018-01-01,17,14,R_A6,1717.24365234375,STANDARD,306.9093322753906,0,0.0,306.9093322753906
42,1.0,15,2018-01-01,17,15,R_A6,1719.5557861328125,STANDARD,307.12847900390625,0,0.0,307.12847900390625
42,1.0,16,2018-01-01,17,16,R_A6,1721.867919921875,STANDARD,307.49261474609375,0,0.0,307.49261474609375
42,1.0,17,2018-01-01,17,17,R_A6,1724.179931640625,STANDARD,307.7117614746094,0,0.0,307.7117614746094
42,1.0,18,2018-01-01,17,18,R_A6,1725.6558837890625,STANDARD,307.85162353515625,0,0.0,307.85162353515625
42,1.0,19,2018-01-01,17,26,R_A6,1726.8309326171875,STANDARD,307.805908203125,0,0.0,307.805908203125
42,1.0,20,2018-01-01,17,27,R_A6,1728.5416259765625,STANDARD,308.2738342285156,0,0.0,308.2738342285156
42,1.0,21,2018-01-01,17,28,R_A6,1730.252197265625,STANDARD,308.43597412109375,0,0.0,308.43597412109375
42,1.0,22,2018-01-01,17,29,R_A6,1731.962890625,STANDARD,308.5981140136719,0,0.0,308.5981140136719
42,1.0,23,2018-01-01,17,30,R_A6,1733.673583984375,STANDARD,308.4544372558594,0,0.0,308.4544372558594
30,0.053554944694042206,1,2018-03-01,22,1,R_A2,1640.06005859375,STANDARD,299.30487060546875,0,0.0,299.30487060546875
30,0.05462626740336418,2,2018-03-01,22,2,R_A2,1641.797607421875,STANDARD,299.4213562011719,0,0.0,299.4213562011719
30,0.05732200667262077,3,2018-03-01,22,3,R_A2,1643.53515625,STANDARD,299.5378112792969,0,0.0,299.5378112792969
30,0.06145266070961952,4,2018-03-01,22,4,R_A2,1645.272705078125,STANDARD,299.654296875,0,0.0,299.654296875
30,0.06432430446147919,5,2018-03-01,22,5,R_A2,1647.01025390625,STANDARD,299.7707824707031,0,0.0,299.7707824707031
30,0.30468854308128357,6,2018-03-01,22,6,R_A2,1648.747802734375,STANDARD,299.89044189453125,0,0.0,299.89044189453125
30,0.8730769157409668,7,2018-03-01,22,7,R_A2,1650.4853515625,STANDARD,300.0107116699219,0,0.0,300.0107116699219
30,0.8720492720603943,8,2018-03-01,22,8,R_A2,1652.222900390625,STANDARD,300.1300964355469,0,0.0,300.1300964355469
30,0.8866850137710571,9,2018-03-01,22,9,R_A2,1653.96044921875,STANDARD,300.3260803222656,0,0.0,300.3260803222656
30,0.8883626461029053,10,2018-03-01,22,10,R_A2,1655.6978759765625,STANDARD,300.50994873046875,0,0.0,300.50994873046875
30,0.06750776618719101,11,2018-03-01,22,11,R_A2,1657.558837890625,STANDARD,300.4018249511719,0,0.0,300.4018249511719
30,0.13986170291900635,12,2018-03-01,22,12,R_A2,1659.543212890625,STANDARD,300.5351257324219,0,0.0,300.5351257324219
30,0.42317792773246765,13,2018-03-01,22,13,R_A2,1661.5274658203125,STANDARD,300.6690673828125,0,0.0,300.6690673828125
30,0.4669458270072937,14,2018-03-01,22,14,R_A2,1663.5118408203125,STANDARD,300.80291748046875,0,0.0,300.80291748046875
29,0.4859907925128937,15,2018-03-01,22,14,R_A2,1666.1783447265625,STANDARD,300.8935852050781,0,0.0,300.8935852050781
29,0.9166063070297241,16,2018-03-01,22,15,R_A2,1668.312744140625,STANDARD,301.03857421875,0,0.0,301.03857421875
29,0.9493675231933594,17,2018-03-01,22,16,R_A2,1670.447021484375,STANDARD,301.18316650390625,0,0.0,301.18316650390625
29,0.9051098823547363,18,2018-03-01,22,17,R_A2,1672.581298828125,STANDARD,301.3274841308594,0,0.0,301.3274841308594
29,0.9684919714927673,19,2018-03-01,22,18,R_A2,1674.5369873046875,STANDARD,301.4588623046875,0,0.0,301.4588623046875
29,1.0,20,2018-03-01,22,26,R_A2,1676.4315185546875,STANDARD,302.5134582519531,0,-7.863126625114368e-17,302.5134582519531
29,0.8128837943077087,21,2018-03-01,22,27,R_A2,1678.203369140625,STANDARD,302.3197326660156,0,0.0,302.3197326660156
29,1.0,22,2018-03-01,22,28,R_A2,1679.9752197265625,STANDARD,302.60589599609375,0,1.2289551056768756e-14,302.60589599609375
29,1.0,23,2018-03-01,22,29,R_A2,1681.7470703125,STANDARD,302.62164306640625,0,1.381045478714496e-13,302.62164306640625
29,0.9999996423721313,24,2018-03-01,22,30,R_A2,1683.518798828125,STANDARD,302.1182861328125,0,0.0,302.1182861328125
20,1.0,1,2018-04-28,31,1,R_A5,1684.4989013671875,STANDARD,277.25189208984375,0,7.548115574956306e-15,277.25189208984375
20,1.0,2,2018-04-28,31,2,R_A5,1686.8115234375,STANDARD,277.4708557128906,0,2.9184977595438436e-14,277.4708557128906
20,1.0,3,2018-04-28,31,3,R_A5,1689.124267578125,STANDARD,277.6897888183594,0,2.6979012421454382e-14,277.6897888183594
20,1.0,4,2018-04-28,31,4,R_A5,1691.43701171875,STANDARD,277.9087219238281,0,2.4245562561765396e-14,277.9087219238281
20,1.0,5,2018-04-28,31,5,R_A5,1693.749755859375,STANDARD,278.1276550292969,0,2.4902511151260465e-14,278.1276550292969
20,1.0,6,2018-04-28,31,6,R_A5,1696.0623779296875,STANDARD,278.3465576171875,0,2.0376248296071972e-14,278.3465576171875
20,1.0,7,2018-04-28,31,7,R_A5,1698.3751220703125,STANDARD,278.8893127441406,0,6.869928904858257e-15,278.8893127441406
21,1.0,8,2018-04-28,31,11,R_A5,1701.2545166015625,STANDARD,276.49114990234375,0,-2.598163004186027e-12,276.49114990234375
21,1.0,9,2018-04-28,31,12,R_A5,1703.2308349609375,STANDARD,276.6783752441406,0,-2.656651808263799e-12,276.6783752441406
21,1.0,10,2018-04-28,31,13,R_A5,1705.20703125,STANDARD,276.8778381347656,0,-1.2348498959480203e-13,276.8778381347656
21,1.0,11,2018-04-28,31,14,R_A5,1707.1832275390625,STANDARD,277.0653381347656,0,-2.1339210238245643e-13,277.0653381347656
21,1.0,12,2018-04-28,31,15,R_A5,1709.1595458984375,STANDARD,277.2505798339844,0,-4.418339676873391e-14,277.2505798339844
21,1.0,13,2018-04-28,31,16,R_A5,1711.1357421875,STANDARD,277.5767822265625,0,-4.99598023270386e-14,277.5767822265625
21,1.0,14,2018-04-28,31,17,R_A5,1713.112060546875,STANDARD,277.7450256347656,0,-1.46144591383051e-14,277.7450256347656
21,1.0,15,2018-04-28,31,18,R_A5,1714.81005859375,STANDARD,277.8774719238281,0,-4.722086030571962e-14,277.8774719238281
21,1.0,16,2018-04-28,31,19,R_A5,1715.701171875,STANDARD,277.94244384765625,0,0.0,277.94244384765625
21,1.0,17,2018-04-28,31,26,R_A5,1717.0413818359375,STANDARD,277.8141784667969,0,-7.039738800576623e-13,277.8141784667969
21,1.0,18,2018-04-28,31,27,R_A5,1719.3592529296875,STANDARD,278.0373229980469,0,-1.3177046259693626e-12,278.0373229980469
21,1.0,19,2018-04-28,31,28,R_A5,1721.67724609375,STANDARD,287.3692321777344,0,-9.571279725987234e-20,287.3692321777344
21,1.0,20,2018-04-28,31,29,R_A5,1723.9951171875,STANDARD,282.8222961425781,0,-9.90565197897531e-20,282.8222961425781
21,1.0,21,2018-04-28,31,30,R_A5,1726.31298828125,STANDARD,298.8912048339844,0,-1.1225652744879367e-21,298.8912048339844
41,0.7768365740776062,1,2018-07-03,28,1,R_A3,1607.171142578125,STANDARD,286.37530517578125,0,0.0,286.37530517578125
41,0.6502164006233215,2,2018-07-03,29,1,R_A3,1601.636474609375,STANDARD,285.98187255859375,0,0.0,285.98187255859375
41,0.18939919769763947,3,2018-07-03,29,2,R_A3,1603.7198486328125,STANDARD,286.1235046386719,0,0.0,286.1235046386719
41,0.18671192228794098,4,2018-07-03,29,3,R_A3,1605.80322265625,STANDARD,286.2624816894531,0,0.0,286.2624816894531
41,0.31279459595680237,5,2018-07-03,29,4,R_A3,1607.8865966796875,STANDARD,286.4027404785156,0,0.0,286.4027404785156
41,0.8037075996398926,6,2018-07-03,29,5,R_A3,1609.969970703125,STANDARD,286.7681579589844,0,0.0,286.7681579589844
41,0.31240516901016235,7,2018-07-03,29,6,R_A3,1612.0533447265625,STANDARD,286.96826171875,0,0.0,286.96826171875
41,0.19619101285934448,8,2018-07-03,29,7,R_A3,1614.13671875,STANDARD,287.1031799316406,0,0.0,287.1031799316406
41,0.20095790922641754,9,2018-07-03,29,8,R_A3,1616.22021484375,STANDARD,287.2423400878906,0,0.0,287.2423400878906
41,0.7990566492080688,10,2018-07-03,29,9,R_A3,1618.303466796875,STANDARD,287.4382629394531,0,0.0,287.4382629394531
41,0.7976889610290527,11,2018-07-03,29,10,R_A3,1620.386962890625,STANDARD,288.4932861328125,0,0.0,288.4932861328125
41,0.04911499097943306,12,2018-07-03,29,11,R_A3,1622.59619140625,STANDARD,286.1396789550781,0,0.0,286.1396789550781
41,0.055296946316957474,13,2018-07-03,29,12,R_A3,1624.931396484375,STANDARD,286.29571533203125,0,0.0,286.29571533203125
41,0.3733808994293213,14,2018-07-03,29,13,R_A3,1627.2667236328125,STANDARD,286.4527282714844,0,0.0,286.4527282714844
41,0.2242557853460312,15,2018-07-03,29,14,R_A3,1629.6019287109375,STANDARD,286.697021484375,0,0.0,286.697021484375
41,0.49040043354034424,16,2018-07-03,29,15,R_A3,1631.9371337890625,STANDARD,287.4573669433594,0,0.0,287.4573669433594
41,0.8071380257606506,17,2018-07-03,29,16,R_A3,1633.7442626953125,STANDARD,287.5790100097656,0,0.0,287.5790100097656
41,0.7602676153182983,18,2018-07-03,29,26,R_A3,1636.1165771484375,STANDARD,295.861572265625,0,0.0,295.861572265625
41,0.04872841387987137,19,2018-07-03,29,27,R_A3,1639.582275390625,STANDARD,286.4073181152344,0,0.0,286.4073181152344
41,0.053094930946826935,20,2018-07-03,29,28,R_A3,1643.0478515625,STANDARD,286.6390075683594,0,0.0,286.6390075683594
41,1.0,21,2018-07-03,29,29,R_A3,1646.5135498046875,STANDARD,289.6669616699219,0,-3.1800652606009394e-13,289.6669616699219
41,0.06442031264305115,22,2018-07-03,29,30,R_A3,1649.9791259765625,STANDARD,287.01031494140625,0,0.0,287.01031494140625
52,0.04959480091929436,1,2018-09-12,30,1,R_A4,1629.853515625,STANDARD,281.2096252441406,0,0.0,281.2096252441406
52,0.048445213586091995,2,2018-09-12,31,1,R_A4,1627.4949951171875,STANDARD,281.10382080078125,0,0.0,281.10382080078125
52,0.051203593611717224,3,2018-09-12,31,2,R_A4,1629.5567626953125,STANDARD,281.2413635253906,0,0.0,281.2413635253906
52,0.05272519215941429,4,2018-09-12,31,3,R_A4,1631.6185302734375,STANDARD,281.37890625,0,0.0,281.37890625
52,0.0561450831592083,5,2018-09-12,31,4,R_A4,1633.6802978515625,STANDARD,281.5163879394531,0,0.0,281.5163879394531
52,0.05596066266298294,6,2018-09-12,32,4,R_A4,1636.03369140625,STANDARD,281.7261047363281,0,0.0,281.7261047363281
51,0.05684913694858551,7,2018-09-12,32,4,R_A4,1635.142578125,STANDARD,281.6062927246094,0,0.0,281.6062927246094
51,0.06012962386012077,8,2018-09-12,33,4,R_A4,1639.965087890625,STANDARD,281.982421875,0,0.0,281.982421875
51,0.05787670239806175,9,2018-09-12,33,3,R_A4,1638.1312255859375,STANDARD,281.8599853515625,0,0.0,281.8599853515625
50,0.05878974869847298,10,2018-09-12,33,3,R_A4,1639.0843505859375,STANDARD,281.8287658691406,0,0.0,281.8287658691406
50,0.05964970588684082,11,2018-09-12,34,3,R_A4,1641.15380859375,STANDARD,282.0137023925781,0,0.0,282.0137023925781
50,0.09575831145048141,12,2018-09-12,34,2,R_A4,1639.1749267578125,STANDARD,281.8817138671875,0,0.0,281.8817138671875
50,0.14184658229351044,13,2018-09-12,35,2,R_A4,1642.586669921875,STANDARD,282.168212890625,0,0.0,282.168212890625
49,0.16349373757839203,14,2018-09-12,35,2,R_A4,1643.14453125,STANDARD,282.112060546875,0,0.0,282.112060546875
49,0.25371265411376953,15,2018-09-12,35,1,R_A4,1641.2364501953125,STANDARD,281.9848327636719,0,0.0,281.9848327636719
49,0.13446113467216492,16,2018-09-12,36,29,R_A4,1643.980224609375,STANDARD,280.1182861328125,0,0.0,280.1182861328125
48,0.2815872132778168,17,2018-09-12,36,29,R_A4,1640.817626953125,STANDARD,279.5297546386719,0,0.0,279.5297546386719
48,0.6910631656646729,18,2018-09-12,37,29,R_A4,1650.19140625,STANDARD,280.6140441894531,0,0.0,280.6140441894531
48,0.13482072949409485,19,2018-09-12,37,28,R_A4,1644.503662109375,STANDARD,280.2734375,0,0.0,280.2734375
48,0.0752686932682991,20,2018-09-12,38,28,R_A4,1652.5302734375,STANDARD,281.1715393066406,0,0.0,281.1715393066406
47,0.11029615998268127,21,2018-09-12,38,28,R_A4,1656.553466796875,STANDARD,281.3205871582031,0,0.0,281.3205871582031
42,1.0,1,2018-11-07,17,1,R_A6,1694.5693359375,STANDARD,276.4126281738281,0,-1.3371829685193681e-12,276.4126281738281
42,1.0,2,2018-11-07,17,2,R_A6,1696.104248046875,STANDARD,276.56109619140625,0,-1.2708101376226154e-14,276.56109619140625
42,1.0,3,2018-11-07,17,3,R_A6,1697.63916015625,STANDARD,276.7102355957031,0,-1.0234378076186702e-14,276.7102355957031
42,1.0,4,2018-11-07,17,4,R_A6,1699.174072265625,STANDARD,276.85845947265625,0,-8.442341809899827e-15,276.85845947265625
42,1.0,5,2018-11-07,17,5,R_A6,1700.7091064453125,STANDARD,277.00439453125,0,-1.346695226444065e-14,277.00439453125
42,1.0,6,2018-11-07,17,6,R_A6,1702.2440185546875,STANDARD,277.14862060546875,0,-5.111584983411022e-13,277.14862060546875
42,1.0,7,2018-11-07,17,7,R_A6,1703.7789306640625,STANDARD,276.9937438964844,0,-1.2597295168809142e-12,276.9937438964844
42,1.0,8,2018-11-07,17,8,R_A6,1705.31396484375,STANDARD,277.1390075683594,0,-1.3498842885498186e-12,277.1390075683594
42,1.0,9,2018-11-07,17,9,R_A6,1706.848876953125,STANDARD,277.5914306640625,0,-5.1343484856487126e-14,277.5914306640625
42,1.0,10,2018-11-07,17,10,R_A6,1708.3836669921875,STANDARD,277.4972229003906,0,-1.6011320958311814e-12,277.4972229003906
42,1.0,11,2018-11-07,17,11,R_A6,1710.3072509765625,STANDARD,279.2265319824219,0,-7.387913197876017e-12,279.2265319824219
42,1.0,12,2018-11-07,17,12,R_A6,1712.619384765625,STANDARD,279.45135498046875,0,-1.6229715054522087e-12,279.45135498046875
42,1.0,13,2018-11-07,17,13,R_A6,1714.9315185546875,STANDARD,279.7143249511719,0,-1.7329765552263898e-13,279.7143249511719
42,1.0,14,2018-11-07,17,14,R_A6,1717.24365234375,STANDARD,279.9332275390625,0,-1.1430429085884652e-13,279.9332275390625
42,1.0,15,2018-11-07,17,15,R_A6,1719.5557861328125,STANDARD,280.1523132324219,0,-8.309128938285143e-14,280.1523132324219
