ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,6038162,883341,430055,299899,42225806,0,0,0,0,0
Valysar,CentralSouth,66733431,12966377,9913864,6913434,973411539,0,0,0,0,0
Valysar,CentralNorth,42857006,7323898,5086512,3547079,499428779,0,0,0,0,0
Valysar,NorthHorst,4837548,666470,301926,185458,36331219,23509302,3243644,2203656,512478139,78409
Valysar,CentralRamp,13474355,2219038,1619750,1129533,159038253,0,0,0,0,0
Valysar,CentralHorst,85505572,13929120,10768241,7509233,1057300089,0,0,0,0,0
Valysar,EastLowland,11388946,1657033,1009832,704207,99152306,0,0,0,0,0
Therys,WestLowland,2621092,436091,214317,149454,21043109,0,0,0,0,0
Therys,CentralSouth,15586479,3506101,2343300,1634100,230081336,0,0,0,0,0
Therys,CentralNorth,19399858,3858051,2242590,1563870,220192898,0,0,0,0,0
Therys,NorthHorst,5639984,780577,301481,185185,36277670,17326064,2757981,1718888,399741398,61160
Therys,CentralRamp,6583152,1442681,1149884,801872,112903539,0,0,0,0,0
Therys,CentralHorst,29898616,7537816,5869224,4092904,576280846,0,0,0,0,0
Therys,EastLowland,90726,30316,9472,6605,930043,0,0,0,0,0
Volon,WestLowland,421873,65398,35950,25070,3529836,0,0,0,0,0
Volon,CentralSouth,32672404,5850020,3986654,2780093,391437173,0,0,0,0,0
Volon,CentralNorth,5477980,761984,397797,277404,39058446,0,0,0,0,0
Volon,NorthHorst,4054093,738184,512033,314517,61613797,3874572,683320,546709,127141651,19453
Volon,CentralRamp,12911495,2445621,1926271,1343285,189134589,0,0,0,0,0
Volon,CentralHorst,84382665,14465506,11197010,7808236,1099399675,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
