ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4951867,1046078,800250,558054,78574061
Valysar,CentralSouth,66284576,12478041,9251991,6451877,908424308
Valysar,CentralNorth,36791999,6552472,4930866,3438540,484146373
Valysar,NorthHorst,4419519,608289,321470,197463,38682998
Valysar,CentralRamp,13583993,2118229,1434032,1000022,140803167
Valysar,CentralHorst,87750397,15965787,12570100,8765760,1234219094
Valysar,EastLowland,11549533,2131517,1370597,955786,134574668
Therys,WestLowland,2658177,458518,228775,159536,22462733
Therys,CentralSouth,17796236,3891487,2566786,1789949,252024783
Therys,CentralNorth,21080324,3878435,2401644,1674787,235809978
Therys,NorthHorst,5471379,803545,309214,189935,37208198
Therys,CentralRamp,6718878,1507274,1137405,793170,111678299
Therys,CentralHorst,32218925,7306984,5672193,3955504,556935030
Therys,EastLowland,143266,46875,24329,16966,2388798
Volon,WestLowland,440239,73263,47035,32800,4618257
Volon,CentralSouth,43458551,8064942,5911455,4122354,580427450
Volon,CentralNorth,8694272,1306835,825033,575337,81007434
Volon,NorthHorst,3176812,601107,449484,276096,54087149
Volon,CentralRamp,11255656,2108901,1594114,1111656,156521132
Volon,CentralHorst,83347376,15072873,11649335,8123664,1143811973
Volon,EastLowland,1149,0,0,0,0
