SGAS,CONIDX,SWAT,PRESSURE,DRAWDOWN,CONBPRES,DEPTH,CONKPOS,DATE,CONIPOS,CONJPOS,WELL,WELLMODEL
0.0,2,0.04866866394877434,299.67730712890625,0,299.67730712890625,1625.85546875,1,2018-01-01,31,52,R_A4,STANDARD
0.0,3,0.0502358041703701,299.816162109375,0,299.816162109375,1627.927001953125,2,2018-01-01,31,52,R_A4,STANDARD
0.0,4,0.05240003392100334,299.9550476074219,0,299.9550476074219,1629.99853515625,3,2018-01-01,31,52,R_A4,STANDARD
0.0,5,0.0535842590034008,300.09393310546875,0,300.09393310546875,1632.070068359375,4,2018-01-01,31,52,R_A4,STANDARD
0.0,6,0.05599218234419823,300.2327880859375,0,300.2327880859375,1634.1416015625,5,2018-01-01,31,52,R_A4,STANDARD
0.0,7,0.056812673807144165,300.3717041015625,0,300.3717041015625,1636.213134765625,6,2018-01-01,31,52,R_A4,STANDARD
0.0,8,0.05605374276638031,300.12786865234375,0,300.12786865234375,1632.576416015625,6,2018-01-01,32,52,R_A4,STANDARD
0.0,9,0.6481541991233826,300.43231201171875,0,300.43231201171875,1637.1171875,6,2018-01-01,32,51,R_A4,STANDARD
0.0,10,0.05730767175555229,300.3119201660156,0,300.3119201660156,1635.3218994140625,5,2018-01-01,32,51,R_A4,STANDARD
0.0,11,0.059988200664520264,300.477783203125,0,300.477783203125,1637.795654296875,5,2018-01-01,33,51,R_A4,STANDARD
0.0,12,0.06022196263074875,300.3582458496094,0,300.3582458496094,1636.012451171875,4,2018-01-01,33,51,R_A4,STANDARD
0.0,13,0.06248896196484566,300.8026123046875,0,300.8026123046875,1642.6400146484375,4,2018-01-01,33,50,R_A4,STANDARD
0.0,14,0.06234145909547806,300.6534423828125,0,300.6534423828125,1640.415283203125,4,2018-01-01,34,50,R_A4,STANDARD
0.0,15,0.0842718631029129,300.6494445800781,0,300.6494445800781,1640.35546875,4,2018-01-01,35,50,R_A4,STANDARD
0.0,16,0.09970993548631668,300.5294189453125,0,300.5294189453125,1638.565673828125,3,2018-01-01,35,50,R_A4,STANDARD
0.0,17,0.21559341251850128,300.6971740722656,0,300.6971740722656,1641.0675048828125,30,2018-01-01,35,49,R_A4,STANDARD
0.0,18,0.6481541991233826,300.9239196777344,0,300.9239196777344,1644.448974609375,30,2018-01-01,36,49,R_A4,STANDARD
0.0,19,0.6481541991233826,300.9920959472656,0,300.9920959472656,1645.465576171875,30,2018-01-01,36,48,R_A4,STANDARD
0.0,20,1.0,301.17279052734375,0,301.17279052734375,1648.16015625,30,2018-01-01,37,48,R_A4,STANDARD
0.0,21,1.0,301.3902282714844,0,301.3902282714844,1651.4024658203125,30,2018-01-01,38,48,R_A4,STANDARD
0.0,22,1.0,301.7942810058594,0,301.7942810058594,1657.4271240234375,30,2018-01-01,38,47,R_A4,STANDARD
0.0,1,1.0,303.94305419921875,0,303.94305419921875,1686.0709228515625,1,2018-01-01,31,20,R_A5,STANDARD
0.0,2,1.0,304.15509033203125,0,304.15509033203125,1688.30859375,2,2018-01-01,31,20,R_A5,STANDARD
0.0,3,1.0,304.3671569824219,0,304.3671569824219,1690.5462646484375,3,2018-01-01,31,20,R_A5,STANDARD
0.0,4,1.0,304.5792236328125,0,304.5792236328125,1692.783935546875,4,2018-01-01,31,20,R_A5,STANDARD
0.0,5,1.0,304.791259765625,0,304.791259765625,1695.0216064453125,5,2018-01-01,31,20,R_A5,STANDARD
0.0,6,1.0,305.0033264160156,0,305.0033264160156,1697.25927734375,6,2018-01-01,31,20,R_A5,STANDARD
0.0,7,1.0,305.52117919921875,0,305.52117919921875,1699.4969482421875,7,2018-01-01,31,20,R_A5,STANDARD
0.0,8,1.0,305.3536071777344,0,305.3536071777344,1700.9541015625,11,2018-01-01,31,21,R_A5,STANDARD
0.0,9,1.0,305.5350646972656,0,305.5350646972656,1702.869140625,12,2018-01-01,31,21,R_A5,STANDARD
0.0,10,1.0,305.728515625,0,305.728515625,1704.7841796875,13,2018-01-01,31,21,R_A5,STANDARD
0.0,11,1.0,305.9100036621094,0,305.9100036621094,1706.6990966796875,14,2018-01-01,31,21,R_A5,STANDARD
0.0,12,1.0,306.09149169921875,0,306.09149169921875,1708.6141357421875,15,2018-01-01,31,21,R_A5,STANDARD
0.0,13,1.0,306.4179992675781,0,306.4179992675781,1710.5291748046875,16,2018-01-01,31,21,R_A5,STANDARD
0.0,14,1.0,306.5906066894531,0,306.5906066894531,1712.3504638671875,17,2018-01-01,31,21,R_A5,STANDARD
0.0,15,1.0,306.7320861816406,0,306.7320861816406,1713.84326171875,18,2018-01-01,31,21,R_A5,STANDARD
0.0,16,1.0,306.7495422363281,0,306.7495422363281,1715.68505859375,27,2018-01-01,31,21,R_A5,STANDARD
0.0,17,1.0,306.9651184082031,0,306.9651184082031,1717.9595947265625,28,2018-01-01,31,21,R_A5,STANDARD
0.0,18,1.0,307.4864807128906,0,307.4864807128906,1720.234130859375,29,2018-01-01,31,21,R_A5,STANDARD
0.0,19,1.0,307.7020263671875,0,307.7020263671875,1722.5086669921875,30,2018-01-01,31,21,R_A5,STANDARD
0.0,20,1.0,307.9176025390625,0,307.9176025390625,1724.783203125,31,2018-01-01,31,21,R_A5,STANDARD
0.0,1,1.0,305.1656799316406,0,305.1656799316406,1695.7457275390625,1,2018-01-01,17,42,R_A6,STANDARD
0.0,2,1.0,305.3131408691406,0,305.3131408691406,1697.3017578125,2,2018-01-01,17,42,R_A6,STANDARD
0.0,3,1.0,305.4606018066406,0,305.4606018066406,1698.8577880859375,3,2018-01-01,17,42,R_A6,STANDARD
0.0,4,1.0,305.6080627441406,0,305.6080627441406,1700.4139404296875,4,2018-01-01,17,42,R_A6,STANDARD
0.0,5,1.0,305.7555236816406,0,305.7555236816406,1701.969970703125,5,2018-01-01,17,42,R_A6,STANDARD
0.0,6,1.0,305.9029846191406,0,305.9029846191406,1703.5260009765625,6,2018-01-01,17,42,R_A6,STANDARD
0.0,7,1.0,305.75140380859375,0,305.75140380859375,1705.08203125,7,2018-01-01,17,42,R_A6,STANDARD
0.0,8,1.0,305.89886474609375,0,305.89886474609375,1706.6380615234375,8,2018-01-01,17,42,R_A6,STANDARD
0.0,9,1.0,306.34539794921875,0,306.34539794921875,1708.194091796875,9,2018-01-01,17,42,R_A6,STANDARD
0.0,10,1.0,306.18707275390625,0,306.18707275390625,1709.750244140625,10,2018-01-01,17,42,R_A6,STANDARD
0.0,11,1.0,306.3697204589844,0,306.3697204589844,1711.676025390625,11,2018-01-01,17,42,R_A6,STANDARD
0.0,12,1.0,306.5872802734375,0,306.5872802734375,1713.9715576171875,12,2018-01-01,17,42,R_A6,STANDARD
0.0,13,1.0,306.8168029785156,0,306.8168029785156,1716.26708984375,13,2018-01-01,17,42,R_A6,STANDARD
0.0,14,1.0,307.03436279296875,0,307.03436279296875,1718.5626220703125,14,2018-01-01,17,42,R_A6,STANDARD
0.0,15,1.0,307.2519226074219,0,307.2519226074219,1720.858154296875,15,2018-01-01,17,42,R_A6,STANDARD
0.0,16,1.0,307.6144714355469,0,307.6144714355469,1723.1536865234375,16,2018-01-01,17,42,R_A6,STANDARD
0.0,17,1.0,307.8320617675781,0,307.8320617675781,1725.44921875,17,2018-01-01,17,42,R_A6,STANDARD
0.0,18,1.0,307.988037109375,0,307.988037109375,1727.0950927734375,18,2018-01-01,17,42,R_A6,STANDARD
0.0,19,1.0,307.96038818359375,0,307.96038818359375,1728.460693359375,27,2018-01-01,17,42,R_A6,STANDARD
0.0,20,1.0,308.4305725097656,0,308.4305725097656,1730.195556640625,28,2018-01-01,17,42,R_A6,STANDARD
0.0,21,1.0,308.5950012207031,0,308.5950012207031,1731.9302978515625,29,2018-01-01,17,42,R_A6,STANDARD
0.0,22,1.0,308.7594299316406,0,308.7594299316406,1733.6651611328125,30,2018-01-01,17,42,R_A6,STANDARD
0.0,23,1.0,308.61810302734375,0,308.61810302734375,1735.4000244140625,31,2018-01-01,17,42,R_A6,STANDARD
0.0,1,0.05619479715824127,298.6898498535156,0,298.6898498535156,1639.8214111328125,1,2018-03-01,22,30,R_A2,STANDARD
0.0,2,0.05691943317651749,298.80487060546875,0,298.80487060546875,1641.537353515625,2,2018-03-01,22,30,R_A2,STANDARD
0.0,3,0.05938095971941948,298.919921875,0,298.919921875,1643.25341796875,3,2018-03-01,22,30,R_A2,STANDARD
0.0,4,0.06435612589120865,299.0349426269531,0,299.0349426269531,1644.969482421875,4,2018-03-01,22,30,R_A2,STANDARD
0.0,5,0.0665166825056076,299.14996337890625,0,299.14996337890625,1646.6854248046875,5,2018-03-01,22,30,R_A2,STANDARD
0.0,6,0.3060060441493988,299.31976318359375,0,299.31976318359375,1648.4013671875,6,2018-03-01,22,30,R_A2,STANDARD
0.0,7,0.8857636451721191,299.43780517578125,0,299.43780517578125,1650.117431640625,7,2018-03-01,22,30,R_A2,STANDARD
0.0,8,0.8494143486022949,299.5575866699219,0,299.5575866699219,1651.83349609375,8,2018-03-01,22,30,R_A2,STANDARD
0.0,9,0.8958866596221924,299.8325500488281,0,299.8325500488281,1653.549560546875,9,2018-03-01,22,30,R_A2,STANDARD
0.0,10,0.8930736780166626,300.1102600097656,0,300.1102600097656,1655.2655029296875,10,2018-03-01,22,30,R_A2,STANDARD
0.0,11,0.07082441449165344,300.281494140625,0,300.281494140625,1657.1683349609375,11,2018-03-01,22,30,R_A2,STANDARD
0.0,12,0.07927708327770233,300.44866943359375,0,300.44866943359375,1659.2578125,12,2018-03-01,22,30,R_A2,STANDARD
0.0,13,0.44916003942489624,300.6428527832031,0,300.6428527832031,1661.3472900390625,13,2018-03-01,22,30,R_A2,STANDARD
0.0,14,0.5019160509109497,300.78387451171875,0,300.78387451171875,1663.436767578125,14,2018-03-01,22,30,R_A2,STANDARD
0.0,15,0.9514108300209045,300.925048828125,0,300.925048828125,1665.5263671875,15,2018-03-01,22,30,R_A2,STANDARD
0.0,16,0.9276948571205139,301.06585693359375,0,301.06585693359375,1667.6158447265625,16,2018-03-01,22,30,R_A2,STANDARD
0.0,17,0.9957064390182495,301.4841003417969,0,301.4841003417969,1675.338623046875,16,2018-03-01,22,29,R_A2,STANDARD
0.0,18,0.9959926009178162,301.623291015625,0,301.623291015625,1677.414306640625,17,2018-03-01,22,29,R_A2,STANDARD
-3.781805535396643e-09,19,0.9999999403953552,301.8968505859375,0,301.8968505859375,1678.773681640625,18,2018-03-01,22,29,R_A2,STANDARD
-1.0385001747437173e-09,20,1.0,301.8369445800781,0,301.8369445800781,1679.91796875,27,2018-03-01,22,29,R_A2,STANDARD
-1.2131953641849837e-16,21,1.0,302.835693359375,0,302.835693359375,1681.5635986328125,28,2018-03-01,22,29,R_A2,STANDARD
-1.2376317353176783e-16,22,1.0,303.5309143066406,0,303.5309143066406,1683.2091064453125,29,2018-03-01,22,29,R_A2,STANDARD
-4.809763763547992e-17,23,1.0,303.9265441894531,0,303.9265441894531,1684.8546142578125,30,2018-03-01,22,29,R_A2,STANDARD
-3.2093247882130437e-17,24,1.0,304.1695556640625,0,304.1695556640625,1686.500244140625,31,2018-03-01,22,29,R_A2,STANDARD
-3.7651223805390543e-10,1,1.0,272.3469543457031,0,272.3469543457031,1686.0709228515625,1,2018-04-28,31,20,R_A5,STANDARD
-3.5311836787954576e-10,2,1.0,272.5586853027344,0,272.5586853027344,1688.30859375,2,2018-04-28,31,20,R_A5,STANDARD
-3.3560179635294674e-10,3,1.0,272.7706298828125,0,272.7706298828125,1690.5462646484375,3,2018-04-28,31,20,R_A5,STANDARD
-3.797760994572741e-10,4,1.0,272.982666015625,0,272.982666015625,1692.783935546875,4,2018-04-28,31,20,R_A5,STANDARD
-3.7392139384806455e-10,5,1.0,273.1946716308594,0,273.1946716308594,1695.0216064453125,5,2018-04-28,31,20,R_A5,STANDARD
-3.6015043725079465e-10,6,1.0,273.40655517578125,0,273.40655517578125,1697.25927734375,6,2018-04-28,31,20,R_A5,STANDARD
-2.799748714116257e-12,7,1.0,273.962890625,0,273.962890625,1699.4969482421875,7,2018-04-28,31,20,R_A5,STANDARD
0.0,8,1.0,270.2227478027344,0,270.2227478027344,1700.9541015625,11,2018-04-28,31,21,R_A5,STANDARD
-6.079082376375666e-11,9,1.0,270.6246643066406,0,270.6246643066406,1702.869140625,12,2018-04-28,31,21,R_A5,STANDARD
-3.181311767838646e-12,10,1.0,270.8182678222656,0,270.8182678222656,1704.7841796875,13,2018-04-28,31,21,R_A5,STANDARD
-5.876740066801389e-12,11,1.0,271.0002136230469,0,271.0002136230469,1706.6990966796875,14,2018-04-28,31,21,R_A5,STANDARD
-1.179992843887423e-12,12,1.0,271.1911315917969,0,271.1911315917969,1708.6141357421875,15,2018-04-28,31,21,R_A5,STANDARD
-3.457539159493206e-13,13,1.0,271.52911376953125,0,271.52911376953125,1710.5291748046875,16,2018-04-28,31,21,R_A5,STANDARD
-4.888867088936877e-13,14,1.0,271.70941162109375,0,271.70941162109375,1712.3504638671875,17,2018-04-28,31,21,R_A5,STANDARD
-1.0144261732708548e-12,15,1.0,271.85406494140625,0,271.85406494140625,1713.84326171875,18,2018-04-28,31,21,R_A5,STANDARD
-1.6399603897099269e-10,16,1.0,283.6145935058594,0,283.6145935058594,1715.68505859375,27,2018-04-28,31,21,R_A5,STANDARD
-3.284455207808179e-10,17,1.0,283.85345458984375,0,283.85345458984375,1717.9595947265625,28,2018-04-28,31,21,R_A5,STANDARD
-3.024554807809114e-17,18,1.0,288.3020935058594,0,288.3020935058594,1720.234130859375,29,2018-04-28,31,21,R_A5,STANDARD
-3.544961792085907e-16,19,1.0,284.2637023925781,0,284.2637023925781,1722.5086669921875,30,2018-04-28,31,21,R_A5,STANDARD
-1.0045347533292972e-16,20,1.0,294.1362609863281,0,294.1362609863281,1724.783203125,31,2018-04-28,31,21,R_A5,STANDARD
0.0,1,0.3631296157836914,290.9826354980469,0,290.9826354980469,1609.12939453125,1,2018-07-03,28,41,R_A3,STANDARD
0.0,2,0.19802364706993103,291.11346435546875,0,291.11346435546875,1611.265625,2,2018-07-03,28,41,R_A3,STANDARD
0.0,3,0.18717074394226074,290.4615173339844,0,290.4615173339844,1601.768310546875,2,2018-07-03,29,41,R_A3,STANDARD
0.0,4,0.1872844696044922,290.5997314453125,0,290.5997314453125,1603.8341064453125,3,2018-07-03,29,41,R_A3,STANDARD
0.0,5,0.27745530009269714,290.73822021484375,0,290.73822021484375,1605.89990234375,4,2018-07-03,29,41,R_A3,STANDARD
0.0,6,0.8183030486106873,290.91204833984375,0,290.91204833984375,1607.965576171875,5,2018-07-03,29,41,R_A3,STANDARD
0.0,7,0.6486479640007019,291.052734375,0,291.052734375,1610.031494140625,6,2018-07-03,29,41,R_A3,STANDARD
0.0,8,0.19897601008415222,291.2018737792969,0,291.2018737792969,1612.09716796875,7,2018-07-03,29,41,R_A3,STANDARD
0.0,9,0.2004905492067337,291.3401184082031,0,291.3401184082031,1614.1629638671875,8,2018-07-03,29,41,R_A3,STANDARD
0.0,10,0.8022091388702393,291.53857421875,0,291.53857421875,1616.228759765625,9,2018-07-03,29,41,R_A3,STANDARD
0.0,11,0.7992342710494995,295.0068359375,0,295.0068359375,1618.2945556640625,10,2018-07-03,29,41,R_A3,STANDARD
0.0,12,0.04747909680008888,297.8035583496094,0,297.8035583496094,1620.482421875,11,2018-07-03,29,41,R_A3,STANDARD
0.0,13,0.0548931360244751,297.95831298828125,0,297.95831298828125,1622.7921142578125,12,2018-07-03,29,41,R_A3,STANDARD
0.0,14,0.37348368763923645,298.11322021484375,0,298.11322021484375,1625.101806640625,13,2018-07-03,29,41,R_A3,STANDARD
0.0,15,0.5015516877174377,298.5747985839844,0,298.5747985839844,1629.7213134765625,15,2018-07-03,29,41,R_A3,STANDARD
0.0,16,0.8082737326622009,298.7135314941406,0,298.7135314941406,1631.7802734375,16,2018-07-03,29,41,R_A3,STANDARD
0.0,17,0.6504232287406921,287.8077697753906,0,287.8077697753906,1634.6881103515625,27,2018-07-03,29,41,R_A3,STANDARD
0.0,18,0.09618517756462097,288.0655517578125,0,288.0655517578125,1638.4395751953125,28,2018-07-03,29,41,R_A3,STANDARD
0.0,19,0.05212227627635002,288.31634521484375,0,288.31634521484375,1642.1910400390625,29,2018-07-03,29,41,R_A3,STANDARD
0.0,20,0.6495277285575867,288.5782470703125,0,288.5782470703125,1645.9423828125,30,2018-07-03,29,41,R_A3,STANDARD
0.0,21,0.06605850160121918,288.83807373046875,0,288.83807373046875,1649.69384765625,31,2018-07-03,29,41,R_A3,STANDARD
0.0,1,0.05114549398422241,279.7771911621094,0,279.7771911621094,1634.776611328125,1,2018-09-12,30,52,R_A4,STANDARD
0.0,2,0.04874671995639801,279.3166809082031,0,279.3166809082031,1625.85546875,1,2018-09-12,31,52,R_A4,STANDARD
0.0,3,0.05031055212020874,279.4547424316406,0,279.4547424316406,1627.927001953125,2,2018-09-12,31,52,R_A4,STANDARD
0.0,4,0.052457571029663086,279.5926818847656,0,279.5926818847656,1629.99853515625,3,2018-09-12,31,52,R_A4,STANDARD
0.0,5,0.053615421056747437,279.7304992675781,0,279.7304992675781,1632.070068359375,4,2018-09-12,31,52,R_A4,STANDARD
0.0,6,0.055977605283260345,279.8681945800781,0,279.8681945800781,1634.1416015625,5,2018-09-12,31,52,R_A4,STANDARD
0.0,7,0.05673527345061302,280.0057373046875,0,280.0057373046875,1636.213134765625,6,2018-09-12,31,52,R_A4,STANDARD
0.0,8,0.056244369596242905,279.920166015625,0,279.920166015625,1632.576416015625,6,2018-09-12,32,52,R_A4,STANDARD
0.0,9,0.6495691537857056,280.1064453125,0,280.1064453125,1637.1171875,6,2018-09-12,32,51,R_A4,STANDARD
0.0,10,0.057442326098680496,280.07086181640625,0,280.07086181640625,1635.3218994140625,5,2018-09-12,32,51,R_A4,STANDARD
0.0,11,0.060481611639261246,280.3558349609375,0,280.3558349609375,1637.795654296875,5,2018-09-12,33,51,R_A4,STANDARD
0.0,12,0.06085707247257233,280.2369079589844,0,280.2369079589844,1636.012451171875,4,2018-09-12,33,51,R_A4,STANDARD
0.0,13,0.06274760514497757,280.6710510253906,0,280.6710510253906,1642.6400146484375,4,2018-09-12,33,50,R_A4,STANDARD
0.0,14,0.06300731003284454,280.6103515625,0,280.6103515625,1640.415283203125,4,2018-09-12,34,50,R_A4,STANDARD
0.0,15,0.08449503779411316,280.7129211425781,0,280.7129211425781,1640.35546875,4,2018-09-12,35,50,R_A4,STANDARD
0.0,16,0.09982463717460632,280.5935363769531,0,280.5935363769531,1638.565673828125,3,2018-09-12,35,50,R_A4,STANDARD
0.0,17,0.21015159785747528,280.86566162109375,0,280.86566162109375,1641.0675048828125,30,2018-09-12,35,49,R_A4,STANDARD
0.0,18,0.6544957160949707,281.1497497558594,0,281.1497497558594,1644.448974609375,30,2018-09-12,36,49,R_A4,STANDARD
0.0,19,0.6494475603103638,281.14300537109375,0,281.14300537109375,1645.465576171875,30,2018-09-12,36,48,R_A4,STANDARD
2.8725667677864664e-12,20,1.0,285.33966064453125,0,285.33966064453125,1648.16015625,30,2018-09-12,37,48,R_A4,STANDARD
5.2245652872344103e-14,21,1.0,284.9984130859375,0,284.9984130859375,1651.4024658203125,30,2018-09-12,38,48,R_A4,STANDARD
3.608832254298894e-13,22,1.0,292.4875183105469,0,292.4875183105469,1657.4271240234375,30,2018-09-12,38,47,R_A4,STANDARD
-1.1313228863918043e-13,1,1.0,280.1515197753906,0,280.1515197753906,1695.7457275390625,1,2018-11-07,17,42,R_A6,STANDARD
-6.307138107142576e-14,2,1.0,280.29827880859375,0,280.29827880859375,1697.3017578125,2,2018-11-07,17,42,R_A6,STANDARD
-4.318954251853434e-14,3,1.0,280.4432373046875,0,280.4432373046875,1698.8577880859375,3,2018-11-07,17,42,R_A6,STANDARD
-3.37975666604793e-14,4,1.0,280.585693359375,0,280.585693359375,1700.4139404296875,4,2018-11-07,17,42,R_A6,STANDARD
-4.619458502243094e-14,5,1.0,280.7266540527344,0,280.7266540527344,1701.969970703125,5,2018-11-07,17,42,R_A6,STANDARD
-2.1773390382340274e-12,6,1.0,280.8694763183594,0,280.8694763183594,1703.5260009765625,6,2018-11-07,17,42,R_A6,STANDARD
-3.048403760322338e-12,7,1.0,280.7190246582031,0,280.7190246582031,1705.08203125,7,2018-11-07,17,42,R_A6,STANDARD
-8.103437625778254e-13,8,1.0,280.868896484375,0,280.868896484375,1706.6380615234375,8,2018-11-07,17,42,R_A6,STANDARD
-1.8251871368446526e-13,9,1.0,281.3219299316406,0,281.3219299316406,1708.194091796875,9,2018-11-07,17,42,R_A6,STANDARD
-2.9449141042414695e-11,10,1.0,281.1763610839844,0,281.1763610839844,1709.750244140625,10,2018-11-07,17,42,R_A6,STANDARD
-2.859587844294964e-10,11,1.0,281.29559326171875,0,281.29559326171875,1711.676025390625,11,2018-11-07,17,42,R_A6,STANDARD
-1.326586618333181e-10,12,1.0,281.5224914550781,0,281.5224914550781,1713.9715576171875,12,2018-11-07,17,42,R_A6,STANDARD
-8.60554943277192e-12,13,1.0,281.7607421875,0,281.7607421875,1716.26708984375,13,2018-11-07,17,42,R_A6,STANDARD
-6.060894407883266e-12,14,1.0,281.9781188964844,0,281.9781188964844,1718.5626220703125,14,2018-11-07,17,42,R_A6,STANDARD
-4.015978088273142e-12,15,1.0,282.1957702636719,0,282.1957702636719,1720.858154296875,15,2018-11-07,17,42,R_A6,STANDARD
-1.3174486458364387e-12,16,1.0,282.5587158203125,0,282.5587158203125,1723.1536865234375,16,2018-11-07,17,42,R_A6,STANDARD
-2.4525793722307565e-12,17,1.0,282.7764892578125,0,282.7764892578125,1725.44921875,17,2018-11-07,17,42,R_A6,STANDARD
