SGAS,CONKPOS,PRESSURE,DEPTH,CONBPRES,CONIDX,CONIPOS,CONJPOS,DATE,WELL,WELLMODEL,DRAWDOWN,SWAT
0.0,4,299.0856018066406,1615.688232421875,299.0856018066406,4,28,41,2018-01-01,R_A3,STANDARD,0,0.31154635548591614
0.0,5,299.2183532714844,1617.6688232421875,299.2183532714844,5,28,41,2018-01-01,R_A3,STANDARD,0,0.6650539040565491
0.0,5,298.5608215332031,1607.8580322265625,298.5608215332031,6,29,41,2018-01-01,R_A3,STANDARD,0,0.8081470727920532
0.0,6,298.6948547363281,1609.8583984375,298.6948547363281,7,29,41,2018-01-01,R_A3,STANDARD,0,0.6481541991233826
0.0,7,298.82891845703125,1611.8587646484375,298.82891845703125,8,29,41,2018-01-01,R_A3,STANDARD,0,0.12832152843475342
0.0,8,298.9630126953125,1613.859130859375,298.9630126953125,9,29,41,2018-01-01,R_A3,STANDARD,0,0.10575105249881744
0.0,9,299.0970764160156,1615.859619140625,299.0970764160156,10,29,41,2018-01-01,R_A3,STANDARD,0,0.7971806526184082
0.0,10,299.2311706542969,1617.8599853515625,299.2311706542969,11,29,41,2018-01-01,R_A3,STANDARD,0,0.7953467965126038
0.0,11,299.3705749511719,1619.9395751953125,299.3705749511719,12,29,41,2018-01-01,R_A3,STANDARD,0,0.048974137753248215
0.0,12,299.5152893066406,1622.0986328125,299.5152893066406,13,29,41,2018-01-01,R_A3,STANDARD,0,0.05141626298427582
0.0,13,299.6600036621094,1624.257568359375,299.6600036621094,14,29,41,2018-01-01,R_A3,STANDARD,0,0.3687576949596405
0.0,14,299.80474853515625,1626.41650390625,299.80474853515625,15,29,41,2018-01-01,R_A3,STANDARD,0,0.38509172201156616
0.0,15,299.949462890625,1628.575439453125,299.949462890625,16,29,41,2018-01-01,R_A3,STANDARD,0,0.3509863615036011
0.0,16,300.0793762207031,1630.5133056640625,300.0793762207031,17,29,41,2018-01-01,R_A3,STANDARD,0,0.7959132790565491
0.0,17,300.1482849121094,1631.541015625,300.1482849121094,18,29,41,2018-01-01,R_A3,STANDARD,0,0.8001980185508728
0.0,26,300.2817077636719,1633.531005859375,300.2817077636719,19,29,41,2018-01-01,R_A3,STANDARD,0,0.24196413159370422
0.0,27,300.52587890625,1637.172607421875,300.52587890625,20,29,41,2018-01-01,R_A3,STANDARD,0,0.04389362409710884
0.0,28,300.7700500488281,1640.814208984375,300.7700500488281,21,29,41,2018-01-01,R_A3,STANDARD,0,0.04660370945930481
0.0,29,301.01422119140625,1644.4556884765625,301.01422119140625,22,29,41,2018-01-01,R_A3,STANDARD,0,1.0
0.0,30,301.2584228515625,1648.0972900390625,301.2584228515625,23,29,41,2018-01-01,R_A3,STANDARD,0,0.09996040910482407
0.0,1,299.9359130859375,1628.373291015625,299.9359130859375,1,30,52,2018-01-01,R_A4,STANDARD,0,0.0514245331287384
0.0,1,299.7197265625,1625.1484375,299.7197265625,2,31,52,2018-01-01,R_A4,STANDARD,0,0.04773132503032684
0.0,2,299.86016845703125,1627.2432861328125,299.86016845703125,3,31,52,2018-01-01,R_A4,STANDARD,0,0.047792501747608185
0.0,3,300.0006103515625,1629.338134765625,300.0006103515625,4,31,52,2018-01-01,R_A4,STANDARD,0,0.048484984785318375
0.0,4,300.14105224609375,1631.43310546875,300.14105224609375,5,31,52,2018-01-01,R_A4,STANDARD,0,0.05087817832827568
0.0,5,300.281494140625,1633.528076171875,300.281494140625,6,31,52,2018-01-01,R_A4,STANDARD,0,0.05243818461894989
0.0,5,300.2529296875,1633.1019287109375,300.2529296875,7,32,52,2018-01-01,R_A4,STANDARD,0,0.05252587050199509
0.0,6,300.3807373046875,1635.0081787109375,300.3807373046875,8,32,52,2018-01-01,R_A4,STANDARD,0,0.055094607174396515
0.0,7,300.508544921875,1636.9144287109375,300.508544921875,9,32,52,2018-01-01,R_A4,STANDARD,0,0.05667097494006157
0.0,7,300.48480224609375,1636.5604248046875,300.48480224609375,10,32,51,2018-01-01,R_A4,STANDARD,0,0.05808074399828911
0.0,6,300.3631896972656,1634.7462158203125,300.3631896972656,11,32,51,2018-01-01,R_A4,STANDARD,0,0.05540451034903526
0.0,6,300.59246826171875,1638.1658935546875,300.59246826171875,12,33,51,2018-01-01,R_A4,STANDARD,0,0.05774249881505966
0.0,5,300.4697265625,1636.3353271484375,300.4697265625,13,33,51,2018-01-01,R_A4,STANDARD,0,0.05489524081349373
0.0,5,300.7770080566406,1640.918212890625,300.7770080566406,14,33,50,2018-01-01,R_A4,STANDARD,0,0.057930558919906616
0.0,5,300.8132629394531,1641.458740234375,300.8132629394531,15,34,50,2018-01-01,R_A4,STANDARD,0,0.06140775606036186
0.0,4,300.6919250488281,1639.6494140625,300.6919250488281,16,34,50,2018-01-01,R_A4,STANDARD,0,0.06094352900981903
0.0,3,300.57061767578125,1637.840087890625,300.57061767578125,17,34,50,2018-01-01,R_A4,STANDARD,0,0.14002327620983124
0.0,3,300.6866455078125,1639.5703125,300.6866455078125,18,35,50,2018-01-01,R_A4,STANDARD,0,0.13979944586753845
0.0,30,300.9594421386719,1643.638671875,300.9594421386719,19,35,49,2018-01-01,R_A4,STANDARD,0,0.0936686173081398
0.0,29,300.5450134277344,1637.4583740234375,300.5450134277344,20,35,49,2018-01-01,R_A4,STANDARD,0,0.8535939455032349
0.0,29,300.8262634277344,1641.652587890625,300.8262634277344,21,36,49,2018-01-01,R_A4,STANDARD,0,0.6481541991233826
0.0,29,300.9271240234375,1643.15673828125,300.9271240234375,22,36,48,2018-01-01,R_A4,STANDARD,0,0.852981448173523
0.0,29,301.2702941894531,1648.274169921875,301.2702941894531,23,37,48,2018-01-01,R_A4,STANDARD,0,0.8545894026756287
0.0,29,301.6668701171875,1654.1875,301.6668701171875,24,38,48,2018-01-01,R_A4,STANDARD,0,0.6481541991233826
0.0,28,301.28656005859375,1648.5166015625,301.28656005859375,25,38,48,2018-01-01,R_A4,STANDARD,0,0.051362089812755585
0.0,28,301.93634033203125,1658.2049560546875,301.93634033203125,26,38,47,2018-01-01,R_A4,STANDARD,0,0.09639658778905869
0.0,1,303.99169921875,1686.58447265625,303.99169921875,1,31,20,2018-01-01,R_A5,STANDARD,0,1.0
0.0,2,304.2113342285156,1688.902099609375,304.2113342285156,2,31,20,2018-01-01,R_A5,STANDARD,0,1.0
0.0,3,304.43096923828125,1691.2197265625,304.43096923828125,3,31,20,2018-01-01,R_A5,STANDARD,0,1.0
0.0,4,304.6506042480469,1693.537353515625,304.6506042480469,4,31,20,2018-01-01,R_A5,STANDARD,0,1.0
0.0,5,304.8702392578125,1695.85498046875,304.8702392578125,5,31,20,2018-01-01,R_A5,STANDARD,0,1.0
0.0,6,305.0898742675781,1698.172607421875,305.0898742675781,6,31,20,2018-01-01,R_A5,STANDARD,0,1.0
0.0,7,305.61529541015625,1700.490234375,305.61529541015625,7,31,20,2018-01-01,R_A5,STANDARD,0,1.0
0.0,8,305.5291442871094,1702.807861328125,305.5291442871094,8,31,20,2018-01-01,R_A5,STANDARD,0,1.0
0.0,11,304.9054870605469,1696.2257080078125,304.9054870605469,9,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,12,305.0921630859375,1698.1953125,305.0921630859375,10,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,13,305.27880859375,1700.1650390625,305.27880859375,11,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,14,305.4774475097656,1702.1346435546875,305.4774475097656,12,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,15,305.6640930175781,1704.1043701171875,305.6640930175781,13,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,16,305.85076904296875,1706.073974609375,305.85076904296875,14,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,17,306.1824645996094,1708.043701171875,306.1824645996094,15,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,18,306.3691101074219,1710.013427734375,306.3691101074219,16,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,19,306.5543518066406,1711.9677734375,306.5543518066406,17,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,26,306.6422424316406,1714.552734375,306.6422424316406,18,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,27,306.8961486816406,1717.23193359375,306.8961486816406,19,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,28,307.45587158203125,1719.9111328125,307.45587158203125,20,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,29,307.70977783203125,1722.59033203125,307.70977783203125,21,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,30,307.9637145996094,1725.26953125,307.9637145996094,22,31,21,2018-01-01,R_A5,STANDARD,0,1.0
0.0,1,305.07177734375,1694.7548828125,305.07177734375,1,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,2,305.2176818847656,1696.2945556640625,305.2176818847656,2,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,3,305.36358642578125,1697.8343505859375,305.36358642578125,3,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,4,305.509521484375,1699.3741455078125,305.509521484375,4,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,5,305.65545654296875,1700.9139404296875,305.65545654296875,5,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,6,305.8013610839844,1702.45361328125,305.8013610839844,6,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,7,305.64825439453125,1703.993408203125,305.64825439453125,7,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,8,305.794189453125,1705.5333251953125,305.794189453125,8,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,9,306.2391357421875,1707.072998046875,306.2391357421875,9,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,10,306.07928466796875,1708.61279296875,306.07928466796875,10,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,11,306.25848388671875,1710.502197265625,306.25848388671875,11,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,12,306.4706726074219,1712.7413330078125,306.4706726074219,12,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,13,306.6948547363281,1714.98046875,306.6948547363281,13,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,14,306.9070739746094,1717.2196044921875,306.9070739746094,14,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,15,307.1192932128906,1719.458740234375,307.1192932128906,15,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,16,307.47650146484375,1721.6978759765625,307.47650146484375,16,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,17,307.688720703125,1723.93701171875,307.688720703125,17,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,18,307.85162353515625,1725.6556396484375,307.85162353515625,18,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,26,307.83251953125,1727.111572265625,307.83251953125,19,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,27,308.30072021484375,1728.825439453125,308.30072021484375,20,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,28,308.1573791503906,1730.539306640625,308.1573791503906,21,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,29,308.6256103515625,1732.253173828125,308.6256103515625,22,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,30,308.4822692871094,1733.967041015625,308.4822692871094,23,17,42,2018-01-01,R_A6,STANDARD,0,1.0
0.0,1,298.2374572753906,1641.784423828125,298.2374572753906,1,22,30,2018-03-01,R_A2,STANDARD,0,0.05327654257416725
0.0,2,298.35504150390625,1643.5380859375,298.35504150390625,2,22,30,2018-03-01,R_A2,STANDARD,0,0.055905453860759735
0.0,3,298.4725341796875,1645.291748046875,298.4725341796875,3,22,30,2018-03-01,R_A2,STANDARD,0,0.05917530879378319
0.0,4,298.5900573730469,1647.0455322265625,298.5900573730469,4,22,30,2018-03-01,R_A2,STANDARD,0,0.06531371921300888
0.0,5,298.7077331542969,1648.7991943359375,298.7077331542969,5,22,30,2018-03-01,R_A2,STANDARD,0,0.08703978359699249
0.0,6,298.9080505371094,1650.552978515625,298.9080505371094,6,22,30,2018-03-01,R_A2,STANDARD,0,0.29820549488067627
0.0,7,298.8193664550781,1652.306640625,298.8193664550781,7,22,30,2018-03-01,R_A2,STANDARD,0,0.6500391960144043
0.0,8,298.89556884765625,1654.0604248046875,298.89556884765625,8,22,30,2018-03-01,R_A2,STANDARD,0,0.6487705707550049
0.0,9,299.0133056640625,1655.8140869140625,299.0133056640625,9,22,30,2018-03-01,R_A2,STANDARD,0,0.6502175331115723
0.0,10,299.4689025878906,1657.56787109375,299.4689025878906,10,22,30,2018-03-01,R_A2,STANDARD,0,0.6484116315841675
0.0,11,299.8988952636719,1659.4566650390625,299.8988952636719,11,22,30,2018-03-01,R_A2,STANDARD,0,0.07136216759681702
0.0,12,300.0284118652344,1661.4805908203125,300.0284118652344,12,22,30,2018-03-01,R_A2,STANDARD,0,0.07270599156618118
0.0,13,300.3011779785156,1663.504638671875,300.3011779785156,13,22,30,2018-03-01,R_A2,STANDARD,0,0.42799192667007446
0.0,14,300.5760803222656,1665.528564453125,300.5760803222656,14,22,30,2018-03-01,R_A2,STANDARD,0,0.47367221117019653
0.0,15,300.7126770019531,1667.5526123046875,300.7126770019531,15,22,30,2018-03-01,R_A2,STANDARD,0,0.5524390339851379
0.0,16,300.8459777832031,1669.5765380859375,300.8459777832031,16,22,30,2018-03-01,R_A2,STANDARD,0,0.929654598236084
0.0,17,300.9813232421875,1671.6005859375,300.9813232421875,17,22,30,2018-03-01,R_A2,STANDARD,0,0.8993330001831055
0.0,18,301.1044616699219,1673.439697265625,301.1044616699219,18,22,30,2018-03-01,R_A2,STANDARD,0,0.9445172548294067
0.0,18,301.0774230957031,1673.4927978515625,301.0774230957031,19,22,29,2018-03-01,R_A2,STANDARD,0,0.9367498755455017
0.0,19,301.1571350097656,1674.65869140625,301.1571350097656,20,22,29,2018-03-01,R_A2,STANDARD,0,0.9381962418556213
0.0,26,301.61895751953125,1675.7757568359375,301.61895751953125,21,22,29,2018-03-01,R_A2,STANDARD,0,0.14971628785133362
-5.622587898740372e-12,27,302.39801025390625,1677.5589599609375,302.39801025390625,22,22,29,2018-03-01,R_A2,STANDARD,0,1.0
-1.900305677789496e-13,28,303.01495361328125,1679.3421630859375,303.01495361328125,23,22,29,2018-03-01,R_A2,STANDARD,0,1.0
-5.0237862914831455e-15,29,303.34454345703125,1681.1253662109375,303.34454345703125,24,22,29,2018-03-01,R_A2,STANDARD,0,1.0
-5.139143179174117e-16,30,303.88739013671875,1682.90869140625,303.88739013671875,25,22,29,2018-03-01,R_A2,STANDARD,0,1.0
0.0,1,280.0158996582031,1686.58447265625,280.0158996582031,1,31,20,2018-04-28,R_A5,STANDARD,0,1.0
0.0,2,280.2332763671875,1688.902099609375,280.2332763671875,2,31,20,2018-04-28,R_A5,STANDARD,0,1.0
0.0,3,280.45208740234375,1691.2197265625,280.45208740234375,3,31,20,2018-04-28,R_A5,STANDARD,0,1.0
0.0,4,280.67108154296875,1693.537353515625,280.67108154296875,4,31,20,2018-04-28,R_A5,STANDARD,0,1.0
0.0,5,280.89044189453125,1695.85498046875,280.89044189453125,5,31,20,2018-04-28,R_A5,STANDARD,0,1.0
0.0,6,281.1103515625,1698.172607421875,281.1103515625,6,31,20,2018-04-28,R_A5,STANDARD,0,1.0
0.0,7,281.63653564453125,1700.490234375,281.63653564453125,7,31,20,2018-04-28,R_A5,STANDARD,0,1.0
0.0,8,283.470947265625,1702.807861328125,283.470947265625,8,31,20,2018-04-28,R_A5,STANDARD,0,1.0
2.1011792024176745e-13,11,279.74188232421875,1696.2257080078125,279.74188232421875,9,31,21,2018-04-28,R_A5,STANDARD,0,1.0
2.0075743368055954e-13,12,279.9273986816406,1698.1953125,279.9273986816406,10,31,21,2018-04-28,R_A5,STANDARD,0,1.0
-5.625446499412084e-16,13,279.9353332519531,1700.1650390625,279.9353332519531,11,31,21,2018-04-28,R_A5,STANDARD,0,1.0
1.2751381710512238e-13,14,280.2178955078125,1702.1346435546875,280.2178955078125,12,31,21,2018-04-28,R_A5,STANDARD,0,1.0
6.922639680462597e-14,15,280.4081726074219,1704.1043701171875,280.4081726074219,13,31,21,2018-04-28,R_A5,STANDARD,0,1.0
1.1475428727647074e-14,16,280.60491943359375,1706.073974609375,280.60491943359375,14,31,21,2018-04-28,R_A5,STANDARD,0,1.0
-2.000533214495284e-15,17,280.97705078125,1708.043701171875,280.97705078125,15,31,21,2018-04-28,R_A5,STANDARD,0,1.0
-3.0999597454165004e-15,18,281.2236633300781,1710.013427734375,281.2236633300781,16,31,21,2018-04-28,R_A5,STANDARD,0,1.0
-5.647441403953436e-15,19,281.43817138671875,1711.9677734375,281.43817138671875,17,31,21,2018-04-28,R_A5,STANDARD,0,1.0
1.0050966643985939e-14,26,288.33843994140625,1714.552734375,288.33843994140625,18,31,21,2018-04-28,R_A5,STANDARD,0,1.0
5.7166135025580114e-15,27,288.5933532714844,1717.23193359375,288.5933532714844,19,31,21,2018-04-28,R_A5,STANDARD,0,1.0
-3.6510506297292984e-19,28,291.16552734375,1719.9111328125,291.16552734375,20,31,21,2018-04-28,R_A5,STANDARD,0,1.0
-8.423700346197496e-23,29,301.4997253417969,1722.59033203125,301.4997253417969,21,31,21,2018-04-28,R_A5,STANDARD,0,1.0
-2.0306255915759055e-25,30,306.40838623046875,1725.26953125,306.40838623046875,22,31,21,2018-04-28,R_A5,STANDARD,0,1.0
0.0,1,280.7969055175781,1609.7467041015625,280.7969055175781,1,28,41,2018-07-03,R_A3,STANDARD,0,0.20013295114040375
0.0,2,280.9292297363281,1611.7271728515625,280.9292297363281,2,28,41,2018-07-03,R_A3,STANDARD,0,0.19536428153514862
0.0,3,281.0615539550781,1613.707763671875,281.0615539550781,3,28,41,2018-07-03,R_A3,STANDARD,0,0.1953156292438507
0.0,4,281.1944885253906,1615.688232421875,281.1944885253906,4,28,41,2018-07-03,R_A3,STANDARD,0,0.31196582317352295
0.0,5,281.3241882324219,1617.6688232421875,281.3241882324219,5,28,41,2018-07-03,R_A3,STANDARD,0,0.6663557291030884
0.0,5,280.688232421875,1607.8580322265625,280.688232421875,6,29,41,2018-07-03,R_A3,STANDARD,0,0.8068203926086426
0.0,6,280.7813720703125,1609.8583984375,280.7813720703125,7,29,41,2018-07-03,R_A3,STANDARD,0,0.6502825021743774
0.0,7,280.913818359375,1611.8587646484375,280.913818359375,8,29,41,2018-07-03,R_A3,STANDARD,0,0.12931431829929352
0.0,8,281.04730224609375,1613.859130859375,281.04730224609375,9,29,41,2018-07-03,R_A3,STANDARD,0,0.10702157765626907
0.0,9,281.2605285644531,1615.859619140625,281.2605285644531,10,29,41,2018-07-03,R_A3,STANDARD,0,0.7962411046028137
0.0,10,283.19451904296875,1617.8599853515625,283.19451904296875,11,29,41,2018-07-03,R_A3,STANDARD,0,0.793461263179779
0.0,11,286.84503173828125,1619.9395751953125,286.84503173828125,12,29,41,2018-07-03,R_A3,STANDARD,0,0.04907601699233055
0.0,12,286.9892883300781,1622.0986328125,286.9892883300781,13,29,41,2018-07-03,R_A3,STANDARD,0,0.05152026563882828
0.0,13,287.13427734375,1624.257568359375,287.13427734375,14,29,41,2018-07-03,R_A3,STANDARD,0,0.36914780735969543
0.0,14,287.603515625,1626.41650390625,287.603515625,15,29,41,2018-07-03,R_A3,STANDARD,0,0.38534900546073914
0.0,15,287.6955261230469,1628.575439453125,287.6955261230469,16,29,41,2018-07-03,R_A3,STANDARD,0,0.3512597382068634
0.0,16,287.8244934082031,1630.5133056640625,287.8244934082031,17,29,41,2018-07-03,R_A3,STANDARD,0,0.7940706014633179
0.0,17,287.8790588378906,1631.541015625,287.8790588378906,18,29,41,2018-07-03,R_A3,STANDARD,0,0.7990421652793884
0.0,26,285.20831298828125,1633.531005859375,285.20831298828125,19,29,41,2018-07-03,R_A3,STANDARD,0,0.2412504404783249
0.0,27,285.41705322265625,1637.172607421875,285.41705322265625,20,29,41,2018-07-03,R_A3,STANDARD,0,0.04457991197705269
0.0,28,285.6603698730469,1640.814208984375,285.6603698730469,21,29,41,2018-07-03,R_A3,STANDARD,0,0.04727670177817345
-3.759272407255487e-11,29,288.71087646484375,1644.4556884765625,288.71087646484375,22,29,41,2018-07-03,R_A3,STANDARD,0,1.0
0.0,30,285.6613464355469,1648.0972900390625,285.6613464355469,23,29,41,2018-07-03,R_A3,STANDARD,0,0.10436021536588669
0.0,1,279.2857360839844,1628.373291015625,279.2857360839844,1,30,52,2018-09-12,R_A4,STANDARD,0,0.05149119719862938
0.0,1,279.1265869140625,1625.1484375,279.1265869140625,2,31,52,2018-09-12,R_A4,STANDARD,0,0.047810789197683334
0.0,2,279.2662658691406,1627.2432861328125,279.2662658691406,3,31,52,2018-09-12,R_A4,STANDARD,0,0.04788271337747574
0.0,3,279.40594482421875,1629.338134765625,279.40594482421875,4,31,52,2018-09-12,R_A4,STANDARD,0,0.04858238250017166
0.0,4,279.545654296875,1631.43310546875,279.545654296875,5,31,52,2018-09-12,R_A4,STANDARD,0,0.05097299441695213
0.0,5,279.68536376953125,1633.528076171875,279.68536376953125,6,31,52,2018-09-12,R_A4,STANDARD,0,0.052529867738485336
0.0,5,279.7037353515625,1633.1019287109375,279.7037353515625,7,32,52,2018-09-12,R_A4,STANDARD,0,0.052641212940216064
0.0,6,279.8309020996094,1635.0081787109375,279.8309020996094,8,32,52,2018-09-12,R_A4,STANDARD,0,0.05520535632967949
0.0,7,279.9580383300781,1636.9144287109375,279.9580383300781,9,32,52,2018-09-12,R_A4,STANDARD,0,0.05677962303161621
0.0,7,279.9026184082031,1636.5604248046875,279.9026184082031,10,32,51,2018-09-12,R_A4,STANDARD,0,0.05837308615446091
0.0,6,279.7816467285156,1634.7462158203125,279.7816467285156,11,32,51,2018-09-12,R_A4,STANDARD,0,0.05569551885128021
0.0,6,280.0475769042969,1638.1658935546875,280.0475769042969,12,33,51,2018-09-12,R_A4,STANDARD,0,0.058059290051460266
0.0,5,279.92547607421875,1636.3353271484375,279.92547607421875,13,33,51,2018-09-12,R_A4,STANDARD,0,0.055195555090904236
0.0,5,280.1949157714844,1640.918212890625,280.1949157714844,14,33,50,2018-09-12,R_A4,STANDARD,0,0.05802474170923233
0.0,5,280.2569885253906,1641.458740234375,280.2569885253906,15,34,50,2018-09-12,R_A4,STANDARD,0,0.061346616595983505
0.0,4,280.1363525390625,1639.6494140625,280.1363525390625,16,34,50,2018-09-12,R_A4,STANDARD,0,0.06091151386499405
0.0,3,280.0157775878906,1637.840087890625,280.0157775878906,17,34,50,2018-09-12,R_A4,STANDARD,0,0.1403808742761612
0.0,3,280.1435241699219,1639.5703125,280.1435241699219,18,35,50,2018-09-12,R_A4,STANDARD,0,0.1400282382965088
0.0,30,279.776611328125,1643.638671875,279.776611328125,19,35,49,2018-09-12,R_A4,STANDARD,0,0.09410320222377777
0.0,29,289.6568908691406,1637.4583740234375,289.6568908691406,20,35,49,2018-09-12,R_A4,STANDARD,0,0.8531059622764587
0.0,29,279.3977966308594,1641.652587890625,279.3977966308594,21,36,49,2018-09-12,R_A4,STANDARD,0,0.6592828631401062
0.0,29,286.3636779785156,1643.15673828125,286.3636779785156,22,36,48,2018-09-12,R_A4,STANDARD,0,0.852325439453125
0.0,29,284.16845703125,1648.274169921875,284.16845703125,23,37,48,2018-09-12,R_A4,STANDARD,0,0.8538268208503723
0.0,29,280.5644836425781,1654.1875,280.5644836425781,24,38,48,2018-09-12,R_A4,STANDARD,0,0.6600140333175659
0.0,28,280.18463134765625,1648.5166015625,280.18463134765625,25,38,48,2018-09-12,R_A4,STANDARD,0,0.053879089653491974
0.0,28,280.62506103515625,1658.2049560546875,280.62506103515625,26,38,47,2018-09-12,R_A4,STANDARD,0,0.09473732113838196
-3.70587648025264e-13,1,276.7394714355469,1694.7548828125,276.7394714355469,1,17,42,2018-11-07,R_A6,STANDARD,0,1.0
