PRESSURE,DEPTH,DRAWDOWN,SWAT,WELL,WELLMODEL,DATE,CONJPOS,CONKPOS,SGAS,CONIDX,CONIPOS,CONBPRES
303.04449462890625,1674.6378173828125,0,0.9594594836235046,R_A2,STANDARD,2018-01-01,30,18,0.0,18,22,303.04449462890625
303.10809326171875,1675.585693359375,0,0.9838770031929016,R_A2,STANDARD,2018-01-01,30,19,0.0,19,22,303.10809326171875
303.1763000488281,1676.6024169921875,0,0.6481541991233826,R_A2,STANDARD,2018-01-01,30,26,0.0,20,22,303.1763000488281
303.2974548339844,1678.408203125,0,1.0,R_A2,STANDARD,2018-01-01,30,27,0.0,21,22,303.2974548339844
303.130126953125,1675.9140625,0,1.0,R_A2,STANDARD,2018-01-01,29,27,0.0,22,22,303.130126953125
303.2584533691406,1677.8267822265625,0,1.0,R_A2,STANDARD,2018-01-01,29,28,0.0,23,22,303.2584533691406
303.3868103027344,1679.739501953125,0,0.8374618887901306,R_A2,STANDARD,2018-01-01,29,29,0.0,24,22,303.3868103027344
303.8301086425781,1681.6522216796875,0,1.0,R_A2,STANDARD,2018-01-01,29,30,0.0,25,22,303.8301086425781
297.99853515625,1599.380859375,0,0.1984066367149353,R_A3,STANDARD,2018-01-01,41,1,0.0,1,29,297.99853515625
298.1484069824219,1601.617431640625,0,0.11823459714651108,R_A3,STANDARD,2018-01-01,41,2,0.0,2,29,298.1484069824219
298.29827880859375,1603.85400390625,0,0.11823459714651108,R_A3,STANDARD,2018-01-01,41,3,0.0,3,29,298.29827880859375
298.4481506347656,1606.090576171875,0,0.15391476452350616,R_A3,STANDARD,2018-01-01,41,4,0.0,4,29,298.4481506347656
298.5980529785156,1608.3270263671875,0,0.6481541991233826,R_A3,STANDARD,2018-01-01,41,5,0.0,5,29,298.5980529785156
298.7479248046875,1610.5635986328125,0,0.6481541991233826,R_A3,STANDARD,2018-01-01,41,6,0.0,6,29,298.7479248046875
298.8978271484375,1612.8001708984375,0,0.195072740316391,R_A3,STANDARD,2018-01-01,41,7,0.0,7,29,298.8978271484375
299.0477294921875,1615.0367431640625,0,0.19541196525096893,R_A3,STANDARD,2018-01-01,41,8,0.0,8,29,299.0477294921875
299.1976318359375,1617.2733154296875,0,0.6481541991233826,R_A3,STANDARD,2018-01-01,41,9,0.0,9,29,299.1976318359375
299.3475646972656,1619.5098876953125,0,0.8015245199203491,R_A3,STANDARD,2018-01-01,41,10,0.0,10,29,299.3475646972656
299.49993896484375,1621.782958984375,0,0.047900356352329254,R_A3,STANDARD,2018-01-01,41,11,0.0,11,29,299.49993896484375
299.6547546386719,1624.092529296875,0,0.05206657946109772,R_A3,STANDARD,2018-01-01,41,12,0.0,12,29,299.6547546386719
299.8095703125,1626.402099609375,0,0.36568668484687805,R_A3,STANDARD,2018-01-01,41,13,0.0,13,29,299.8095703125
299.96441650390625,1628.711669921875,0,0.06000029668211937,R_A3,STANDARD,2018-01-01,41,14,0.0,14,29,299.96441650390625
300.1192321777344,1631.021240234375,0,0.5017426013946533,R_A3,STANDARD,2018-01-01,41,15,0.0,15,29,300.1192321777344
300.25372314453125,1633.0272216796875,0,0.8044002056121826,R_A3,STANDARD,2018-01-01,41,16,0.0,16,29,300.25372314453125
300.4383544921875,1635.78076171875,0,0.2706027328968048,R_A3,STANDARD,2018-01-01,41,26,0.0,17,29,300.4383544921875
300.6821594238281,1639.4168701171875,0,0.04446130245923996,R_A3,STANDARD,2018-01-01,41,27,0.0,18,29,300.6821594238281
300.92596435546875,1643.052978515625,0,0.04721330106258392,R_A3,STANDARD,2018-01-01,41,28,0.0,19,29,300.92596435546875
301.1697998046875,1646.6890869140625,0,0.804677426815033,R_A3,STANDARD,2018-01-01,41,29,0.0,20,29,301.1697998046875
301.41363525390625,1650.3251953125,0,0.17226848006248474,R_A3,STANDARD,2018-01-01,41,30,0.0,21,29,301.41363525390625
300.18023681640625,1631.930908203125,0,0.05124343931674957,R_A4,STANDARD,2018-01-01,52,1,0.0,1,30,300.18023681640625
299.7972106933594,1626.2177734375,0,0.046831559389829636,R_A4,STANDARD,2018-01-01,52,1,0.0,2,31,299.7972106933594
299.93359375,1628.252197265625,0,0.04854903370141983,R_A4,STANDARD,2018-01-01,52,2,0.0,3,31,299.93359375
300.07000732421875,1630.2867431640625,0,0.04987854138016701,R_A4,STANDARD,2018-01-01,52,3,0.0,4,31,300.07000732421875
300.2063903808594,1632.3212890625,0,0.052425965666770935,R_A4,STANDARD,2018-01-01,52,4,0.0,5,31,300.2063903808594
300.3428039550781,1634.3558349609375,0,0.05599447339773178,R_A4,STANDARD,2018-01-01,52,5,0.0,6,31,300.3428039550781
300.2658386230469,1633.2080078125,0,0.053494252264499664,R_A4,STANDARD,2018-01-01,52,5,0.0,7,32,300.2658386230469
300.49853515625,1636.6783447265625,0,0.05470734089612961,R_A4,STANDARD,2018-01-01,51,5,0.0,8,32,300.49853515625
300.3790588378906,1634.896484375,0,0.053745586425065994,R_A4,STANDARD,2018-01-01,51,4,0.0,9,32,300.3790588378906
300.5276794433594,1637.1131591796875,0,0.05632903799414635,R_A4,STANDARD,2018-01-01,51,4,0.0,10,33,300.5276794433594
300.4060363769531,1635.2989501953125,0,0.05432971194386482,R_A4,STANDARD,2018-01-01,51,3,0.0,11,33,300.4060363769531
300.71368408203125,1639.88720703125,0,0.05680060014128685,R_A4,STANDARD,2018-01-01,50,3,0.0,12,33,300.71368408203125
300.592529296875,1638.080322265625,0,0.05622285604476929,R_A4,STANDARD,2018-01-01,50,3,0.0,13,34,300.592529296875
300.7205505371094,1639.989501953125,0,0.06087556481361389,R_A4,STANDARD,2018-01-01,50,4,0.0,14,34,300.7205505371094
300.7283020019531,1640.10498046875,0,0.07881661504507065,R_A4,STANDARD,2018-01-01,50,4,0.0,15,35,300.7283020019531
300.60565185546875,1638.27587890625,0,0.060101620852947235,R_A4,STANDARD,2018-01-01,50,3,0.0,16,35,300.60565185546875
300.8520202636719,1641.9500732421875,0,0.1164218932390213,R_A4,STANDARD,2018-01-01,49,3,0.0,17,35,300.8520202636719
300.9496765136719,1643.40673828125,0,0.2219727486371994,R_A4,STANDARD,2018-01-01,49,29,0.0,18,36,300.9496765136719
300.9993896484375,1644.1478271484375,0,0.17780421674251556,R_A4,STANDARD,2018-01-01,48,29,0.0,19,36,300.9993896484375
301.4325866699219,1650.6075439453125,0,0.24613331258296967,R_A4,STANDARD,2018-01-01,48,29,0.0,20,37,301.4325866699219
301.05572509765625,1644.9879150390625,0,0.6481541991233826,R_A4,STANDARD,2018-01-01,48,28,0.0,21,37,301.05572509765625
301.2694091796875,1648.174560546875,0,0.6481541991233826,R_A4,STANDARD,2018-01-01,48,28,0.0,22,38,301.2694091796875
301.85076904296875,1656.8427734375,0,0.2565601170063019,R_A4,STANDARD,2018-01-01,47,28,0.0,23,38,301.85076904296875
304.0587158203125,1684.0645751953125,0,1.0,R_A5,STANDARD,2018-01-01,20,1,0.0,1,31,304.0587158203125
303.970703125,1686.36279296875,0,1.0,R_A5,STANDARD,2018-01-01,20,2,0.0,2,31,303.970703125
304.1884765625,1688.660888671875,0,1.0,R_A5,STANDARD,2018-01-01,20,3,0.0,3,31,304.1884765625
304.40625,1690.958984375,0,1.0,R_A5,STANDARD,2018-01-01,20,4,0.0,4,31,304.40625
304.6240539550781,1693.257080078125,0,1.0,R_A5,STANDARD,2018-01-01,20,5,0.0,5,31,304.6240539550781
304.8418273925781,1695.55517578125,0,1.0,R_A5,STANDARD,2018-01-01,20,6,0.0,6,31,304.8418273925781
305.3653869628906,1697.853271484375,0,1.0,R_A5,STANDARD,2018-01-01,20,7,0.0,7,31,305.3653869628906
305.58319091796875,1700.1513671875,0,1.0,R_A5,STANDARD,2018-01-01,20,8,0.0,8,31,305.58319091796875
305.32354736328125,1700.63720703125,0,1.0,R_A5,STANDARD,2018-01-01,21,11,0.0,9,31,305.32354736328125
305.511474609375,1702.6201171875,0,1.0,R_A5,STANDARD,2018-01-01,21,12,0.0,10,31,305.511474609375
305.71136474609375,1704.6031494140625,0,1.0,R_A5,STANDARD,2018-01-01,21,13,0.0,11,31,305.71136474609375
305.8992919921875,1706.586181640625,0,1.0,R_A5,STANDARD,2018-01-01,21,14,0.0,12,31,305.8992919921875
306.08721923828125,1708.569091796875,0,1.0,R_A5,STANDARD,2018-01-01,21,15,0.0,13,31,306.08721923828125
306.420166015625,1710.552001953125,0,1.0,R_A5,STANDARD,2018-01-01,21,16,0.0,14,31,306.420166015625
306.60809326171875,1712.534912109375,0,1.0,R_A5,STANDARD,2018-01-01,21,17,0.0,15,31,306.60809326171875
306.7848815917969,1714.400390625,0,1.0,R_A5,STANDARD,2018-01-01,21,18,0.0,16,31,306.7848815917969
306.8873596191406,1715.4815673828125,0,1.0,R_A5,STANDARD,2018-01-01,21,19,0.0,17,31,306.8873596191406
306.8624267578125,1716.876220703125,0,1.0,R_A5,STANDARD,2018-01-01,21,26,0.0,18,31,306.8624267578125
307.0874938964844,1719.2508544921875,0,1.0,R_A5,STANDARD,2018-01-01,21,27,0.0,19,31,307.0874938964844
307.61834716796875,1721.6256103515625,0,1.0,R_A5,STANDARD,2018-01-01,21,28,0.0,20,31,307.61834716796875
307.8434143066406,1724.000244140625,0,1.0,R_A5,STANDARD,2018-01-01,21,29,0.0,21,31,307.8434143066406
308.0684814453125,1726.375,0,1.0,R_A5,STANDARD,2018-01-01,21,30,0.0,22,31,308.0684814453125
305.0845947265625,1694.8902587890625,0,1.0,R_A6,STANDARD,2018-01-01,42,1,0.0,1,17,305.0845947265625
305.23046875,1696.4295654296875,0,1.0,R_A6,STANDARD,2018-01-01,42,2,0.0,2,17,305.23046875
305.3763732910156,1697.968994140625,0,1.0,R_A6,STANDARD,2018-01-01,42,3,0.0,3,17,305.3763732910156
305.5222473144531,1699.50830078125,0,1.0,R_A6,STANDARD,2018-01-01,42,4,0.0,4,17,305.5222473144531
305.6681213378906,1701.0477294921875,0,1.0,R_A6,STANDARD,2018-01-01,42,5,0.0,5,17,305.6681213378906
305.81402587890625,1702.587158203125,0,1.0,R_A6,STANDARD,2018-01-01,42,6,0.0,6,17,305.81402587890625
305.6608581542969,1704.1265869140625,0,1.0,R_A6,STANDARD,2018-01-01,42,7,0.0,7,17,305.6608581542969
305.8067626953125,1705.666015625,0,1.0,R_A6,STANDARD,2018-01-01,42,8,0.0,8,17,305.8067626953125
306.2516784667969,1707.205322265625,0,1.0,R_A6,STANDARD,2018-01-01,42,9,0.0,9,17,306.2516784667969
306.091796875,1708.7447509765625,0,1.0,R_A6,STANDARD,2018-01-01,42,10,0.0,10,17,306.091796875
306.2760314941406,1710.6873779296875,0,1.0,R_A6,STANDARD,2018-01-01,42,11,0.0,11,17,306.2760314941406
306.49835205078125,1713.033203125,0,1.0,R_A6,STANDARD,2018-01-01,42,12,0.0,12,17,306.49835205078125
306.7326354980469,1715.379150390625,0,1.0,R_A6,STANDARD,2018-01-01,42,13,0.0,13,17,306.7326354980469
306.9549560546875,1717.7249755859375,0,1.0,R_A6,STANDARD,2018-01-01,42,14,0.0,14,17,306.9549560546875
307.3222961425781,1720.07080078125,0,1.0,R_A6,STANDARD,2018-01-01,42,15,0.0,15,17,307.3222961425781
307.5446472167969,1722.4166259765625,0,1.0,R_A6,STANDARD,2018-01-01,42,16,0.0,16,17,307.5446472167969
307.76629638671875,1724.7554931640625,0,1.0,R_A6,STANDARD,2018-01-01,42,17,0.0,17,17,307.76629638671875
307.8976745605469,1726.1417236328125,0,1.0,R_A6,STANDARD,2018-01-01,42,18,0.0,18,17,307.8976745605469
307.8426208496094,1727.21826171875,0,1.0,R_A6,STANDARD,2018-01-01,42,26,0.0,19,17,307.8426208496094
308.31072998046875,1728.930908203125,0,1.0,R_A6,STANDARD,2018-01-01,42,27,0.0,20,17,308.31072998046875
308.4730529785156,1730.6435546875,0,1.0,R_A6,STANDARD,2018-01-01,42,28,0.0,21,17,308.4730529785156
308.6353759765625,1732.356201171875,0,1.0,R_A6,STANDARD,2018-01-01,42,29,0.0,22,17,308.6353759765625
308.4919128417969,1734.0687255859375,0,1.0,R_A6,STANDARD,2018-01-01,42,30,0.0,23,17,308.4919128417969
297.1457824707031,1641.23193359375,0,0.05323997884988785,R_A2,STANDARD,2018-03-01,30,1,0.0,1,22,297.1457824707031
297.2701110839844,1643.0855712890625,0,0.05566421151161194,R_A2,STANDARD,2018-03-01,30,2,0.0,2,22,297.2701110839844
297.3945617675781,1644.9393310546875,0,0.05840529501438141,R_A2,STANDARD,2018-03-01,30,3,0.0,3,22,297.3945617675781
297.5197448730469,1646.7930908203125,0,0.13789255917072296,R_A2,STANDARD,2018-03-01,30,4,0.0,4,22,297.5197448730469
297.64453125,1648.6468505859375,0,0.6558979749679565,R_A2,STANDARD,2018-03-01,30,5,0.0,5,22,297.64453125
298.0671691894531,1650.5006103515625,0,0.3096122741699219,R_A2,STANDARD,2018-03-01,30,6,0.0,6,22,298.0671691894531
298.20751953125,1652.3544921875,0,0.8790659308433533,R_A2,STANDARD,2018-03-01,30,7,0.0,7,22,298.20751953125
298.3468322753906,1654.2081298828125,0,0.8604806661605835,R_A2,STANDARD,2018-03-01,30,8,0.0,8,22,298.3468322753906
298.97625732421875,1656.0618896484375,0,0.8720548152923584,R_A2,STANDARD,2018-03-01,30,9,0.0,9,22,298.97625732421875
299.4264831542969,1657.9156494140625,0,0.8926482796669006,R_A2,STANDARD,2018-03-01,30,10,0.0,10,22,299.4264831542969
299.826904296875,1659.9111328125,0,0.07077402621507645,R_A2,STANDARD,2018-03-01,30,11,0.0,11,22,299.826904296875
299.9544372558594,1662.048583984375,0,0.07466822117567062,R_A2,STANDARD,2018-03-01,30,12,0.0,12,22,299.9544372558594
300.1920471191406,1664.185791015625,0,0.4402962923049927,R_A2,STANDARD,2018-03-01,30,13,0.0,13,22,300.1920471191406
300.3367614746094,1666.3231201171875,0,0.47565680742263794,R_A2,STANDARD,2018-03-01,30,14,0.0,14,22,300.3367614746094
300.4878234863281,1668.46044921875,0,0.9150846600532532,R_A2,STANDARD,2018-03-01,30,15,0.0,15,22,300.4878234863281
300.6408386230469,1670.597900390625,0,0.9490952491760254,R_A2,STANDARD,2018-03-01,30,16,0.0,16,22,300.6408386230469
300.7909851074219,1672.7352294921875,0,0.9078507423400879,R_A2,STANDARD,2018-03-01,30,17,0.0,17,22,300.7909851074219
300.9194030761719,1674.6378173828125,0,0.9594331383705139,R_A2,STANDARD,2018-03-01,30,18,0.0,18,22,300.9194030761719
300.9830017089844,1675.585693359375,0,0.9838665127754211,R_A2,STANDARD,2018-03-01,30,19,0.0,19,22,300.9830017089844
303.1437683105469,1676.6024169921875,0,0.6481562852859497,R_A2,STANDARD,2018-03-01,30,26,0.0,20,22,303.1437683105469
303.04150390625,1678.408203125,0,1.0,R_A2,STANDARD,2018-03-01,30,27,2.3677558784479134e-15,21,22,303.04150390625
303.047119140625,1675.9140625,0,1.0,R_A2,STANDARD,2018-03-01,29,27,-3.029574854873651e-11,22,22,303.047119140625
303.06494140625,1677.8267822265625,0,1.0,R_A2,STANDARD,2018-03-01,29,28,3.6068469456545924e-17,23,22,303.06494140625
302.8451232910156,1679.739501953125,0,0.8374350070953369,R_A2,STANDARD,2018-03-01,29,29,0.0,24,22,302.8451232910156
302.894775390625,1681.6522216796875,0,0.9999967813491821,R_A2,STANDARD,2018-03-01,29,30,0.0,25,22,302.894775390625
277.1786193847656,1684.0645751953125,0,1.0,R_A5,STANDARD,2018-04-28,20,1,-2.996500074979591e-13,1,31,277.1786193847656
277.09088134765625,1686.36279296875,0,1.0,R_A5,STANDARD,2018-04-28,20,2,-2.9419669825281325e-12,2,31,277.09088134765625
277.3088073730469,1688.660888671875,0,1.0,R_A5,STANDARD,2018-04-28,20,3,-5.456266514991537e-12,3,31,277.3088073730469
277.52655029296875,1690.958984375,0,1.0,R_A5,STANDARD,2018-04-28,20,4,-5.874748604250968e-12,4,31,277.52655029296875
277.74420166015625,1693.257080078125,0,1.0,R_A5,STANDARD,2018-04-28,20,5,-5.54837816316156e-12,5,31,277.74420166015625
277.9617919921875,1695.55517578125,0,1.0,R_A5,STANDARD,2018-04-28,20,6,-4.922757514125298e-12,6,31,277.9617919921875
278.5039367675781,1697.853271484375,0,1.0,R_A5,STANDARD,2018-04-28,20,7,-1.2422968469899542e-12,7,31,278.5039367675781
278.77508544921875,1700.1513671875,0,1.0,R_A5,STANDARD,2018-04-28,20,8,-1.3606980125979717e-11,8,31,278.77508544921875
273.64825439453125,1700.63720703125,0,1.0,R_A5,STANDARD,2018-04-28,21,11,-7.041250915662545e-11,9,31,273.64825439453125
273.8356628417969,1702.6201171875,0,1.0,R_A5,STANDARD,2018-04-28,21,12,-2.6581499154576527e-11,10,31,273.8356628417969
274.0365905761719,1704.6031494140625,0,1.0,R_A5,STANDARD,2018-04-28,21,13,-2.4433788325950445e-12,11,31,274.0365905761719
274.2267761230469,1706.586181640625,0,1.0,R_A5,STANDARD,2018-04-28,21,14,-5.991646848807486e-12,12,31,274.2267761230469
274.4172668457031,1708.569091796875,0,1.0,R_A5,STANDARD,2018-04-28,21,15,-1.244878223942425e-12,13,31,274.4172668457031
274.7578430175781,1710.552001953125,0,1.0,R_A5,STANDARD,2018-04-28,21,16,-1.0714836136405115e-12,14,31,274.7578430175781
274.9623718261719,1712.534912109375,0,1.0,R_A5,STANDARD,2018-04-28,21,17,-2.3268545293678167e-13,15,31,274.9623718261719
275.15435791015625,1714.400390625,0,1.0,R_A5,STANDARD,2018-04-28,21,18,-4.913745191986729e-13,16,31,275.15435791015625
275.26080322265625,1715.4815673828125,0,1.0,R_A5,STANDARD,2018-04-28,21,19,0.0,17,31,275.26080322265625
281.5758361816406,1716.876220703125,0,1.0,R_A5,STANDARD,2018-04-28,21,26,-3.743571208233987e-14,18,31,281.5758361816406
281.8277282714844,1719.2508544921875,0,1.0,R_A5,STANDARD,2018-04-28,21,27,-2.845935157457999e-14,19,31,281.8277282714844
295.07861328125,1721.6256103515625,0,1.0,R_A5,STANDARD,2018-04-28,21,28,-4.1927914198463533e-22,20,31,295.07861328125
303.9967041015625,1724.000244140625,0,1.0,R_A5,STANDARD,2018-04-28,21,29,-1.3533792353280305e-23,21,31,303.9967041015625
306.87286376953125,1726.375,0,1.0,R_A5,STANDARD,2018-04-28,21,30,-2.1925318968015317e-25,22,31,306.87286376953125
277.76080322265625,1599.380859375,0,0.1990893930196762,R_A3,STANDARD,2018-07-03,41,1,0.0,1,29,277.76080322265625
277.909423828125,1601.617431640625,0,0.11876895278692245,R_A3,STANDARD,2018-07-03,41,2,0.0,2,29,277.909423828125
278.0585021972656,1603.85400390625,0,0.11882796138525009,R_A3,STANDARD,2018-07-03,41,3,0.0,3,29,278.0585021972656
278.2076110839844,1606.090576171875,0,0.15450064837932587,R_A3,STANDARD,2018-07-03,41,4,0.0,4,29,278.2076110839844
278.36993408203125,1608.3270263671875,0,0.6494359374046326,R_A3,STANDARD,2018-07-03,41,5,0.0,5,29,278.36993408203125
278.50567626953125,1610.5635986328125,0,0.6511412262916565,R_A3,STANDARD,2018-07-03,41,6,0.0,6,29,278.50567626953125
278.66485595703125,1612.8001708984375,0,0.1955030858516693,R_A3,STANDARD,2018-07-03,41,7,0.0,7,29,278.66485595703125
278.81378173828125,1615.0367431640625,0,0.1958736777305603,R_A3,STANDARD,2018-07-03,41,8,0.0,8,29,278.81378173828125
278.9439697265625,1617.2733154296875,0,0.6510840058326721,R_A3,STANDARD,2018-07-03,41,9,0.0,9,29,278.9439697265625
280.633544921875,1619.5098876953125,0,0.7998226881027222,R_A3,STANDARD,2018-07-03,41,10,0.0,10,29,280.633544921875
286.3134765625,1621.782958984375,0,0.04801109433174133,R_A3,STANDARD,2018-07-03,41,11,0.0,11,29,286.3134765625
286.4678039550781,1624.092529296875,0,0.0521748922765255,R_A3,STANDARD,2018-07-03,41,12,0.0,12,29,286.4678039550781
286.624267578125,1626.402099609375,0,0.3660682737827301,R_A3,STANDARD,2018-07-03,41,13,0.0,13,29,286.624267578125
288.21148681640625,1628.711669921875,0,0.06007108837366104,R_A3,STANDARD,2018-07-03,41,14,0.0,14,29,288.21148681640625
288.3934020996094,1631.021240234375,0,0.5010685920715332,R_A3,STANDARD,2018-07-03,41,15,0.0,15,29,288.3934020996094
288.5288391113281,1633.0272216796875,0,0.8037073612213135,R_A3,STANDARD,2018-07-03,41,16,0.0,16,29,288.5288391113281
286.6760559082031,1635.78076171875,0,0.26525983214378357,R_A3,STANDARD,2018-07-03,41,26,0.0,17,29,286.6760559082031
286.857421875,1639.4168701171875,0,0.046490274369716644,R_A3,STANDARD,2018-07-03,41,27,0.0,18,29,286.857421875
287.1003112792969,1643.052978515625,0,0.04925375059247017,R_A3,STANDARD,2018-07-03,41,28,0.0,19,29,287.1003112792969
290.55572509765625,1646.6890869140625,0,0.8040675520896912,R_A3,STANDARD,2018-07-03,41,29,0.0,20,29,290.55572509765625
287.5767822265625,1650.3251953125,0,0.17281785607337952,R_A3,STANDARD,2018-07-03,41,30,0.0,21,29,287.5767822265625
275.5873107910156,1631.930908203125,0,0.05142068862915039,R_A4,STANDARD,2018-09-12,52,1,0.0,1,30,275.5873107910156
275.3866271972656,1626.2177734375,0,0.04681872949004173,R_A4,STANDARD,2018-09-12,52,1,0.0,2,31,275.3866271972656
275.5221862792969,1628.252197265625,0,0.04854024574160576,R_A4,STANDARD,2018-09-12,52,2,0.0,3,31,275.5221862792969
275.6577453613281,1630.2867431640625,0,0.049867600202560425,R_A4,STANDARD,2018-09-12,52,3,0.0,4,31,275.6577453613281
275.79327392578125,1632.3212890625,0,0.05240606889128685,R_A4,STANDARD,2018-09-12,52,4,0.0,5,31,275.79327392578125
275.9288635253906,1634.3558349609375,0,0.05596022680401802,R_A4,STANDARD,2018-09-12,52,5,0.0,6,31,275.9288635253906
276.0292663574219,1633.2080078125,0,0.053599338978528976,R_A4,STANDARD,2018-09-12,52,5,0.0,7,32,276.0292663574219
276.0540771484375,1636.6783447265625,0,0.05488836392760277,R_A4,STANDARD,2018-09-12,51,5,0.0,8,32,276.0540771484375
275.9355163574219,1634.896484375,0,0.05393550172448158,R_A4,STANDARD,2018-09-12,51,4,0.0,9,32,275.9355163574219
276.2870788574219,1637.1131591796875,0,0.05661242827773094,R_A4,STANDARD,2018-09-12,51,4,0.0,10,33,276.2870788574219
276.1661682128906,1635.2989501953125,0,0.05461309477686882,R_A4,STANDARD,2018-09-12,51,3,0.0,11,33,276.1661682128906
276.291259765625,1639.88720703125,0,0.05722910910844803,R_A4,STANDARD,2018-09-12,50,3,0.0,12,33,276.291259765625
276.37994384765625,1638.080322265625,0,0.05646398663520813,R_A4,STANDARD,2018-09-12,50,3,0.0,13,34,276.37994384765625
276.50732421875,1639.989501953125,0,0.06149526312947273,R_A4,STANDARD,2018-09-12,50,4,0.0,14,34,276.50732421875
276.7408752441406,1640.10498046875,0,0.07908166199922562,R_A4,STANDARD,2018-09-12,50,4,0.0,15,35,276.7408752441406
276.6188049316406,1638.27587890625,0,0.060250766575336456,R_A4,STANDARD,2018-09-12,50,3,0.0,16,35,276.6188049316406
276.695556640625,1641.9500732421875,0,0.11644776910543442,R_A4,STANDARD,2018-09-12,49,3,0.0,17,35,276.695556640625
277.52557373046875,1643.40673828125,0,0.2275330126285553,R_A4,STANDARD,2018-09-12,49,29,0.0,18,36,277.52557373046875
277.2300109863281,1644.1478271484375,0,0.1819324940443039,R_A4,STANDARD,2018-09-12,48,29,0.0,19,36,277.2300109863281
277.98175048828125,1650.6075439453125,0,0.24091309309005737,R_A4,STANDARD,2018-09-12,48,29,0.0,20,37,277.98175048828125
277.2904357910156,1644.9879150390625,0,0.68998122215271,R_A4,STANDARD,2018-09-12,48,28,0.0,21,37,277.2904357910156
277.8096923828125,1648.174560546875,0,0.6661375761032104,R_A4,STANDARD,2018-09-12,48,28,0.0,22,38,277.8096923828125
277.95391845703125,1656.8427734375,0,0.2329249083995819,R_A4,STANDARD,2018-09-12,47,28,0.0,23,38,277.95391845703125
273.8289794921875,1694.8902587890625,0,1.0,R_A6,STANDARD,2018-11-07,42,1,1.0557473298367093e-11,1,17,273.8289794921875
273.9971923828125,1696.4295654296875,0,1.0,R_A6,STANDARD,2018-11-07,42,2,2.7388410549916697e-14,2,17,273.9971923828125
274.1927795410156,1697.968994140625,0,1.0,R_A6,STANDARD,2018-11-07,42,3,1.7837590603263058e-14,3,17,274.1927795410156
274.4046325683594,1699.50830078125,0,1.0,R_A6,STANDARD,2018-11-07,42,4,1.09943851643742e-14,4,17,274.4046325683594
274.6099853515625,1701.0477294921875,0,1.0,R_A6,STANDARD,2018-11-07,42,5,1.2404720432541028e-14,5,17,274.6099853515625
274.783447265625,1702.587158203125,0,1.0,R_A6,STANDARD,2018-11-07,42,6,5.155060406325518e-13,6,17,274.783447265625
274.635986328125,1704.1265869140625,0,1.0,R_A6,STANDARD,2018-11-07,42,7,9.521652129945712e-13,7,17,274.635986328125
274.7818298339844,1705.666015625,0,1.0,R_A6,STANDARD,2018-11-07,42,8,6.319800910890849e-13,8,17,274.7818298339844
275.2515563964844,1707.205322265625,0,1.0,R_A6,STANDARD,2018-11-07,42,9,3.197924780887207e-14,9,17,275.2515563964844
275.1691589355469,1708.7447509765625,0,1.0,R_A6,STANDARD,2018-11-07,42,10,2.7937345497977897e-14,10,17,275.1691589355469
