ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,241341940.98,40346331.16,29179155.74,18351669.98
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,175870731.95,29547819.71,20174847.76,12688583.28
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,97811697.25,18032789.54,13763590.32,8656345.97
LowerReek,Region_2,0.0,0.0,0.0,0.0
