Project name			: /project/fmu/tutorial/reek/resmod/ff/2019a/users/hakal/r001/rms/model/reek.rms11.0.1
Date				: 2019.11.13 14:23:59
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       241341940.98         40346331.16         29179155.74         18351669.98
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  241341940.98         40346331.16         29179155.74         18351669.98
MidReek    1                       175870731.95         29547819.71         20174847.76         12688583.28
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  175870731.95         29547819.71         20174847.76         12688583.28
LowerReek  1                        97811697.25         18032789.54         13763590.32          8656345.97
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                   97811697.25         18032789.54         13763590.32          8656345.97
Totals     1                       515024370.17         87926940.41         63117593.82         39696599.22
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  515024370.17         87926940.41         63117593.82         39696599.22
