WELL,PRESSURE,SGAS,CONIDX,CONIPOS,CONJPOS,DRAWDOWN,DATE,CONKPOS,SWAT,DEPTH,WELLMODEL,CONBPRES
R_A5,306.76116943359375,0.0,11,31,20,0,2018-01-01,14,1.0,1715.6802978515625,STANDARD,306.76116943359375
R_A5,305.8835144042969,0.0,12,31,21,0,2018-01-01,14,1.0,1706.41943359375,STANDARD,305.8835144042969
R_A5,306.04937744140625,0.0,13,31,21,0,2018-01-01,15,1.0,1708.169677734375,STANDARD,306.04937744140625
R_A5,306.3602600097656,0.0,14,31,21,0,2018-01-01,16,1.0,1709.919921875,STANDARD,306.3602600097656
R_A5,306.5167236328125,0.0,15,31,21,0,2018-01-01,17,1.0,1711.5706787109375,STANDARD,306.5167236328125
R_A5,306.6532897949219,0.0,16,31,21,0,2018-01-01,18,1.0,1713.011962890625,STANDARD,306.6532897949219
R_A5,306.72900390625,0.0,17,31,21,0,2018-01-01,19,1.0,1713.8106689453125,STANDARD,306.72900390625
R_A5,306.68804931640625,0.0,18,31,21,0,2018-01-01,27,1.0,1715.0361328125,STANDARD,306.68804931640625
R_A5,306.8951110839844,0.0,19,31,21,0,2018-01-01,28,1.0,1717.2210693359375,STANDARD,306.8951110839844
R_A5,307.1021728515625,0.0,20,31,21,0,2018-01-01,29,1.0,1719.4058837890625,STANDARD,307.1021728515625
R_A5,307.61505126953125,0.0,21,31,21,0,2018-01-01,30,1.0,1721.5908203125,STANDARD,307.61505126953125
R_A5,307.8221435546875,0.0,22,31,21,0,2018-01-01,31,1.0,1723.7757568359375,STANDARD,307.8221435546875
R_A6,305.0863952636719,0.0,1,17,42,0,2018-01-01,1,1.0,1694.9093017578125,STANDARD,305.0863952636719
R_A6,305.23162841796875,0.0,2,17,42,0,2018-01-01,2,1.0,1696.4417724609375,STANDARD,305.23162841796875
R_A6,305.3768615722656,0.0,3,17,42,0,2018-01-01,3,1.0,1697.97412109375,STANDARD,305.3768615722656
R_A6,305.5220642089844,0.0,4,17,42,0,2018-01-01,4,1.0,1699.5064697265625,STANDARD,305.5220642089844
R_A6,305.66729736328125,0.0,5,17,42,0,2018-01-01,5,1.0,1701.038818359375,STANDARD,305.66729736328125
R_A6,305.8125305175781,0.0,6,17,42,0,2018-01-01,6,1.0,1702.5712890625,STANDARD,305.8125305175781
R_A6,305.65869140625,0.0,7,17,42,0,2018-01-01,7,1.0,1704.1036376953125,STANDARD,305.65869140625
R_A6,305.8039245605469,0.0,8,17,42,0,2018-01-01,8,1.0,1705.635986328125,STANDARD,305.8039245605469
R_A6,306.2481689453125,0.0,9,17,42,0,2018-01-01,9,1.0,1707.1683349609375,STANDARD,306.2481689453125
R_A6,306.0876159667969,0.0,10,17,42,0,2018-01-01,10,1.0,1708.7008056640625,STANDARD,306.0876159667969
R_A6,306.26446533203125,0.0,11,17,42,0,2018-01-01,11,1.0,1710.5654296875,STANDARD,306.26446533203125
R_A6,306.47265625,0.0,12,17,42,0,2018-01-01,12,1.0,1712.76220703125,STANDARD,306.47265625
R_A6,306.6928405761719,0.0,13,17,42,0,2018-01-01,13,1.0,1714.9591064453125,STANDARD,306.6928405761719
R_A6,306.9010314941406,0.0,14,17,42,0,2018-01-01,14,1.0,1717.1558837890625,STANDARD,306.9010314941406
R_A6,307.1092224121094,0.0,15,17,42,0,2018-01-01,15,1.0,1719.352783203125,STANDARD,307.1092224121094
R_A6,307.46246337890625,0.0,16,17,42,0,2018-01-01,16,1.0,1721.549560546875,STANDARD,307.46246337890625
R_A6,307.670654296875,0.0,17,17,42,0,2018-01-01,17,1.0,1723.7464599609375,STANDARD,307.670654296875
R_A6,307.84246826171875,0.0,18,17,42,0,2018-01-01,18,1.0,1725.5592041015625,STANDARD,307.84246826171875
R_A6,307.8338317871094,0.0,19,17,42,0,2018-01-01,27,1.0,1727.1256103515625,STANDARD,307.8338317871094
R_A6,308.3011474609375,0.0,20,17,42,0,2018-01-01,28,1.0,1728.829833984375,STANDARD,308.3011474609375
R_A6,308.462646484375,0.0,21,17,42,0,2018-01-01,29,1.0,1730.5338134765625,STANDARD,308.462646484375
R_A6,308.6241760253906,0.0,22,17,42,0,2018-01-01,30,1.0,1732.2379150390625,STANDARD,308.6241760253906
R_A6,308.4798889160156,0.0,23,17,42,0,2018-01-01,31,1.0,1733.942138671875,STANDARD,308.4798889160156
R_A2,298.0768127441406,0.0,1,22,30,0,2018-03-01,1,0.053705956786870956,1640.461181640625,STANDARD,298.0768127441406
R_A2,298.1973876953125,0.0,2,22,30,0,2018-03-01,2,0.05653611570596695,1642.2606201171875,STANDARD,298.1973876953125
R_A2,298.31793212890625,0.0,3,22,30,0,2018-03-01,3,0.05896491929888725,1644.059814453125,STANDARD,298.31793212890625
R_A2,298.4384765625,0.0,4,22,30,0,2018-03-01,4,0.06511805951595306,1645.859130859375,STANDARD,298.4384765625
R_A2,298.5590515136719,0.0,5,22,30,0,2018-03-01,5,0.06840091198682785,1647.658447265625,STANDARD,298.5590515136719
R_A2,298.6996765136719,0.0,6,22,30,0,2018-03-01,6,0.3078124523162842,1649.457763671875,STANDARD,298.6996765136719
R_A2,298.8497009277344,0.0,7,22,30,0,2018-03-01,7,0.8795912861824036,1651.257080078125,STANDARD,298.8497009277344
R_A2,298.993896484375,0.0,8,22,30,0,2018-03-01,8,0.8701568841934204,1653.056396484375,STANDARD,298.993896484375
R_A2,299.326171875,0.0,9,22,30,0,2018-03-01,9,0.8868773579597473,1654.8555908203125,STANDARD,299.326171875
R_A2,299.5495910644531,0.0,10,22,30,0,2018-03-01,10,0.899120032787323,1656.655029296875,STANDARD,299.5495910644531
R_A2,299.36822509765625,0.0,11,22,30,0,2018-03-01,11,0.070775605738163,1658.540771484375,STANDARD,299.36822509765625
R_A2,299.50042724609375,0.0,12,22,30,0,2018-03-01,12,0.07248612493276596,1660.5130615234375,STANDARD,299.50042724609375
R_A2,299.7110290527344,0.0,13,22,30,0,2018-03-01,13,0.4341757297515869,1662.4852294921875,STANDARD,299.7110290527344
R_A2,299.97967529296875,0.0,14,22,30,0,2018-03-01,14,0.47810742259025574,1664.45751953125,STANDARD,299.97967529296875
R_A2,300.1141357421875,0.0,15,22,30,0,2018-03-01,15,0.6566653847694397,1666.4296875,STANDARD,300.1141357421875
R_A2,300.2445373535156,0.0,16,22,30,0,2018-03-01,16,0.9295618534088135,1668.4019775390625,STANDARD,300.2445373535156
R_A2,300.3764953613281,0.0,17,22,30,0,2018-03-01,17,0.9023935198783875,1670.374267578125,STANDARD,300.3764953613281
R_A2,300.4017333984375,0.0,18,22,29,0,2018-03-01,17,0.9528204202651978,1672.9483642578125,STANDARD,300.4017333984375
R_A2,300.5357360839844,0.0,19,22,29,0,2018-03-01,18,0.9709097146987915,1674.9466552734375,STANDARD,300.5357360839844
R_A2,300.6144104003906,0.0,20,22,29,0,2018-03-01,19,0.9873910546302795,1676.1195068359375,STANDARD,300.6144104003906
R_A2,302.78570556640625,-5.030690447549446e-11,21,22,29,0,2018-03-01,27,1.0,1677.1727294921875,STANDARD,302.78570556640625
R_A2,302.9822082519531,2.6021826558413694e-17,22,22,29,0,2018-03-01,28,1.0,1678.8988037109375,STANDARD,302.9822082519531
R_A2,303.2467346191406,5.328314025134625e-17,23,22,29,0,2018-03-01,29,1.0,1680.6248779296875,STANDARD,303.2467346191406
R_A2,302.79150390625,2.337809610932889e-16,24,22,29,0,2018-03-01,30,1.0,1682.350830078125,STANDARD,302.79150390625
R_A2,301.6463928222656,6.469259133280042e-16,25,22,29,0,2018-03-01,31,1.0,1684.076904296875,STANDARD,301.6463928222656
R_A5,282.5285339355469,-1.9954815523495067e-13,1,31,20,0,2018-04-28,1,1.0,1686.3079833984375,STANDARD,282.5285339355469
R_A5,282.75433349609375,-1.9330842265449788e-13,2,31,20,0,2018-04-28,2,1.0,1688.692138671875,STANDARD,282.75433349609375
R_A5,282.98028564453125,-1.8225601149807202e-13,3,31,20,0,2018-04-28,3,1.0,1691.076171875,STANDARD,282.98028564453125
R_A5,283.20623779296875,-2.11349140228842e-13,4,31,20,0,2018-04-28,4,1.0,1693.4603271484375,STANDARD,283.20623779296875
R_A5,283.43194580078125,-2.2556213624333465e-13,5,31,20,0,2018-04-28,5,1.0,1695.844482421875,STANDARD,283.43194580078125
R_A5,283.6576232910156,-1.9067442123908013e-13,6,31,20,0,2018-04-28,6,1.0,1698.2286376953125,STANDARD,283.6576232910156
R_A5,284.2019348144531,0.0,7,31,20,0,2018-04-28,7,1.0,1700.61279296875,STANDARD,284.2019348144531
R_A5,285.9488525390625,-4.739586501045778e-11,8,31,20,0,2018-04-28,11,1.0,1709.917724609375,STANDARD,285.9488525390625
R_A5,286.2007141113281,-2.0228708985658983e-10,9,31,20,0,2018-04-28,12,1.0,1711.838623046875,STANDARD,286.2007141113281
R_A5,286.43499755859375,-8.612967977716934e-12,10,31,20,0,2018-04-28,13,1.0,1713.7593994140625,STANDARD,286.43499755859375
R_A5,286.61968994140625,-1.461647643197228e-11,11,31,20,0,2018-04-28,14,1.0,1715.6802978515625,STANDARD,286.61968994140625
R_A5,284.925048828125,-1.9710108545289984e-11,12,31,21,0,2018-04-28,14,1.0,1706.41943359375,STANDARD,284.925048828125
R_A5,285.0916748046875,-7.953562287943416e-12,13,31,21,0,2018-04-28,15,1.0,1708.169677734375,STANDARD,285.0916748046875
R_A5,285.40557861328125,-4.089189924172398e-12,14,31,21,0,2018-04-28,16,1.0,1709.919921875,STANDARD,285.40557861328125
R_A5,285.57073974609375,-2.67091708992806e-12,15,31,21,0,2018-04-28,17,1.0,1711.5706787109375,STANDARD,285.57073974609375
R_A5,285.71307373046875,-3.1501413890605567e-12,16,31,21,0,2018-04-28,18,1.0,1713.011962890625,STANDARD,285.71307373046875
R_A5,285.7889709472656,-3.5865865399137276e-12,17,31,21,0,2018-04-28,19,1.0,1713.8106689453125,STANDARD,285.7889709472656
R_A5,286.4031677246094,-4.8793066809160734e-11,18,31,21,0,2018-04-28,27,1.0,1715.0361328125,STANDARD,286.4031677246094
R_A5,286.52545166015625,-4.7951004278345977e-11,19,31,21,0,2018-04-28,28,1.0,1717.2210693359375,STANDARD,286.52545166015625
R_A5,286.73211669921875,-2.0644892045895702e-11,20,31,21,0,2018-04-28,29,1.0,1719.4058837890625,STANDARD,286.73211669921875
R_A5,295.517333984375,3.1638832573029736e-16,21,31,21,0,2018-04-28,30,1.0,1721.5908203125,STANDARD,295.517333984375
R_A5,302.3146667480469,1.1042569182826688e-17,22,31,21,0,2018-04-28,31,1.0,1723.7757568359375,STANDARD,302.3146667480469
R_A3,278.0152587890625,0.0,1,28,41,0,2018-07-03,1,0.23313367366790771,1609.9364013671875,STANDARD,278.0152587890625
R_A3,278.14959716796875,0.0,2,28,41,0,2018-07-03,2,0.19295494258403778,1611.9400634765625,STANDARD,278.14959716796875
R_A3,278.2838439941406,0.0,3,28,41,0,2018-07-03,3,0.18747109174728394,1613.9437255859375,STANDARD,278.2838439941406
R_A3,278.4178466796875,0.0,4,28,41,0,2018-07-03,4,0.19951415061950684,1615.947265625,STANDARD,278.4178466796875
R_A3,278.6659851074219,0.0,5,28,41,0,2018-07-03,5,0.6842312216758728,1617.950927734375,STANDARD,278.6659851074219
R_A3,278.3022766113281,0.0,6,29,41,0,2018-07-03,5,0.7989628314971924,1608.9256591796875,STANDARD,278.3022766113281
R_A3,278.4389953613281,0.0,7,29,41,0,2018-07-03,6,0.6494420170783997,1610.947265625,STANDARD,278.4389953613281
R_A3,278.54803466796875,0.0,8,29,41,0,2018-07-03,7,0.19742684066295624,1612.968994140625,STANDARD,278.54803466796875
R_A3,278.6814270019531,0.0,9,29,41,0,2018-07-03,8,0.20082825422286987,1614.990478515625,STANDARD,278.6814270019531
R_A3,278.9441223144531,0.0,10,29,41,0,2018-07-03,9,0.7929246425628662,1617.01220703125,STANDARD,278.9441223144531
R_A3,280.20947265625,0.0,11,29,41,0,2018-07-03,10,0.795189380645752,1619.0338134765625,STANDARD,280.20947265625
R_A3,282.4423522949219,0.0,12,29,41,0,2018-07-03,11,0.04809762164950371,1621.13330078125,STANDARD,282.4423522949219
R_A3,282.587646484375,0.0,13,29,41,0,2018-07-03,12,0.054309289902448654,1623.3106689453125,STANDARD,282.587646484375
R_A3,282.73333740234375,0.0,14,29,41,0,2018-07-03,13,0.3673693835735321,1625.488037109375,STANDARD,282.73333740234375
R_A3,283.4229431152344,0.0,15,29,41,0,2018-07-03,15,0.5037398934364319,1629.8428955078125,STANDARD,283.4229431152344
R_A3,283.5831298828125,0.0,16,29,41,0,2018-07-03,16,0.7942965030670166,1631.707763671875,STANDARD,283.5831298828125
R_A3,283.40081787109375,0.0,17,29,41,0,2018-07-03,27,0.13730460405349731,1634.204345703125,STANDARD,283.40081787109375
R_A3,283.6206359863281,0.0,18,29,41,0,2018-07-03,28,0.0424930565059185,1637.64501953125,STANDARD,283.6206359863281
R_A3,283.8503112792969,0.0,19,29,41,0,2018-07-03,29,0.048073217272758484,1641.085693359375,STANDARD,283.8503112792969
R_A3,284.08062744140625,0.0,20,29,41,0,2018-07-03,30,0.2659556269645691,1644.5263671875,STANDARD,284.08062744140625
R_A3,284.3106384277344,0.0,21,29,41,0,2018-07-03,31,0.11824310570955276,1647.967041015625,STANDARD,284.3106384277344
R_A4,274.7096862792969,0.0,1,30,52,0,2018-09-12,1,0.05282751843333244,1632.7042236328125,STANDARD,274.7096862792969
R_A4,274.647216796875,0.0,2,31,52,0,2018-09-12,1,0.04942038655281067,1628.03173828125,STANDARD,274.647216796875
R_A4,274.7884216308594,0.0,3,31,52,0,2018-09-12,2,0.050469864159822464,1630.152099609375,STANDARD,274.7884216308594
R_A4,274.9295959472656,0.0,4,31,52,0,2018-09-12,3,0.05279770866036415,1632.2724609375,STANDARD,274.9295959472656
R_A4,275.0707702636719,0.0,5,31,52,0,2018-09-12,4,0.05507230758666992,1634.3929443359375,STANDARD,275.0707702636719
R_A4,275.1918029785156,0.0,6,32,52,0,2018-09-12,4,0.05728201940655708,1632.4796142578125,STANDARD,275.1918029785156
R_A4,275.1952209472656,0.0,7,32,51,0,2018-09-12,4,0.06430960446596146,1636.6754150390625,STANDARD,275.1952209472656
R_A4,275.0730285644531,0.0,8,32,51,0,2018-09-12,3,0.05899661034345627,1634.8389892578125,STANDARD,275.0730285644531
R_A4,275.4862365722656,0.0,9,33,51,0,2018-09-12,3,0.059052012860774994,1636.8218994140625,STANDARD,275.4862365722656
R_A4,275.3645324707031,0.0,10,33,51,0,2018-09-12,2,0.05670923739671707,1634.9931640625,STANDARD,275.3645324707031
R_A4,275.5438232421875,0.0,11,33,50,0,2018-09-12,3,0.06353306025266647,1643.604736328125,STANDARD,275.5438232421875
R_A4,275.6929626464844,0.0,12,34,50,0,2018-09-12,3,0.06258220225572586,1640.8974609375,STANDARD,275.6929626464844
R_A4,276.28173828125,0.0,13,35,50,0,2018-09-12,3,0.06471052765846252,1641.4246826171875,STANDARD,276.28173828125
R_A4,276.16009521484375,0.0,14,35,50,0,2018-09-12,2,0.17915339767932892,1639.6038818359375,STANDARD,276.16009521484375
R_A4,276.10821533203125,0.0,15,35,50,0,2018-09-12,1,0.3683815598487854,1637.7830810546875,STANDARD,276.10821533203125
R_A4,276.3967590332031,0.0,16,35,49,0,2018-09-12,30,0.6500272750854492,1642.16455078125,STANDARD,276.3967590332031
R_A4,275.9980163574219,0.0,17,35,49,0,2018-09-12,29,0.3071363866329193,1636.191162109375,STANDARD,275.9980163574219
R_A4,276.50909423828125,0.0,18,36,49,0,2018-09-12,29,0.25379958748817444,1641.6142578125,STANDARD,276.50909423828125
R_A4,276.21295166015625,0.0,19,36,48,0,2018-09-12,29,0.08410567045211792,1639.5419921875,STANDARD,276.21295166015625
R_A4,276.8288879394531,0.0,20,37,48,0,2018-09-12,29,0.6504831314086914,1645.718994140625,STANDARD,276.8288879394531
R_A4,277.29718017578125,0.0,21,38,48,0,2018-09-12,29,0.6551005244255066,1649.860595703125,STANDARD,277.29718017578125
R_A4,277.4112854003906,0.0,22,38,47,0,2018-09-12,29,0.6520530581474304,1654.901123046875,STANDARD,277.4112854003906
R_A6,273.9512634277344,-3.98472270804473e-12,1,17,42,0,2018-11-07,1,1.0,1694.9093017578125,STANDARD,273.9512634277344
R_A6,274.0923156738281,-2.130502154903957e-12,2,17,42,0,2018-11-07,2,1.0,1696.4417724609375,STANDARD,274.0923156738281
R_A6,274.2263488769531,-8.629541308965982e-13,3,17,42,0,2018-11-07,3,1.0,1697.97412109375,STANDARD,274.2263488769531
R_A6,274.35272216796875,-7.69058265421424e-13,4,17,42,0,2018-11-07,4,1.0,1699.5064697265625,STANDARD,274.35272216796875
R_A6,274.47698974609375,-1.0494624917353756e-12,5,17,42,0,2018-11-07,5,1.0,1701.038818359375,STANDARD,274.47698974609375
R_A6,274.6089172363281,-5.5106540858274045e-11,6,17,42,0,2018-11-07,6,1.0,1702.5712890625,STANDARD,274.6089172363281
R_A6,274.4524230957031,-9.691496216657214e-11,7,17,42,0,2018-11-07,7,1.0,1704.1036376953125,STANDARD,274.4524230957031
R_A6,274.5928039550781,-9.307313947326534e-11,8,17,42,0,2018-11-07,8,1.0,1705.635986328125,STANDARD,274.5928039550781
R_A6,275.01959228515625,-7.566365936573227e-12,9,17,42,0,2018-11-07,9,1.0,1707.1683349609375,STANDARD,275.01959228515625
R_A6,274.72735595703125,-1.0158370672419537e-10,10,17,42,0,2018-11-07,10,1.0,1708.7008056640625,STANDARD,274.72735595703125
R_A6,274.83990478515625,2.785729424914507e-09,11,17,42,0,2018-11-07,11,1.0000001192092896,1710.5654296875,STANDARD,274.83990478515625
