SWAT,DRAWDOWN,SGAS,CONJPOS,CONBPRES,DEPTH,CONIDX,WELLMODEL,PRESSURE,WELL,CONKPOS,DATE,CONIPOS
0.053437598049640656,0,0.0,30,300.7359313964844,1640.796142578125,1,STANDARD,300.7359313964844,R_A2,1,2018-01-01,22
0.05621727928519249,0,0.0,30,300.8531188964844,1642.5435791015625,2,STANDARD,300.8531188964844,R_A2,2,2018-01-01,22
0.059085361659526825,0,0.0,30,300.9703063964844,1644.2911376953125,3,STANDARD,300.9703063964844,R_A2,3,2018-01-01,22
0.06520228832960129,0,0.0,30,301.0874938964844,1646.0386962890625,4,STANDARD,301.0874938964844,R_A2,4,2018-01-01,22
0.06778530776500702,0,0.0,30,301.2046813964844,1647.7861328125,5,STANDARD,301.2046813964844,R_A2,5,2018-01-01,22
0.31942489743232727,0,0.0,30,301.3218688964844,1649.53369140625,6,STANDARD,301.3218688964844,R_A2,6,2018-01-01,22
0.8824093341827393,0,0.0,30,301.4390563964844,1651.28125,7,STANDARD,301.4390563964844,R_A2,7,2018-01-01,22
0.8603219389915466,0,0.0,30,301.5562438964844,1653.0286865234375,8,STANDARD,301.5562438964844,R_A2,8,2018-01-01,22
0.884235143661499,0,0.0,30,301.6734619140625,1654.7762451171875,9,STANDARD,301.6734619140625,R_A2,9,2018-01-01,22
0.894952654838562,0,0.0,30,301.7906494140625,1656.523681640625,10,STANDARD,301.7906494140625,R_A2,10,2018-01-01,22
0.07018206268548965,0,0.0,30,301.9155578613281,1658.3856201171875,11,STANDARD,301.9155578613281,R_A2,11,2018-01-01,22
0.06685347855091095,0,0.0,30,302.0481262207031,1660.362060546875,12,STANDARD,302.0481262207031,R_A2,12,2018-01-01,22
0.4357926547527313,0,0.0,30,302.1806945800781,1662.3385009765625,13,STANDARD,302.1806945800781,R_A2,13,2018-01-01,22
0.4714624285697937,0,0.0,30,302.3132629394531,1664.31494140625,14,STANDARD,302.3132629394531,R_A2,14,2018-01-01,22
0.9152040481567383,0,0.0,30,302.4458312988281,1666.291259765625,15,STANDARD,302.4458312988281,R_A2,15,2018-01-01,22
0.9227966666221619,0,0.0,30,302.57843017578125,1668.2677001953125,16,STANDARD,302.57843017578125,R_A2,16,2018-01-01,22
0.888003945350647,0,0.0,30,302.71099853515625,1670.244140625,17,STANDARD,302.71099853515625,R_A2,17,2018-01-01,22
0.9373811483383179,0,0.0,29,302.95574951171875,1673.892333984375,18,STANDARD,302.95574951171875,R_A2,17,2018-01-01,22
0.9896246790885925,0,0.0,29,303.08526611328125,1675.822509765625,19,STANDARD,303.08526611328125,R_A2,18,2018-01-01,22
0.6746816635131836,0,0.0,29,303.2080078125,1677.6522216796875,20,STANDARD,303.2080078125,R_A2,25,2018-01-01,22
1.0,0,0.0,29,303.32489013671875,1679.39404296875,21,STANDARD,303.32489013671875,R_A2,26,2018-01-01,22
1.0,0,0.0,29,303.7811584472656,1681.1357421875,22,STANDARD,303.7811584472656,R_A2,27,2018-01-01,22
1.0,0,0.0,29,303.94622802734375,1682.8775634765625,23,STANDARD,303.94622802734375,R_A2,28,2018-01-01,22
1.0,0,0.0,29,304.11126708984375,1684.6192626953125,24,STANDARD,304.11126708984375,R_A2,29,2018-01-01,22
0.6481541991233826,0,0.0,41,298.673583984375,1610.031494140625,1,STANDARD,298.673583984375,R_A3,1,2018-01-01,28
0.1936071366071701,0,0.0,41,298.8106384277344,1612.076171875,2,STANDARD,298.8106384277344,R_A3,2,2018-01-01,28
0.1880621463060379,0,0.0,41,298.9476623535156,1614.120849609375,3,STANDARD,298.9476623535156,R_A3,3,2018-01-01,28
0.6481541991233826,0,0.0,41,299.084716796875,1616.1656494140625,4,STANDARD,299.084716796875,R_A3,4,2018-01-01,28
0.6481541991233826,0,0.0,41,299.2217712402344,1618.2103271484375,5,STANDARD,299.2217712402344,R_A3,5,2018-01-01,28
0.6481541991233826,0,0.0,41,299.35882568359375,1620.255126953125,6,STANDARD,299.35882568359375,R_A3,6,2018-01-01,28
0.27995020151138306,0,0.0,41,298.7013244628906,1610.4454345703125,7,STANDARD,298.7013244628906,R_A3,6,2018-01-01,29
0.1952817738056183,0,0.0,41,298.8266296386719,1612.3150634765625,8,STANDARD,298.8266296386719,R_A3,7,2018-01-01,29
0.19560067355632782,0,0.0,41,298.9519348144531,1614.1845703125,9,STANDARD,298.9519348144531,R_A3,8,2018-01-01,29
0.7930898666381836,0,0.0,41,299.0772399902344,1616.05419921875,10,STANDARD,299.0772399902344,R_A3,9,2018-01-01,29
0.7928519248962402,0,0.0,41,299.2025451660156,1617.9237060546875,11,STANDARD,299.2025451660156,R_A3,10,2018-01-01,29
0.0467643104493618,0,0.0,41,299.340087890625,1619.9755859375,12,STANDARD,299.340087890625,R_A3,11,2018-01-01,29
0.05347554385662079,0,0.0,41,299.4898376464844,1622.20947265625,13,STANDARD,299.4898376464844,R_A3,12,2018-01-01,29
0.3582451045513153,0,0.0,41,299.63958740234375,1624.4434814453125,14,STANDARD,299.63958740234375,R_A3,13,2018-01-01,29
0.3831973075866699,0,0.0,41,299.7893371582031,1626.677490234375,15,STANDARD,299.7893371582031,R_A3,14,2018-01-01,29
0.49923864006996155,0,0.0,41,299.9385681152344,1628.9034423828125,16,STANDARD,299.9385681152344,R_A3,15,2018-01-01,29
0.800342857837677,0,0.0,41,300.0604248046875,1630.7213134765625,17,STANDARD,300.0604248046875,R_A3,16,2018-01-01,29
0.0507180355489254,0,0.0,41,300.2286071777344,1633.2296142578125,18,STANDARD,300.2286071777344,R_A3,25,2018-01-01,29
0.6481541991233826,0,0.0,41,300.46807861328125,1636.801513671875,19,STANDARD,300.46807861328125,R_A3,26,2018-01-01,29
0.04662121459841728,0,0.0,41,300.70758056640625,1640.3734130859375,20,STANDARD,300.70758056640625,R_A3,27,2018-01-01,29
0.25045666098594666,0,0.0,41,300.9471130371094,1643.9453125,21,STANDARD,300.9471130371094,R_A3,28,2018-01-01,29
0.09222076833248138,0,0.0,41,301.1866455078125,1647.517333984375,22,STANDARD,301.1866455078125,R_A3,29,2018-01-01,29
0.04894370958209038,0,0.0,52,299.9591064453125,1629.2095947265625,1,STANDARD,299.9591064453125,R_A4,1,2018-01-01,30
0.048238690942525864,0,0.0,52,299.8887023925781,1628.15966796875,2,STANDARD,299.8887023925781,R_A4,1,2018-01-01,31
0.05164413899183273,0,0.0,52,300.0277099609375,1630.233154296875,3,STANDARD,300.0277099609375,R_A4,2,2018-01-01,31
0.05160894617438316,0,0.0,52,300.1667175292969,1632.306640625,4,STANDARD,300.1667175292969,R_A4,3,2018-01-01,31
0.054684270173311234,0,0.0,52,300.1522216796875,1632.0902099609375,5,STANDARD,300.1522216796875,R_A4,3,2018-01-01,32
0.1546764075756073,0,0.0,52,300.2798156738281,1633.9935302734375,6,STANDARD,300.2798156738281,R_A4,4,2018-01-01,32
0.13590259850025177,0,0.0,51,300.5256652832031,1637.6602783203125,7,STANDARD,300.5256652832031,R_A4,4,2018-01-01,32
0.05648350343108177,0,0.0,51,300.4043884277344,1635.8514404296875,8,STANDARD,300.4043884277344,R_A4,3,2018-01-01,32
0.0593256838619709,0,0.0,51,300.5052795410156,1637.3560791015625,9,STANDARD,300.5052795410156,R_A4,3,2018-01-01,33
0.05716583505272865,0,0.0,51,300.3831787109375,1635.534912109375,10,STANDARD,300.3831787109375,R_A4,2,2018-01-01,33
0.06067588925361633,0,0.0,50,300.8783264160156,1642.9197998046875,11,STANDARD,300.8783264160156,R_A4,2,2018-01-01,33
0.061167195439338684,0,0.0,50,300.646484375,1639.4622802734375,12,STANDARD,300.646484375,R_A4,2,2018-01-01,34
0.061227258294820786,0,0.0,50,300.7724914550781,1641.34130859375,13,STANDARD,300.7724914550781,R_A4,3,2018-01-01,34
0.05993815138936043,0,0.0,50,300.5575866699219,1638.1363525390625,14,STANDARD,300.5575866699219,R_A4,3,2018-01-01,35
0.09495650976896286,0,0.0,50,300.4364013671875,1636.3291015625,15,STANDARD,300.4364013671875,R_A4,2,2018-01-01,35
0.23733168840408325,0,0.0,49,300.9006652832031,1643.2528076171875,16,STANDARD,300.9006652832031,R_A4,2,2018-01-01,35
0.1038549542427063,0,0.0,49,301.0285339355469,1645.15966796875,17,STANDARD,301.0285339355469,R_A4,3,2018-01-01,35
0.35552456974983215,0,0.0,49,300.7949523925781,1641.67626953125,18,STANDARD,300.7949523925781,R_A4,28,2018-01-01,36
0.3593674898147583,0,0.0,48,300.8509216308594,1642.5111083984375,19,STANDARD,300.8509216308594,R_A4,28,2018-01-01,36
0.30497506260871887,0,0.0,48,301.22357177734375,1648.0679931640625,20,STANDARD,301.22357177734375,R_A4,28,2018-01-01,37
0.05361437425017357,0,0.0,48,301.4593505859375,1651.5836181640625,21,STANDARD,301.4593505859375,R_A4,28,2018-01-01,38
0.13409842550754547,0,0.0,47,301.8765869140625,1657.8048095703125,22,STANDARD,301.8765869140625,R_A4,28,2018-01-01,38
1.0,0,0.0,20,303.840087890625,1684.9844970703125,1,STANDARD,303.840087890625,R_A5,1,2018-01-01,31
1.0,0,0.0,20,304.0660705566406,1687.368896484375,2,STANDARD,304.0660705566406,R_A5,2,2018-01-01,31
1.0,0,0.0,20,304.2920227050781,1689.7532958984375,3,STANDARD,304.2920227050781,R_A5,3,2018-01-01,31
1.0,0,0.0,20,304.5179748535156,1692.1376953125,4,STANDARD,304.5179748535156,R_A5,4,2018-01-01,31
1.0,0,0.0,20,304.7439270019531,1694.522216796875,5,STANDARD,304.7439270019531,R_A5,5,2018-01-01,31
1.0,0,0.0,20,304.96990966796875,1696.9066162109375,6,STANDARD,304.96990966796875,R_A5,6,2018-01-01,31
1.0,0,0.0,20,305.50164794921875,1699.291015625,7,STANDARD,305.50164794921875,R_A5,7,2018-01-01,31
1.0,0,0.0,20,306.0816650390625,1708.63671875,8,STANDARD,306.0816650390625,R_A5,11,2018-01-01,31
1.0,0,0.0,20,306.271240234375,1710.6370849609375,9,STANDARD,306.271240234375,R_A5,12,2018-01-01,31
1.0,0,0.0,21,305.66656494140625,1704.256591796875,10,STANDARD,305.66656494140625,R_A5,12,2018-01-01,31
1.0,0,0.0,21,305.8444519042969,1706.00732421875,11,STANDARD,305.8444519042969,R_A5,13,2018-01-01,31
1.0,0,0.0,21,306.0103759765625,1707.7581787109375,12,STANDARD,306.0103759765625,R_A5,14,2018-01-01,31
1.0,0,0.0,21,306.1763000488281,1709.509033203125,13,STANDARD,306.1763000488281,R_A5,15,2018-01-01,31
1.0,0,0.0,21,306.48724365234375,1711.2598876953125,14,STANDARD,306.48724365234375,R_A5,16,2018-01-01,31
1.0,0,0.0,21,306.6531982421875,1713.0107421875,15,STANDARD,306.6531982421875,R_A5,17,2018-01-01,31
1.0,0,0.0,21,306.80584716796875,1714.6214599609375,16,STANDARD,306.80584716796875,R_A5,18,2018-01-01,31
1.0,0,0.0,21,306.8891906738281,1715.5008544921875,17,STANDARD,306.8891906738281,R_A5,19,2018-01-01,31
1.0,0,0.0,21,306.8503723144531,1716.7489013671875,18,STANDARD,306.8503723144531,R_A5,25,2018-01-01,31
1.0,0,0.0,21,307.05963134765625,1718.95703125,19,STANDARD,307.05963134765625,R_A5,26,2018-01-01,31
1.0,0,0.0,21,307.2689208984375,1721.1651611328125,20,STANDARD,307.2689208984375,R_A5,27,2018-01-01,31
1.0,0,0.0,21,307.78399658203125,1723.373291015625,21,STANDARD,307.78399658203125,R_A5,28,2018-01-01,31
1.0,0,0.0,21,307.9932861328125,1725.5814208984375,22,STANDARD,307.9932861328125,R_A5,29,2018-01-01,31
1.0,0,0.0,42,305.13336181640625,1695.4046630859375,1,STANDARD,305.13336181640625,R_A6,1,2018-01-01,17
1.0,0,0.0,42,305.27960205078125,1696.9481201171875,2,STANDARD,305.27960205078125,R_A6,2,2018-01-01,17
1.0,0,0.0,42,305.4258728027344,1698.491455078125,3,STANDARD,305.4258728027344,R_A6,3,2018-01-01,17
1.0,0,0.0,42,305.5721435546875,1700.0347900390625,4,STANDARD,305.5721435546875,R_A6,4,2018-01-01,17
1.0,0,0.0,42,305.7184143066406,1701.5782470703125,5,STANDARD,305.7184143066406,R_A6,5,2018-01-01,17
1.0,0,0.0,42,305.86468505859375,1703.1217041015625,6,STANDARD,305.86468505859375,R_A6,6,2018-01-01,17
1.0,0,0.0,42,305.7118835449219,1704.6650390625,7,STANDARD,305.7118835449219,R_A6,7,2018-01-01,17
1.0,0,0.0,42,305.858154296875,1706.20849609375,8,STANDARD,305.858154296875,R_A6,8,2018-01-01,17
1.0,0,0.0,42,306.303466796875,1707.7518310546875,9,STANDARD,306.303466796875,R_A6,9,2018-01-01,17
1.0,0,0.0,42,306.14398193359375,1709.2952880859375,10,STANDARD,306.14398193359375,R_A6,10,2018-01-01,17
1.0,0,0.0,42,306.3233337402344,1711.1866455078125,11,STANDARD,306.3233337402344,R_A6,11,2018-01-01,17
1.0,0,0.0,42,306.5355529785156,1713.42578125,12,STANDARD,306.5355529785156,R_A6,12,2018-01-01,17
1.0,0,0.0,42,306.75970458984375,1715.664794921875,13,STANDARD,306.75970458984375,R_A6,13,2018-01-01,17
1.0,0,0.0,42,306.971923828125,1717.904052734375,14,STANDARD,306.971923828125,R_A6,14,2018-01-01,17
1.0,0,0.0,42,307.18414306640625,1720.1431884765625,15,STANDARD,307.18414306640625,R_A6,15,2018-01-01,17
1.0,0,0.0,42,307.5413818359375,1722.38232421875,16,STANDARD,307.5413818359375,R_A6,16,2018-01-01,17
1.0,0,0.0,42,307.75360107421875,1724.621337890625,17,STANDARD,307.75360107421875,R_A6,17,2018-01-01,17
1.0,0,0.0,42,307.9185791015625,1726.362060546875,18,STANDARD,307.9185791015625,R_A6,18,2018-01-01,17
1.0,0,0.0,42,307.90167236328125,1727.84130859375,19,STANDARD,307.90167236328125,R_A6,25,2018-01-01,17
1.0,0,0.0,42,308.3701171875,1729.5574951171875,20,STANDARD,308.3701171875,R_A6,26,2018-01-01,17
1.0,0,0.0,42,308.53277587890625,1731.273681640625,21,STANDARD,308.53277587890625,R_A6,27,2018-01-01,17
1.0,0,0.0,42,308.6954345703125,1732.9898681640625,22,STANDARD,308.6954345703125,R_A6,28,2018-01-01,17
1.0,0,0.0,42,308.55230712890625,1734.7060546875,23,STANDARD,308.55230712890625,R_A6,29,2018-01-01,17
0.0534592941403389,0,0.0,30,297.42767333984375,1640.796142578125,1,STANDARD,297.42767333984375,R_A2,1,2018-03-01,22
0.056240931153297424,0,0.0,30,297.54473876953125,1642.5435791015625,2,STANDARD,297.54473876953125,R_A2,2,2018-03-01,22
