ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,249599454.85,40222988.32,29452382.0,18523510.39
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,219209547.85,42963745.45,34246744.04,21538832.37
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,127703858.75,22920433.26,17287235.64,10872475.06
LowerReek,2,0.0,0.0,0.0,0.0
