CONJPOS,DATE,CONIDX,DEPTH,SGAS,CONIPOS,CONKPOS,DRAWDOWN,CONBPRES,PRESSURE,SWAT,WELLMODEL,WELL
29,2018-01-01,24,1687.0726318359375,0.0,22,31,0,304.3437805175781,304.3437805175781,1.0,STANDARD,R_A2
41,2018-01-01,1,1610.410888671875,0.0,28,1,0,298.7109069824219,298.7109069824219,0.6481541991233826,STANDARD,R_A3
41,2018-01-01,2,1612.48681640625,0.0,28,2,0,298.85003662109375,298.85003662109375,0.23020534217357635,STANDARD,R_A3
41,2018-01-01,3,1598.987060546875,0.0,29,2,0,297.9453430175781,297.9453430175781,0.1832297146320343,STANDARD,R_A3
41,2018-01-01,4,1601.221435546875,0.0,29,3,0,298.0950622558594,298.0950622558594,0.16346271336078644,STANDARD,R_A3
41,2018-01-01,5,1603.4556884765625,0.0,29,4,0,298.2447814941406,298.2447814941406,0.6481541991233826,STANDARD,R_A3
41,2018-01-01,6,1605.6900634765625,0.0,29,5,0,298.39453125,298.39453125,0.8105270266532898,STANDARD,R_A3
41,2018-01-01,7,1607.924560546875,0.0,29,6,0,298.5442810058594,298.5442810058594,0.6481541991233826,STANDARD,R_A3
41,2018-01-01,8,1610.158935546875,0.0,29,7,0,298.6940002441406,298.6940002441406,0.19396133720874786,STANDARD,R_A3
41,2018-01-01,9,1612.3931884765625,0.0,29,8,0,298.84375,298.84375,0.1963750422000885,STANDARD,R_A3
41,2018-01-01,10,1614.6275634765625,0.0,29,9,0,298.9934997558594,298.9934997558594,0.7955054640769958,STANDARD,R_A3
41,2018-01-01,11,1616.8619384765625,0.0,29,10,0,299.1432800292969,299.1432800292969,0.7924016714096069,STANDARD,R_A3
41,2018-01-01,12,1619.16943359375,0.0,29,11,0,299.2979431152344,299.2979431152344,0.04739657789468765,STANDARD,R_A3
41,2018-01-01,13,1621.5499267578125,0.0,29,12,0,299.4574890136719,299.4574890136719,0.05266234278678894,STANDARD,R_A3
41,2018-01-01,14,1623.9305419921875,0.0,29,13,0,299.6170959472656,299.6170959472656,0.36133307218551636,STANDARD,R_A3
41,2018-01-01,15,1628.691650390625,0.0,29,15,0,299.9362487792969,299.9362487792969,0.601466715335846,STANDARD,R_A3
41,2018-01-01,16,1630.86572265625,0.0,29,16,0,300.0820007324219,300.0820007324219,0.8030391931533813,STANDARD,R_A3
41,2018-01-01,17,1633.73681640625,0.0,29,27,0,300.2745056152344,300.2745056152344,0.6481541991233826,STANDARD,R_A3
41,2018-01-01,18,1637.4742431640625,0.0,29,28,0,300.52508544921875,300.52508544921875,0.045089710503816605,STANDARD,R_A3
41,2018-01-01,19,1641.211669921875,0.0,29,29,0,300.77569580078125,300.77569580078125,0.05006466060876846,STANDARD,R_A3
41,2018-01-01,20,1644.9490966796875,0.0,29,30,0,301.02630615234375,301.02630615234375,0.6481541991233826,STANDARD,R_A3
41,2018-01-01,21,1648.6865234375,0.0,29,31,0,301.2769470214844,301.2769470214844,0.06183832511305809,STANDARD,R_A3
52,2018-01-01,1,1631.5242919921875,0.0,30,1,0,300.12615966796875,300.12615966796875,0.04884999990463257,STANDARD,R_A4
52,2018-01-01,2,1627.0819091796875,0.0,31,1,0,299.8283386230469,299.8283386230469,0.04814990982413292,STANDARD,R_A4
52,2018-01-01,3,1629.1744384765625,0.0,31,2,0,299.9686279296875,299.9686279296875,0.049439143389463425,STANDARD,R_A4
52,2018-01-01,4,1631.26708984375,0.0,31,3,0,300.1089172363281,300.1089172363281,0.050271324813365936,STANDARD,R_A4
52,2018-01-01,5,1633.359619140625,0.0,31,4,0,300.24920654296875,300.24920654296875,0.053971659392118454,STANDARD,R_A4
52,2018-01-01,6,1634.341552734375,0.0,32,4,0,300.3150329589844,300.3150329589844,0.05548888072371483,STANDARD,R_A4
51,2018-01-01,7,1633.6883544921875,0.0,32,4,0,300.271240234375,300.271240234375,0.05645429342985153,STANDARD,R_A4
51,2018-01-01,8,1638.8468017578125,0.0,33,4,0,300.61712646484375,300.61712646484375,0.05938291549682617,STANDARD,R_A4
51,2018-01-01,9,1636.90625,0.0,33,3,0,300.48699951171875,300.48699951171875,0.05980082228779793,STANDARD,R_A4
50,2018-01-01,10,1635.515625,0.0,33,3,0,300.3937683105469,300.3937683105469,0.055063314735889435,STANDARD,R_A4
50,2018-01-01,11,1638.0087890625,0.0,34,3,0,300.5609130859375,300.5609130859375,0.07683181017637253,STANDARD,R_A4
50,2018-01-01,12,1641.963134765625,0.0,35,3,0,300.8260803222656,300.8260803222656,0.081699900329113,STANDARD,R_A4
50,2018-01-01,13,1640.03076171875,0.0,35,2,0,300.6965026855469,300.6965026855469,0.07690422981977463,STANDARD,R_A4
49,2018-01-01,14,1641.339599609375,0.0,35,2,0,300.7842712402344,300.7842712402344,0.23002970218658447,STANDARD,R_A4
49,2018-01-01,15,1639.420166015625,0.0,35,1,0,300.6555480957031,300.6555480957031,0.22727365791797638,STANDARD,R_A4
49,2018-01-01,16,1644.74462890625,0.0,36,30,0,301.0126037597656,301.0126037597656,0.09452781081199646,STANDARD,R_A4
48,2018-01-01,17,1642.3046875,0.0,36,30,0,300.8489685058594,300.8489685058594,0.05635438859462738,STANDARD,R_A4
48,2018-01-01,18,1651.127197265625,0.0,37,30,0,301.44061279296875,301.44061279296875,0.06068294122815132,STANDARD,R_A4
48,2018-01-01,19,1645.5064697265625,0.0,37,29,0,301.0636901855469,301.0636901855469,0.17106026411056519,STANDARD,R_A4
48,2018-01-01,20,1651.7386474609375,0.0,38,29,0,301.48162841796875,301.48162841796875,0.24452181160449982,STANDARD,R_A4
47,2018-01-01,21,1659.309814453125,0.0,38,29,0,301.9894104003906,301.9894104003906,0.14769844710826874,STANDARD,R_A4
20,2018-01-01,1,1685.5623779296875,0.0,31,1,0,303.8948669433594,303.8948669433594,1.0,STANDARD,R_A5
20,2018-01-01,2,1687.8472900390625,0.0,31,2,0,304.11138916015625,304.11138916015625,1.0,STANDARD,R_A5
20,2018-01-01,3,1690.132080078125,0.0,31,3,0,304.3279113769531,304.3279113769531,1.0,STANDARD,R_A5
20,2018-01-01,4,1692.4168701171875,0.0,31,4,0,304.54443359375,304.54443359375,1.0,STANDARD,R_A5
20,2018-01-01,5,1694.70166015625,0.0,31,5,0,304.7609558105469,304.7609558105469,1.0,STANDARD,R_A5
20,2018-01-01,6,1696.9864501953125,0.0,31,6,0,304.97747802734375,304.97747802734375,1.0,STANDARD,R_A5
20,2018-01-01,7,1699.271240234375,0.0,31,7,0,305.4997863769531,305.4997863769531,1.0,STANDARD,R_A5
21,2018-01-01,8,1700.136474609375,0.0,31,11,0,305.2760925292969,305.2760925292969,1.0,STANDARD,R_A5
21,2018-01-01,9,1702.144287109375,0.0,31,12,0,305.4664001464844,305.4664001464844,1.0,STANDARD,R_A5
21,2018-01-01,10,1704.1522216796875,0.0,31,13,0,305.66864013671875,305.66864013671875,1.0,STANDARD,R_A5
21,2018-01-01,11,1706.1600341796875,0.0,31,14,0,305.8589172363281,305.8589172363281,1.0,STANDARD,R_A5
21,2018-01-01,12,1708.16796875,0.0,31,15,0,306.0492248535156,306.0492248535156,1.0,STANDARD,R_A5
21,2018-01-01,13,1710.17578125,0.0,31,16,0,306.384521484375,306.384521484375,1.0,STANDARD,R_A5
21,2018-01-01,14,1712.1837158203125,0.0,31,17,0,306.5747985839844,306.5747985839844,1.0,STANDARD,R_A5
21,2018-01-01,15,1713.7496337890625,0.0,31,18,0,306.72320556640625,306.72320556640625,1.0,STANDARD,R_A5
21,2018-01-01,16,1715.5069580078125,0.0,31,27,0,306.732666015625,306.732666015625,1.0,STANDARD,R_A5
21,2018-01-01,17,1717.832763671875,0.0,31,28,0,306.9530944824219,306.9530944824219,1.0,STANDARD,R_A5
21,2018-01-01,18,1720.1585693359375,0.0,31,29,0,307.47930908203125,307.47930908203125,1.0,STANDARD,R_A5
21,2018-01-01,19,1722.484375,0.0,31,30,0,307.6997375488281,307.6997375488281,1.0,STANDARD,R_A5
21,2018-01-01,20,1724.8101806640625,0.0,31,31,0,307.920166015625,307.920166015625,1.0,STANDARD,R_A5
42,2018-01-01,1,1694.1422119140625,0.0,17,1,0,305.0137023925781,305.0137023925781,1.0,STANDARD,R_A6
42,2018-01-01,2,1695.670654296875,0.0,17,2,0,305.1585693359375,305.1585693359375,1.0,STANDARD,R_A6
42,2018-01-01,3,1697.19921875,0.0,17,3,0,305.30340576171875,305.30340576171875,1.0,STANDARD,R_A6
42,2018-01-01,4,1698.727783203125,0.0,17,4,0,305.4482727050781,305.4482727050781,1.0,STANDARD,R_A6
42,2018-01-01,5,1700.25634765625,0.0,17,5,0,305.5931396484375,305.5931396484375,1.0,STANDARD,R_A6
42,2018-01-01,6,1701.7847900390625,0.0,17,6,0,305.73797607421875,305.73797607421875,1.0,STANDARD,R_A6
42,2018-01-01,7,1703.3133544921875,0.0,17,7,0,305.58380126953125,305.58380126953125,1.0,STANDARD,R_A6
42,2018-01-01,8,1704.8419189453125,0.0,17,8,0,305.7286376953125,305.7286376953125,1.0,STANDARD,R_A6
42,2018-01-01,9,1706.3704833984375,0.0,17,9,0,306.17254638671875,306.17254638671875,1.0,STANDARD,R_A6
42,2018-01-01,10,1707.8990478515625,0.0,17,10,0,306.0116271972656,306.0116271972656,1.0,STANDARD,R_A6
42,2018-01-01,11,1709.8310546875,0.0,17,11,0,306.1948547363281,306.1948547363281,1.0,STANDARD,R_A6
42,2018-01-01,12,1712.16650390625,0.0,17,12,0,306.41619873046875,306.41619873046875,1.0,STANDARD,R_A6
42,2018-01-01,13,1714.501953125,0.0,17,13,0,306.6495056152344,306.6495056152344,1.0,STANDARD,R_A6
42,2018-01-01,14,1716.83740234375,0.0,17,14,0,306.870849609375,306.870849609375,1.0,STANDARD,R_A6
42,2018-01-01,15,1719.1729736328125,0.0,17,15,0,307.0921936035156,307.0921936035156,1.0,STANDARD,R_A6
42,2018-01-01,16,1721.5084228515625,0.0,17,16,0,307.45855712890625,307.45855712890625,1.0,STANDARD,R_A6
42,2018-01-01,17,1723.8349609375,0.0,17,17,0,307.6790466308594,307.6790466308594,1.0,STANDARD,R_A6
42,2018-01-01,18,1725.19775390625,0.0,17,18,0,307.8082275390625,307.8082275390625,1.0,STANDARD,R_A6
42,2018-01-01,19,1726.2529296875,0.0,17,27,0,307.7511291503906,307.7511291503906,1.0,STANDARD,R_A6
42,2018-01-01,20,1727.955322265625,0.0,17,28,0,308.21826171875,308.21826171875,1.0,STANDARD,R_A6
42,2018-01-01,21,1729.6575927734375,0.0,17,29,0,308.3796081542969,308.3796081542969,1.0,STANDARD,R_A6
42,2018-01-01,22,1731.35986328125,0.0,17,30,0,308.54095458984375,308.54095458984375,1.0,STANDARD,R_A6
42,2018-01-01,23,1733.062255859375,0.0,17,31,0,308.3965148925781,308.3965148925781,1.0,STANDARD,R_A6
30,2018-03-01,1,1640.4501953125,0.0,22,1,0,297.6087341308594,297.6087341308594,0.05426105484366417,STANDARD,R_A2
30,2018-03-01,2,1642.1744384765625,0.0,22,2,0,297.7242736816406,297.7242736816406,0.05578712373971939,STANDARD,R_A2
30,2018-03-01,3,1643.898681640625,0.0,22,3,0,297.83978271484375,297.83978271484375,0.06076117232441902,STANDARD,R_A2
30,2018-03-01,4,1645.622802734375,0.0,22,4,0,297.9553527832031,297.9553527832031,0.06335929036140442,STANDARD,R_A2
30,2018-03-01,5,1647.346923828125,0.0,22,5,0,298.0708923339844,298.0708923339844,0.0657096803188324,STANDARD,R_A2
30,2018-03-01,6,1649.0711669921875,0.0,22,6,0,298.2164306640625,298.2164306640625,0.30791547894477844,STANDARD,R_A2
30,2018-03-01,7,1650.79541015625,0.0,22,7,0,298.3380126953125,298.3380126953125,0.8723329901695251,STANDARD,R_A2
30,2018-03-01,8,1652.51953125,0.0,22,8,0,298.4579162597656,298.4579162597656,0.8679080605506897,STANDARD,R_A2
30,2018-03-01,9,1654.24365234375,0.0,22,9,0,298.66033935546875,298.66033935546875,0.8789979815483093,STANDARD,R_A2
30,2018-03-01,10,1655.9678955078125,0.0,22,10,0,298.8070068359375,298.8070068359375,0.8898641467094421,STANDARD,R_A2
30,2018-03-01,11,1657.916015625,0.0,22,11,0,298.7673034667969,298.7673034667969,0.06953374296426773,STANDARD,R_A2
30,2018-03-01,12,1660.087890625,0.0,22,12,0,298.90386962890625,298.90386962890625,0.06486877053976059,STANDARD,R_A2
30,2018-03-01,13,1662.2598876953125,0.0,22,13,0,299.2312927246094,299.2312927246094,0.43751248717308044,STANDARD,R_A2
30,2018-03-01,14,1664.431884765625,0.0,22,14,0,299.51068115234375,299.51068115234375,0.4877289831638336,STANDARD,R_A2
30,2018-03-01,15,1666.603759765625,0.0,22,15,0,299.65460205078125,299.65460205078125,0.9077450633049011,STANDARD,R_A2
30,2018-03-01,16,1668.7757568359375,0.0,22,16,0,299.79876708984375,299.79876708984375,0.9031134843826294,STANDARD,R_A2
30,2018-03-01,17,1670.9190673828125,0.0,22,17,0,299.94219970703125,299.94219970703125,0.9118509292602539,STANDARD,R_A2
30,2018-03-01,18,1672.2288818359375,0.0,22,18,0,300.0299987792969,300.0299987792969,0.9213735461235046,STANDARD,R_A2
30,2018-03-01,19,1673.3048095703125,4.412483936938697e-16,22,27,0,302.774658203125,302.774658203125,1.0,STANDARD,R_A2
30,2018-03-01,20,1674.95166015625,1.5329673747813252e-16,22,28,0,302.872802734375,302.872802734375,1.0,STANDARD,R_A2
29,2018-03-01,21,1681.6964111328125,-1.6894296596718043e-15,22,28,0,303.5657958984375,303.5657958984375,1.0,STANDARD,R_A2
29,2018-03-01,22,1683.4884033203125,-9.428974230721329e-17,22,29,0,303.8778076171875,303.8778076171875,1.0,STANDARD,R_A2
29,2018-03-01,23,1685.280517578125,-2.260870729745249e-18,22,30,0,304.09515380859375,304.09515380859375,1.0,STANDARD,R_A2
29,2018-03-01,24,1687.0726318359375,3.3064948786718995e-20,22,31,0,304.27044677734375,304.27044677734375,1.0,STANDARD,R_A2
20,2018-04-28,1,1685.5623779296875,-1.518097730857093e-10,31,1,0,282.9458312988281,282.9458312988281,1.0,STANDARD,R_A5
20,2018-04-28,2,1687.8472900390625,-1.756677303621501e-10,31,2,0,283.161865234375,283.161865234375,1.0,STANDARD,R_A5
20,2018-04-28,3,1690.132080078125,-1.7389265027922818e-10,31,3,0,283.3772888183594,283.3772888183594,1.0,STANDARD,R_A5
20,2018-04-28,4,1692.4168701171875,-1.5772291805937755e-10,31,4,0,283.59197998046875,283.59197998046875,1.0,STANDARD,R_A5
20,2018-04-28,5,1694.70166015625,-1.585996195485606e-10,31,5,0,283.8069763183594,283.8069763183594,1.0,STANDARD,R_A5
20,2018-04-28,6,1696.9864501953125,-1.1236715030671363e-10,31,6,0,284.0225524902344,284.0225524902344,1.0,STANDARD,R_A5
20,2018-04-28,7,1699.271240234375,-9.083460979913971e-13,31,7,0,284.5700378417969,284.5700378417969,1.0,STANDARD,R_A5
21,2018-04-28,8,1700.136474609375,-2.5829102745511534e-10,31,11,0,282.93206787109375,282.93206787109375,1.0,STANDARD,R_A5
21,2018-04-28,9,1702.144287109375,-1.5221124360920157e-10,31,12,0,283.14715576171875,283.14715576171875,1.0,STANDARD,R_A5
21,2018-04-28,10,1704.1522216796875,-7.951498834368742e-12,31,13,0,283.3511962890625,283.3511962890625,1.0,STANDARD,R_A5
21,2018-04-28,11,1706.1600341796875,-1.4982860438439438e-11,31,14,0,283.5432434082031,283.5432434082031,1.0,STANDARD,R_A5
21,2018-04-28,12,1708.16796875,-1.1835078056465775e-11,31,15,0,284.3623046875,284.3623046875,1.0,STANDARD,R_A5
21,2018-04-28,13,1710.17578125,-4.876505883127935e-12,31,16,0,285.1164855957031,285.1164855957031,1.0,STANDARD,R_A5
21,2018-04-28,14,1712.1837158203125,-4.836772475591555e-12,31,17,0,285.3114318847656,285.3114318847656,1.0,STANDARD,R_A5
21,2018-04-28,15,1713.7496337890625,-8.335019306693336e-12,31,18,0,285.4613037109375,285.4613037109375,1.0,STANDARD,R_A5
21,2018-04-28,16,1715.5069580078125,-3.094637046618942e-10,31,27,0,288.7247009277344,288.7247009277344,1.0,STANDARD,R_A5
21,2018-04-28,17,1717.832763671875,-2.84778894910076e-10,31,28,0,289.035888671875,289.035888671875,1.0,STANDARD,R_A5
21,2018-04-28,18,1720.1585693359375,1.6130003415938318e-16,31,29,0,298.3843078613281,298.3843078613281,1.0,STANDARD,R_A5
21,2018-04-28,19,1722.484375,6.850374725754418e-16,31,30,0,299.11248779296875,299.11248779296875,1.0,STANDARD,R_A5
21,2018-04-28,20,1724.8101806640625,7.098848592290707e-11,31,31,0,294.0617980957031,294.0617980957031,1.0,STANDARD,R_A5
41,2018-07-03,1,1610.410888671875,0.0,28,1,0,275.9070129394531,275.9070129394531,0.6503225564956665,STANDARD,R_A3
41,2018-07-03,2,1612.48681640625,0.0,28,2,0,276.0422058105469,276.0422058105469,0.2306472659111023,STANDARD,R_A3
41,2018-07-03,3,1598.987060546875,0.0,29,2,0,275.0027770996094,275.0027770996094,0.1838836669921875,STANDARD,R_A3
41,2018-07-03,4,1601.221435546875,0.0,29,3,0,275.1518859863281,275.1518859863281,0.1640172004699707,STANDARD,R_A3
41,2018-07-03,5,1603.4556884765625,0.0,29,4,0,275.29913330078125,275.29913330078125,0.6588150858879089,STANDARD,R_A3
41,2018-07-03,6,1605.6900634765625,0.0,29,5,0,275.9970397949219,275.9970397949219,0.7984116673469543,STANDARD,R_A3
41,2018-07-03,7,1607.924560546875,0.0,29,6,0,276.04595947265625,276.04595947265625,0.6496523022651672,STANDARD,R_A3
41,2018-07-03,8,1610.158935546875,0.0,29,7,0,276.2200927734375,276.2200927734375,0.19539543986320496,STANDARD,R_A3
41,2018-07-03,9,1612.3931884765625,0.0,29,8,0,276.3691101074219,276.3691101074219,0.19790488481521606,STANDARD,R_A3
41,2018-07-03,10,1614.6275634765625,0.0,29,9,0,276.61419677734375,276.61419677734375,0.7943122982978821,STANDARD,R_A3
41,2018-07-03,11,1616.8619384765625,0.0,29,10,0,277.814208984375,277.814208984375,0.7911126613616943,STANDARD,R_A3
41,2018-07-03,12,1619.16943359375,0.0,29,11,0,278.1080017089844,278.1080017089844,0.04757767170667648,STANDARD,R_A3
41,2018-07-03,13,1621.5499267578125,0.0,29,12,0,278.2667541503906,278.2667541503906,0.05283822491765022,STANDARD,R_A3
41,2018-07-03,14,1623.9305419921875,0.0,29,13,0,278.4258117675781,278.4258117675781,0.36192718148231506,STANDARD,R_A3
41,2018-07-03,15,1628.691650390625,0.0,29,15,0,279.1725769042969,279.1725769042969,0.6040481328964233,STANDARD,R_A3
41,2018-07-03,16,1630.86572265625,0.0,29,16,0,279.38616943359375,279.38616943359375,0.8018822073936462,STANDARD,R_A3
41,2018-07-03,17,1633.73681640625,0.0,29,27,0,283.3172302246094,283.3172302246094,0.6503216028213501,STANDARD,R_A3
41,2018-07-03,18,1637.4742431640625,0.0,29,28,0,283.5553894042969,283.5553894042969,0.04536232724785805,STANDARD,R_A3
41,2018-07-03,19,1641.211669921875,0.0,29,29,0,283.804931640625,283.804931640625,0.05051390454173088,STANDARD,R_A3
41,2018-07-03,20,1644.9490966796875,0.0,29,30,0,284.05230712890625,284.05230712890625,0.649796187877655,STANDARD,R_A3
41,2018-07-03,21,1648.6865234375,0.0,29,31,0,284.2752685546875,284.2752685546875,0.06374713033437729,STANDARD,R_A3
52,2018-09-12,1,1631.5242919921875,0.0,30,1,0,276.3288269042969,276.3288269042969,0.05015304684638977,STANDARD,R_A4
52,2018-09-12,2,1627.0819091796875,0.0,31,1,0,276.08087158203125,276.08087158203125,0.0484684482216835,STANDARD,R_A4
52,2018-09-12,3,1629.1744384765625,0.0,31,2,0,276.2203063964844,276.2203063964844,0.04977065324783325,STANDARD,R_A4
52,2018-09-12,4,1631.26708984375,0.0,31,3,0,276.3597412109375,276.3597412109375,0.05062495172023773,STANDARD,R_A4
52,2018-09-12,5,1633.359619140625,0.0,31,4,0,276.49920654296875,276.49920654296875,0.05430234968662262,STANDARD,R_A4
52,2018-09-12,6,1634.341552734375,0.0,32,4,0,276.5959777832031,276.5959777832031,0.05562843009829521,STANDARD,R_A4
51,2018-09-12,7,1633.6883544921875,0.0,32,4,0,276.48876953125,276.48876953125,0.05694980546832085,STANDARD,R_A4
51,2018-09-12,8,1638.8468017578125,0.0,33,4,0,276.8310241699219,276.8310241699219,0.05955899506807327,STANDARD,R_A4
51,2018-09-12,9,1636.90625,0.0,33,3,0,276.7016906738281,276.7016906738281,0.05995463952422142,STANDARD,R_A4
50,2018-09-12,10,1635.515625,0.0,33,3,0,276.5599060058594,276.5599060058594,0.056238483637571335,STANDARD,R_A4
50,2018-09-12,11,1638.0087890625,0.0,34,3,0,276.6807556152344,276.6807556152344,0.07700220495462418,STANDARD,R_A4
50,2018-09-12,12,1641.963134765625,0.0,35,3,0,276.8406677246094,276.8406677246094,0.08067060261964798,STANDARD,R_A4
50,2018-09-12,13,1640.03076171875,0.0,35,2,0,276.7120361328125,276.7120361328125,0.07640974968671799,STANDARD,R_A4
49,2018-09-12,14,1641.339599609375,0.0,35,2,0,276.66802978515625,276.66802978515625,0.229715958237648,STANDARD,R_A4
49,2018-09-12,15,1639.420166015625,0.0,35,1,0,276.539306640625,276.539306640625,0.22693529725074768,STANDARD,R_A4
49,2018-09-12,16,1644.74462890625,0.0,36,30,0,275.2164611816406,275.2164611816406,0.09368760883808136,STANDARD,R_A4
48,2018-09-12,17,1642.3046875,0.0,36,30,0,274.6006774902344,274.6006774902344,0.05959801375865936,STANDARD,R_A4
48,2018-09-12,18,1651.127197265625,0.0,37,30,0,275.55364990234375,275.55364990234375,0.06097313016653061,STANDARD,R_A4
48,2018-09-12,19,1645.5064697265625,0.0,37,29,0,275.1834716796875,275.1834716796875,0.17057566344738007,STANDARD,R_A4
48,2018-09-12,20,1651.7386474609375,0.0,38,29,0,275.9774475097656,275.9774475097656,0.2569998502731323,STANDARD,R_A4
47,2018-09-12,21,1659.309814453125,0.0,38,29,0,276.1360168457031,276.1360168457031,0.16042757034301758,STANDARD,R_A4
42,2018-11-07,1,1694.1422119140625,-1.0271347167982794e-13,17,1,0,276.6141052246094,276.6141052246094,1.0,STANDARD,R_A6
42,2018-11-07,2,1695.670654296875,-3.643280135586825e-14,17,2,0,276.7492370605469,276.7492370605469,1.0,STANDARD,R_A6
42,2018-11-07,3,1697.19921875,-7.079173147884381e-15,17,3,0,276.875,276.875,1.0,STANDARD,R_A6
42,2018-11-07,4,1698.727783203125,-2.6860265178512907e-14,17,4,0,276.9939270019531,276.9939270019531,1.0,STANDARD,R_A6
42,2018-11-07,5,1700.25634765625,-6.057886803951737e-14,17,5,0,277.112060546875,277.112060546875,1.0,STANDARD,R_A6
42,2018-11-07,6,1701.7847900390625,-3.2518681757770507e-12,17,6,0,277.2403259277344,277.2403259277344,1.0,STANDARD,R_A6
42,2018-11-07,7,1703.3133544921875,-6.073371406484229e-12,17,7,0,277.0832824707031,277.0832824707031,1.0,STANDARD,R_A6
42,2018-11-07,8,1704.8419189453125,-4.424368857391947e-12,17,8,0,277.2279968261719,277.2279968261719,1.0,STANDARD,R_A6
42,2018-11-07,9,1706.3704833984375,-2.5393042161168944e-13,17,9,0,277.6740417480469,277.6740417480469,1.0,STANDARD,R_A6
42,2018-11-07,10,1707.8990478515625,-6.487843595692766e-11,17,10,0,277.51727294921875,277.51727294921875,1.0,STANDARD,R_A6
42,2018-11-07,11,1709.8310546875,-1.2264994575517107e-10,17,11,0,277.65863037109375,277.65863037109375,1.0,STANDARD,R_A6
42,2018-11-07,12,1712.16650390625,-3.6636010197765856e-11,17,12,0,277.8799133300781,277.8799133300781,1.0,STANDARD,R_A6
42,2018-11-07,13,1714.501953125,-5.166781065490955e-12,17,13,0,278.11334228515625,278.11334228515625,1.0,STANDARD,R_A6
42,2018-11-07,14,1716.83740234375,-3.5764349381323113e-12,17,14,0,278.3348083496094,278.3348083496094,1.0,STANDARD,R_A6
42,2018-11-07,15,1719.1729736328125,-2.5870432098645813e-12,17,15,0,278.56005859375,278.56005859375,1.0,STANDARD,R_A6
42,2018-11-07,16,1721.5084228515625,-1.2353183797067513e-12,17,16,0,278.9511413574219,278.9511413574219,1.0,STANDARD,R_A6
42,2018-11-07,17,1723.8349609375,-7.478686723724759e-13,17,17,0,279.19549560546875,279.19549560546875,1.0,STANDARD,R_A6
42,2018-11-07,18,1725.19775390625,-1.4556804112803023e-12,17,18,0,279.327880859375,279.327880859375,1.0,STANDARD,R_A6
42,2018-11-07,19,1726.2529296875,-2.215034362526569e-12,17,27,0,280.2362976074219,280.2362976074219,1.0,STANDARD,R_A6
