order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time
0,460994.9,5933813.29,1697.9,1648.9,Valysar,299.1833190917969,0.06120172515511513,0.0,0.9387982748448849,True,True,21,29,2,R_A2,2018-03-01
0,462753.44,5932869.64,1673.4,1624.4,Therys,283.9202880859375,0.05476316437125206,0.0,0.9452368356287479,True,True,28,40,11,R_A3,2018-07-03
1,462753.44,5932869.64,1690.7,1641.7,Volon,284.7527160644531,0.05475129187107086,0.0,0.9452487081289291,True,True,28,40,28,R_A3,2018-07-03
0,464008.822,5931878.919,2578.7,1634.538,Valysar,276.7602844238281,0.05918792635202408,0.0,0.9408120736479759,True,True,31,50,3,R_A4,2018-09-12
1,464291.761,5932429.155,3197.5,1643.655,Volon,281.9950256347656,0.8377814888954163,0.0,0.16221851110458374,True,True,35,48,29,R_A4,2018-09-12
0,461519.21,5935692.65,1737.8,1688.8,Valysar,280.76068115234375,1.0,-6.445871614246812e-12,6.445871614246812e-12,True,True,30,19,2,R_A5,2018-04-28
1,461519.21,5935692.65,1769.1,1720.1,Volon,279.94158935546875,1.0,-6.615495369392821e-13,6.615495369392821e-13,True,True,30,20,27,R_A5,2018-04-28
0,461292.74,5931883.26,1759.9,1710.9,Therys,275.3763732910156,1.0,-4.938568651247088e-12,4.938568651247088e-12,True,True,16,41,10,R_A6,2018-11-07
1,461292.74,5931883.26,1777.4,1728.4,Volon,277.3540344238281,1.0,-2.81299804413479e-13,2.81299804413479e-13,True,True,16,41,27,R_A6,2018-11-07
