DATE,DRAWDOWN,WELL,DEPTH,SWAT,CONBPRES,PRESSURE,CONIPOS,CONKPOS,SGAS,CONIDX,WELLMODEL,CONJPOS
2018-01-01,0,R_A2,1640.3358154296875,0.053335659205913544,300.7467956542969,300.7467956542969,22,1,0.0,1,STANDARD,30
2018-01-01,0,R_A2,1642.0947265625,0.054919902235269547,300.86474609375,300.86474609375,22,2,0.0,2,STANDARD,30
2018-01-01,0,R_A2,1643.853759765625,0.05814773961901665,300.9826965332031,300.9826965332031,22,3,0.0,3,STANDARD,30
2018-01-01,0,R_A2,1645.61279296875,0.06254304200410843,301.1006774902344,301.1006774902344,22,4,0.0,4,STANDARD,30
2018-01-01,0,R_A2,1647.3717041015625,0.06380296498537064,301.2186279296875,301.2186279296875,22,5,0.0,5,STANDARD,30
2018-01-01,0,R_A2,1649.130859375,0.2980949580669403,301.3365783691406,301.3365783691406,22,6,0.0,6,STANDARD,30
2018-01-01,0,R_A2,1650.8897705078125,0.8685848712921143,301.4545593261719,301.4545593261719,22,7,0.0,7,STANDARD,30
2018-01-01,0,R_A2,1652.648681640625,0.8513545989990234,301.572509765625,301.572509765625,22,8,0.0,8,STANDARD,30
2018-01-01,0,R_A2,1654.40771484375,0.8794864416122437,301.69049072265625,301.69049072265625,22,9,0.0,9,STANDARD,30
2018-01-01,0,R_A2,1656.166748046875,0.879420280456543,301.8084716796875,301.8084716796875,22,10,0.0,10,STANDARD,30
2018-01-01,0,R_A2,1658.0618896484375,0.06715907901525497,301.9355773925781,301.9355773925781,22,11,0.0,11,STANDARD,30
2018-01-01,0,R_A2,1662.124267578125,0.42334216833114624,302.20806884765625,302.20806884765625,22,13,0.0,12,STANDARD,30
2018-01-01,0,R_A2,1664.155517578125,0.4662482440471649,302.3443298339844,302.3443298339844,22,14,0.0,13,STANDARD,30
2018-01-01,0,R_A2,1666.186767578125,0.8969988822937012,302.4805908203125,302.4805908203125,22,15,0.0,14,STANDARD,30
2018-01-01,0,R_A2,1668.218017578125,0.9253647923469543,302.6168518066406,302.6168518066406,22,16,0.0,15,STANDARD,30
2018-01-01,0,R_A2,1670.2491455078125,0.8720260262489319,302.75311279296875,302.75311279296875,22,17,0.0,16,STANDARD,30
2018-01-01,0,R_A2,1673.931396484375,0.9096394777297974,303.0001525878906,303.0001525878906,22,17,0.0,17,STANDARD,29
2018-01-01,0,R_A2,1675.7900390625,0.9831175208091736,303.1248474121094,303.1248474121094,22,18,0.0,18,STANDARD,29
2018-01-01,0,R_A2,1677.478515625,1.0,303.2381286621094,303.2381286621094,22,26,0.0,19,STANDARD,29
2018-01-01,0,R_A2,1679.2353515625,1.0,303.35601806640625,303.35601806640625,22,27,0.0,20,STANDARD,29
2018-01-01,0,R_A2,1680.991943359375,0.7479459047317505,303.473876953125,303.473876953125,22,28,0.0,21,STANDARD,29
2018-01-01,0,R_A2,1682.7486572265625,1.0,303.93402099609375,303.93402099609375,22,29,0.0,22,STANDARD,29
2018-01-01,0,R_A2,1684.50537109375,1.0,304.1004943847656,304.1004943847656,22,30,0.0,23,STANDARD,29
2018-01-01,0,R_A3,1608.985595703125,0.3387572467327118,298.6452331542969,298.6452331542969,28,1,0.0,1,STANDARD,41
2018-01-01,0,R_A3,1611.0072021484375,0.13497376441955566,298.78070068359375,298.78070068359375,28,2,0.0,2,STANDARD,41
2018-01-01,0,R_A3,1613.02880859375,0.12017292529344559,298.91619873046875,298.91619873046875,28,3,0.0,3,STANDARD,41
2018-01-01,0,R_A3,1604.232177734375,0.15011243522167206,298.32666015625,298.32666015625,29,3,0.0,4,STANDARD,41
2018-01-01,0,R_A3,1606.3101806640625,0.15178951621055603,298.4659118652344,298.4659118652344,29,4,0.0,5,STANDARD,41
2018-01-01,0,R_A3,1608.38818359375,0.8036194443702698,298.6051940917969,298.6051940917969,29,5,0.0,6,STANDARD,41
2018-01-01,0,R_A3,1610.4661865234375,0.3269338607788086,298.74444580078125,298.74444580078125,29,6,0.0,7,STANDARD,41
2018-01-01,0,R_A3,1612.544189453125,0.1937025636434555,298.88372802734375,298.88372802734375,29,7,0.0,8,STANDARD,41
2018-01-01,0,R_A3,1614.6221923828125,0.19564709067344666,299.0229797363281,299.0229797363281,29,8,0.0,9,STANDARD,41
2018-01-01,0,R_A3,1616.7001953125,0.7989274263381958,299.1622619628906,299.1622619628906,29,9,0.0,10,STANDARD,41
2018-01-01,0,R_A3,1618.7781982421875,0.7981098890304565,299.3015441894531,299.3015441894531,29,10,0.0,11,STANDARD,41
2018-01-01,0,R_A3,1620.93505859375,0.04782848805189133,299.4461364746094,299.4461364746094,29,11,0.0,12,STANDARD,41
2018-01-01,0,R_A3,1623.1705322265625,0.05242307111620903,299.5959777832031,299.5959777832031,29,12,0.0,13,STANDARD,41
2018-01-01,0,R_A3,1625.4061279296875,0.23767124116420746,299.745849609375,299.745849609375,29,13,0.0,14,STANDARD,41
2018-01-01,0,R_A3,1627.6416015625,0.14442209899425507,299.8957214355469,299.8957214355469,29,14,0.0,15,STANDARD,41
2018-01-01,0,R_A3,1629.877197265625,0.601466715335846,300.04559326171875,300.04559326171875,29,15,0.0,16,STANDARD,41
2018-01-01,0,R_A3,1631.8509521484375,0.8071331977844238,300.17791748046875,300.17791748046875,29,16,0.0,17,STANDARD,41
2018-01-01,0,R_A3,1634.578369140625,0.6481541991233826,300.36077880859375,300.36077880859375,29,26,0.0,18,STANDARD,41
2018-01-01,0,R_A3,1638.1531982421875,0.04437427595257759,300.6004638671875,300.6004638671875,29,27,0.0,19,STANDARD,41
