CONIPOS,CONKPOS,SGAS,CONBPRES,WELL,PRESSURE,DEPTH,CONIDX,DRAWDOWN,SWAT,DATE,CONJPOS,WELLMODEL
22,16,0.0,302.5526123046875,R_A2,302.5526123046875,1669.11572265625,16,0,0.9696621894836426,2018-01-01,30,STANDARD
22,17,0.0,302.6864929199219,R_A2,302.6864929199219,1671.111572265625,17,0,0.9681722521781921,2018-01-01,30,STANDARD
22,18,0.0,302.8123779296875,R_A2,302.8123779296875,1672.9881591796875,18,0,0.988319993019104,2018-01-01,30,STANDARD
22,18,0.0,302.89569091796875,R_A2,302.89569091796875,1674.229736328125,19,0,0.9956573843955994,2018-01-01,29,STANDARD
22,27,0.0,303.02569580078125,R_A2,303.02569580078125,1676.1676025390625,20,0,1.0,2018-01-01,29,STANDARD
22,28,0.0,303.47802734375,R_A2,303.47802734375,1677.9368896484375,21,0,1.0,2018-01-01,29,STANDARD
22,29,0.0,303.64569091796875,R_A2,303.64569091796875,1679.7061767578125,22,0,1.0,2018-01-01,29,STANDARD
22,30,0.0,303.8133544921875,R_A2,303.8133544921875,1681.4754638671875,23,0,1.0,2018-01-01,29,STANDARD
22,31,0.0,303.98101806640625,R_A2,303.98101806640625,1683.2447509765625,24,0,1.0,2018-01-01,29,STANDARD
28,1,0.0,298.53814697265625,R_A3,298.53814697265625,1609.243408203125,1,0,0.6481541991233826,2018-01-01,41,STANDARD
28,2,0.0,298.676513671875,R_A3,298.676513671875,1611.3077392578125,2,0,0.19344687461853027,2018-01-01,41,STANDARD
28,3,0.0,298.8148498535156,R_A3,298.8148498535156,1613.3720703125,3,0,0.19432701170444489,2018-01-01,41,STANDARD
28,4,0.0,298.9532165527344,R_A3,298.9532165527344,1615.4365234375,4,0,0.24996744096279144,2018-01-01,41,STANDARD
28,5,0.0,299.0915832519531,R_A3,299.0915832519531,1617.5008544921875,5,0,0.6481541991233826,2018-01-01,41,STANDARD
28,6,0.0,299.2299499511719,R_A3,299.2299499511719,1619.565185546875,6,0,0.1498473584651947,2018-01-01,41,STANDARD
29,6,0.0,298.54638671875,R_A3,298.54638671875,1609.3663330078125,7,0,0.2754424512386322,2018-01-01,41,STANDARD
29,7,0.0,298.68377685546875,R_A3,298.68377685546875,1611.4163818359375,8,0,0.19882161915302277,2018-01-01,41,STANDARD
29,8,0.0,298.8211669921875,R_A3,298.8211669921875,1613.46630859375,9,0,0.1460786610841751,2018-01-01,41,STANDARD
29,9,0.0,298.95855712890625,R_A3,298.95855712890625,1615.516357421875,10,0,0.6481541991233826,2018-01-01,41,STANDARD
29,10,0.0,299.095947265625,R_A3,299.095947265625,1617.5662841796875,11,0,0.8030344843864441,2018-01-01,41,STANDARD
29,11,0.0,299.24237060546875,R_A3,299.24237060546875,1619.750732421875,12,0,0.04831019043922424,2018-01-01,41,STANDARD
29,12,0.0,299.3978271484375,R_A3,299.3978271484375,1622.0697021484375,13,0,0.053891588002443314,2018-01-01,41,STANDARD
29,13,0.0,299.5532531738281,R_A3,299.5532531738281,1624.388671875,14,0,0.37262097001075745,2018-01-01,41,STANDARD
29,14,0.0,299.7087097167969,R_A3,299.7087097167969,1626.707763671875,15,0,0.3456023037433624,2018-01-01,41,STANDARD
29,15,0.0,299.8641662597656,R_A3,299.8641662597656,1629.026611328125,16,0,0.49332767724990845,2018-01-01,41,STANDARD
29,16,0.0,299.992919921875,R_A3,299.992919921875,1630.9468994140625,17,0,0.8019264936447144,2018-01-01,41,STANDARD
29,27,0.0,300.16583251953125,R_A3,300.16583251953125,1633.5262451171875,18,0,0.6481541991233826,2018-01-01,41,STANDARD
29,28,0.0,300.40966796875,R_A3,300.40966796875,1637.1630859375,19,0,0.04582946002483368,2018-01-01,41,STANDARD
29,29,0.0,300.6535339355469,R_A3,300.6535339355469,1640.8001708984375,20,0,0.05228268727660179,2018-01-01,41,STANDARD
29,30,0.0,300.89739990234375,R_A3,300.89739990234375,1644.4371337890625,21,0,0.6481541991233826,2018-01-01,41,STANDARD
29,31,0.0,301.14129638671875,R_A3,301.14129638671875,1648.0740966796875,22,0,0.06127921864390373,2018-01-01,41,STANDARD
30,1,0.0,300.009033203125,R_A4,300.009033203125,1631.1873779296875,1,0,0.05178655683994293,2018-01-01,52,STANDARD
31,1,0.0,299.7571105957031,R_A4,299.7571105957031,1627.4293212890625,2,0,0.050683874636888504,2018-01-01,52,STANDARD
31,2,0.0,299.89520263671875,R_A4,299.89520263671875,1629.4896240234375,3,0,0.051592472940683365,2018-01-01,52,STANDARD
31,3,0.0,300.0333251953125,R_A4,300.0333251953125,1631.5498046875,4,0,0.053491584956645966,2018-01-01,52,STANDARD
31,4,0.0,300.17144775390625,R_A4,300.17144775390625,1633.610107421875,5,0,0.6481541991233826,2018-01-01,52,STANDARD
32,4,0.0,300.0901184082031,R_A4,300.0901184082031,1632.3968505859375,6,0,0.05713524669408798,2018-01-01,52,STANDARD
32,4,0.0,300.3236999511719,R_A4,300.3236999511719,1635.880615234375,7,0,0.6481541991233826,2018-01-01,51,STANDARD
33,4,0.0,300.4202575683594,R_A4,300.4202575683594,1637.321044921875,8,0,0.6481541991233826,2018-01-01,51,STANDARD
33,3,0.0,300.29644775390625,R_A4,300.29644775390625,1635.474609375,9,0,0.05947340279817581,2018-01-01,51,STANDARD
33,4,0.0,300.74395751953125,R_A4,300.74395751953125,1642.1485595703125,10,0,0.6481541991233826,2018-01-01,50,STANDARD
34,4,0.0,300.67578125,R_A4,300.67578125,1641.132080078125,11,0,0.09878486394882202,2018-01-01,50,STANDARD
34,3,0.0,300.5467224121094,R_A4,300.5467224121094,1639.20703125,12,0,0.15478037297725677,2018-01-01,50,STANDARD
35,3,0.0,300.66064453125,R_A4,300.66064453125,1640.9061279296875,13,0,0.2293243557214737,2018-01-01,50,STANDARD
35,2,0.0,300.53570556640625,R_A4,300.53570556640625,1639.0426025390625,14,0,0.2288455367088318,2018-01-01,50,STANDARD
35,2,0.0,300.72943115234375,R_A4,300.72943115234375,1641.93212890625,15,0,0.24109753966331482,2018-01-01,49,STANDARD
36,30,0.0,300.7579650878906,R_A4,300.7579650878906,1642.357421875,16,0,0.05171753093600273,2018-01-01,49,STANDARD
36,30,0.0,300.5735168457031,R_A4,300.5735168457031,1639.6068115234375,17,0,0.194771870970726,2018-01-01,48,STANDARD
37,30,0.0,301.0526123046875,R_A4,301.0526123046875,1646.7513427734375,18,0,0.09849477559328079,2018-01-01,48,STANDARD
38,30,0.0,301.5025939941406,R_A4,301.5025939941406,1653.461669921875,19,0,0.10194094479084015,2018-01-01,48,STANDARD
38,30,0.0,301.7947998046875,R_A4,301.7947998046875,1657.8184814453125,20,0,0.11428860574960709,2018-01-01,47,STANDARD
31,1,0.0,303.8440856933594,R_A5,303.8440856933594,1685.026611328125,1,0,1.0,2018-01-01,20,STANDARD
31,2,0.0,304.0601806640625,R_A5,304.0601806640625,1687.3070068359375,2,0,1.0,2018-01-01,20,STANDARD
31,3,0.0,304.58209228515625,R_A5,304.58209228515625,1689.5875244140625,3,0,1.0,2018-01-01,20,STANDARD
31,4,0.0,304.4924011230469,R_A5,304.4924011230469,1691.8680419921875,4,0,1.0,2018-01-01,20,STANDARD
31,5,0.0,304.7085266113281,R_A5,304.7085266113281,1694.1485595703125,5,0,1.0,2018-01-01,20,STANDARD
31,6,0.0,304.9246520996094,R_A5,304.9246520996094,1696.4290771484375,6,0,1.0,2018-01-01,20,STANDARD
31,7,0.0,305.446533203125,R_A5,305.446533203125,1698.70947265625,7,0,1.0,2018-01-01,20,STANDARD
31,11,0.0,305.988037109375,R_A5,305.988037109375,1707.6488037109375,8,0,1.0,2018-01-01,20,STANDARD
31,12,0.0,306.1695251464844,R_A5,306.1695251464844,1709.5638427734375,9,0,1.0,2018-01-01,20,STANDARD
31,12,0.0,305.4322814941406,R_A5,305.4322814941406,1701.7845458984375,10,0,1.0,2018-01-01,21,STANDARD
31,13,0.0,305.6291198730469,R_A5,305.6291198730469,1703.735107421875,11,0,1.0,2018-01-01,21,STANDARD
31,14,0.0,305.81396484375,R_A5,305.81396484375,1705.6856689453125,12,0,1.0,2018-01-01,21,STANDARD
31,15,0.0,305.9988098144531,R_A5,305.9988098144531,1707.63623046875,13,0,1.0,2018-01-01,21,STANDARD
31,16,0.0,306.1836853027344,R_A5,306.1836853027344,1709.5867919921875,14,0,1.0,2018-01-01,21,STANDARD
31,17,0.0,306.5135498046875,R_A5,306.5135498046875,1711.537353515625,15,0,1.0,2018-01-01,21,STANDARD
31,18,0.0,306.6856994628906,R_A5,306.6856994628906,1713.35400390625,16,0,1.0,2018-01-01,21,STANDARD
31,19,0.0,306.7843933105469,R_A5,306.7843933105469,1714.3951416015625,17,0,1.0,2018-01-01,21,STANDARD
31,27,0.0,306.75689697265625,R_A5,306.75689697265625,1715.7628173828125,18,0,1.0,2018-01-01,21,STANDARD
31,28,0.0,306.978271484375,R_A5,306.978271484375,1718.098388671875,19,0,1.0,2018-01-01,21,STANDARD
31,29,0.0,307.5054016113281,R_A5,307.5054016113281,1720.43408203125,20,0,1.0,2018-01-01,21,STANDARD
31,30,0.0,307.7267761230469,R_A5,307.7267761230469,1722.7696533203125,21,0,1.0,2018-01-01,21,STANDARD
31,31,0.0,307.9481506347656,R_A5,307.9481506347656,1725.105224609375,22,0,1.0,2018-01-01,21,STANDARD
17,1,0.0,305.11419677734375,R_A6,305.11419677734375,1695.20263671875,1,0,1.0,2018-01-01,42,STANDARD
17,2,0.0,305.2609558105469,R_A6,305.2609558105469,1696.7510986328125,2,0,1.0,2018-01-01,42,STANDARD
17,3,0.0,305.4076843261719,R_A6,305.4076843261719,1698.299560546875,3,0,1.0,2018-01-01,42,STANDARD
17,4,0.0,305.554443359375,R_A6,305.554443359375,1699.84814453125,4,0,1.0,2018-01-01,42,STANDARD
17,5,0.0,305.7012023925781,R_A6,305.7012023925781,1701.3966064453125,5,0,1.0,2018-01-01,42,STANDARD
17,6,0.0,305.84796142578125,R_A6,305.84796142578125,1702.9451904296875,6,0,1.0,2018-01-01,42,STANDARD
17,7,0.0,305.6956481933594,R_A6,305.6956481933594,1704.49365234375,7,0,1.0,2018-01-01,42,STANDARD
17,8,0.0,305.8424072265625,R_A6,305.8424072265625,1706.042236328125,8,0,1.0,2018-01-01,42,STANDARD
17,9,0.0,306.2882080078125,R_A6,306.2882080078125,1707.5906982421875,9,0,1.0,2018-01-01,42,STANDARD
17,10,0.0,306.1291809082031,R_A6,306.1291809082031,1709.1392822265625,10,0,1.0,2018-01-01,42,STANDARD
17,11,0.0,306.3109130859375,R_A6,306.3109130859375,1711.055419921875,11,0,1.0,2018-01-01,42,STANDARD
17,12,0.0,306.52734375,R_A6,306.52734375,1713.3392333984375,12,0,1.0,2018-01-01,42,STANDARD
17,13,0.0,306.7557678222656,R_A6,306.7557678222656,1715.623046875,13,0,1.0,2018-01-01,42,STANDARD
17,14,0.0,306.9721984863281,R_A6,306.9721984863281,1717.9068603515625,14,0,1.0,2018-01-01,42,STANDARD
17,15,0.0,307.18865966796875,R_A6,307.18865966796875,1720.190673828125,15,0,1.0,2018-01-01,42,STANDARD
17,16,0.0,307.55010986328125,R_A6,307.55010986328125,1722.474365234375,16,0,1.0,2018-01-01,42,STANDARD
17,17,0.0,307.7665710449219,R_A6,307.7665710449219,1724.7581787109375,17,0,1.0,2018-01-01,42,STANDARD
17,18,0.0,307.921630859375,R_A6,307.921630859375,1726.394287109375,18,0,1.0,2018-01-01,42,STANDARD
17,27,0.0,307.8930969238281,R_A6,307.8930969238281,1727.7508544921875,19,0,1.0,2018-01-01,42,STANDARD
17,28,0.0,308.3623352050781,R_A6,308.3623352050781,1729.4755859375,20,0,1.0,2018-01-01,42,STANDARD
17,29,0.0,308.52581787109375,R_A6,308.52581787109375,1731.2001953125,21,0,1.0,2018-01-01,42,STANDARD
17,30,0.0,308.68927001953125,R_A6,308.68927001953125,1732.9249267578125,22,0,1.0,2018-01-01,42,STANDARD
17,31,0.0,308.5469665527344,R_A6,308.5469665527344,1734.649658203125,23,0,1.0,2018-01-01,42,STANDARD
22,1,0.0,299.1029052734375,R_A2,299.1029052734375,1641.094970703125,1,0,0.056702978909015656,2018-03-01,30,STANDARD
22,2,0.0,299.22314453125,R_A2,299.22314453125,1642.8890380859375,2,0,0.05869065597653389,2018-03-01,30,STANDARD
22,3,0.0,299.3433837890625,R_A2,299.3433837890625,1644.68310546875,3,0,0.061934053897857666,2018-03-01,30,STANDARD
22,4,0.0,299.4636535644531,R_A2,299.4636535644531,1646.4771728515625,4,0,0.0677831619977951,2018-03-01,30,STANDARD
22,5,0.0,299.5838928222656,R_A2,299.5838928222656,1648.2713623046875,5,0,0.0711221769452095,2018-03-01,30,STANDARD
22,6,0.0,299.7171325683594,R_A2,299.7171325683594,1650.0654296875,6,0,0.3204091787338257,2018-03-01,30,STANDARD
22,7,0.0,299.8502197265625,R_A2,299.8502197265625,1651.859619140625,7,0,0.8959958553314209,2018-03-01,30,STANDARD
22,8,0.0,299.9904479980469,R_A2,299.9904479980469,1653.6536865234375,8,0,0.7217967510223389,2018-03-01,30,STANDARD
22,9,0.0,300.23773193359375,R_A2,300.23773193359375,1655.44775390625,9,0,0.8980607390403748,2018-03-01,30,STANDARD
22,10,0.0,300.5467224121094,R_A2,300.5467224121094,1657.2418212890625,10,0,0.9288086295127869,2018-03-01,30,STANDARD
22,11,0.0,300.7372741699219,R_A2,300.7372741699219,1659.1368408203125,11,0,0.07649336755275726,2018-03-01,30,STANDARD
22,12,0.0,300.87109375,R_A2,300.87109375,1661.132568359375,12,0,0.08001779019832611,2018-03-01,30,STANDARD
22,13,0.0,301.00555419921875,R_A2,301.00555419921875,1663.12841796875,13,0,0.44221290946006775,2018-03-01,30,STANDARD
22,14,0.0,301.1409912109375,R_A2,301.1409912109375,1665.1241455078125,14,0,0.5034670829772949,2018-03-01,30,STANDARD
22,15,0.0,301.27740478515625,R_A2,301.27740478515625,1667.1199951171875,15,0,0.6874505877494812,2018-03-01,30,STANDARD
22,16,0.0,301.41162109375,R_A2,301.41162109375,1669.11572265625,16,0,0.9696516394615173,2018-03-01,30,STANDARD
22,17,0.0,301.54632568359375,R_A2,301.54632568359375,1671.111572265625,17,0,0.9681611657142639,2018-03-01,30,STANDARD
22,18,0.0,301.6728820800781,R_A2,301.6728820800781,1672.9881591796875,18,0,0.9883159399032593,2018-03-01,30,STANDARD
22,18,0.0,301.7445373535156,R_A2,301.7445373535156,1674.229736328125,19,0,0.9956558346748352,2018-03-01,29,STANDARD
22,27,-1.6613616877173161e-16,303.02081298828125,R_A2,303.02081298828125,1676.1676025390625,20,0,1.0,2018-03-01,29,STANDARD
22,28,2.2341746335279577e-17,303.4730529785156,R_A2,303.4730529785156,1677.9368896484375,21,0,1.0,2018-03-01,29,STANDARD
22,29,1.5563383372850514e-17,303.6382751464844,R_A2,303.6382751464844,1679.7061767578125,22,0,1.0,2018-03-01,29,STANDARD
22,30,-7.067022216237738e-19,303.80389404296875,R_A2,303.80389404296875,1681.4754638671875,23,0,1.0,2018-03-01,29,STANDARD
22,31,-9.924989910733151e-20,303.9748229980469,R_A2,303.9748229980469,1683.2447509765625,24,0,1.0,2018-03-01,29,STANDARD
31,1,9.99745625736799e-18,265.3728942871094,R_A5,265.3728942871094,1685.026611328125,1,0,1.0,2018-04-28,20,STANDARD
31,2,-4.028097854302021e-18,265.5882873535156,R_A5,265.5882873535156,1687.3070068359375,2,0,1.0,2018-04-28,20,STANDARD
31,3,1.7255176795421279e-18,266.1081237792969,R_A5,266.1081237792969,1689.5875244140625,3,0,1.0,2018-04-28,20,STANDARD
31,4,-2.2082854354545995e-16,266.0163269042969,R_A5,266.0163269042969,1691.8680419921875,4,0,1.0,2018-04-28,20,STANDARD
31,5,-8.842646510277775e-16,266.2315368652344,R_A5,266.2315368652344,1694.1485595703125,5,0,1.0,2018-04-28,20,STANDARD
31,6,-8.766029733220664e-16,266.4470520019531,R_A5,266.4470520019531,1696.4290771484375,6,0,1.0,2018-04-28,20,STANDARD
31,7,-7.601927472216253e-17,266.9801025390625,R_A5,266.9801025390625,1698.70947265625,7,0,1.0,2018-04-28,20,STANDARD
31,11,-6.764442386222522e-14,267.6994934082031,R_A5,267.6994934082031,1707.6488037109375,8,0,1.0,2018-04-28,20,STANDARD
31,12,-6.405317357245643e-14,267.8910827636719,R_A5,267.8910827636719,1709.5638427734375,9,0,1.0,2018-04-28,20,STANDARD
31,12,-3.327381989728928e-12,266.89202880859375,R_A5,266.89202880859375,1701.7845458984375,10,0,1.0,2018-04-28,21,STANDARD
31,13,-1.1736111756900647e-13,267.08984375,R_A5,267.08984375,1703.735107421875,11,0,1.0,2018-04-28,21,STANDARD
31,14,-2.6629482581704e-13,267.2760314941406,R_A5,267.2760314941406,1705.6856689453125,12,0,1.0,2018-04-28,21,STANDARD
31,15,-8.790970067781151e-14,267.46319580078125,R_A5,267.46319580078125,1707.63623046875,13,0,1.0,2018-04-28,21,STANDARD
31,16,-1.6540296964105e-13,267.70477294921875,R_A5,267.70477294921875,1709.5867919921875,14,0,1.0,2018-04-28,21,STANDARD
31,17,-1.3676337961968967e-14,268.1235046386719,R_A5,268.1235046386719,1711.537353515625,15,0,1.0,2018-04-28,21,STANDARD
31,18,-2.9942275872260615e-14,268.3502502441406,R_A5,268.3502502441406,1713.35400390625,16,0,1.0,2018-04-28,21,STANDARD
31,19,0.0,268.4759216308594,R_A5,268.4759216308594,1714.3951416015625,17,0,1.0,2018-04-28,21,STANDARD
31,27,-8.910306168027557e-14,268.46380615234375,R_A5,268.46380615234375,1715.7628173828125,18,0,1.0,2018-04-28,21,STANDARD
31,28,-7.961094619906434e-14,268.6831359863281,R_A5,268.6831359863281,1718.098388671875,19,0,1.0,2018-04-28,21,STANDARD
31,29,7.678698239284149e-20,283.6987609863281,R_A5,283.6987609863281,1720.43408203125,20,0,1.0,2018-04-28,21,STANDARD
31,30,3.217221592007873e-18,286.3387145996094,R_A5,286.3387145996094,1722.7696533203125,21,0,1.0,2018-04-28,21,STANDARD
31,31,7.204901126833869e-18,275.0750732421875,R_A5,275.0750732421875,1725.105224609375,22,0,1.0,2018-04-28,21,STANDARD
28,1,0.0,287.78912353515625,R_A3,287.78912353515625,1609.243408203125,1,0,0.6488529443740845,2018-07-03,41,STANDARD
28,2,0.0,287.9242858886719,R_A3,287.9242858886719,1611.3077392578125,2,0,0.19370344281196594,2018-07-03,41,STANDARD
28,3,0.0,288.06231689453125,R_A3,288.06231689453125,1613.3720703125,3,0,0.19451870024204254,2018-07-03,41,STANDARD
28,4,0.0,288.20074462890625,R_A3,288.20074462890625,1615.4365234375,4,0,0.25013959407806396,2018-07-03,41,STANDARD
28,5,0.0,288.3389892578125,R_A3,288.3389892578125,1617.5008544921875,5,0,0.6488816142082214,2018-07-03,41,STANDARD
28,6,0.0,288.4770812988281,R_A3,288.4770812988281,1619.565185546875,6,0,0.1500287503004074,2018-07-03,41,STANDARD
29,6,0.0,287.7958984375,R_A3,287.7958984375,1609.3663330078125,7,0,0.27558010816574097,2018-07-03,41,STANDARD
29,7,0.0,287.9323425292969,R_A3,287.9323425292969,1611.4163818359375,8,0,0.19901932775974274,2018-07-03,41,STANDARD
29,8,0.0,288.0688781738281,R_A3,288.0688781738281,1613.46630859375,9,0,0.14624786376953125,2018-07-03,41,STANDARD
29,9,0.0,288.2057189941406,R_A3,288.2057189941406,1615.516357421875,10,0,0.6494611501693726,2018-07-03,41,STANDARD
29,10,0.0,288.7550048828125,R_A3,288.7550048828125,1617.5662841796875,11,0,0.8024271130561829,2018-07-03,41,STANDARD
29,11,0.0,288.2524108886719,R_A3,288.2524108886719,1619.750732421875,12,0,0.04843560978770256,2018-07-03,41,STANDARD
29,12,0.0,288.40740966796875,R_A3,288.40740966796875,1622.0697021484375,13,0,0.0539841502904892,2018-07-03,41,STANDARD
29,13,0.0,288.5631103515625,R_A3,288.5631103515625,1624.388671875,14,0,0.3729919493198395,2018-07-03,41,STANDARD
29,14,0.0,288.79931640625,R_A3,288.79931640625,1626.707763671875,15,0,0.34616947174072266,2018-07-03,41,STANDARD
29,15,0.0,289.32745361328125,R_A3,289.32745361328125,1629.026611328125,16,0,0.49353229999542236,2018-07-03,41,STANDARD
29,16,0.0,289.4750061035156,R_A3,289.4750061035156,1630.9468994140625,17,0,0.800807535648346,2018-07-03,41,STANDARD
29,27,0.0,291.7455139160156,R_A3,291.7455139160156,1633.5262451171875,18,0,0.6486875414848328,2018-07-03,41,STANDARD
29,28,0.0,288.7812805175781,R_A3,288.7812805175781,1637.1630859375,19,0,0.045882709324359894,2018-07-03,41,STANDARD
29,29,0.0,289.0244445800781,R_A3,289.0244445800781,1640.8001708984375,20,0,0.05234134942293167,2018-07-03,41,STANDARD
29,30,0.0,289.2673645019531,R_A3,289.2673645019531,1644.4371337890625,21,0,0.6489006280899048,2018-07-03,41,STANDARD
29,31,0.0,289.5102844238281,R_A3,289.5102844238281,1648.0740966796875,22,0,0.061349302530288696,2018-07-03,41,STANDARD
30,1,0.0,280.2182922363281,R_A4,280.2182922363281,1631.1873779296875,1,0,0.05190297216176987,2018-09-12,52,STANDARD
31,1,0.0,280.107177734375,R_A4,280.107177734375,1627.4293212890625,2,0,0.05085127800703049,2018-09-12,52,STANDARD
31,2,0.0,280.24462890625,R_A4,280.24462890625,1629.4896240234375,3,0,0.051776401698589325,2018-09-12,52,STANDARD
31,3,0.0,280.382080078125,R_A4,280.382080078125,1631.5498046875,4,0,0.053684551268815994,2018-09-12,52,STANDARD
31,4,0.0,280.51812744140625,R_A4,280.51812744140625,1633.610107421875,5,0,0.650351881980896,2018-09-12,52,STANDARD
32,4,0.0,280.5259704589844,R_A4,280.5259704589844,1632.3968505859375,6,0,0.05725400894880295,2018-09-12,52,STANDARD
32,4,0.0,280.7301940917969,R_A4,280.7301940917969,1635.880615234375,7,0,0.6503318548202515,2018-09-12,51,STANDARD
33,4,0.0,280.8715515136719,R_A4,280.8715515136719,1637.321044921875,8,0,0.6498078107833862,2018-09-12,51,STANDARD
33,3,0.0,280.75146484375,R_A4,280.75146484375,1635.474609375,9,0,0.05960620567202568,2018-09-12,51,STANDARD
33,4,0.0,281.14520263671875,R_A4,281.14520263671875,1642.1485595703125,10,0,0.6498034000396729,2018-09-12,50,STANDARD
34,4,0.0,281.1226501464844,R_A4,281.1226501464844,1641.132080078125,11,0,0.09917786717414856,2018-09-12,50,STANDARD
34,3,0.0,280.9945068359375,R_A4,280.9945068359375,1639.20703125,12,0,0.15518125891685486,2018-09-12,50,STANDARD
35,3,0.0,281.1224670410156,R_A4,281.1224670410156,1640.9061279296875,13,0,0.22985944151878357,2018-09-12,50,STANDARD
35,2,0.0,281.00054931640625,R_A4,281.00054931640625,1639.0426025390625,14,0,0.22922801971435547,2018-09-12,50,STANDARD
35,2,0.0,281.1397705078125,R_A4,281.1397705078125,1641.93212890625,15,0,0.24140246212482452,2018-09-12,49,STANDARD
36,30,0.0,284.5827941894531,R_A4,284.5827941894531,1642.357421875,16,0,0.05217546224594116,2018-09-12,49,STANDARD
36,30,0.0,284.55987548828125,R_A4,284.55987548828125,1639.6068115234375,17,0,0.18957014381885529,2018-09-12,48,STANDARD
37,30,0.0,284.90118408203125,R_A4,284.90118408203125,1646.7513427734375,18,0,0.1012064665555954,2018-09-12,48,STANDARD
38,30,0.0,285.2716064453125,R_A4,285.2716064453125,1653.461669921875,19,0,0.16611143946647644,2018-09-12,48,STANDARD
38,30,0.0,285.6414489746094,R_A4,285.6414489746094,1657.8184814453125,20,0,0.15667176246643066,2018-09-12,47,STANDARD
17,1,-1.038599242094313e-16,280.4898681640625,R_A6,280.4898681640625,1695.20263671875,1,0,1.0,2018-11-07,42,STANDARD
17,2,-3.078514446143908e-17,280.6353759765625,R_A6,280.6353759765625,1696.7510986328125,2,0,1.0,2018-11-07,42,STANDARD
17,3,-9.493498123531283e-18,280.7787780761719,R_A6,280.7787780761719,1698.299560546875,3,0,1.0,2018-11-07,42,STANDARD
17,4,2.6019229211290277e-17,280.9192199707031,R_A6,280.9192199707031,1699.84814453125,4,0,1.0,2018-11-07,42,STANDARD
17,5,2.7067503621050154e-17,281.0582275390625,R_A6,281.0582275390625,1701.3966064453125,5,0,1.0,2018-11-07,42,STANDARD
17,6,8.739043792916734e-16,281.1996154785156,R_A6,281.1996154785156,1702.9451904296875,6,0,1.0,2018-11-07,42,STANDARD
17,7,3.0759505965265773e-15,281.04595947265625,R_A6,281.04595947265625,1704.49365234375,7,0,1.0,2018-11-07,42,STANDARD
17,8,6.194902514686414e-16,281.1925354003906,R_A6,281.1925354003906,1706.042236328125,8,0,1.0,2018-11-07,42,STANDARD
17,9,3.532311355018664e-16,281.6329650878906,R_A6,281.6329650878906,1707.5906982421875,9,0,1.0,2018-11-07,42,STANDARD
17,10,1.8181269478226986e-13,281.4526672363281,R_A6,281.4526672363281,1709.1392822265625,10,0,1.0,2018-11-07,42,STANDARD
17,11,5.123500907387724e-13,281.6385498046875,R_A6,281.6385498046875,1711.055419921875,11,0,1.0,2018-11-07,42,STANDARD
17,12,1.2617153415800386e-13,281.8818054199219,R_A6,281.8818054199219,1713.3392333984375,12,0,1.0,2018-11-07,42,STANDARD
17,13,2.4944954278181483e-14,282.168212890625,R_A6,282.168212890625,1715.623046875,13,0,1.0,2018-11-07,42,STANDARD
17,14,2.492422738196217e-14,282.3848876953125,R_A6,282.3848876953125,1717.9068603515625,14,0,1.0,2018-11-07,42,STANDARD
17,15,1.4730865182180364e-14,282.6054992675781,R_A6,282.6054992675781,1720.190673828125,15,0,1.0,2018-11-07,42,STANDARD
