ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5597832,968127,596896,416246,58607401
Valysar,CentralSouth,70367963,13916392,10993123,7666055,1079380615
Valysar,CentralNorth,37519336,5671076,4143464,2889445,406833856
Valysar,NorthHorst,3557480,457620,199765,122706,24038051
Valysar,CentralRamp,13150103,2133272,1530256,1067124,150251129
Valysar,CentralHorst,84409852,13776670,10221116,7127696,1003579605
Valysar,EastLowland,393974,63833,19791,13801,1943189
Therys,WestLowland,2535131,455282,227750,158822,22362070
Therys,CentralSouth,16256014,4085610,2690734,1876384,264194856
Therys,CentralNorth,22534035,4182845,2609858,1819985,256253892
Therys,NorthHorst,4737864,689313,258226,158616,31072817
Therys,CentralRamp,6515781,1586412,1203244,839082,118142785
Therys,CentralHorst,29171063,7001585,5395871,3762811,529803818
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,421996,74902,51306,35779,5037622
Volon,CentralSouth,41721991,7618041,5602825,3907131,550124027
Volon,CentralNorth,8877383,1292195,775104,540519,76105068
Volon,NorthHorst,3213473,666352,536290,329417,64532703
Volon,CentralRamp,13353682,2424844,1864245,1300031,183044425
Volon,CentralHorst,83561662,14251567,10745767,7493562,1055093498
Volon,EastLowland,0,0,0,0,0
