ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4927944,796915,490215,341851,48132646
Valysar,CentralSouth,69861052,12541788,9349321,6519750,917980820
Valysar,CentralNorth,40051307,7171132,5320756,3710430,522428504
Valysar,NorthHorst,4355285,778771,495111,304122,59577537
Valysar,CentralRamp,13418466,1959287,1336046,931692,131182167
Valysar,CentralHorst,87060842,13808515,10484305,7311231,1029421306
Valysar,EastLowland,1537577,211473,113984,79487,11191752
Therys,WestLowland,2017398,408164,208093,145114,20432039
Therys,CentralSouth,15798260,3744410,2336088,1629071,229373225
Therys,CentralNorth,20781375,3765551,2163477,1508701,212425065
Therys,NorthHorst,6843853,859251,314412,193128,37833781
Therys,CentralRamp,6582077,1501264,1196442,834339,117474958
Therys,CentralHorst,30597734,7807378,6117088,4265752,600617900
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,152380,25994,15451,10775,1517123
Volon,CentralSouth,35712757,6636075,5093850,3552197,500149357
Volon,CentralNorth,7178195,947885,498651,347735,48961021
Volon,NorthHorst,4801097,853849,620582,381193,74675683
Volon,CentralRamp,12209931,2191407,1689943,1178482,165930219
Volon,CentralHorst,84311579,14822320,11520102,8033544,1131123008
Volon,EastLowland,0,0,0,0,0
