ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,277668743.36,40796393.32,29445332.27,18519076.57
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,219083207.47,37305674.88,27365043.56,17210718.93
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,134097902.47,27082172.24,21930298.9,13792640.59
LowerReek,Region_2,0.0,0.0,0.0,0.0
