Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:17:02
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       270902802.51         47825726.99         37374316.94         23505859.32
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  270902802.51         47825726.99         37374316.94         23505859.32
MidReek    1                       196727468.30         38915004.58         31784957.12         19990538.73
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  196727468.30         38915004.58         31784957.12         19990538.73
LowerReek  1                       125068330.77         26639610.99         22348156.68         14055444.22
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  125068330.77         26639610.99         22348156.68         14055444.22
Totals     1                       592698601.58        113380342.57         91507430.74         57551842.27
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  592698601.58        113380342.57         91507430.74         57551842.27
