CONJPOS,DRAWDOWN,DEPTH,CONBPRES,CONKPOS,WELL,SWAT,CONIDX,WELLMODEL,SGAS,CONIPOS,PRESSURE,DATE
29,0,1682.0335693359375,303.8662414550781,28,R_A2,1.0,23,STANDARD,0.0,22,303.8662414550781,2018-01-01
29,0,1683.826171875,304.0361328125,29,R_A2,1.0,24,STANDARD,0.0,22,304.0361328125,2018-01-01
41,0,1608.473876953125,298.61065673828125,1,R_A3,0.24304959177970886,1,STANDARD,0.0,28,298.61065673828125,2018-01-01
41,0,1610.51513671875,298.7474365234375,2,R_A3,0.15084564685821533,2,STANDARD,0.0,28,298.7474365234375,2018-01-01
41,0,1612.5562744140625,298.8842468261719,3,R_A3,0.09193233400583267,3,STANDARD,0.0,28,298.8842468261719,2018-01-01
41,0,1605.1744384765625,298.3895263671875,3,R_A3,0.11823459714651108,4,STANDARD,0.0,29,298.3895263671875,2018-01-01
41,0,1607.23193359375,298.52740478515625,4,R_A3,0.6481541991233826,5,STANDARD,0.0,29,298.52740478515625,2018-01-01
41,0,1609.28955078125,298.6653137207031,5,R_A3,0.8091713190078735,6,STANDARD,0.0,29,298.6653137207031,2018-01-01
41,0,1611.34716796875,298.80322265625,6,R_A3,0.27583178877830505,7,STANDARD,0.0,29,298.80322265625,2018-01-01
41,0,1613.40478515625,298.9411315917969,7,R_A3,0.19415147602558136,8,STANDARD,0.0,29,298.9411315917969,2018-01-01
41,0,1615.4622802734375,299.0790100097656,8,R_A3,0.198321133852005,9,STANDARD,0.0,29,299.0790100097656,2018-01-01
41,0,1617.5198974609375,299.2169494628906,9,R_A3,0.7981016635894775,10,STANDARD,0.0,29,299.2169494628906,2018-01-01
41,0,1619.5775146484375,299.3548583984375,10,R_A3,0.7963395118713379,11,STANDARD,0.0,29,299.3548583984375,2018-01-01
41,0,1621.7587890625,299.5010681152344,11,R_A3,0.04738740250468254,12,STANDARD,0.0,29,299.5010681152344,2018-01-01
41,0,1624.0635986328125,299.65557861328125,12,R_A3,0.0538550466299057,13,STANDARD,0.0,29,299.65557861328125,2018-01-01
41,0,1626.3685302734375,299.8100891113281,13,R_A3,0.3681841194629669,14,STANDARD,0.0,29,299.8100891113281,2018-01-01
41,0,1630.978271484375,300.1191101074219,15,R_A3,0.464767187833786,15,STANDARD,0.0,29,300.1191101074219,2018-01-01
41,0,1632.821044921875,300.24267578125,16,R_A3,0.8006417751312256,16,STANDARD,0.0,29,300.24267578125,2018-01-01
41,0,1635.2598876953125,300.40618896484375,25,R_A3,0.7453436851501465,17,STANDARD,0.0,29,300.40618896484375,2018-01-01
41,0,1638.7567138671875,300.6406555175781,26,R_A3,0.04521406814455986,18,STANDARD,0.0,29,300.6406555175781,2018-01-01
41,0,1642.253662109375,300.8751220703125,27,R_A3,0.048643942922353745,19,STANDARD,0.0,29,300.8751220703125,2018-01-01
41,0,1645.75048828125,301.109619140625,28,R_A3,0.13943742215633392,20,STANDARD,0.0,29,301.109619140625,2018-01-01
41,0,1649.2474365234375,301.3441162109375,29,R_A3,0.060623109340667725,21,STANDARD,0.0,29,301.3441162109375,2018-01-01
52,0,1632.6866455078125,300.2336730957031,1,R_A4,0.04782058671116829,1,STANDARD,0.0,30,300.2336730957031,2018-01-01
52,0,1627.63671875,299.8951110839844,1,R_A4,0.0826256275177002,2,STANDARD,0.0,31,299.8951110839844,2018-01-01
52,0,1629.7137451171875,300.03436279296875,2,R_A4,0.05014926567673683,3,STANDARD,0.0,31,300.03436279296875,2018-01-01
52,0,1631.7906494140625,300.173583984375,3,R_A4,0.05223193019628525,4,STANDARD,0.0,31,300.173583984375,2018-01-01
52,0,1633.86767578125,300.3128356933594,4,R_A4,0.05367899313569069,5,STANDARD,0.0,31,300.3128356933594,2018-01-01
52,0,1633.0799560546875,300.2600402832031,4,R_A4,0.05279729142785072,6,STANDARD,0.0,32,300.2600402832031,2018-01-01
51,0,1637.218017578125,300.5374755859375,4,R_A4,0.25732195377349854,7,STANDARD,0.0,32,300.5374755859375,2018-01-01
51,0,1635.3599853515625,300.41290283203125,3,R_A4,0.05402190610766411,8,STANDARD,0.0,32,300.41290283203125,2018-01-01
51,0,1636.5904541015625,300.4953918457031,3,R_A4,0.05574674531817436,9,STANDARD,0.0,33,300.4953918457031,2018-01-01
50,0,1641.15087890625,300.8011779785156,3,R_A4,0.06033536046743393,10,STANDARD,0.0,33,300.8011779785156,2018-01-01
50,0,1639.7991943359375,300.7105407714844,3,R_A4,0.06025517359375954,11,STANDARD,0.0,34,300.7105407714844,2018-01-01
50,0,1640.6844482421875,300.7698974609375,3,R_A4,0.09576938301324844,12,STANDARD,0.0,35,300.7698974609375,2018-01-01
50,0,1638.819580078125,300.6448669433594,2,R_A4,0.2185647189617157,13,STANDARD,0.0,35,300.6448669433594,2018-01-01
49,0,1642.569091796875,300.8962707519531,2,R_A4,0.2259327471256256,14,STANDARD,0.0,35,300.8962707519531,2018-01-01
49,0,1640.7135009765625,300.7718505859375,1,R_A4,0.17308859527111053,15,STANDARD,0.0,35,300.7718505859375,2018-01-01
49,0,1643.0872802734375,300.9310302734375,28,R_A4,0.09667555242776871,16,STANDARD,0.0,36,300.9310302734375,2018-01-01
48,0,1641.0318603515625,300.793212890625,28,R_A4,0.05091273784637451,17,STANDARD,0.0,36,300.793212890625,2018-01-01
48,0,1648.2957763671875,301.2803039550781,28,R_A4,0.17320041358470917,18,STANDARD,0.0,37,301.2803039550781,2018-01-01
48,0,1654.406494140625,301.69012451171875,28,R_A4,0.2879028618335724,19,STANDARD,0.0,38,301.69012451171875,2018-01-01
47,0,1661.1007080078125,302.1391296386719,28,R_A4,1.0,20,STANDARD,0.0,38,302.1391296386719,2018-01-01
47,0,1655.48046875,301.7621765136719,27,R_A4,0.06168048828840256,21,STANDARD,0.0,38,301.7621765136719,2018-01-01
20,0,1685.2781982421875,303.867919921875,1,R_A5,1.0,1,STANDARD,0.0,31,303.867919921875,2018-01-01
20,0,1687.4334716796875,304.0721740722656,2,R_A5,1.0,2,STANDARD,0.0,31,304.0721740722656,2018-01-01
20,0,1689.5887451171875,304.27642822265625,3,R_A5,1.0,3,STANDARD,0.0,31,304.27642822265625,2018-01-01
20,0,1691.744140625,304.48065185546875,4,R_A5,1.0,4,STANDARD,0.0,31,304.48065185546875,2018-01-01
20,0,1693.8994140625,304.6849060058594,5,R_A5,1.0,5,STANDARD,0.0,31,304.6849060058594,2018-01-01
20,0,1696.0546875,304.88916015625,6,R_A5,1.0,6,STANDARD,0.0,31,304.88916015625,2018-01-01
20,0,1698.2099609375,305.3992004394531,7,R_A5,1.0,7,STANDARD,0.0,31,305.3992004394531,2018-01-01
21,0,1697.201416015625,305.3036193847656,9,R_A5,1.0,8,STANDARD,0.0,31,305.3036193847656,2018-01-01
21,0,1701.58447265625,305.413330078125,11,R_A5,1.0,9,STANDARD,0.0,31,305.413330078125,2018-01-01
21,0,1703.5518798828125,305.59979248046875,12,R_A5,1.0,10,STANDARD,0.0,31,305.59979248046875,2018-01-01
21,0,1705.519287109375,305.7981872558594,13,R_A5,1.0,11,STANDARD,0.0,31,305.7981872558594,2018-01-01
21,0,1707.486572265625,305.9846496582031,14,R_A5,1.0,12,STANDARD,0.0,31,305.9846496582031,2018-01-01
21,0,1709.453857421875,306.17108154296875,15,R_A5,1.0,13,STANDARD,0.0,31,306.17108154296875,2018-01-01
21,0,1711.421142578125,306.5025329589844,16,R_A5,1.0,14,STANDARD,0.0,31,306.5025329589844,2018-01-01
21,0,1713.3345947265625,306.6838684082031,17,R_A5,1.0,15,STANDARD,0.0,31,306.6838684082031,2018-01-01
21,0,1714.653564453125,306.80889892578125,18,R_A5,1.0,16,STANDARD,0.0,31,306.80889892578125,2018-01-01
21,0,1716.2703857421875,306.8050231933594,25,R_A5,1.0,17,STANDARD,0.0,31,306.8050231933594,2018-01-01
21,0,1718.4698486328125,307.31927490234375,26,R_A5,1.0,18,STANDARD,0.0,31,307.31927490234375,2018-01-01
21,0,1720.66943359375,307.5277099609375,27,R_A5,1.0,19,STANDARD,0.0,31,307.5277099609375,2018-01-01
21,0,1722.868896484375,307.7361755371094,28,R_A5,1.0,20,STANDARD,0.0,31,307.7361755371094,2018-01-01
21,0,1725.068359375,307.94464111328125,29,R_A5,1.0,21,STANDARD,0.0,31,307.94464111328125,2018-01-01
42,0,1694.2431640625,305.0232849121094,1,R_A6,1.0,1,STANDARD,0.0,17,305.0232849121094,2018-01-01
42,0,1695.7752685546875,305.16845703125,2,R_A6,1.0,2,STANDARD,0.0,17,305.16845703125,2018-01-01
42,0,1697.3072509765625,305.31365966796875,3,R_A6,1.0,3,STANDARD,0.0,17,305.31365966796875,2018-01-01
42,0,1698.83935546875,305.4588623046875,4,R_A6,1.0,4,STANDARD,0.0,17,305.4588623046875,2018-01-01
42,0,1700.3714599609375,305.6040344238281,5,R_A6,1.0,5,STANDARD,0.0,17,305.6040344238281,2018-01-01
42,0,1701.9034423828125,305.7492370605469,6,R_A6,1.0,6,STANDARD,0.0,17,305.7492370605469,2018-01-01
42,0,1703.435546875,305.5953674316406,7,R_A6,1.0,7,STANDARD,0.0,17,305.5953674316406,2018-01-01
42,0,1704.9676513671875,305.7405700683594,8,R_A6,1.0,8,STANDARD,0.0,17,305.7405700683594,2018-01-01
42,0,1706.499755859375,306.184814453125,9,R_A6,1.0,9,STANDARD,0.0,17,306.184814453125,2018-01-01
42,0,1708.0318603515625,306.33001708984375,10,R_A6,1.0,10,STANDARD,0.0,17,306.33001708984375,2018-01-01
42,0,1709.947998046875,306.2059631347656,11,R_A6,1.0,11,STANDARD,0.0,17,306.2059631347656,2018-01-01
42,0,1712.248291015625,306.4239501953125,12,R_A6,1.0,12,STANDARD,0.0,17,306.4239501953125,2018-01-01
42,0,1714.5487060546875,306.6539306640625,13,R_A6,1.0,13,STANDARD,0.0,17,306.6539306640625,2018-01-01
42,0,1716.8489990234375,306.8719482421875,14,R_A6,1.0,14,STANDARD,0.0,17,306.8719482421875,2018-01-01
42,0,1719.1492919921875,307.0899658203125,15,R_A6,1.0,15,STANDARD,0.0,17,307.0899658203125,2018-01-01
42,0,1721.44970703125,307.4529724121094,16,R_A6,1.0,16,STANDARD,0.0,17,307.4529724121094,2018-01-01
42,0,1723.75,307.6709899902344,17,R_A6,1.0,17,STANDARD,0.0,17,307.6709899902344,2018-01-01
42,0,1725.2425537109375,307.8124694824219,18,R_A6,1.0,18,STANDARD,0.0,17,307.8124694824219,2018-01-01
42,0,1726.43896484375,307.7687683105469,25,R_A6,1.0,19,STANDARD,0.0,17,307.7687683105469,2018-01-01
42,0,1728.1473388671875,308.2364501953125,26,R_A6,1.0,20,STANDARD,0.0,17,308.2364501953125,2018-01-01
42,0,1729.8555908203125,308.39837646484375,27,R_A6,1.0,21,STANDARD,0.0,17,308.39837646484375,2018-01-01
42,0,1731.5638427734375,308.5602722167969,28,R_A6,1.0,22,STANDARD,0.0,17,308.5602722167969,2018-01-01
42,0,1733.272216796875,308.4164123535156,29,R_A6,1.0,23,STANDARD,0.0,17,308.4164123535156,2018-01-01
30,0,1641.058349609375,298.6878662109375,1,R_A2,0.05357687547802925,1,STANDARD,0.0,22,298.6878662109375,2018-03-01
30,0,1642.8282470703125,298.8065490722656,2,R_A2,0.0548100620508194,2,STANDARD,0.0,22,298.8065490722656,2018-03-01
30,0,1644.59814453125,298.9252624511719,3,R_A2,0.058166567236185074,3,STANDARD,0.0,22,298.9252624511719,2018-03-01
30,0,1646.3680419921875,299.0439453125,4,R_A2,0.06407186388969421,4,STANDARD,0.0,22,299.0439453125,2018-03-01
30,0,1648.137939453125,299.1626281738281,5,R_A2,0.0675334483385086,5,STANDARD,0.0,22,299.1626281738281,2018-03-01
30,0,1649.907958984375,299.28533935546875,6,R_A2,0.6517357230186462,6,STANDARD,0.0,22,299.28533935546875,2018-03-01
30,0,1651.6778564453125,299.5132751464844,7,R_A2,0.8763054609298706,7,STANDARD,0.0,22,299.5132751464844,2018-03-01
30,0,1653.44775390625,299.7565612792969,8,R_A2,0.8552124500274658,8,STANDARD,0.0,22,299.7565612792969,2018-03-01
30,0,1655.2176513671875,299.95184326171875,9,R_A2,0.6483659744262695,9,STANDARD,0.0,22,299.95184326171875,2018-03-01
30,0,1656.987548828125,300.2059020996094,10,R_A2,0.8781630992889404,10,STANDARD,0.0,22,300.2059020996094,2018-03-01
30,0,1658.88916015625,300.20233154296875,11,R_A2,0.06788524240255356,11,STANDARD,0.0,22,300.20233154296875,2018-03-01
30,0,1660.9224853515625,300.3472595214844,12,R_A2,0.15535655617713928,12,STANDARD,0.0,22,300.3472595214844,2018-03-01
30,0,1662.955810546875,300.5318908691406,13,R_A2,0.4300007224082947,13,STANDARD,0.0,22,300.5318908691406,2018-03-01
30,0,1664.9892578125,300.6690673828125,14,R_A2,0.4778522551059723,14,STANDARD,0.0,22,300.6690673828125,2018-03-01
30,0,1667.0225830078125,300.8095703125,15,R_A2,0.9069685339927673,15,STANDARD,0.0,22,300.8095703125,2018-03-01
30,0,1669.055908203125,300.950439453125,16,R_A2,0.939845860004425,16,STANDARD,0.0,22,300.950439453125,2018-03-01
29,0,1670.74169921875,301.05615234375,16,R_A2,0.9427428245544434,17,STANDARD,0.0,22,301.05615234375,2018-03-01
29,0,1672.867919921875,301.1986999511719,17,R_A2,0.8944024443626404,18,STANDARD,0.0,22,301.1986999511719,2018-03-01
29,0,1674.8038330078125,301.3282165527344,18,R_A2,0.9576707482337952,19,STANDARD,0.0,22,301.3282165527344,2018-03-01
29,0,1676.65576171875,302.257568359375,25,R_A2,0.6482127904891968,20,STANDARD,0.0,22,302.257568359375,2018-03-01
29,0,1678.4483642578125,303.08245849609375,26,R_A2,1.0,21,STANDARD,-2.163847815934549e-14,22,303.08245849609375,2018-03-01
29,0,1680.240966796875,303.02276611328125,27,R_A2,1.0,22,STANDARD,-2.6481838640360356e-13,22,303.02276611328125,2018-03-01
29,0,1682.0335693359375,302.9154357910156,28,R_A2,0.9999999403953552,23,STANDARD,-3.962446371019723e-09,22,302.9154357910156,2018-03-01
29,0,1683.826171875,302.9670104980469,29,R_A2,0.9999498128890991,24,STANDARD,7.264265633466493e-08,22,302.9670104980469,2018-03-01
20,0,1685.2781982421875,283.6246337890625,1,R_A5,1.0,1,STANDARD,-1.438822672117368e-11,31,283.6246337890625,2018-04-28
20,0,1687.4334716796875,283.8285827636719,2,R_A5,1.0,2,STANDARD,-1.194957587741241e-11,31,283.8285827636719,2018-04-28
20,0,1689.5887451171875,284.032470703125,3,R_A5,1.0,3,STANDARD,-1.2527564922926171e-11,31,284.032470703125,2018-04-28
20,0,1691.744140625,284.23626708984375,4,R_A5,1.0,4,STANDARD,-1.1952737410947378e-11,31,284.23626708984375,2018-04-28
20,0,1693.8994140625,284.4400329589844,5,R_A5,1.0,5,STANDARD,-1.1165011623570642e-11,31,284.4400329589844,2018-04-28
20,0,1696.0546875,284.64373779296875,6,R_A5,1.0,6,STANDARD,-1.0001888206545573e-11,31,284.64373779296875,2018-04-28
20,0,1698.2099609375,285.1426086425781,7,R_A5,1.0,7,STANDARD,-8.00017875297182e-13,31,285.1426086425781,2018-04-28
21,0,1697.201416015625,285.9094543457031,9,R_A5,1.0,8,STANDARD,-4.870720797175987e-13,31,285.9094543457031,2018-04-28
21,0,1701.58447265625,276.7043762207031,11,R_A5,1.0,9,STANDARD,-2.857835149083776e-11,31,276.7043762207031,2018-04-28
21,0,1703.5518798828125,276.89044189453125,12,R_A5,1.0,10,STANDARD,-3.509445858917992e-11,31,276.89044189453125,2018-04-28
21,0,1705.519287109375,277.0890808105469,13,R_A5,1.0,11,STANDARD,-1.657299623057662e-12,31,277.0890808105469,2018-04-28
21,0,1707.486572265625,277.2754821777344,14,R_A5,1.0,12,STANDARD,-1.3679858027609848e-12,31,277.2754821777344,2018-04-28
21,0,1709.453857421875,277.4626159667969,15,R_A5,1.0,13,STANDARD,-8.146879980526489e-13,31,277.4626159667969,2018-04-28
21,0,1711.421142578125,277.7995300292969,16,R_A5,1.0,14,STANDARD,-1.319937675868868e-13,31,277.7995300292969,2018-04-28
21,0,1713.3345947265625,277.98712158203125,17,R_A5,1.0,15,STANDARD,-1.863728762247982e-13,31,277.98712158203125,2018-04-28
21,0,1714.653564453125,278.1131286621094,18,R_A5,1.0,16,STANDARD,-1.9182635894229166e-13,31,278.1131286621094,2018-04-28
21,0,1716.2703857421875,282.2257995605469,25,R_A5,1.0,17,STANDARD,-3.407109447003953e-12,31,282.2257995605469,2018-04-28
21,0,1718.4698486328125,282.75555419921875,26,R_A5,1.0,18,STANDARD,-3.1553746161067098e-12,31,282.75555419921875,2018-04-28
21,0,1720.66943359375,294.7284240722656,27,R_A5,1.0,19,STANDARD,-2.0381380034015974e-19,31,294.7284240722656,2018-04-28
21,0,1722.868896484375,302.9212951660156,28,R_A5,1.0,20,STANDARD,-2.6064877923026446e-20,31,302.9212951660156,2018-04-28
21,0,1725.068359375,306.3912658691406,29,R_A5,1.0,21,STANDARD,-1.0866728858503986e-21,31,306.3912658691406,2018-04-28
41,0,1608.473876953125,273.9486389160156,1,R_A3,0.24358783662319183,1,STANDARD,0.0,28,273.9486389160156,2018-07-03
41,0,1610.51513671875,274.0654296875,2,R_A3,0.15121644735336304,2,STANDARD,0.0,28,274.0654296875,2018-07-03
41,0,1612.5562744140625,274.20135498046875,3,R_A3,0.09222283214330673,3,STANDARD,0.0,28,274.20135498046875,2018-07-03
41,0,1605.1744384765625,273.6783142089844,3,R_A3,0.1186102032661438,4,STANDARD,0.0,29,273.6783142089844,2018-07-03
41,0,1607.23193359375,273.8153381347656,4,R_A3,0.6519320011138916,5,STANDARD,0.0,29,273.8153381347656,2018-07-03
41,0,1609.28955078125,274.099853515625,5,R_A3,0.8069971799850464,6,STANDARD,0.0,29,274.099853515625,2018-07-03
41,0,1611.34716796875,274.1614074707031,6,R_A3,0.27673330903053284,7,STANDARD,0.0,29,274.1614074707031,2018-07-03
41,0,1613.40478515625,274.2983093261719,7,R_A3,0.1951615959405899,8,STANDARD,0.0,29,274.2983093261719,2018-07-03
41,0,1615.4622802734375,274.43536376953125,8,R_A3,0.20025794208049774,9,STANDARD,0.0,29,274.43536376953125,2018-07-03
41,0,1617.5198974609375,274.6739501953125,9,R_A3,0.7967253923416138,10,STANDARD,0.0,29,274.6739501953125,2018-07-03
41,0,1619.5775146484375,277.0008239746094,10,R_A3,0.794418454170227,11,STANDARD,0.0,29,277.0008239746094,2018-07-03
41,0,1621.7587890625,293.0582275390625,11,R_A3,0.04743240401148796,12,STANDARD,0.0,29,293.0582275390625,2018-07-03
41,0,1624.0635986328125,293.2124938964844,12,R_A3,0.05389932170510292,13,STANDARD,0.0,29,293.2124938964844,2018-07-03
41,0,1626.3685302734375,293.36712646484375,13,R_A3,0.3683861196041107,14,STANDARD,0.0,29,293.36712646484375,2018-07-03
41,0,1630.978271484375,294.21697998046875,15,R_A3,0.46496865153312683,15,STANDARD,0.0,29,294.21697998046875,2018-07-03
41,0,1632.821044921875,294.348876953125,16,R_A3,0.8003002405166626,16,STANDARD,0.0,29,294.348876953125,2018-07-03
41,0,1635.2598876953125,294.8350830078125,25,R_A3,0.7453902363777161,17,STANDARD,0.0,29,294.8350830078125,2018-07-03
41,0,1638.7567138671875,287.5321044921875,26,R_A3,0.045309849083423615,18,STANDARD,0.0,29,287.5321044921875,2018-07-03
41,0,1642.253662109375,287.7657775878906,27,R_A3,0.0487641803920269,19,STANDARD,0.0,29,287.7657775878906,2018-07-03
41,0,1645.75048828125,287.9993591308594,28,R_A3,0.139739528298378,20,STANDARD,0.0,29,287.9993591308594,2018-07-03
41,0,1649.2474365234375,288.2325744628906,29,R_A3,0.060945454984903336,21,STANDARD,0.0,29,288.2325744628906,2018-07-03
52,0,1632.6866455078125,280.5220031738281,1,R_A4,0.047955743968486786,1,STANDARD,0.0,30,280.5220031738281,2018-09-12
52,0,1627.63671875,280.26788330078125,1,R_A4,0.08302415907382965,2,STANDARD,0.0,31,280.26788330078125,2018-09-12
52,0,1629.7137451171875,280.40643310546875,2,R_A4,0.0503876656293869,3,STANDARD,0.0,31,280.40643310546875,2018-09-12
52,0,1631.7906494140625,280.5449523925781,3,R_A4,0.05248785763978958,4,STANDARD,0.0,31,280.5449523925781,2018-09-12
52,0,1633.86767578125,280.68353271484375,4,R_A4,0.05395040661096573,5,STANDARD,0.0,31,280.68353271484375,2018-09-12
52,0,1633.0799560546875,280.68450927734375,4,R_A4,0.05308706313371658,6,STANDARD,0.0,32,280.68450927734375,2018-09-12
51,0,1637.218017578125,280.9171142578125,4,R_A4,0.25854355096817017,7,STANDARD,0.0,32,280.9171142578125,2018-09-12
51,0,1635.3599853515625,280.7770080566406,3,R_A4,0.05480813607573509,8,STANDARD,0.0,32,280.7770080566406,2018-09-12
51,0,1636.5904541015625,280.86907958984375,3,R_A4,0.056637998670339584,9,STANDARD,0.0,33,280.86907958984375,2018-09-12
50,0,1641.15087890625,281.1147155761719,3,R_A4,0.060670047998428345,10,STANDARD,0.0,33,281.1147155761719,2018-09-12
50,0,1639.7991943359375,281.0008544921875,3,R_A4,0.06042163074016571,11,STANDARD,0.0,34,281.0008544921875,2018-09-12
50,0,1640.6844482421875,280.9859924316406,3,R_A4,0.09597711265087128,12,STANDARD,0.0,35,280.9859924316406,2018-09-12
50,0,1638.819580078125,280.86175537109375,2,R_A4,0.21890325844287872,13,STANDARD,0.0,35,280.86175537109375,2018-09-12
49,0,1642.569091796875,281.0850524902344,2,R_A4,0.22629542648792267,14,STANDARD,0.0,35,281.0850524902344,2018-09-12
49,0,1640.7135009765625,280.9611511230469,1,R_A4,0.17335282266139984,15,STANDARD,0.0,35,280.9611511230469,2018-09-12
49,0,1643.0872802734375,274.4471740722656,28,R_A4,0.09665319323539734,16,STANDARD,0.0,36,274.4471740722656,2018-09-12
48,0,1641.0318603515625,273.904052734375,28,R_A4,0.053860727697610855,17,STANDARD,0.0,36,273.904052734375,2018-09-12
48,0,1648.2957763671875,274.8603210449219,28,R_A4,0.17065928876399994,18,STANDARD,0.0,37,274.8603210449219,2018-09-12
48,0,1654.406494140625,275.7405700683594,28,R_A4,0.2687879800796509,19,STANDARD,0.0,38,275.7405700683594,2018-09-12
47,0,1661.1007080078125,278.86737060546875,28,R_A4,1.0,20,STANDARD,1.0194254294881855e-12,38,278.86737060546875,2018-09-12
47,0,1655.48046875,275.5443115234375,27,R_A4,0.06074988842010498,21,STANDARD,0.0,38,275.5443115234375,2018-09-12
42,0,1694.2431640625,278.56158447265625,1,R_A6,1.0,1,STANDARD,-1.6570048284869632e-12,17,278.56158447265625,2018-11-07
42,0,1695.7752685546875,278.7051086425781,2,R_A6,1.0,2,STANDARD,-3.9834105523654795e-13,17,278.7051086425781,2018-11-07
42,0,1697.3072509765625,278.8460693359375,3,R_A6,1.0,3,STANDARD,-2.4742791908220763e-13,17,278.8460693359375,2018-11-07
42,0,1698.83935546875,278.98406982421875,4,R_A6,1.0,4,STANDARD,-1.353669102808694e-13,17,278.98406982421875,2018-11-07
42,0,1700.3714599609375,279.1210632324219,5,R_A6,1.0,5,STANDARD,-9.340014791312315e-14,17,279.1210632324219,2018-11-07
42,0,1701.9034423828125,279.26043701171875,6,R_A6,1.0,6,STANDARD,-2.073168459820751e-12,17,279.26043701171875,2018-11-07
42,0,1703.435546875,279.1045837402344,7,R_A6,1.0,7,STANDARD,-2.876972314894144e-12,17,279.1045837402344,2018-11-07
42,0,1704.9676513671875,279.24884033203125,8,R_A6,1.0,8,STANDARD,-2.8288567235218443e-12,17,279.24884033203125,2018-11-07
42,0,1706.499755859375,279.6941223144531,9,R_A6,1.0,9,STANDARD,-1.0770847917989518e-13,17,279.6941223144531,2018-11-07
42,0,1708.0318603515625,280.01483154296875,10,R_A6,1.0,10,STANDARD,5.10920895435002e-13,17,280.01483154296875,2018-11-07
42,0,1709.947998046875,281.45709228515625,11,R_A6,1.0,11,STANDARD,4.464861466657588e-11,17,281.45709228515625,2018-11-07
42,0,1712.248291015625,281.6480712890625,12,R_A6,1.0,12,STANDARD,2.0519461130241723e-11,17,281.6480712890625,2018-11-07
42,0,1714.5487060546875,281.8946228027344,13,R_A6,1.0,13,STANDARD,9.009765589845786e-13,17,281.8946228027344,2018-11-07
42,0,1716.8489990234375,282.1124572753906,14,R_A6,1.0,14,STANDARD,1.0841166289340953e-12,17,282.1124572753906,2018-11-07
42,0,1719.1492919921875,282.3306884765625,15,R_A6,1.0,15,STANDARD,7.829041776853674e-13,17,282.3306884765625,2018-11-07
42,0,1721.44970703125,282.6943359375,16,R_A6,1.0,16,STANDARD,1.5009940176630848e-13,17,282.6943359375,2018-11-07
42,0,1723.75,282.91278076171875,17,R_A6,1.0,17,STANDARD,2.196174692841238e-13,17,282.91278076171875,2018-11-07
