SGAS,CONIPOS,CONBPRES,DATE,WELL,CONKPOS,DEPTH,SWAT,CONJPOS,WELLMODEL,PRESSURE,DRAWDOWN,CONIDX
0.0,22,300.72796630859375,2018-01-01,R_A2,1,1640.120849609375,0.05330727994441986,30,STANDARD,300.72796630859375,0,1
0.0,22,300.8428955078125,2018-01-01,R_A2,2,1641.8348388671875,0.05403618887066841,30,STANDARD,300.8428955078125,0,2
0.0,22,300.95782470703125,2018-01-01,R_A2,3,1643.548828125,0.057709112763404846,30,STANDARD,300.95782470703125,0,3
0.0,22,301.0727844238281,2018-01-01,R_A2,4,1645.2628173828125,0.06165429577231407,30,STANDARD,301.0727844238281,0,4
0.0,22,301.1877136230469,2018-01-01,R_A2,5,1646.9769287109375,0.06487643718719482,30,STANDARD,301.1877136230469,0,5
0.0,22,301.30267333984375,2018-01-01,R_A2,6,1648.69091796875,0.6671957969665527,30,STANDARD,301.30267333984375,0,6
0.0,22,301.4176025390625,2018-01-01,R_A2,7,1650.405029296875,0.8718538880348206,30,STANDARD,301.4176025390625,0,7
0.0,22,301.5325622558594,2018-01-01,R_A2,8,1652.1190185546875,0.8423428535461426,30,STANDARD,301.5325622558594,0,8
0.0,22,301.64752197265625,2018-01-01,R_A2,9,1653.8330078125,0.8893090486526489,30,STANDARD,301.64752197265625,0,9
0.0,22,301.7624816894531,2018-01-01,R_A2,10,1655.5469970703125,0.8857859373092651,30,STANDARD,301.7624816894531,0,10
0.0,22,301.8874816894531,2018-01-01,R_A2,11,1657.41064453125,0.06699112057685852,30,STANDARD,301.8874816894531,0,11
0.0,22,302.1575927734375,2018-01-01,R_A2,13,1661.437744140625,0.4259084165096283,30,STANDARD,302.1575927734375,0,12
0.0,22,302.29266357421875,2018-01-01,R_A2,14,1663.451171875,0.4612882435321808,30,STANDARD,302.29266357421875,0,13
0.0,22,302.4277038574219,2018-01-01,R_A2,15,1665.464599609375,0.8997397422790527,30,STANDARD,302.4277038574219,0,14
0.0,22,302.5627746582031,2018-01-01,R_A2,16,1667.4781494140625,0.9009726047515869,30,STANDARD,302.5627746582031,0,15
0.0,22,302.6978454589844,2018-01-01,R_A2,17,1669.4915771484375,0.8702232241630554,30,STANDARD,302.6978454589844,0,16
0.0,22,303.0682678222656,2018-01-01,R_A2,17,1675.0126953125,0.9576850533485413,29,STANDARD,303.0682678222656,0,17
0.0,22,303.182861328125,2018-01-01,R_A2,18,1676.7208251953125,0.9926072359085083,29,STANDARD,303.182861328125,0,18
0.0,22,303.28497314453125,2018-01-01,R_A2,26,1678.24267578125,0.6481541991233826,29,STANDARD,303.28497314453125,0,19
0.0,22,303.40155029296875,2018-01-01,R_A2,27,1679.980224609375,0.7269740700721741,29,STANDARD,303.40155029296875,0,20
0.0,22,303.8363037109375,2018-01-01,R_A2,28,1681.7177734375,1.0,29,STANDARD,303.8363037109375,0,21
0.0,22,304.0009765625,2018-01-01,R_A2,29,1683.455322265625,1.0,29,STANDARD,304.0009765625,0,22
0.0,22,304.1656188964844,2018-01-01,R_A2,30,1685.1927490234375,1.0,29,STANDARD,304.1656188964844,0,23
0.0,28,298.5178527832031,2018-01-01,R_A3,1,1607.151123046875,0.6481541991233826,41,STANDARD,298.5178527832031,0,1
0.0,28,298.64935302734375,2018-01-01,R_A3,2,1609.1131591796875,0.19075199961662292,41,STANDARD,298.64935302734375,0,2
0.0,28,298.7808532714844,2018-01-01,R_A3,3,1611.0753173828125,0.11823459714651108,41,STANDARD,298.7808532714844,0,3
0.0,28,298.912353515625,2018-01-01,R_A3,4,1613.037353515625,0.09353668242692947,41,STANDARD,298.912353515625,0,4
0.0,29,298.5594787597656,2018-01-01,R_A3,4,1607.7720947265625,0.14995653927326202,41,STANDARD,298.5594787597656,0,5
0.0,29,298.69537353515625,2018-01-01,R_A3,5,1609.7999267578125,0.8117809295654297,41,STANDARD,298.69537353515625,0,6
0.0,29,298.8312683105469,2018-01-01,R_A3,6,1611.827880859375,0.6481541991233826,41,STANDARD,298.8312683105469,0,7
0.0,29,298.9671936035156,2018-01-01,R_A3,7,1613.855712890625,0.1949167400598526,41,STANDARD,298.9671936035156,0,8
0.0,29,299.1031188964844,2018-01-01,R_A3,8,1615.883544921875,0.26672759652137756,41,STANDARD,299.1031188964844,0,9
0.0,29,299.2390441894531,2018-01-01,R_A3,9,1617.911376953125,0.7983344793319702,41,STANDARD,299.2390441894531,0,10
0.0,29,299.3749694824219,2018-01-01,R_A3,10,1619.939208984375,0.7973712086677551,41,STANDARD,299.3749694824219,0,11
0.0,29,299.51910400390625,2018-01-01,R_A3,11,1622.089599609375,0.04575563222169876,41,STANDARD,299.51910400390625,0,12
0.0,29,299.6714782714844,2018-01-01,R_A3,12,1624.362548828125,0.05513451620936394,41,STANDARD,299.6714782714844,0,13
0.0,29,299.8238220214844,2018-01-01,R_A3,13,1626.635498046875,0.36765432357788086,41,STANDARD,299.8238220214844,0,14
0.0,29,300.12860107421875,2018-01-01,R_A3,15,1631.1812744140625,0.601466715335846,41,STANDARD,300.12860107421875,0,15
0.0,29,300.2459411621094,2018-01-01,R_A3,16,1632.931640625,0.8011951446533203,41,STANDARD,300.2459411621094,0,16
0.0,29,300.4017028808594,2018-01-01,R_A3,26,1635.2550048828125,0.3595885634422302,41,STANDARD,300.4017028808594,0,17
0.0,29,300.6309509277344,2018-01-01,R_A3,27,1638.673828125,0.04025038704276085,41,STANDARD,300.6309509277344,0,18
0.0,29,300.8601989746094,2018-01-01,R_A3,28,1642.092529296875,0.08247794210910797,41,STANDARD,300.8601989746094,0,19
0.0,29,301.0894470214844,2018-01-01,R_A3,29,1645.5113525390625,0.7832329273223877,41,STANDARD,301.0894470214844,0,20
0.0,29,301.3186950683594,2018-01-01,R_A3,30,1648.93017578125,0.06016642972826958,41,STANDARD,301.3186950683594,0,21
0.0,30,300.14471435546875,2018-01-01,R_A4,1,1631.4219970703125,0.04991859197616577,52,STANDARD,300.14471435546875,0,1
0.0,31,299.8143615722656,2018-01-01,R_A4,1,1626.4942626953125,0.047349877655506134,52,STANDARD,299.8143615722656,0,2
0.0,31,299.9520568847656,2018-01-01,R_A4,2,1628.54833984375,0.04952673986554146,52,STANDARD,299.9520568847656,0,3
0.0,31,300.08978271484375,2018-01-01,R_A4,3,1630.602294921875,0.049896251410245895,52,STANDARD,300.08978271484375,0,4
0.0,31,300.22747802734375,2018-01-01,R_A4,4,1632.6563720703125,0.05283799022436142,52,STANDARD,300.22747802734375,0,5
0.0,31,300.3652038574219,2018-01-01,R_A4,5,1634.71044921875,0.05365307256579399,52,STANDARD,300.3652038574219,0,6
0.0,32,300.3327331542969,2018-01-01,R_A4,5,1634.2259521484375,0.10067567974328995,52,STANDARD,300.3327331542969,0,7
0.0,32,300.4722595214844,2018-01-01,R_A4,5,1636.30712890625,0.3071625232696533,51,STANDARD,300.4722595214844,0,8
0.0,32,300.3489990234375,2018-01-01,R_A4,4,1634.468505859375,0.05553407967090607,51,STANDARD,300.3489990234375,0,9
0.0,33,300.4649353027344,2018-01-01,R_A4,4,1636.1978759765625,0.0573788583278656,51,STANDARD,300.4649353027344,0,10
0.0,33,300.5906982421875,2018-01-01,R_A4,5,1638.073486328125,0.2213030457496643,51,STANDARD,300.5906982421875,0,11
0.0,33,300.88153076171875,2018-01-01,R_A4,5,1642.410888671875,0.10379591584205627,50,STANDARD,300.88153076171875,0,12
0.0,34,300.8190002441406,2018-01-01,R_A4,5,1641.478271484375,0.059157442301511765,50,STANDARD,300.8190002441406,0,13
0.0,34,300.6947326660156,2018-01-01,R_A4,4,1639.625244140625,0.059696633368730545,50,STANDARD,300.6947326660156,0,14
0.0,35,300.7898254394531,2018-01-01,R_A4,4,1641.043212890625,0.0589473694562912,50,STANDARD,300.7898254394531,0,15
0.0,35,300.6707458496094,2018-01-01,R_A4,3,1639.2674560546875,0.2247217446565628,50,STANDARD,300.6707458496094,0,16
0.0,35,300.96978759765625,2018-01-01,R_A4,3,1643.7271728515625,0.22684086859226227,49,STANDARD,300.96978759765625,0,17
0.0,35,300.8505554199219,2018-01-01,R_A4,2,1641.9488525390625,0.23011060059070587,49,STANDARD,300.8505554199219,0,18
0.0,36,300.915771484375,2018-01-01,R_A4,29,1642.9215087890625,0.21465207636356354,49,STANDARD,300.915771484375,0,19
0.0,36,300.9311828613281,2018-01-01,R_A4,29,1643.1513671875,0.08168452233076096,48,STANDARD,300.9311828613281,0,20
0.0,37,301.31622314453125,2018-01-01,R_A4,29,1648.893310546875,0.6481541991233826,48,STANDARD,301.31622314453125,0,21
0.0,38,301.6259765625,2018-01-01,R_A4,29,1653.51171875,0.6481541991233826,48,STANDARD,301.6259765625,0,22
0.0,38,302.0641174316406,2018-01-01,R_A4,29,1660.0440673828125,1.0,47,STANDARD,302.0641174316406,0,23
0.0,31,303.8685607910156,2018-01-01,R_A5,1,1685.28466796875,1.0,20,STANDARD,303.8685607910156,0,1
0.0,31,304.0596008300781,2018-01-01,R_A5,2,1687.30078125,1.0,20,STANDARD,304.0596008300781,0,2
0.0,31,304.2506408691406,2018-01-01,R_A5,3,1689.316650390625,1.0,20,STANDARD,304.2506408691406,0,3
0.0,31,304.4416809082031,2018-01-01,R_A5,4,1691.3326416015625,1.0,20,STANDARD,304.4416809082031,0,4
0.0,31,304.6327209472656,2018-01-01,R_A5,5,1693.3486328125,1.0,20,STANDARD,304.6327209472656,0,5
0.0,31,304.82379150390625,2018-01-01,R_A5,6,1695.36474609375,1.0,20,STANDARD,304.82379150390625,0,6
0.0,31,305.32061767578125,2018-01-01,R_A5,7,1697.3807373046875,1.0,20,STANDARD,305.32061767578125,0,7
0.0,31,305.51165771484375,2018-01-01,R_A5,8,1699.396728515625,1.0,20,STANDARD,305.51165771484375,0,8
0.0,31,305.04351806640625,2018-01-01,R_A5,8,1694.4566650390625,1.0,21,STANDARD,305.04351806640625,0,9
0.0,31,305.25726318359375,2018-01-01,R_A5,9,1696.712158203125,1.0,21,STANDARD,305.25726318359375,0,10
0.0,31,305.47100830078125,2018-01-01,R_A5,10,1698.9676513671875,1.0,21,STANDARD,305.47100830078125,0,11
0.0,31,305.36993408203125,2018-01-01,R_A5,11,1701.1265869140625,1.0,21,STANDARD,305.36993408203125,0,12
0.0,31,305.56536865234375,2018-01-01,R_A5,12,1703.1888427734375,1.0,21,STANDARD,305.56536865234375,0,13
0.0,31,305.77276611328125,2018-01-01,R_A5,13,1705.2510986328125,1.0,21,STANDARD,305.77276611328125,0,14
0.0,31,305.9682312011719,2018-01-01,R_A5,14,1707.3133544921875,1.0,21,STANDARD,305.9682312011719,0,15
0.0,31,306.1636657714844,2018-01-01,R_A5,15,1709.3756103515625,1.0,21,STANDARD,306.1636657714844,0,16
0.0,31,306.5041198730469,2018-01-01,R_A5,16,1711.437744140625,1.0,21,STANDARD,306.5041198730469,0,17
0.0,31,306.6849365234375,2018-01-01,R_A5,17,1713.3458251953125,1.0,21,STANDARD,306.6849365234375,0,18
0.0,31,306.7993469238281,2018-01-01,R_A5,18,1714.5528564453125,1.0,21,STANDARD,306.7993469238281,0,19
0.0,31,306.8450927734375,2018-01-01,R_A5,19,1715.0355224609375,1.0,21,STANDARD,306.8450927734375,0,20
0.0,31,307.1112060546875,2018-01-01,R_A5,26,1716.2744140625,1.0,21,STANDARD,307.1112060546875,0,21
0.0,31,307.0113220214844,2018-01-01,R_A5,27,1718.4471435546875,1.0,21,STANDARD,307.0113220214844,0,22
0.0,31,307.52301025390625,2018-01-01,R_A5,28,1720.6197509765625,1.0,21,STANDARD,307.52301025390625,0,23
0.0,31,307.72894287109375,2018-01-01,R_A5,29,1722.79248046875,1.0,21,STANDARD,307.72894287109375,0,24
0.0,31,307.9348449707031,2018-01-01,R_A5,30,1724.965087890625,1.0,21,STANDARD,307.9348449707031,0,25
