SGAS,CONIPOS,CONBPRES,DATE,WELL,CONKPOS,DEPTH,SWAT,CONJPOS,WELLMODEL,PRESSURE,DRAWDOWN,CONIDX
0.0,17,305.0469970703125,2018-01-01,R_A6,1,1694.4932861328125,1.0,42,STANDARD,305.0469970703125,0,1
0.0,17,305.1929931640625,2018-01-01,R_A6,2,1696.0341796875,1.0,42,STANDARD,305.1929931640625,0,2
0.0,17,305.3390197753906,2018-01-01,R_A6,3,1697.5748291015625,1.0,42,STANDARD,305.3390197753906,0,3
0.0,17,305.48504638671875,2018-01-01,R_A6,4,1699.11572265625,1.0,42,STANDARD,305.48504638671875,0,4
0.0,17,305.63104248046875,2018-01-01,R_A6,5,1700.656494140625,1.0,42,STANDARD,305.63104248046875,0,5
0.0,17,305.7770690917969,2018-01-01,R_A6,6,1702.197265625,1.0,42,STANDARD,305.7770690917969,0,6
0.0,17,305.6240539550781,2018-01-01,R_A6,7,1703.7381591796875,1.0,42,STANDARD,305.6240539550781,0,7
0.0,17,305.77008056640625,2018-01-01,R_A6,8,1705.2789306640625,1.0,42,STANDARD,305.77008056640625,0,8
0.0,17,306.21514892578125,2018-01-01,R_A6,9,1706.8197021484375,1.0,42,STANDARD,306.21514892578125,0,9
0.0,17,306.0553894042969,2018-01-01,R_A6,10,1708.3604736328125,1.0,42,STANDARD,306.0553894042969,0,10
0.0,17,306.2363586425781,2018-01-01,R_A6,11,1710.268798828125,1.0,42,STANDARD,306.2363586425781,0,11
0.0,17,306.4520568847656,2018-01-01,R_A6,12,1712.5447998046875,1.0,42,STANDARD,306.4520568847656,0,12
0.0,17,306.6797180175781,2018-01-01,R_A6,13,1714.8206787109375,1.0,42,STANDARD,306.6797180175781,0,13
0.0,17,306.8954162597656,2018-01-01,R_A6,14,1717.0965576171875,1.0,42,STANDARD,306.8954162597656,0,14
0.0,17,307.1111145019531,2018-01-01,R_A6,15,1719.37255859375,1.0,42,STANDARD,307.1111145019531,0,15
0.0,17,307.4718322753906,2018-01-01,R_A6,16,1721.6484375,1.0,42,STANDARD,307.4718322753906,0,16
0.0,17,307.6875305175781,2018-01-01,R_A6,17,1723.92431640625,1.0,42,STANDARD,307.6875305175781,0,17
0.0,17,307.840576171875,2018-01-01,R_A6,18,1725.5390625,1.0,42,STANDARD,307.840576171875,0,18
0.0,17,307.80999755859375,2018-01-01,R_A6,26,1726.874267578125,1.0,42,STANDARD,307.80999755859375,0,19
0.0,17,308.27850341796875,2018-01-01,R_A6,27,1728.591064453125,1.0,42,STANDARD,308.27850341796875,0,20
0.0,17,308.44122314453125,2018-01-01,R_A6,28,1730.307861328125,1.0,42,STANDARD,308.44122314453125,0,21
0.0,17,308.60394287109375,2018-01-01,R_A6,29,1732.024658203125,1.0,42,STANDARD,308.60394287109375,0,22
0.0,17,308.4609069824219,2018-01-01,R_A6,30,1733.7415771484375,1.0,42,STANDARD,308.4609069824219,0,23
0.0,22,298.2170715332031,2018-03-01,R_A2,1,1640.120849609375,0.05332036688923836,30,STANDARD,298.2170715332031,0,1
0.0,22,298.3319396972656,2018-03-01,R_A2,2,1641.8348388671875,0.054049763828516006,30,STANDARD,298.3319396972656,0,2
0.0,22,298.44683837890625,2018-03-01,R_A2,3,1643.548828125,0.057720500975847244,30,STANDARD,298.44683837890625,0,3
0.0,22,298.56170654296875,2018-03-01,R_A2,4,1645.2628173828125,0.06167494133114815,30,STANDARD,298.56170654296875,0,4
0.0,22,298.6766052246094,2018-03-01,R_A2,5,1646.9769287109375,0.06489607691764832,30,STANDARD,298.6766052246094,0,5
0.0,22,298.80059814453125,2018-03-01,R_A2,6,1648.69091796875,0.6681840419769287,30,STANDARD,298.80059814453125,0,6
0.0,22,298.94140625,2018-03-01,R_A2,7,1650.405029296875,0.8717568516731262,30,STANDARD,298.94140625,0,7
0.0,22,299.064697265625,2018-03-01,R_A2,8,1652.1190185546875,0.8422126770019531,30,STANDARD,299.064697265625,0,8
0.0,22,299.48175048828125,2018-03-01,R_A2,9,1653.8330078125,0.8890518546104431,30,STANDARD,299.48175048828125,0,9
0.0,22,299.9461364746094,2018-03-01,R_A2,10,1655.5469970703125,0.8857225775718689,30,STANDARD,299.9461364746094,0,10
0.0,22,299.7989501953125,2018-03-01,R_A2,11,1657.41064453125,0.06702077388763428,30,STANDARD,299.7989501953125,0,11
0.0,22,300.3134460449219,2018-03-01,R_A2,13,1661.437744140625,0.4259839951992035,30,STANDARD,300.3134460449219,0,12
0.0,22,300.44854736328125,2018-03-01,R_A2,14,1663.451171875,0.4613569676876068,30,STANDARD,300.44854736328125,0,13
0.0,22,300.58258056640625,2018-03-01,R_A2,15,1665.464599609375,0.8995736837387085,30,STANDARD,300.58258056640625,0,14
0.0,22,300.71624755859375,2018-03-01,R_A2,16,1667.4781494140625,0.9009167551994324,30,STANDARD,300.71624755859375,0,15
0.0,22,300.85076904296875,2018-03-01,R_A2,17,1669.4915771484375,0.8701500296592712,30,STANDARD,300.85076904296875,0,16
0.0,22,301.05487060546875,2018-03-01,R_A2,17,1675.0126953125,0.9576590061187744,29,STANDARD,301.05487060546875,0,17
0.0,22,301.1692199707031,2018-03-01,R_A2,18,1676.7208251953125,0.9926027059555054,29,STANDARD,301.1692199707031,0,18
0.0,22,301.72357177734375,2018-03-01,R_A2,26,1678.24267578125,0.648294985294342,29,STANDARD,301.72357177734375,0,19
0.0,22,302.1252136230469,2018-03-01,R_A2,27,1679.980224609375,0.72686767578125,29,STANDARD,302.1252136230469,0,20
-5.826773959161091e-12,22,302.3074035644531,2018-03-01,R_A2,28,1681.7177734375,1.0,29,STANDARD,302.3074035644531,0,21
-7.96378100183931e-13,22,302.5908508300781,2018-03-01,R_A2,29,1683.455322265625,1.0,29,STANDARD,302.5908508300781,0,22
0.0,22,302.12371826171875,2018-03-01,R_A2,30,1685.1927490234375,0.999984622001648,29,STANDARD,302.12371826171875,0,23
-8.528605377478016e-09,31,283.46697998046875,2018-04-28,R_A5,1,1685.28466796875,0.9999998211860657,20,STANDARD,283.46697998046875,0,1
-7.506653076916336e-09,31,283.6572570800781,2018-04-28,R_A5,2,1687.30078125,0.9999998807907104,20,STANDARD,283.6572570800781,0,2
-7.2178982790660484e-09,31,283.8468933105469,2018-04-28,R_A5,3,1689.316650390625,0.9999998807907104,20,STANDARD,283.8468933105469,0,3
-7.2202044343328e-09,31,284.03607177734375,2018-04-28,R_A5,4,1691.3326416015625,0.9999998807907104,20,STANDARD,284.03607177734375,0,4
-5.01171504296849e-09,31,284.2250671386719,2018-04-28,R_A5,5,1693.3486328125,0.9999998807907104,20,STANDARD,284.2250671386719,0,5
-6.177458544698311e-09,31,284.4148864746094,2018-04-28,R_A5,6,1695.36474609375,0.9999998807907104,20,STANDARD,284.4148864746094,0,6
-3.8508137650827834e-11,31,284.90582275390625,2018-04-28,R_A5,7,1697.3807373046875,1.0,20,STANDARD,284.90582275390625,0,7
-9.851379260961135e-12,31,285.1115417480469,2018-04-28,R_A5,8,1699.396728515625,1.0,20,STANDARD,285.1115417480469,0,8
-5.607334596646751e-10,31,284.5859680175781,2018-04-28,R_A5,8,1694.4566650390625,1.0,21,STANDARD,284.5859680175781,0,9
-4.461619962370378e-11,31,285.04876708984375,2018-04-28,R_A5,9,1696.712158203125,1.0,21,STANDARD,285.04876708984375,0,10
-1.9641196221525936e-12,31,285.6023864746094,2018-04-28,R_A5,10,1698.9676513671875,1.0,21,STANDARD,285.6023864746094,0,11
-1.537803079321165e-10,31,281.2435607910156,2018-04-28,R_A5,11,1701.1265869140625,1.0,21,STANDARD,281.2435607910156,0,12
-1.7120276030180293e-10,31,281.3661193847656,2018-04-28,R_A5,12,1703.1888427734375,1.0,21,STANDARD,281.3661193847656,0,13
-1.0661515073562278e-11,31,281.57391357421875,2018-04-28,R_A5,13,1705.2510986328125,1.0,21,STANDARD,281.57391357421875,0,14
-1.0774568737215162e-11,31,281.7705383300781,2018-04-28,R_A5,14,1707.3133544921875,1.0,21,STANDARD,281.7705383300781,0,15
-2.6315520942898907e-12,31,281.9682312011719,2018-04-28,R_A5,15,1709.3756103515625,1.0,21,STANDARD,281.9682312011719,0,16
-5.155115158535228e-13,31,282.31854248046875,2018-04-28,R_A5,16,1711.437744140625,1.0,21,STANDARD,282.31854248046875,0,17
-7.571565444931816e-13,31,282.50677490234375,2018-04-28,R_A5,17,1713.3458251953125,1.0,21,STANDARD,282.50677490234375,0,18
-4.31693179831631e-19,31,282.62298583984375,2018-04-28,R_A5,18,1714.5528564453125,1.0,21,STANDARD,282.62298583984375,0,19
0.0,31,282.66937255859375,2018-04-28,R_A5,19,1715.0355224609375,1.0,21,STANDARD,282.66937255859375,0,20
-2.774839548674163e-13,31,287.77886962890625,2018-04-28,R_A5,26,1716.2744140625,1.0,21,STANDARD,287.77886962890625,0,21
-3.6468113142999747e-13,31,287.97308349609375,2018-04-28,R_A5,27,1718.4471435546875,1.0,21,STANDARD,287.97308349609375,0,22
-1.1720099794474225e-19,31,298.37066650390625,2018-04-28,R_A5,28,1720.6197509765625,1.0,21,STANDARD,298.37066650390625,0,23
-7.109380075532982e-22,31,305.0647888183594,2018-04-28,R_A5,29,1722.79248046875,1.0,21,STANDARD,305.0647888183594,0,24
-3.871150298920294e-24,31,307.2803649902344,2018-04-28,R_A5,30,1724.965087890625,1.0,21,STANDARD,307.2803649902344,0,25
0.0,28,270.7350158691406,2018-07-03,R_A3,1,1607.151123046875,0.6503647565841675,41,STANDARD,270.7350158691406,0,1
0.0,28,270.8599548339844,2018-07-03,R_A3,2,1609.1131591796875,0.19124101102352142,41,STANDARD,270.8599548339844,0,2
0.0,28,270.9903869628906,2018-07-03,R_A3,3,1611.0753173828125,0.11863795667886734,41,STANDARD,270.9903869628906,0,3
0.0,28,271.12091064453125,2018-07-03,R_A3,4,1613.037353515625,0.09376005083322525,41,STANDARD,271.12091064453125,0,4
0.0,29,270.76910400390625,2018-07-03,R_A3,4,1607.7720947265625,0.15136875212192535,41,STANDARD,270.76910400390625,0,5
0.0,29,271.0174560546875,2018-07-03,R_A3,5,1609.7999267578125,0.8101924657821655,41,STANDARD,271.0174560546875,0,6
0.0,29,271.0397644042969,2018-07-03,R_A3,6,1611.827880859375,0.6519678831100464,41,STANDARD,271.0397644042969,0,7
0.0,29,271.20123291015625,2018-07-03,R_A3,7,1613.855712890625,0.19793656468391418,41,STANDARD,271.20123291015625,0,8
0.0,29,271.3370666503906,2018-07-03,R_A3,8,1615.883544921875,0.27250173687934875,41,STANDARD,271.3370666503906,0,9
0.0,29,271.7189636230469,2018-07-03,R_A3,9,1617.911376953125,0.7968200445175171,41,STANDARD,271.7189636230469,0,10
0.0,29,277.76904296875,2018-07-03,R_A3,10,1619.939208984375,0.7938660979270935,41,STANDARD,277.76904296875,0,11
0.0,29,294.9696350097656,2018-07-03,R_A3,11,1622.089599609375,0.04578442871570587,41,STANDARD,294.9696350097656,0,12
0.0,29,295.121826171875,2018-07-03,R_A3,12,1624.362548828125,0.05516425892710686,41,STANDARD,295.121826171875,0,13
0.0,29,295.2743225097656,2018-07-03,R_A3,13,1626.635498046875,0.3678014874458313,41,STANDARD,295.2743225097656,0,14
0.0,29,295.6004943847656,2018-07-03,R_A3,15,1631.1812744140625,0.6017329692840576,41,STANDARD,295.6004943847656,0,15
0.0,29,295.7166748046875,2018-07-03,R_A3,16,1632.931640625,0.7998291850090027,41,STANDARD,295.7166748046875,0,16
0.0,29,285.7626647949219,2018-07-03,R_A3,26,1635.2550048828125,0.3563382923603058,41,STANDARD,285.7626647949219,0,17
0.0,29,285.9601745605469,2018-07-03,R_A3,27,1638.673828125,0.040313806384801865,41,STANDARD,285.9601745605469,0,18
0.0,29,286.1885986328125,2018-07-03,R_A3,28,1642.092529296875,0.08266378939151764,41,STANDARD,286.1885986328125,0,19
0.0,29,291.28460693359375,2018-07-03,R_A3,29,1645.5113525390625,0.7826774716377258,41,STANDARD,291.28460693359375,0,20
0.0,29,286.466796875,2018-07-03,R_A3,30,1648.93017578125,0.06162671744823456,41,STANDARD,286.466796875,0,21
0.0,30,277.881103515625,2018-09-12,R_A4,1,1631.4219970703125,0.05007435753941536,52,STANDARD,277.881103515625,0,1
0.0,31,277.5703430175781,2018-09-12,R_A4,1,1626.4942626953125,0.04744935408234596,52,STANDARD,277.5703430175781,0,2
0.0,31,277.7072448730469,2018-09-12,R_A4,2,1628.54833984375,0.04962817579507828,52,STANDARD,277.7072448730469,0,3
0.0,31,277.8441162109375,2018-09-12,R_A4,3,1630.602294921875,0.05000218749046326,52,STANDARD,277.8441162109375,0,4
0.0,31,277.98101806640625,2018-09-12,R_A4,4,1632.6563720703125,0.05293179675936699,52,STANDARD,277.98101806640625,0,5
0.0,31,278.117919921875,2018-09-12,R_A4,5,1634.71044921875,0.05373992770910263,52,STANDARD,278.117919921875,0,6
0.0,32,278.0972595214844,2018-09-12,R_A4,5,1634.2259521484375,0.10108275711536407,52,STANDARD,278.0972595214844,0,7
0.0,32,278.19488525390625,2018-09-12,R_A4,5,1636.30712890625,0.3050600588321686,51,STANDARD,278.19488525390625,0,8
0.0,32,278.0567932128906,2018-09-12,R_A4,4,1634.468505859375,0.05576550215482712,51,STANDARD,278.0567932128906,0,9
0.0,33,278.1586608886719,2018-09-12,R_A4,4,1636.1978759765625,0.057788342237472534,51,STANDARD,278.1586608886719,0,10
0.0,33,278.2837219238281,2018-09-12,R_A4,5,1638.073486328125,0.22417305409908295,51,STANDARD,278.2837219238281,0,11
0.0,33,278.50506591796875,2018-09-12,R_A4,5,1642.410888671875,0.10404867678880692,50,STANDARD,278.50506591796875,0,12
0.0,34,278.4031066894531,2018-09-12,R_A4,5,1641.478271484375,0.05938072130084038,50,STANDARD,278.4031066894531,0,13
0.0,34,278.2796325683594,2018-09-12,R_A4,4,1639.625244140625,0.05988301709294319,50,STANDARD,278.2796325683594,0,14
0.0,35,278.3045654296875,2018-09-12,R_A4,4,1641.043212890625,0.059038762003183365,50,STANDARD,278.3045654296875,0,15
0.0,35,278.18646240234375,2018-09-12,R_A4,3,1639.2674560546875,0.22510497272014618,50,STANDARD,278.18646240234375,0,16
0.0,35,278.419677734375,2018-09-12,R_A4,3,1643.7271728515625,0.22705575823783875,49,STANDARD,278.419677734375,0,17
0.0,35,278.300048828125,2018-09-12,R_A4,2,1641.9488525390625,0.23034977912902832,49,STANDARD,278.300048828125,0,18
0.0,36,274.4902648925781,2018-09-12,R_A4,29,1642.9215087890625,0.20553091168403625,49,STANDARD,274.4902648925781,0,19
0.0,36,273.8221435546875,2018-09-12,R_A4,29,1643.1513671875,0.09081049263477325,48,STANDARD,273.8221435546875,0,20
0.0,37,274.93609619140625,2018-09-12,R_A4,29,1648.893310546875,0.6540923118591309,48,STANDARD,274.93609619140625,0,21
0.0,38,276.1355285644531,2018-09-12,R_A4,29,1653.51171875,0.6512883305549622,48,STANDARD,276.1355285644531,0,22
4.555175247417109e-12,38,282.4757995605469,2018-09-12,R_A4,29,1660.0440673828125,1.0,47,STANDARD,282.4757995605469,0,23
-4.3598067864247803e-13,17,277.1001892089844,2018-11-07,R_A6,1,1694.4932861328125,1.0,42,STANDARD,277.1001892089844,0,1
-2.2282186946248617e-13,17,277.24591064453125,2018-11-07,R_A6,2,1696.0341796875,1.0,42,STANDARD,277.24591064453125,0,2
-1.7225812247965988e-13,17,277.3903503417969,2018-11-07,R_A6,3,1697.5748291015625,1.0,42,STANDARD,277.3903503417969,0,3
-1.6284266686830695e-13,17,277.5325927734375,2018-11-07,R_A6,4,1699.11572265625,1.0,42,STANDARD,277.5325927734375,0,4
-2.0137438537428526e-13,17,277.67364501953125,2018-11-07,R_A6,5,1700.656494140625,1.0,42,STANDARD,277.67364501953125,0,5
-9.866978761818856e-12,17,277.81597900390625,2018-11-07,R_A6,6,1702.197265625,1.0,42,STANDARD,277.81597900390625,0,6
-1.802115401350335e-11,17,277.66351318359375,2018-11-07,R_A6,7,1703.7381591796875,1.0,42,STANDARD,277.66351318359375,0,7
